Date,HUBB
2023-07-03,328.989990234375
2023-07-05,327.6499938964844
2023-07-06,326.3699951171875
2023-07-07,327.79998779296875
2023-07-10,335.42999267578125
2023-07-11,332.8699951171875
2023-07-12,331.5899963378906
2023-07-13,333.07000732421875
2023-07-14,330.0
2023-07-17,331.9599914550781
2023-07-18,337.30999755859375
2023-07-19,337.32000732421875
2023-07-20,337.80999755859375
2023-07-21,333.739990234375
2023-07-24,333.7799987792969
2023-07-25,318.5199890136719
2023-07-26,310.0
2023-07-27,308.4700012207031
2023-07-28,309.9800109863281
2023-07-31,312.0
2023-08-01,315.70001220703125
2023-08-02,313.19000244140625
2023-08-03,306.5799865722656
2023-08-04,304.2300109863281
2023-08-07,309.7300109863281
2023-08-08,314.1499938964844
2023-08-09,305.79998779296875
2023-08-10,302.3699951171875
2023-08-11,306.9599914550781
2023-08-14,310.42999267578125
2023-08-15,306.70001220703125
2023-08-16,306.5199890136719
2023-08-17,300.6099853515625
2023-08-18,303.5299987792969
2023-08-21,307.32000732421875
2023-08-22,307.17999267578125
2023-08-23,317.5899963378906
2023-08-24,316.44000244140625
2023-08-25,323.4599914550781
2023-08-28,325.989990234375
2023-08-29,327.3699951171875
2023-08-30,326.760009765625
2023-08-31,326.04998779296875
2023-09-01,328.5299987792969
2023-09-05,313.739990234375
2023-09-06,316.9200134277344
2023-09-07,325.0199890136719
2023-09-08,327.57000732421875
2023-09-11,326.45001220703125
2023-09-12,318.92999267578125
2023-09-13,315.5400085449219
2023-09-14,319.57000732421875
2023-09-15,315.8500061035156
2023-09-18,320.19000244140625
2023-09-19,314.3800048828125
2023-09-20,310.489990234375
2023-09-21,304.4599914550781
2023-09-22,305.8399963378906
2023-09-25,313.07000732421875
2023-09-26,308.8999938964844
2023-09-27,316.1099853515625
2023-09-28,317.9100036621094
2023-09-29,313.4100036621094
2023-10-02,309.260009765625
2023-10-03,305.44000244140625
2023-10-04,307.07000732421875
2023-10-05,299.19000244140625
2023-10-06,309.19000244140625
2023-10-09,308.44000244140625
2023-10-10,307.7799987792969
2023-10-11,310.6300048828125
2023-10-12,309.5
2023-10-13,294.7900085449219
2023-10-16,304.0299987792969
2023-10-17,299.6499938964844
2023-10-18,289.92999267578125
2023-10-19,285.0
2023-10-20,279.8699951171875
2023-10-23,280.3800048828125
2023-10-24,282.260009765625
2023-10-25,279.8900146484375
2023-10-26,281.8500061035156
2023-10-27,281.0199890136719
2023-10-30,283.3299865722656
2023-10-31,270.1000061035156
2023-11-01,279.1000061035156
2023-11-02,280.7099914550781
2023-11-03,281.8399963378906
2023-11-06,278.25
2023-11-07,278.6300048828125
2023-11-08,281.44000244140625
2023-11-09,285.010009765625
2023-11-10,289.5199890136719
2023-11-13,290.7900085449219
2023-11-14,295.5400085449219
2023-11-15,289.4100036621094
2023-11-16,289.5899963378906
2023-11-17,300.8599853515625
2023-11-20,300.75
2023-11-21,297.42999267578125
2023-11-22,299.7300109863281
2023-11-24,300.5299987792969
2023-11-27,300.6000061035156
2023-11-28,294.9200134277344
2023-11-29,294.6600036621094
2023-11-30,300.0
2023-12-01,303.4800109863281
2023-12-04,303.3399963378906
2023-12-05,299.82000732421875
2023-12-06,303.4100036621094
2023-12-07,306.25
2023-12-08,308.1700134277344
2023-12-11,314.8699951171875
2023-12-12,319.0299987792969
2023-12-13,314.9200134277344
2023-12-14,326.7900085449219
2023-12-15,325.42999267578125
2023-12-18,325.1099853515625
2023-12-19,323.69000244140625
2023-12-20,321.1199951171875
2023-12-21,324.54998779296875
2023-12-22,325.989990234375
2023-12-26,328.8900146484375
2023-12-27,328.0199890136719
2023-12-28,328.1000061035156
2023-12-29,328.92999267578125
2024-01-02,325.9200134277344
2024-01-03,316.8399963378906
2024-01-04,319.94000244140625
2024-01-05,318.1600036621094
2024-01-08,322.8800048828125
2024-01-09,327.75
2024-01-10,325.69000244140625
2024-01-11,327.69000244140625
2024-01-12,327.6300048828125
2024-01-16,326.4200134277344
2024-01-17,321.6199951171875
2024-01-18,325.69000244140625
2024-01-19,329.6199951171875
2024-01-22,334.760009765625
2024-01-23,330.9599914550781
2024-01-24,328.1600036621094
2024-01-25,333.82000732421875
2024-01-26,328.9800109863281
2024-01-29,332.55999755859375
2024-01-30,344.30999755859375
2024-01-31,335.57000732421875
2024-02-01,343.7099914550781
2024-02-02,354.0299987792969
2024-02-05,350.989990234375
2024-02-06,350.25
2024-02-07,355.1300048828125
2024-02-08,358.2099914550781
2024-02-09,363.010009765625
2024-02-12,359.82000732421875
2024-02-13,352.6199951171875
2024-02-14,359.69000244140625
2024-02-15,358.69000244140625
2024-02-16,358.8800048828125
2024-02-20,355.3500061035156
2024-02-21,354.1499938964844
2024-02-22,364.7200012207031
2024-02-23,365.7900085449219
2024-02-26,369.5799865722656
2024-02-27,367.489990234375
2024-02-28,370.82000732421875
2024-02-29,380.6700134277344
2024-03-01,384.7699890136719
2024-03-04,387.739990234375
2024-03-05,380.6499938964844
2024-03-06,387.9200134277344
2024-03-07,392.9599914550781
2024-03-08,393.1400146484375
2024-03-11,387.42999267578125
2024-03-12,396.92999267578125
2024-03-13,399.5299987792969
2024-03-14,401.8299865722656
2024-03-15,395.1499938964844
2024-03-18,399.6099853515625
2024-03-19,396.7099914550781
2024-03-20,406.6499938964844
2024-03-21,415.0
2024-03-22,417.9200134277344
2024-03-25,413.1199951171875
2024-03-26,413.3299865722656
2024-03-27,413.8599853515625
