Date,HIG
2015-07-01,44.189998626708984
2015-07-02,44.029998779296875
2015-07-06,44.08000183105469
2015-07-07,44.130001068115234
2015-07-08,43.029998779296875
2015-07-09,43.150001525878906
2015-07-10,43.779998779296875
2015-07-13,45.099998474121094
2015-07-14,45.70000076293945
2015-07-15,46.68000030517578
2015-07-16,47.279998779296875
2015-07-17,46.84000015258789
2015-07-20,46.29999923706055
2015-07-21,46.720001220703125
2015-07-22,46.40999984741211
2015-07-23,46.31999969482422
2015-07-24,46.470001220703125
2015-07-27,45.65999984741211
2015-07-28,46.849998474121094
2015-07-29,47.66999816894531
2015-07-30,48.0
2015-07-31,47.54999923706055
2015-08-03,48.22999954223633
2015-08-04,47.77000045776367
2015-08-05,47.470001220703125
2015-08-06,47.689998626708984
2015-08-07,47.93000030517578
2015-08-10,48.380001068115234
2015-08-11,47.84000015258789
2015-08-12,47.47999954223633
2015-08-13,48.81999969482422
2015-08-14,49.380001068115234
2015-08-17,49.15999984741211
2015-08-18,49.529998779296875
2015-08-19,49.20000076293945
2015-08-20,48.439998626708984
2015-08-21,46.7400016784668
2015-08-24,44.47999954223633
2015-08-25,44.689998626708984
2015-08-26,46.22999954223633
2015-08-27,47.0099983215332
2015-08-28,46.220001220703125
2015-08-31,45.95000076293945
2015-09-01,44.75
2015-09-02,45.58000183105469
2015-09-03,45.79999923706055
2015-09-04,44.720001220703125
2015-09-08,45.900001525878906
2015-09-09,45.29999923706055
2015-09-10,45.810001373291016
2015-09-11,45.95000076293945
2015-09-14,45.560001373291016
2015-09-15,46.220001220703125
2015-09-16,46.5099983215332
2015-09-17,45.810001373291016
2015-09-18,44.31999969482422
2015-09-21,44.66999816894531
2015-09-22,44.119998931884766
2015-09-23,44.45000076293945
2015-09-24,45.099998474121094
2015-09-25,45.380001068115234
2015-09-28,44.470001220703125
2015-09-29,45.04999923706055
2015-09-30,45.779998779296875
2015-10-01,45.9900016784668
2015-10-02,45.90999984741211
2015-10-05,46.66999816894531
2015-10-06,46.540000915527344
2015-10-07,46.900001525878906
2015-10-08,47.11000061035156
2015-10-09,46.880001068115234
2015-10-12,46.86000061035156
2015-10-13,46.52000045776367
2015-10-14,45.880001068115234
2015-10-15,46.95000076293945
2015-10-16,47.13999938964844
2015-10-19,47.4900016784668
2015-10-20,48.08000183105469
2015-10-21,48.40999984741211
2015-10-22,48.779998779296875
2015-10-23,49.2400016784668
2015-10-26,48.810001373291016
2015-10-27,45.34000015258789
2015-10-28,46.41999816894531
2015-10-29,47.119998931884766
2015-10-30,46.2599983215332
2015-11-02,46.7599983215332
2015-11-03,46.5
2015-11-04,46.59000015258789
2015-11-05,46.900001525878906
2015-11-06,47.599998474121094
2015-11-09,46.880001068115234
2015-11-10,47.34000015258789
2015-11-11,46.7400016784668
2015-11-12,45.72999954223633
2015-11-13,45.13999938964844
2015-11-16,45.880001068115234
2015-11-17,45.540000915527344
2015-11-18,45.900001525878906
2015-11-19,46.02000045776367
2015-11-20,45.97999954223633
2015-11-23,45.849998474121094
2015-11-24,45.70000076293945
2015-11-25,45.52000045776367
2015-11-27,45.54999923706055
2015-11-30,45.63999938964844
2015-12-01,46.20000076293945
2015-12-02,45.959999084472656
2015-12-03,45.27000045776367
2015-12-04,46.709999084472656
2015-12-07,46.380001068115234
2015-12-08,45.84000015258789
2015-12-09,45.13999938964844
2015-12-10,45.0
2015-12-11,43.869998931884766
2015-12-14,43.220001220703125
2015-12-15,44.0
2015-12-16,44.58000183105469
2015-12-17,43.310001373291016
2015-12-18,42.11000061035156
2015-12-21,42.38999938964844
2015-12-22,43.2599983215332
2015-12-23,43.36000061035156
2015-12-24,43.65999984741211
2015-12-28,43.4900016784668
2015-12-29,44.11000061035156
2015-12-30,43.84000015258789
2015-12-31,43.459999084472656
2016-01-04,42.689998626708984
2016-01-05,43.369998931884766
2016-01-06,42.2400016784668
2016-01-07,41.20000076293945
2016-01-08,40.650001525878906
2016-01-11,40.91999816894531
2016-01-12,41.369998931884766
2016-01-13,40.09000015258789
2016-01-14,40.25
2016-01-15,39.08000183105469
2016-01-19,39.11000061035156
2016-01-20,37.869998931884766
2016-01-21,38.029998779296875
