Date,TKO
2025-01-02,142.72999572753906
2025-01-03,142.39999389648438
2025-01-06,141.6300048828125
2025-01-07,141.80999755859375
2025-01-08,142.33999633789062
2025-01-10,140.17999267578125
2025-01-13,142.3800048828125
2025-01-14,143.11000061035156
2025-01-15,143.91000366210938
2025-01-16,141.8000030517578
2025-01-17,142.1999969482422
2025-01-21,144.52999877929688
2025-01-22,142.92999267578125
2025-01-23,151.97000122070312
2025-01-24,153.0800018310547
2025-01-27,153.4499969482422
2025-01-28,158.44000244140625
2025-01-29,156.9199981689453
2025-01-30,157.47000122070312
2025-01-31,155.2100067138672
2025-02-03,157.0500030517578
2025-02-04,157.74000549316406
2025-02-05,161.02000427246094
2025-02-06,161.2100067138672
2025-02-07,166.3699951171875
2025-02-10,173.11000061035156
2025-02-11,176.52999877929688
2025-02-12,176.63999938964844
2025-02-13,174.49000549316406
2025-02-14,175.5
2025-02-18,172.07000732421875
2025-02-19,166.57000732421875
2025-02-20,163.80999755859375
2025-02-21,158.82000732421875
2025-02-24,160.75999450683594
2025-02-25,156.02000427246094
2025-02-26,159.5500030517578
2025-02-27,150.22999572753906
2025-02-28,150.63999938964844
2025-03-03,147.7899932861328
2025-03-04,146.6999969482422
2025-03-05,152.3000030517578
2025-03-06,146.99000549316406
2025-03-07,143.72999572753906
2025-03-10,142.1199951171875
2025-03-11,145.14999389648438
2025-03-12,147.27000427246094
2025-03-13,140.85000610351562
2025-03-14,139.6199951171875
2025-03-17,145.6300048828125
2025-03-18,145.47000122070312
2025-03-19,149.85000610351562
2025-03-20,150.39999389648438
2025-03-21,149.8800048828125
2025-03-24,152.91000366210938
2025-03-25,154.60000610351562
2025-03-26,154.61000061035156
2025-03-27,151.8800048828125
2025-03-28,149.6999969482422
2025-03-31,152.80999755859375
2025-04-01,152.99000549316406
2025-04-02,158.5800018310547
2025-04-03,150.44000244140625
2025-04-04,139.5800018310547
2025-04-07,141.17999267578125
2025-04-08,138.9600067138672
2025-04-09,148.5399932861328
2025-04-10,145.08999633789062
2025-04-11,144.35000610351562
2025-04-14,148.1300048828125
2025-04-15,149.64999389648438
2025-04-16,147.9600067138672
2025-04-17,149.22000122070312
2025-04-21,143.08999633789062
2025-04-22,148.1300048828125
2025-04-23,150.99000549316406
2025-04-24,155.27999877929688
2025-04-25,157.10000610351562
2025-04-28,160.42999267578125
2025-04-29,162.9600067138672
2025-04-30,162.91000366210938
2025-05-01,163.16000366210938
2025-05-02,166.42999267578125
2025-05-05,166.8300018310547
2025-05-06,167.94000244140625
2025-05-07,169.67999267578125
2025-05-08,168.9600067138672
2025-05-09,159.66000366210938
2025-05-12,160.60000610351562
2025-05-13,164.47999572753906
2025-05-14,162.2100067138672
2025-05-15,161.4600067138672
2025-05-16,163.47999572753906
2025-05-19,163.99000549316406
2025-05-20,162.74000549316406
2025-05-21,159.83999633789062
2025-05-22,156.22999572753906
2025-05-23,157.72000122070312
2025-05-27,158.9499969482422
2025-05-28,158.80999755859375
2025-05-29,156.74000549316406
2025-05-30,157.80999755859375
2025-06-02,159.5500030517578
2025-06-03,163.11000061035156
2025-06-04,165.89999389648438
2025-06-05,168.9199981689453
2025-06-06,165.94000244140625
2025-06-09,163.3300018310547
2025-06-10,164.60000610351562
2025-06-11,164.9199981689453
2025-06-12,163.92999267578125
2025-06-13,163.0800018310547
2025-06-16,168.41000366210938
2025-06-17,167.9600067138672
2025-06-18,175.9499969482422
2025-06-20,174.9600067138672
2025-06-23,175.52999877929688
2025-06-24,176.88999938964844
2025-06-25,174.94000244140625
2025-06-26,176.16000366210938
2025-06-27,179.35000610351562
2025-06-30,181.9499969482422
2025-07-01,175.61000061035156
2025-07-02,177.4600067138672
2025-07-03,177.13999938964844
2025-07-07,176.33999633789062
2025-07-08,172.97000122070312
2025-07-09,171.8000030517578
2025-07-10,172.88999938964844
2025-07-11,172.0
2025-07-14,174.47999572753906
2025-07-15,168.7899932861328
2025-07-16,169.1300048828125
2025-07-17,169.35000610351562
2025-07-18,170.7899932861328
2025-07-21,168.6999969482422
2025-07-22,166.49000549316406
2025-07-23,167.7100067138672
2025-07-24,168.0
2025-07-25,170.0500030517578
2025-07-28,170.74000549316406
2025-07-29,168.14999389648438
2025-07-30,167.80999755859375
2025-07-31,168.00999450683594
2025-08-01,165.61000061035156
2025-08-04,165.75999450683594
2025-08-05,163.4499969482422
2025-08-06,155.61000061035156
2025-08-07,160.74000549316406
2025-08-08,163.2899932861328
2025-08-11,180.0
2025-08-12,186.02000427246094
2025-08-13,191.27999877929688
2025-08-14,191.0
2025-08-15,188.85000610351562
2025-08-18,185.55999755859375
2025-08-19,184.89999389648438
2025-08-20,182.61000061035156
2025-08-21,184.24000549316406
2025-08-22,186.1699981689453
2025-08-25,183.72000122070312
2025-08-26,185.16000366210938
2025-08-27,185.64999389648438
2025-08-28,190.13999938964844
2025-08-29,189.55999755859375
2025-09-02,185.35000610351562
2025-09-03,186.61000061035156
2025-09-04,190.0800018310547
2025-09-05,194.0
2025-09-08,200.47000122070312
2025-09-09,196.42999267578125
2025-09-10,195.1300048828125
2025-09-11,202.24000549316406
2025-09-12,202.44000244140625
2025-09-15,204.49000549316406
2025-09-16,200.2899932861328
2025-09-17,201.3800048828125
2025-09-18,202.8000030517578
2025-09-19,201.11000061035156
2025-09-22,199.6699981689453
2025-09-23,202.2899932861328
2025-09-24,195.7899932861328
2025-09-25,195.7899932861328
2025-09-26,199.0399932861328
2025-09-29,205.3300018310547
2025-09-30,201.9600067138672
