Date,CMS
2015-07-01,32.189998626708984
2015-07-02,32.75
2015-07-06,32.91999816894531
2015-07-07,33.97999954223633
2015-07-08,33.7599983215332
2015-07-09,33.5099983215332
2015-07-10,33.720001220703125
2015-07-13,33.81999969482422
2015-07-14,33.7599983215332
2015-07-15,33.84000015258789
2015-07-16,34.33000183105469
2015-07-17,33.650001525878906
2015-07-20,33.36000061035156
2015-07-21,33.060001373291016
2015-07-22,33.11000061035156
2015-07-23,32.70000076293945
2015-07-24,32.970001220703125
2015-07-27,33.279998779296875
2015-07-28,33.529998779296875
2015-07-29,33.65999984741211
2015-07-30,33.91999816894531
2015-07-31,34.2599983215332
2015-08-03,34.34000015258789
2015-08-04,33.93000030517578
2015-08-05,33.709999084472656
2015-08-06,33.9900016784668
2015-08-07,34.209999084472656
2015-08-10,34.22999954223633
2015-08-11,34.709999084472656
2015-08-12,35.16999816894531
2015-08-13,35.189998626708984
2015-08-14,35.29999923706055
2015-08-17,35.58000183105469
2015-08-18,35.72999954223633
2015-08-19,35.81999969482422
2015-08-20,35.650001525878906
2015-08-21,35.560001373291016
2015-08-24,34.16999816894531
2015-08-25,32.72999954223633
2015-08-26,33.18000030517578
2015-08-27,33.7599983215332
2015-08-28,33.470001220703125
2015-08-31,32.779998779296875
2015-09-01,32.099998474121094
2015-09-02,32.2400016784668
2015-09-03,32.4900016784668
2015-09-04,32.220001220703125
2015-09-08,32.63999938964844
2015-09-09,32.22999954223633
2015-09-10,32.25
2015-09-11,32.66999816894531
2015-09-14,32.68000030517578
2015-09-15,32.900001525878906
2015-09-16,33.22999954223633
2015-09-17,33.790000915527344
2015-09-18,33.68000030517578
2015-09-21,33.86000061035156
2015-09-22,33.56999969482422
2015-09-23,33.7599983215332
2015-09-24,34.220001220703125
2015-09-25,34.58000183105469
2015-09-28,34.4900016784668
2015-09-29,34.5
2015-09-30,35.31999969482422
2015-10-01,34.93000030517578
2015-10-02,35.61000061035156
2015-10-05,35.7400016784668
2015-10-06,35.66999816894531
2015-10-07,35.400001525878906
2015-10-08,35.90999984741211
2015-10-09,35.619998931884766
2015-10-12,35.88999938964844
2015-10-13,35.75
2015-10-14,35.599998474121094
2015-10-15,36.2400016784668
2015-10-16,36.38999938964844
2015-10-19,36.59000015258789
2015-10-20,36.790000915527344
2015-10-21,36.66999816894531
2015-10-22,37.16999816894531
2015-10-23,36.7400016784668
2015-10-26,36.81999969482422
2015-10-27,36.529998779296875
2015-10-28,36.25
2015-10-29,35.75
2015-10-30,36.06999969482422
2015-11-02,35.95000076293945
2015-11-03,36.2400016784668
2015-11-04,35.79999923706055
2015-11-05,35.83000183105469
2015-11-06,34.2400016784668
2015-11-09,34.400001525878906
2015-11-10,34.9900016784668
2015-11-11,35.34000015258789
2015-11-12,34.81999969482422
2015-11-13,34.619998931884766
2015-11-16,35.560001373291016
2015-11-17,35.0099983215332
2015-11-18,35.34000015258789
2015-11-19,35.439998626708984
2015-11-20,35.63999938964844
2015-11-23,35.27000045776367
2015-11-24,35.02000045776367
2015-11-25,34.810001373291016
2015-11-27,35.16999816894531
2015-11-30,35.02000045776367
2015-12-01,35.38999938964844
2015-12-02,34.790000915527344
2015-12-03,34.2400016784668
2015-12-04,34.97999954223633
2015-12-07,35.5
2015-12-08,35.380001068115234
2015-12-09,35.2599983215332
2015-12-10,34.869998931884766
2015-12-11,34.86000061035156
2015-12-14,35.029998779296875
2015-12-15,35.220001220703125
2015-12-16,36.22999954223633
2015-12-17,36.20000076293945
2015-12-18,35.61000061035156
2015-12-21,35.59000015258789
2015-12-22,35.689998626708984
2015-12-23,36.099998474121094
2015-12-24,36.0099983215332
2015-12-28,36.40999984741211
2015-12-29,36.56999969482422
2015-12-30,36.68000030517578
2015-12-31,36.08000183105469
2016-01-04,35.61000061035156
2016-01-05,35.88999938964844
2016-01-06,35.939998626708984
2016-01-07,36.15999984741211
2016-01-08,36.099998474121094
2016-01-11,36.08000183105469
2016-01-12,35.90999984741211
2016-01-13,36.130001068115234
2016-01-14,36.709999084472656
2016-01-15,36.189998626708984
2016-01-19,36.869998931884766
2016-01-20,35.959999084472656
2016-01-21,35.959999084472656
2016-01-22,36.54999923706055
2016-01-25,36.380001068115234
2016-01-26,36.880001068115234
2016-01-27,37.369998931884766
2016-01-28,37.869998931884766
2016-01-29,38.880001068115234
2016-02-01,39.189998626708984
2016-02-02,39.459999084472656
2016-02-03,39.439998626708984
2016-02-04,39.2599983215332
2016-02-05,39.880001068115234
2016-02-08,39.84000015258789
2016-02-09,39.869998931884766
2016-02-10,39.47999954223633
2016-02-11,39.27000045776367
2016-02-12,39.189998626708984
2016-02-16,39.18000030517578
2016-02-17,39.0
2016-02-18,39.68000030517578
2016-02-19,39.400001525878906
2016-02-22,39.68000030517578
2016-02-23,39.93000030517578
2016-02-24,40.20000076293945
2016-02-25,40.59000015258789
2016-02-26,39.5
2016-02-29,39.560001373291016
2016-03-01,39.439998626708984
2016-03-02,39.45000076293945
2016-03-03,39.689998626708984
2016-03-04,40.38999938964844
2016-03-07,40.560001373291016
2016-03-08,40.880001068115234
2016-03-09,40.900001525878906
2016-03-10,41.0099983215332
2016-03-11,40.9900016784668
2016-03-14,40.959999084472656
2016-03-15,41.06999969482422
2016-03-16,41.38999938964844
2016-03-17,41.779998779296875
2016-03-18,41.310001373291016
2016-03-21,41.31999969482422
2016-03-22,41.09000015258789
2016-03-23,41.59000015258789
2016-03-24,41.68000030517578
2016-03-28,41.65999984741211
2016-03-29,42.22999954223633
2016-03-30,42.220001220703125
2016-03-31,42.439998626708984
2016-04-01,42.709999084472656
2016-04-04,42.689998626708984
2016-04-05,41.77000045776367
2016-04-06,41.849998474121094
2016-04-07,41.56999969482422
2016-04-08,41.709999084472656
2016-04-11,41.61000061035156
2016-04-12,41.720001220703125
2016-04-13,41.33000183105469
2016-04-14,41.290000915527344
2016-04-15,41.54999923706055
2016-04-18,41.650001525878906
2016-04-19,41.790000915527344
2016-04-20,40.33000183105469
2016-04-21,39.380001068115234
2016-04-22,39.650001525878906
2016-04-25,39.59000015258789
2016-04-26,39.470001220703125
2016-04-27,40.04999923706055
2016-04-28,40.369998931884766
2016-04-29,40.68000030517578
2016-05-02,41.099998474121094
2016-05-03,40.97999954223633
2016-05-04,41.349998474121094
2016-05-05,41.209999084472656
2016-05-06,41.11000061035156
2016-05-09,41.38999938964844
2016-05-10,41.63999938964844
2016-05-11,41.650001525878906
2016-05-12,42.09000015258789
2016-05-13,41.93000030517578
2016-05-16,41.83000183105469
2016-05-17,40.91999816894531
2016-05-18,40.31999969482422
2016-05-19,40.83000183105469
2016-05-20,40.849998474121094
2016-05-23,40.599998474121094
2016-05-24,41.209999084472656
2016-05-25,40.93000030517578
2016-05-26,41.43000030517578
2016-05-27,41.59000015258789
2016-05-31,41.81999969482422
2016-06-01,42.02000045776367
2016-06-02,42.0099983215332
2016-06-03,42.81999969482422
2016-06-06,42.630001068115234
2016-06-07,42.58000183105469
2016-06-08,42.83000183105469
2016-06-09,43.38999938964844
2016-06-10,43.310001373291016
2016-06-13,43.310001373291016
2016-06-14,43.84000015258789
2016-06-15,43.41999816894531
2016-06-16,43.709999084472656
2016-06-17,43.81999969482422
2016-06-20,43.560001373291016
2016-06-21,43.709999084472656
2016-06-22,43.650001525878906
2016-06-23,43.59000015258789
2016-06-24,44.36000061035156
2016-06-27,44.939998626708984
2016-06-28,44.97999954223633
2016-06-29,44.84000015258789
2016-06-30,45.86000061035156
2016-07-01,45.630001068115234
2016-07-05,46.08000183105469
2016-07-06,46.16999816894531
2016-07-07,45.2599983215332
2016-07-08,45.5099983215332
2016-07-11,45.380001068115234
2016-07-12,44.58000183105469
2016-07-13,45.029998779296875
2016-07-14,44.7599983215332
2016-07-15,44.81999969482422
2016-07-18,44.93000030517578
2016-07-19,45.0
2016-07-20,44.84000015258789
2016-07-21,45.11000061035156
2016-07-22,45.540000915527344
2016-07-25,45.56999969482422
2016-07-26,45.0
2016-07-27,44.68000030517578
2016-07-28,44.9900016784668
2016-07-29,45.18000030517578
2016-08-01,45.150001525878906
2016-08-02,45.029998779296875
2016-08-03,44.130001068115234
2016-08-04,44.31999969482422
2016-08-05,43.689998626708984
2016-08-08,43.54999923706055
2016-08-09,43.650001525878906
2016-08-10,43.75
2016-08-11,43.720001220703125
2016-08-12,43.86000061035156
2016-08-15,43.0099983215332
2016-08-16,42.29999923706055
2016-08-17,43.029998779296875
2016-08-18,43.56999969482422
2016-08-19,43.060001373291016
2016-08-22,43.18000030517578
