Date,AEP
2015-07-01,53.290000915527344
2015-07-02,54.22999954223633
2015-07-06,54.529998779296875
2015-07-07,56.08000183105469
2015-07-08,56.029998779296875
2015-07-09,55.52000045776367
2015-07-10,55.560001373291016
2015-07-13,55.34000015258789
2015-07-14,55.189998626708984
2015-07-15,55.68000030517578
2015-07-16,56.36000061035156
2015-07-17,55.720001220703125
2015-07-20,55.540000915527344
2015-07-21,54.88999938964844
2015-07-22,55.209999084472656
2015-07-23,54.59000015258789
2015-07-24,54.599998474121094
2015-07-27,55.7400016784668
2015-07-28,55.88999938964844
2015-07-29,55.939998626708984
2015-07-30,56.31999969482422
2015-07-31,56.56999969482422
2015-08-03,57.060001373291016
2015-08-04,56.38999938964844
2015-08-05,56.650001525878906
2015-08-06,56.2599983215332
2015-08-07,56.77000045776367
2015-08-10,56.709999084472656
2015-08-11,56.849998474121094
2015-08-12,57.56999969482422
2015-08-13,57.54999923706055
2015-08-14,58.20000076293945
2015-08-17,58.349998474121094
2015-08-18,58.27000045776367
2015-08-19,58.79999923706055
2015-08-20,58.369998931884766
2015-08-21,57.290000915527344
2015-08-24,54.83000183105469
2015-08-25,53.02000045776367
2015-08-26,54.0099983215332
2015-08-27,54.90999984741211
2015-08-28,54.900001525878906
2015-08-31,54.290000915527344
2015-09-01,52.9900016784668
2015-09-02,53.0099983215332
2015-09-03,53.349998474121094
2015-09-04,52.540000915527344
2015-09-08,54.08000183105469
2015-09-09,53.369998931884766
2015-09-10,53.38999938964844
2015-09-11,53.779998779296875
2015-09-14,53.68000030517578
2015-09-15,53.849998474121094
2015-09-16,54.630001068115234
2015-09-17,55.869998931884766
2015-09-18,55.47999954223633
2015-09-21,55.599998474121094
2015-09-22,54.720001220703125
2015-09-23,55.02000045776367
2015-09-24,55.459999084472656
2015-09-25,55.9900016784668
2015-09-28,55.86000061035156
2015-09-29,56.130001068115234
2015-09-30,56.86000061035156
2015-10-01,56.13999938964844
2015-10-02,56.31999969482422
2015-10-05,57.459999084472656
2015-10-06,56.619998931884766
2015-10-07,56.040000915527344
