Date,BDX
2015-07-01,109.84813690185547
2015-07-02,109.81745910644531
2015-07-06,109.41094970703125
2015-07-07,109.86347961425781
2015-07-08,108.25279998779297
2015-07-09,108.78202056884766
2015-07-10,110.65347290039062
2015-07-13,111.9420166015625
2015-07-14,112.92375946044922
2015-07-15,112.55561065673828
2015-07-16,113.51434326171875
2015-07-17,113.55268859863281
2015-07-20,113.6370620727539
2015-07-21,113.13851928710938
2015-07-22,113.52201080322266
2015-07-23,113.64472961425781
2015-07-24,112.97744750976562
2015-07-27,112.23347473144531
2015-07-28,114.95628356933594
2015-07-29,116.57463073730469
2015-07-30,116.5822982788086
2015-07-31,116.69734954833984
2015-08-03,116.91210174560547
2015-08-04,116.85074615478516
2015-08-05,118.00889587402344
2015-08-06,115.19404602050781
2015-08-07,114.219970703125
2015-08-10,115.2784194946289
2015-08-11,113.97453308105469
2015-08-12,113.46065521240234
2015-08-13,113.20755004882812
2015-08-14,113.72142791748047
2015-08-17,113.97453308105469
2015-08-18,112.8087158203125
2015-08-19,112.37152862548828
2015-08-20,110.12425231933594
2015-08-21,108.8510513305664
2015-08-24,105.99784851074219
2015-08-25,105.5530014038086
2015-08-26,107.33241271972656
2015-08-27,109.64105224609375
2015-08-28,109.54901123046875
2015-08-31,108.16075897216797
2015-09-01,103.45912170410156
2015-09-02,104.86270904541016
2015-09-03,104.71697998046875
2015-09-04,103.02193450927734
2015-09-08,105.85979461669922
2015-09-09,104.23377990722656
2015-09-10,103.69688415527344
2015-09-11,104.29513549804688
2015-09-14,104.50989532470703
2015-09-15,105.21552276611328
2015-09-16,106.51173400878906
2015-09-17,107.22503662109375
2015-09-18,106.09756469726562
2015-09-21,106.69580841064453
2015-09-22,106.04386901855469
2015-09-23,106.82620239257812
2015-09-24,106.48872375488281
2015-09-25,104.42552185058594
2015-09-28,100.01534271240234
2015-09-29,100.39116668701172
2015-09-30,101.74873352050781
2015-10-01,101.38825225830078
2015-10-02,103.8272705078125
2015-10-05,105.06979370117188
2015-10-06,103.2290267944336
2015-10-07,105.26154327392578
2015-10-08,105.16950225830078
2015-10-09,105.6603775024414
2015-10-12,106.19727325439453
2015-10-13,105.00843811035156
2015-10-14,104.12640380859375
2015-10-15,105.13115692138672
2015-10-16,107.04095458984375
2015-10-19,107.34008026123047
2015-10-20,107.19435119628906
2015-10-21,107.19435119628906
2015-10-22,106.1895980834961
2015-10-23,107.54717254638672
2015-10-26,107.3017349243164
2015-10-27,107.95367431640625
2015-10-28,108.88939666748047
2015-10-29,109.85580444335938
2015-10-30,109.31124114990234
2015-11-02,111.0676498413086
2015-11-03,112.46356964111328
2015-11-04,115.82298278808594
2015-11-05,116.76637268066406
2015-11-06,116.96578979492188
2015-11-09,116.89676666259766
2015-11-10,116.66666412353516
2015-11-11,116.55162048339844
2015-11-12,113.84414672851562
2015-11-13,114.03589630126953
2015-11-16,115.65424346923828
2015-11-17,115.78462982177734
2015-11-18,116.22948455810547
2015-11-19,115.01763916015625
2015-11-20,115.98404693603516
