Date,WEC
2015-07-01,45.93000030517578
2015-07-02,46.650001525878906
2015-07-06,46.7400016784668
2015-07-07,47.869998931884766
2015-07-08,47.41999816894531
2015-07-09,46.810001373291016
2015-07-10,47.2599983215332
2015-07-13,47.209999084472656
2015-07-14,47.220001220703125
2015-07-15,47.38999938964844
2015-07-16,48.41999816894531
2015-07-17,47.86000061035156
2015-07-20,47.599998474121094
2015-07-21,47.52000045776367
2015-07-22,48.029998779296875
2015-07-23,47.099998474121094
2015-07-24,47.119998931884766
2015-07-27,47.68000030517578
2015-07-28,48.060001373291016
2015-07-29,48.15999984741211
2015-07-30,48.77000045776367
2015-07-31,49.0
2015-08-03,49.369998931884766
2015-08-04,48.63999938964844
2015-08-05,48.66999816894531
2015-08-06,49.25
2015-08-07,50.040000915527344
2015-08-10,49.7400016784668
2015-08-11,50.4900016784668
2015-08-12,50.959999084472656
2015-08-13,50.959999084472656
2015-08-14,51.34000015258789
2015-08-17,51.290000915527344
2015-08-18,51.27000045776367
2015-08-19,51.529998779296875
2015-08-20,51.470001220703125
2015-08-21,51.29999923706055
2015-08-24,48.77000045776367
2015-08-25,47.08000183105469
2015-08-26,47.720001220703125
2015-08-27,48.189998626708984
2015-08-28,48.20000076293945
2015-08-31,47.650001525878906
2015-09-01,46.7599983215332
2015-09-02,46.70000076293945
2015-09-03,47.02000045776367
2015-09-04,46.56999969482422
2015-09-08,47.27000045776367
2015-09-09,46.869998931884766
2015-09-10,47.2400016784668
2015-09-11,47.880001068115234
2015-09-14,48.22999954223633
2015-09-15,48.27000045776367
2015-09-16,48.41999816894531
2015-09-17,49.189998626708984
2015-09-18,49.33000183105469
2015-09-21,49.5099983215332
2015-09-22,49.25
2015-09-23,49.47999954223633
2015-09-24,50.189998626708984
2015-09-25,51.0099983215332
2015-09-28,50.97999954223633
2015-09-29,51.119998931884766
2015-09-30,52.220001220703125
2015-10-01,52.08000183105469
2015-10-02,52.619998931884766
2015-10-05,52.75
2015-10-06,52.130001068115234
2015-10-07,51.65999984741211
2015-10-08,52.45000076293945
2015-10-09,52.36000061035156
2015-10-12,52.77000045776367
2015-10-13,52.439998626708984
2015-10-14,52.25
2015-10-15,53.0
2015-10-16,53.29999923706055
2015-10-19,53.470001220703125
2015-10-20,53.369998931884766
2015-10-21,53.15999984741211
