Date,CHRW
2015-07-01,62.27000045776367
2015-07-02,63.060001373291016
2015-07-06,62.15999984741211
2015-07-07,63.20000076293945
2015-07-08,61.88999938964844
2015-07-09,62.15999984741211
2015-07-10,63.54999923706055
2015-07-13,64.83000183105469
2015-07-14,64.31999969482422
2015-07-15,63.040000915527344
2015-07-16,63.31999969482422
2015-07-17,63.0
2015-07-20,63.66999816894531
2015-07-21,65.38999938964844
2015-07-22,65.25
2015-07-23,64.41999816894531
2015-07-24,64.30999755859375
2015-07-27,64.76000213623047
2015-07-28,66.7300033569336
2015-07-29,69.8499984741211
2015-07-30,69.87000274658203
2015-07-31,70.1500015258789
2015-08-03,70.72000122070312
2015-08-04,70.41999816894531
2015-08-05,70.30999755859375
2015-08-06,69.66999816894531
2015-08-07,68.8499984741211
2015-08-10,69.58000183105469
2015-08-11,69.83999633789062
2015-08-12,69.0999984741211
2015-08-13,68.70999908447266
2015-08-14,69.4000015258789
2015-08-17,69.69000244140625
2015-08-18,69.75
2015-08-19,70.83000183105469
2015-08-20,69.22000122070312
2015-08-21,67.23999786376953
2015-08-24,65.16000366210938
2015-08-25,64.13999938964844
2015-08-26,67.26000213623047
2015-08-27,67.81999969482422
2015-08-28,67.23999786376953
2015-08-31,67.43000030517578
2015-09-01,66.0
2015-09-02,68.73999786376953
2015-09-03,68.19999694824219
2015-09-04,67.69999694824219
2015-09-08,68.94000244140625
2015-09-09,68.83000183105469
2015-09-10,69.0
2015-09-11,68.68000030517578
2015-09-14,68.5999984741211
2015-09-15,69.48999786376953
2015-09-16,69.79000091552734
2015-09-17,69.02999877929688
2015-09-18,67.56999969482422
2015-09-21,68.5199966430664
2015-09-22,66.86000061035156
2015-09-23,67.4000015258789
2015-09-24,67.52999877929688
2015-09-25,68.52999877929688
2015-09-28,67.86000061035156
2015-09-29,68.1500015258789
2015-09-30,67.77999877929688
2015-10-01,67.70999908447266
2015-10-02,68.80999755859375
2015-10-05,70.04000091552734
2015-10-06,70.23999786376953
2015-10-07,70.18000030517578
2015-10-08,70.88999938964844
2015-10-09,71.70999908447266
2015-10-12,72.0
2015-10-13,71.3499984741211
2015-10-14,70.95999908447266
2015-10-15,72.30000305175781
2015-10-16,71.75
2015-10-19,71.9000015258789
2015-10-20,72.12999725341797
2015-10-21,71.86000061035156
2015-10-22,72.72000122070312
2015-10-23,72.79000091552734
2015-10-26,72.5
2015-10-27,69.98999786376953
2015-10-28,67.98999786376953
2015-10-29,69.37999725341797
2015-10-30,69.37999725341797
2015-11-02,70.23999786376953
2015-11-03,70.13999938964844
2015-11-04,68.70999908447266
2015-11-05,68.30000305175781
2015-11-06,68.72000122070312
2015-11-09,67.81999969482422
2015-11-10,68.75
2015-11-11,68.75
2015-11-12,67.4800033569336
2015-11-13,67.0199966430664
2015-11-16,67.41000366210938
2015-11-17,67.83000183105469
2015-11-18,68.27999877929688
2015-11-19,68.30999755859375
2015-11-20,68.52999877929688
2015-11-23,68.25
2015-11-24,68.22000122070312
2015-11-25,68.61000061035156
2015-11-27,68.86000061035156
2015-11-30,67.43000030517578
2015-12-01,67.94999694824219
2015-12-02,63.58000183105469
2015-12-03,62.220001220703125
2015-12-04,62.79999923706055
2015-12-07,62.08000183105469
2015-12-08,60.5099983215332
2015-12-09,60.54999923706055
2015-12-10,61.5099983215332
2015-12-11,62.0
2015-12-14,61.68000030517578
2015-12-15,62.61000061035156
2015-12-16,64.2699966430664
2015-12-17,64.19999694824219
2015-12-18,62.36000061035156
2015-12-21,62.5
2015-12-22,63.400001525878906
2015-12-23,63.97999954223633
2015-12-24,63.529998779296875
2015-12-28,63.18000030517578
2015-12-29,63.189998626708984
2015-12-30,62.36000061035156
2015-12-31,62.02000045776367
2016-01-04,61.790000915527344
2016-01-05,63.470001220703125
2016-01-06,63.15999984741211
2016-01-07,63.09000015258789
2016-01-08,63.119998931884766
2016-01-11,61.75
2016-01-12,62.97999954223633
2016-01-13,62.689998626708984
2016-01-14,63.130001068115234
2016-01-15,63.560001373291016
2016-01-19,63.65999984741211
2016-01-20,63.72999954223633
2016-01-21,64.51000213623047
2016-01-22,64.2300033569336
2016-01-25,62.720001220703125
2016-01-26,64.06999969482422
2016-01-27,63.18000030517578
2016-01-28,63.04999923706055
2016-01-29,64.7699966430664
2016-02-01,65.20999908447266
2016-02-02,63.47999954223633
2016-02-03,64.91000366210938
2016-02-04,67.44999694824219
2016-02-05,68.08000183105469
2016-02-08,69.5199966430664
2016-02-09,69.69000244140625
2016-02-10,68.62999725341797
2016-02-11,68.83000183105469
2016-02-12,70.16000366210938
2016-02-16,71.20999908447266
2016-02-17,70.83999633789062
2016-02-18,70.95999908447266
2016-02-19,70.4800033569336
2016-02-22,70.06999969482422
2016-02-23,69.52999877929688
2016-02-24,70.2300033569336
2016-02-25,70.16000366210938
2016-02-26,70.3499984741211
2016-02-29,69.83000183105469
2016-03-01,70.73999786376953
2016-03-02,71.41000366210938
2016-03-03,71.51000213623047
2016-03-04,72.68000030517578
2016-03-07,71.5999984741211
2016-03-08,71.62999725341797
2016-03-09,71.41999816894531
2016-03-10,71.51000213623047
2016-03-11,72.62999725341797
2016-03-14,72.45999908447266
2016-03-15,73.06999969482422
2016-03-16,73.11000061035156
2016-03-17,73.83000183105469
2016-03-18,74.33999633789062
2016-03-21,73.6500015258789
2016-03-22,73.4800033569336
2016-03-23,73.4800033569336
2016-03-24,73.73999786376953
2016-03-28,74.04000091552734
2016-03-29,74.5
2016-03-30,74.55000305175781
2016-03-31,74.2300033569336
2016-04-01,73.6500015258789
2016-04-04,73.47000122070312
2016-04-05,73.52999877929688
2016-04-06,73.66000366210938
2016-04-07,71.8499984741211
2016-04-08,71.83999633789062
2016-04-11,71.7699966430664
2016-04-12,72.48999786376953
2016-04-13,72.94999694824219
2016-04-14,72.9000015258789
2016-04-15,73.51000213623047
2016-04-18,74.11000061035156
2016-04-19,75.2300033569336
2016-04-20,74.7300033569336
2016-04-21,74.30999755859375
2016-04-22,74.55999755859375
2016-04-25,74.5999984741211
2016-04-26,75.70999908447266
2016-04-27,71.80999755859375
2016-04-28,70.83000183105469
2016-04-29,70.97000122070312
2016-05-02,71.80999755859375
2016-05-03,70.83999633789062
2016-05-04,71.73999786376953
2016-05-05,70.8499984741211
2016-05-06,72.81999969482422
2016-05-09,73.13999938964844
2016-05-10,73.05000305175781
2016-05-11,72.58999633789062
2016-05-12,72.47000122070312
2016-05-13,72.30999755859375
2016-05-16,72.44000244140625
2016-05-17,72.77999877929688
2016-05-18,73.1500015258789
2016-05-19,73.0999984741211
2016-05-20,74.31999969482422
2016-05-23,74.36000061035156
2016-05-24,74.69000244140625
2016-05-25,74.80999755859375
2016-05-26,74.97000122070312
2016-05-27,75.18000030517578
2016-05-31,74.9800033569336
2016-06-01,74.25
2016-06-02,73.79000091552734
2016-06-03,73.36000061035156
2016-06-06,73.22000122070312
2016-06-07,72.94999694824219
2016-06-08,73.66999816894531
2016-06-09,74.11000061035156
2016-06-10,72.98999786376953
2016-06-13,72.9800033569336
2016-06-14,72.47000122070312
2016-06-15,72.5199966430664
2016-06-16,72.08999633789062
2016-06-17,71.9800033569336
2016-06-20,72.54000091552734
