Date,BBY
2015-07-01,33.470001220703125
2015-07-02,33.5
2015-07-06,33.33000183105469
2015-07-07,33.79999923706055
2015-07-08,33.52000045776367
2015-07-09,33.66999816894531
2015-07-10,33.93000030517578
2015-07-13,34.36000061035156
2015-07-14,34.58000183105469
2015-07-15,34.41999816894531
2015-07-16,34.900001525878906
2015-07-17,32.880001068115234
2015-07-20,32.869998931884766
2015-07-21,32.72999954223633
2015-07-22,33.040000915527344
2015-07-23,32.86000061035156
2015-07-24,32.459999084472656
2015-07-27,32.060001373291016
2015-07-28,32.130001068115234
2015-07-29,32.119998931884766
2015-07-30,32.119998931884766
2015-07-31,32.290000915527344
2015-08-03,31.969999313354492
2015-08-04,31.959999084472656
2015-08-05,32.0
2015-08-06,31.110000610351562
2015-08-07,30.760000228881836
2015-08-10,31.290000915527344
2015-08-11,31.479999542236328
2015-08-12,31.709999084472656
2015-08-13,31.709999084472656
2015-08-14,32.63999938964844
2015-08-17,32.380001068115234
2015-08-18,32.41999816894531
2015-08-19,32.22999954223633
2015-08-20,31.43000030517578
2015-08-21,30.18000030517578
2015-08-24,29.270000457763672
2015-08-25,32.95000076293945
2015-08-26,35.25
2015-08-27,35.79999923706055
2015-08-28,35.970001220703125
2015-08-31,36.7400016784668
2015-09-01,35.439998626708984
2015-09-02,36.43000030517578
2015-09-03,36.720001220703125
2015-09-04,36.619998931884766
2015-09-08,37.70000076293945
2015-09-09,37.52000045776367
2015-09-10,37.31999969482422
2015-09-11,38.0099983215332
2015-09-14,38.47999954223633
2015-09-15,38.470001220703125
2015-09-16,38.959999084472656
2015-09-17,38.22999954223633
2015-09-18,37.529998779296875
2015-09-21,37.560001373291016
2015-09-22,36.970001220703125
2015-09-23,36.849998474121094
2015-09-24,36.61000061035156
2015-09-25,36.529998779296875
2015-09-28,35.52000045776367
2015-09-29,35.970001220703125
2015-09-30,37.119998931884766
2015-10-01,37.15999984741211
2015-10-02,37.779998779296875
2015-10-05,37.68000030517578
2015-10-06,37.31999969482422
2015-10-07,37.290000915527344
2015-10-08,37.25
2015-10-09,36.95000076293945
2015-10-12,37.15999984741211
2015-10-13,37.040000915527344
2015-10-14,34.83000183105469
2015-10-15,35.47999954223633
2015-10-16,34.70000076293945
2015-10-19,35.06999969482422
2015-10-20,35.310001373291016
2015-10-21,34.84000015258789
2015-10-22,35.15999984741211
2015-10-23,35.20000076293945
2015-10-26,34.75
2015-10-27,34.5099983215332
2015-10-28,34.709999084472656
2015-10-29,34.459999084472656
2015-10-30,35.029998779296875
2015-11-02,35.43000030517578
2015-11-03,35.7400016784668
2015-11-04,34.47999954223633
2015-11-05,35.02000045776367
2015-11-06,35.40999984741211
2015-11-09,35.36000061035156
2015-11-10,34.65999984741211
2015-11-11,34.349998474121094
2015-11-12,33.9900016784668
2015-11-13,32.040000915527344
2015-11-16,31.6299991607666
2015-11-17,30.709999084472656
2015-11-18,31.329999923706055
2015-11-19,30.670000076293945
2015-11-20,30.510000228881836
2015-11-23,30.780000686645508
2015-11-24,31.530000686645508
2015-11-25,31.950000762939453
2015-11-27,31.479999542236328
2015-11-30,31.780000686645508
2015-12-01,31.3700008392334
2015-12-02,30.899999618530273
2015-12-03,31.299999237060547
2015-12-04,31.020000457763672
2015-12-07,30.90999984741211
2015-12-08,30.860000610351562
2015-12-09,30.520000457763672
2015-12-10,30.31999969482422
2015-12-11,29.790000915527344
2015-12-14,29.899999618530273
2015-12-15,30.040000915527344
2015-12-16,30.700000762939453
2015-12-17,29.799999237060547
2015-12-18,29.040000915527344
2015-12-21,29.149999618530273
2015-12-22,30.15999984741211
2015-12-23,30.600000381469727
2015-12-24,30.5
2015-12-28,30.530000686645508
2015-12-29,30.75
2015-12-30,30.459999084472656
2015-12-31,30.450000762939453
2016-01-04,30.649999618530273
2016-01-05,31.149999618530273
2016-01-06,29.950000762939453
2016-01-07,30.229999542236328
2016-01-08,28.950000762939453
2016-01-11,29.43000030517578
2016-01-12,30.1299991607666
2016-01-13,29.260000228881836
2016-01-14,26.43000030517578
2016-01-15,27.110000610351562
2016-01-19,25.8700008392334
2016-01-20,26.530000686645508
2016-01-21,27.280000686645508
2016-01-22,27.270000457763672
2016-01-25,27.06999969482422
2016-01-26,28.040000915527344
2016-01-27,27.270000457763672
2016-01-28,26.969999313354492
2016-01-29,27.93000030517578
2016-02-01,28.56999969482422
2016-02-02,28.309999465942383
2016-02-03,28.329999923706055
2016-02-04,28.360000610351562
2016-02-05,28.200000762939453
2016-02-08,28.6200008392334
2016-02-09,27.920000076293945
2016-02-10,27.299999237060547
2016-02-11,26.93000030517578
2016-02-12,28.1200008392334
2016-02-16,29.5
2016-02-17,30.049999237060547
2016-02-18,30.75
2016-02-19,29.950000762939453
2016-02-22,30.729999542236328
2016-02-23,30.920000076293945
2016-02-24,31.469999313354492
2016-02-25,32.2400016784668
2016-02-26,32.45000076293945
2016-02-29,32.38999938964844
2016-03-01,33.040000915527344
2016-03-02,33.099998474121094
2016-03-03,33.52000045776367
2016-03-04,33.56999969482422
2016-03-07,34.349998474121094
2016-03-08,34.040000915527344
2016-03-09,34.13999938964844
2016-03-10,34.36000061035156
2016-03-11,34.119998931884766
2016-03-14,33.45000076293945
2016-03-15,31.790000915527344
2016-03-16,32.040000915527344
2016-03-17,32.2400016784668
2016-03-18,32.52000045776367
2016-03-21,32.209999084472656
2016-03-22,31.780000686645508
2016-03-23,31.420000076293945
2016-03-24,31.290000915527344
2016-03-28,31.3799991607666
2016-03-29,31.700000762939453
2016-03-30,31.56999969482422
2016-03-31,32.439998626708984
2016-04-01,32.119998931884766
2016-04-04,31.899999618530273
2016-04-05,31.219999313354492
2016-04-06,31.149999618530273
2016-04-07,30.219999313354492
2016-04-08,30.110000610351562
2016-04-11,30.540000915527344
2016-04-12,30.81999969482422
2016-04-13,32.15999984741211
2016-04-14,32.33000183105469
2016-04-15,32.400001525878906
2016-04-18,32.779998779296875
2016-04-19,32.900001525878906
2016-04-20,33.119998931884766
2016-04-21,32.86000061035156
2016-04-22,33.220001220703125
2016-04-25,32.470001220703125
2016-04-26,33.150001525878906
2016-04-27,33.47999954223633
2016-04-28,32.650001525878906
2016-04-29,32.08000183105469
2016-05-02,32.27000045776367
2016-05-03,31.739999771118164
2016-05-04,31.5
2016-05-05,31.610000610351562
2016-05-06,31.979999542236328
2016-05-09,32.65999984741211
2016-05-10,32.970001220703125
2016-05-11,31.530000686645508
2016-05-12,31.25
2016-05-13,30.950000762939453
2016-05-16,31.719999313354492
2016-05-17,31.889999389648438
2016-05-18,30.75
2016-05-19,31.530000686645508
2016-05-20,32.34000015258789
2016-05-23,33.0
2016-05-24,30.549999237060547
2016-05-25,32.06999969482422
2016-05-26,31.950000762939453
2016-05-27,32.029998779296875
2016-05-31,32.16999816894531
2016-06-01,32.220001220703125
2016-06-02,32.459999084472656
2016-06-03,32.349998474121094
2016-06-06,31.329999923706055
2016-06-07,31.59000015258789
2016-06-08,31.420000076293945
2016-06-09,30.100000381469727
2016-06-10,29.440000534057617
2016-06-13,29.34000015258789
2016-06-14,29.170000076293945
2016-06-15,29.34000015258789
2016-06-16,29.670000076293945
2016-06-17,30.299999237060547
2016-06-20,30.3799991607666
2016-06-21,30.059999465942383
2016-06-22,30.049999237060547
2016-06-23,30.43000030517578
2016-06-24,30.149999618530273
2016-06-27,29.3700008392334
2016-06-28,30.020000457763672
2016-06-29,30.5
2016-06-30,30.600000381469727
2016-07-01,31.360000610351562
2016-07-05,30.360000610351562
2016-07-06,30.6299991607666
2016-07-07,30.600000381469727
2016-07-08,30.950000762939453
2016-07-11,31.25
2016-07-12,31.530000686645508
2016-07-13,31.399999618530273
2016-07-14,31.760000228881836
2016-07-15,31.3799991607666
2016-07-18,31.979999542236328
2016-07-19,31.690000534057617
2016-07-20,31.790000915527344
2016-07-21,32.279998779296875
2016-07-22,32.13999938964844
2016-07-25,32.470001220703125
2016-07-26,33.189998626708984
2016-07-27,33.13999938964844
2016-07-28,33.279998779296875
2016-07-29,33.599998474121094
2016-08-01,33.470001220703125
2016-08-02,32.86000061035156
2016-08-03,33.40999984741211
2016-08-04,33.45000076293945
2016-08-05,34.25
2016-08-08,34.13999938964844
2016-08-09,33.560001373291016
2016-08-10,33.72999954223633
2016-08-11,34.619998931884766
2016-08-12,34.869998931884766
2016-08-15,34.5099983215332
2016-08-16,34.310001373291016
2016-08-17,33.29999923706055
2016-08-18,33.20000076293945
2016-08-19,32.59000015258789
2016-08-22,32.79999923706055
2016-08-23,39.22999954223633
2016-08-24,39.5
2016-08-25,39.5099983215332
2016-08-26,39.47999954223633
2016-08-29,39.02000045776367
2016-08-30,38.900001525878906
2016-08-31,38.47999954223633
2016-09-01,38.540000915527344
2016-09-02,38.75
2016-09-06,38.2400016784668
2016-09-07,38.59000015258789
2016-09-08,37.91999816894531
2016-09-09,36.869998931884766
2016-09-12,37.290000915527344
2016-09-13,37.470001220703125
2016-09-14,37.65999984741211
2016-09-15,37.68000030517578
2016-09-16,38.0
2016-09-19,38.13999938964844
2016-09-20,37.81999969482422
2016-09-21,38.27000045776367
2016-09-22,38.470001220703125
2016-09-23,37.9900016784668
2016-09-26,37.5099983215332
2016-09-27,38.25
2016-09-28,37.68000030517578
2016-09-29,37.40999984741211
2016-09-30,38.18000030517578
2016-10-03,38.18000030517578
2016-10-04,37.97999954223633
2016-10-05,37.88999938964844
2016-10-06,38.18000030517578
2016-10-07,38.900001525878906
2016-10-10,38.90999984741211
2016-10-11,38.33000183105469
2016-10-12,39.77000045776367
2016-10-13,39.83000183105469
2016-10-14,39.310001373291016
2016-10-17,39.470001220703125
2016-10-18,39.41999816894531
2016-10-19,39.54999923706055
2016-10-20,39.47999954223633
2016-10-21,39.459999084472656
2016-10-24,39.459999084472656
2016-10-25,39.2599983215332
2016-10-26,39.290000915527344
2016-10-27,38.47999954223633
2016-10-28,38.779998779296875
2016-10-31,38.90999984741211
2016-11-01,38.66999816894531
2016-11-02,38.38999938964844
2016-11-03,38.11000061035156
2016-11-04,38.189998626708984
2016-11-07,39.06999969482422
2016-11-08,37.9900016784668
