Date,VLTO
2023-10-04,77.80000305175781
2023-10-05,74.44999694824219
2023-10-06,77.9800033569336
2023-10-09,74.61000061035156
2023-10-10,75.0
2023-10-11,74.47000122070312
2023-10-12,74.2300033569336
2023-10-13,71.8499984741211
2023-10-16,74.20999908447266
2023-10-17,74.4800033569336
2023-10-18,72.44999694824219
2023-10-19,70.29000091552734
2023-10-20,69.93000030517578
2023-10-23,71.9000015258789
2023-10-24,72.01000213623047
2023-10-25,70.79000091552734
2023-10-26,70.0
2023-10-27,67.98999786376953
2023-10-30,68.36000061035156
2023-10-31,69.0
2023-11-01,67.51000213623047
2023-11-02,70.27999877929688
2023-11-03,70.80000305175781
2023-11-06,68.26000213623047
2023-11-07,70.06999969482422
2023-11-08,69.80000305175781
2023-11-09,69.62999725341797
2023-11-10,70.55000305175781
2023-11-13,72.9800033569336
2023-11-14,73.62999725341797
2023-11-15,73.91000366210938
2023-11-16,70.87999725341797
2023-11-17,70.98999786376953
2023-11-20,70.76000213623047
2023-11-21,72.30999755859375
2023-11-22,72.94000244140625
2023-11-24,74.01000213623047
2023-11-27,73.5
2023-11-28,73.31999969482422
2023-11-29,74.22000122070312
2023-11-30,77.25
2023-12-01,76.51000213623047
2023-12-04,75.77999877929688
2023-12-05,75.55000305175781
2023-12-06,75.83000183105469
2023-12-07,74.62999725341797
2023-12-08,75.43000030517578
2023-12-11,76.81999969482422
2023-12-12,77.44999694824219
2023-12-13,77.73999786376953
2023-12-14,79.33000183105469
2023-12-15,78.8499984741211
2023-12-18,80.83999633789062
2023-12-19,83.44000244140625
2023-12-20,80.63999938964844
2023-12-21,81.12000274658203
2023-12-22,81.63999938964844
2023-12-26,82.12999725341797
2023-12-27,83.22000122070312
2023-12-28,83.04000091552734
2023-12-29,82.26000213623047
2024-01-02,81.0199966430664
2024-01-03,78.05000305175781
2024-01-04,76.61000061035156
2024-01-05,76.9000015258789
2024-01-08,77.51000213623047
2024-01-09,76.73999786376953
2024-01-10,76.43000030517578
2024-01-11,76.08000183105469
2024-01-12,75.76000213623047
2024-01-16,74.55000305175781
2024-01-17,75.87999725341797
2024-01-18,76.01000213623047
2024-01-19,77.55000305175781
2024-01-22,79.69000244140625
2024-01-23,78.88999938964844
2024-01-24,76.26000213623047
2024-01-25,76.69999694824219
2024-01-26,76.98999786376953
2024-01-29,77.9000015258789
2024-01-30,78.33000183105469
2024-01-31,76.69000244140625
2024-02-01,76.79000091552734
2024-02-02,76.83999633789062
2024-02-05,75.7699966430664
2024-02-06,77.62000274658203
2024-02-07,81.16000366210938
2024-02-08,82.55999755859375
2024-02-09,82.12999725341797
2024-02-12,83.5
2024-02-13,82.19000244140625
2024-02-14,84.22000122070312
2024-02-15,86.58999633789062
2024-02-16,86.08999633789062
2024-02-20,85.7699966430664
2024-02-21,85.36000061035156
2024-02-22,85.94000244140625
2024-02-23,86.70999908447266
2024-02-26,86.30999755859375
2024-02-27,87.79000091552734
2024-02-28,87.56999969482422
2024-02-29,86.41999816894531
2024-03-01,86.76000213623047
2024-03-04,87.73999786376953
2024-03-05,88.5
2024-03-06,88.87000274658203
2024-03-07,89.31999969482422
2024-03-08,89.26000213623047
2024-03-11,88.76000213623047
2024-03-12,88.43000030517578
2024-03-13,89.0999984741211
2024-03-14,88.2300033569336
2024-03-15,86.5
2024-03-18,87.02999877929688
2024-03-19,87.44000244140625
2024-03-20,88.12000274658203
2024-03-21,89.9000015258789
2024-03-22,89.45999908447266
2024-03-25,89.4000015258789
2024-03-26,89.26000213623047
2024-03-27,89.73999786376953
2024-03-28,88.66000366210938
2024-04-01,87.54000091552734
2024-04-02,86.58000183105469
2024-04-03,87.25
2024-04-04,86.69000244140625
2024-04-05,87.08999633789062
2024-04-08,87.66999816894531
2024-04-09,89.19999694824219
2024-04-10,88.19999694824219
2024-04-11,87.41000366210938
2024-04-12,87.37000274658203
2024-04-15,89.86000061035156
2024-04-16,90.88999938964844
2024-04-17,90.55000305175781
2024-04-18,88.80000305175781
2024-04-19,88.88999938964844
2024-04-22,91.2300033569336
2024-04-23,93.72000122070312
2024-04-24,92.4000015258789
2024-04-25,93.79000091552734
2024-04-26,94.12000274658203
2024-04-29,94.88999938964844
2024-04-30,93.68000030517578
2024-05-01,94.37999725341797
2024-05-02,93.8499984741211
2024-05-03,95.88999938964844
2024-05-06,96.98999786376953
2024-05-07,97.2699966430664
2024-05-08,96.7300033569336
2024-05-09,95.94000244140625
2024-05-10,96.5
2024-05-13,95.87000274658203
2024-05-14,96.94000244140625
2024-05-15,98.9000015258789
2024-05-16,98.44999694824219
2024-05-17,98.5999984741211
2024-05-20,98.62000274658203
2024-05-21,99.52999877929688
2024-05-22,100.76000213623047
2024-05-23,99.86000061035156
2024-05-24,102.19000244140625
2024-05-28,100.66999816894531
2024-05-29,98.54000091552734
2024-05-30,99.2300033569336
2024-05-31,98.58000183105469
2024-06-03,98.91999816894531
2024-06-04,100.44000244140625
2024-06-05,100.80000305175781
2024-06-06,99.30999755859375
2024-06-07,99.22000122070312
2024-06-10,99.8499984741211
2024-06-11,100.19000244140625
2024-06-12,101.12999725341797
2024-06-13,101.01000213623047
2024-06-14,100.75
2024-06-17,100.56999969482422
2024-06-18,101.22000122070312
2024-06-20,100.27999877929688
2024-06-21,98.87000274658203
2024-06-24,99.75
2024-06-25,98.94999694824219
2024-06-26,98.37999725341797
2024-06-27,97.61000061035156
2024-06-28,95.47000122070312
2024-07-01,95.44999694824219
