Date,SW
2024-07-01,46.099998474121094
2024-07-02,46.099998474121094
2024-07-03,45.15999984741211
2024-07-05,45.15999984741211
2024-07-08,46.220001220703125
2024-07-09,44.83000183105469
2024-07-10,45.83000183105469
2024-07-11,46.869998931884766
2024-07-12,49.08000183105469
2024-07-15,48.84000015258789
2024-07-16,49.2599983215332
2024-07-17,47.849998474121094
2024-07-18,46.81999969482422
2024-07-19,46.529998779296875
2024-07-22,48.0
2024-07-23,49.11000061035156
2024-07-24,48.86000061035156
2024-07-25,47.689998626708984
2024-07-26,48.810001373291016
2024-07-29,47.54999923706055
2024-07-30,46.7400016784668
2024-07-31,44.84000015258789
2024-08-01,43.31999969482422
2024-08-02,41.779998779296875
2024-08-05,40.040000915527344
2024-08-06,40.33000183105469
2024-08-07,39.060001373291016
2024-08-08,39.310001373291016
2024-08-09,38.959999084472656
2024-08-12,38.849998474121094
2024-08-13,40.349998474121094
2024-08-14,41.209999084472656
2024-08-15,42.7400016784668
2024-08-16,42.90999984741211
2024-08-19,43.4900016784668
2024-08-20,43.0099983215332
2024-08-21,44.02000045776367
2024-08-22,43.790000915527344
2024-08-23,45.33000183105469
2024-08-26,46.18000030517578
2024-08-27,46.88999938964844
2024-08-28,47.06999969482422
2024-08-29,47.16999816894531
2024-08-30,47.41999816894531
2024-09-03,45.70000076293945
2024-09-04,45.56999969482422
2024-09-05,45.34000015258789
2024-09-06,44.720001220703125
2024-09-09,44.470001220703125
2024-09-10,43.31999969482422
2024-09-11,43.529998779296875
2024-09-12,44.59000015258789
2024-09-13,44.91999816894531
2024-09-16,46.72999954223633
2024-09-17,47.33000183105469
2024-09-18,47.86000061035156
2024-09-19,49.02000045776367
2024-09-20,47.40999984741211
2024-09-23,46.7400016784668
2024-09-24,47.5
2024-09-25,47.79999923706055
2024-09-26,49.5099983215332
2024-09-27,50.09000015258789
2024-09-30,49.41999816894531
2024-10-01,48.77000045776367
2024-10-02,47.83000183105469
2024-10-03,46.630001068115234
2024-10-04,46.7599983215332
2024-10-07,46.45000076293945
2024-10-08,46.119998931884766
2024-10-09,46.060001373291016
2024-10-10,45.400001525878906
2024-10-11,45.599998474121094
2024-10-14,45.290000915527344
2024-10-15,44.439998626708984
2024-10-16,45.38999938964844
2024-10-17,43.41999816894531
2024-10-18,44.349998474121094
2024-10-21,44.20000076293945
2024-10-22,44.540000915527344
2024-10-23,46.650001525878906
2024-10-24,45.86000061035156
2024-10-25,45.84000015258789
2024-10-28,45.290000915527344
2024-10-29,44.709999084472656
2024-10-30,50.06999969482422
2024-10-31,51.5
2024-11-01,51.459999084472656
2024-11-04,51.75
2024-11-05,51.81999969482422
2024-11-06,53.209999084472656
2024-11-07,53.45000076293945
2024-11-08,52.38999938964844
2024-11-11,52.310001373291016
2024-11-12,50.65999984741211
2024-11-13,50.9900016784668
2024-11-14,50.349998474121094
2024-11-15,51.65999984741211
2024-11-18,53.439998626708984
2024-11-19,53.15999984741211
2024-11-20,55.70000076293945
2024-11-21,56.369998931884766
2024-11-22,56.63999938964844
2024-11-25,56.25
2024-11-26,55.529998779296875
2024-11-27,54.7599983215332
2024-11-29,55.02000045776367
2024-12-02,55.11000061035156
2024-12-03,55.220001220703125
2024-12-04,54.56999969482422
2024-12-05,54.77000045776367
2024-12-06,54.61000061035156
2024-12-09,54.34000015258789
2024-12-10,53.43000030517578
2024-12-11,53.47999954223633
2024-12-12,53.45000076293945
2024-12-13,53.72999954223633
2024-12-16,54.70000076293945
2024-12-17,53.93000030517578
2024-12-18,51.7400016784668
2024-12-19,51.18000030517578
2024-12-20,53.279998779296875
2024-12-23,53.93000030517578
2024-12-24,54.529998779296875
2024-12-26,54.150001525878906
2024-12-27,54.349998474121094
2024-12-30,53.619998931884766
2024-12-31,53.86000061035156
2025-01-02,53.599998474121094
2025-01-03,52.29999923706055
2025-01-06,53.349998474121094
2025-01-07,52.11000061035156
2025-01-08,51.93000030517578
2025-01-10,51.77000045776367
2025-01-13,52.15999984741211
2025-01-14,52.93000030517578
2025-01-15,52.95000076293945
2025-01-16,52.220001220703125
2025-01-17,52.959999084472656
2025-01-21,54.9900016784668
2025-01-22,55.349998474121094
2025-01-23,55.27000045776367
2025-01-24,56.02000045776367
2025-01-27,54.880001068115234
2025-01-28,54.34000015258789
2025-01-29,53.560001373291016
2025-01-30,53.2599983215332
2025-01-31,53.09000015258789
2025-02-03,53.52000045776367
2025-02-04,53.849998474121094
2025-02-05,54.540000915527344
2025-02-06,54.86000061035156
2025-02-07,54.0
2025-02-10,53.529998779296875
2025-02-11,53.63999938964844
2025-02-12,50.93000030517578
2025-02-13,54.650001525878906
2025-02-14,53.650001525878906
2025-02-18,55.29999923706055
2025-02-19,55.31999969482422
2025-02-20,54.099998474121094
2025-02-21,53.15999984741211
2025-02-24,53.849998474121094
2025-02-25,52.9900016784668
2025-02-26,53.52000045776367
2025-02-27,51.689998626708984
2025-02-28,52.06999969482422
2025-03-03,50.099998474121094
2025-03-04,46.689998626708984
2025-03-05,48.290000915527344
2025-03-06,46.7400016784668
2025-03-07,46.529998779296875
2025-03-10,43.189998626708984
2025-03-11,43.560001373291016
2025-03-12,44.25
2025-03-13,43.43000030517578
2025-03-14,44.27000045776367
2025-03-17,45.2400016784668
2025-03-18,45.06999969482422
2025-03-19,46.0
2025-03-20,45.709999084472656
2025-03-21,44.209999084472656
2025-03-24,45.02000045776367
2025-03-25,45.56999969482422
2025-03-26,45.279998779296875
2025-03-27,45.400001525878906
2025-03-28,44.5099983215332
2025-03-31,45.060001373291016
2025-04-01,45.619998931884766
2025-04-02,47.060001373291016
2025-04-03,42.709999084472656
2025-04-04,41.060001373291016
2025-04-07,39.40999984741211
2025-04-08,38.189998626708984
2025-04-09,42.68000030517578
2025-04-10,40.27000045776367
2025-04-11,40.79999923706055
2025-04-14,41.439998626708984
2025-04-15,41.11000061035156
2025-04-16,40.77000045776367
2025-04-17,41.349998474121094
2025-04-21,40.779998779296875
2025-04-22,41.540000915527344
2025-04-23,41.91999816894531
2025-04-24,42.45000076293945
2025-04-25,42.22999954223633
2025-04-28,42.54999923706055
2025-04-29,42.349998474121094
2025-04-30,42.02000045776367
2025-05-01,40.470001220703125
2025-05-02,41.279998779296875
2025-05-05,39.619998931884766
2025-05-06,39.560001373291016
2025-05-07,40.0
2025-05-08,41.70000076293945
2025-05-09,41.900001525878906
2025-05-12,45.0
2025-05-13,45.97999954223633
2025-05-14,46.61000061035156
2025-05-15,46.630001068115234
2025-05-16,46.63999938964844
2025-05-19,46.38999938964844
2025-05-20,45.939998626708984
2025-05-21,44.4900016784668
2025-05-22,44.47999954223633
2025-05-23,43.7400016784668
2025-05-27,44.38999938964844
2025-05-28,43.5099983215332
2025-05-29,43.90999984741211
2025-05-30,43.33000183105469
2025-06-02,42.619998931884766
2025-06-03,42.810001373291016
2025-06-04,42.59000015258789
2025-06-05,43.06999969482422
2025-06-06,43.31999969482422
2025-06-09,43.9900016784668
2025-06-10,43.810001373291016
2025-06-11,43.38999938964844
2025-06-12,43.0
2025-06-13,41.97999954223633
2025-06-16,43.25
2025-06-17,42.790000915527344
2025-06-18,42.38999938964844
2025-06-20,42.349998474121094
2025-06-23,42.41999816894531
2025-06-24,43.5
2025-06-25,42.47999954223633
2025-06-26,42.68000030517578
2025-06-27,43.060001373291016
2025-06-30,43.150001525878906
2025-07-01,45.849998474121094
2025-07-02,47.18000030517578
2025-07-03,48.029998779296875
2025-07-07,46.84000015258789
2025-07-08,47.119998931884766
2025-07-09,47.2400016784668
2025-07-10,48.02000045776367
2025-07-11,47.20000076293945
2025-07-14,46.38999938964844
2025-07-15,45.400001525878906
2025-07-16,45.869998931884766
2025-07-17,46.08000183105469
2025-07-18,44.86000061035156
2025-07-21,45.439998626708984
2025-07-22,46.2400016784668
2025-07-23,47.810001373291016
2025-07-24,48.029998779296875
2025-07-25,48.849998474121094
2025-07-28,48.529998779296875
2025-07-29,48.20000076293945
2025-07-30,47.36000061035156
2025-07-31,44.380001068115234
2025-08-01,44.349998474121094
2025-08-04,44.060001373291016
2025-08-05,44.16999816894531
2025-08-06,42.630001068115234
2025-08-07,43.79999923706055
2025-08-08,43.630001068115234
2025-08-11,43.41999816894531
2025-08-12,44.27000045776367
2025-08-13,45.119998931884766
2025-08-14,43.720001220703125
2025-08-15,42.689998626708984
2025-08-18,42.91999816894531
2025-08-19,43.16999816894531
2025-08-20,41.95000076293945
2025-08-21,43.689998626708984
2025-08-22,45.70000076293945
2025-08-25,45.93000030517578
2025-08-26,46.29999923706055
2025-08-27,45.65999984741211
2025-08-28,46.38999938964844
2025-08-29,47.36000061035156
2025-09-02,47.11000061035156
2025-09-03,46.95000076293945
2025-09-04,46.16999816894531
2025-09-05,46.90999984741211
2025-09-08,46.689998626708984
2025-09-09,45.36000061035156
2025-09-10,45.27000045776367
2025-09-11,45.63999938964844
2025-09-12,44.27000045776367
