Date,SW
2025-09-15,44.470001220703125
2025-09-16,44.279998779296875
2025-09-17,44.040000915527344
2025-09-18,44.16999816894531
2025-09-19,43.81999969482422
2025-09-22,43.47999954223633
2025-09-23,43.810001373291016
2025-09-24,43.25
2025-09-25,42.279998779296875
2025-09-26,42.130001068115234
2025-09-29,42.209999084472656
2025-09-30,42.56999969482422
2025-10-01,42.65999984741211
2025-10-02,41.880001068115234
2025-10-03,41.97999954223633
2025-10-06,40.310001373291016
2025-10-07,41.18000030517578
2025-10-08,43.29999923706055
2025-10-09,42.88999938964844
2025-10-10,40.45000076293945
2025-10-13,41.529998779296875
2025-10-14,42.22999954223633
2025-10-15,41.7599983215332
2025-10-16,41.31999969482422
2025-10-17,41.400001525878906
2025-10-20,42.22999954223633
2025-10-21,42.5099983215332
2025-10-22,42.65999984741211
2025-10-23,43.02000045776367
2025-10-24,43.06999969482422
2025-10-27,43.400001525878906
2025-10-28,43.09000015258789
2025-10-29,37.84000015258789
2025-10-30,36.040000915527344
2025-10-31,36.91999816894531
2025-11-03,36.56999969482422
2025-11-04,36.310001373291016
2025-11-05,36.04999923706055
2025-11-06,35.720001220703125
2025-11-07,35.810001373291016
2025-11-10,35.5
2025-11-11,35.84000015258789
2025-11-12,35.380001068115234
2025-11-13,35.08000183105469
2025-11-14,34.290000915527344
2025-11-17,33.91999816894531
2025-11-18,33.81999969482422
2025-11-19,33.66999816894531
2025-11-20,32.790000915527344
2025-11-21,33.779998779296875
2025-11-24,33.709999084472656
2025-11-25,34.959999084472656
2025-11-26,35.779998779296875
2025-11-28,35.689998626708984
2025-12-01,35.650001525878906
2025-12-02,34.45000076293945
2025-12-03,36.119998931884766
2025-12-04,36.45000076293945
2025-12-05,36.040000915527344
2025-12-08,36.060001373291016
2025-12-09,35.310001373291016
2025-12-10,37.16999816894531
2025-12-11,38.0099983215332
2025-12-12,37.189998626708984
2025-12-15,37.540000915527344
2025-12-16,37.689998626708984
2025-12-17,38.02000045776367
2025-12-18,38.619998931884766
2025-12-19,38.11000061035156
2025-12-22,38.09000015258789
2025-12-23,38.2400016784668
2025-12-24,38.130001068115234
2025-12-26,38.7400016784668
2025-12-29,38.68000030517578
2025-12-30,38.84000015258789
