Date,VST
2024-01-02,38.06999969482422
2024-01-03,38.18000030517578
2024-01-04,38.400001525878906
2024-01-05,38.59000015258789
2024-01-08,39.13999938964844
2024-01-09,39.59000015258789
2024-01-10,38.459999084472656
2024-01-11,38.869998931884766
2024-01-12,39.220001220703125
2024-01-16,39.31999969482422
2024-01-17,39.720001220703125
2024-01-18,39.40999984741211
2024-01-19,40.16999816894531
2024-01-22,39.970001220703125
2024-01-23,39.849998474121094
2024-01-24,39.22999954223633
2024-01-25,40.43000030517578
2024-01-26,40.779998779296875
2024-01-29,40.560001373291016
2024-01-30,41.22999954223633
2024-01-31,41.029998779296875
2024-02-01,43.2599983215332
2024-02-02,44.54999923706055
2024-02-05,43.349998474121094
2024-02-06,43.2599983215332
2024-02-07,43.7599983215332
2024-02-08,42.900001525878906
2024-02-09,43.22999954223633
2024-02-12,42.810001373291016
2024-02-13,44.20000076293945
2024-02-14,44.27000045776367
2024-02-15,45.38999938964844
2024-02-16,45.58000183105469
2024-02-20,46.150001525878906
2024-02-21,46.18000030517578
2024-02-22,47.619998931884766
2024-02-23,48.619998931884766
2024-02-26,48.75
2024-02-27,50.97999954223633
2024-02-28,53.02000045776367
2024-02-29,54.540000915527344
2024-03-01,54.5
2024-03-04,56.9900016784668
2024-03-05,58.88999938964844
2024-03-06,60.900001525878906
2024-03-07,61.68000030517578
2024-03-08,60.4900016784668
2024-03-11,58.04999923706055
2024-03-12,60.20000076293945
2024-03-13,61.15999984741211
2024-03-14,63.11000061035156
2024-03-15,61.560001373291016
2024-03-18,62.47999954223633
2024-03-19,63.68000030517578
2024-03-20,66.75
2024-03-21,68.37000274658203
2024-03-22,69.08999633789062
2024-03-25,71.19999694824219
2024-03-26,67.88999938964844
2024-03-27,68.30000305175781
2024-03-28,69.6500015258789
2024-04-01,71.52999877929688
2024-04-02,71.1500015258789
2024-04-03,73.76000213623047
2024-04-04,70.54000091552734
2024-04-05,75.33000183105469
2024-04-08,74.41999816894531
2024-04-09,69.52999877929688
2024-04-10,70.76000213623047
2024-04-11,72.0
2024-04-12,69.73999786376953
2024-04-15,68.22000122070312
2024-04-16,67.5999984741211
2024-04-17,68.6500015258789
2024-04-18,65.87999725341797
2024-04-19,65.66000366210938
2024-04-22,66.72000122070312
2024-04-23,68.44999694824219
2024-04-24,70.45999908447266
2024-04-25,72.4800033569336
