Date,LDOS
2019-07-01,80.16999816894531
2019-07-02,80.13999938964844
2019-07-03,81.4000015258789
2019-07-05,82.0199966430664
2019-07-08,81.41000366210938
2019-07-09,81.5199966430664
2019-07-10,81.5
2019-07-11,81.94000244140625
2019-07-12,82.43000030517578
2019-07-15,82.33999633789062
2019-07-16,82.04000091552734
2019-07-17,80.7699966430664
2019-07-18,80.95999908447266
2019-07-19,79.58999633789062
2019-07-22,79.58000183105469
2019-07-23,80.83000183105469
2019-07-24,81.5999984741211
2019-07-25,81.1500015258789
2019-07-26,82.43000030517578
2019-07-29,83.31999969482422
2019-07-30,84.37999725341797
2019-07-31,82.0999984741211
2019-08-01,83.41000366210938
2019-08-02,81.86000061035156
2019-08-05,78.9800033569336
2019-08-06,80.04000091552734
2019-08-07,80.56999969482422
2019-08-08,83.9000015258789
2019-08-09,83.05999755859375
2019-08-12,83.05000305175781
2019-08-13,84.2699966430664
2019-08-14,82.81999969482422
2019-08-15,82.91000366210938
2019-08-16,83.81999969482422
2019-08-19,85.08000183105469
2019-08-20,84.47000122070312
2019-08-21,85.54000091552734
2019-08-22,85.55999755859375
2019-08-23,83.41000366210938
2019-08-26,84.30000305175781
2019-08-27,85.02999877929688
2019-08-28,85.72000122070312
2019-08-29,87.19999694824219
2019-08-30,87.36000061035156
2019-09-03,86.3499984741211
2019-09-04,87.62000274658203
2019-09-05,88.81999969482422
2019-09-06,87.62000274658203
2019-09-09,84.91999816894531
2019-09-10,83.98999786376953
2019-09-11,85.23999786376953
2019-09-12,86.3499984741211
2019-09-13,85.81999969482422
2019-09-16,86.30000305175781
2019-09-17,86.69999694824219
2019-09-18,87.5999984741211
2019-09-19,87.37000274658203
2019-09-20,86.33000183105469
2019-09-23,85.69000244140625
2019-09-24,86.01000213623047
2019-09-25,87.04000091552734
2019-09-26,87.12999725341797
2019-09-27,85.0199966430664
2019-09-30,85.87999725341797
2019-10-01,84.77999877929688
2019-10-02,82.95999908447266
2019-10-03,83.0
2019-10-04,83.62999725341797
2019-10-07,83.80000305175781
2019-10-08,81.83999633789062
2019-10-09,82.69999694824219
2019-10-10,83.05000305175781
2019-10-11,83.16000366210938
2019-10-14,82.45999908447266
2019-10-15,82.2300033569336
2019-10-16,81.33999633789062
2019-10-17,81.70999908447266
2019-10-18,81.62000274658203
2019-10-21,80.83999633789062
2019-10-22,79.29000091552734
2019-10-23,79.23999786376953
2019-10-24,80.04000091552734
2019-10-25,79.9800033569336
2019-10-28,80.80999755859375
2019-10-29,86.38999938964844
2019-10-30,86.69000244140625
2019-10-31,86.2300033569336
2019-11-01,85.33000183105469
2019-11-04,85.77999877929688
2019-11-05,83.18000030517578
2019-11-06,85.12999725341797
2019-11-07,86.0
2019-11-08,87.19999694824219
2019-11-11,87.66999816894531
2019-11-12,89.01000213623047
2019-11-13,89.48999786376953
2019-11-14,90.44000244140625
2019-11-15,91.02999877929688
2019-11-18,91.38999938964844
2019-11-19,91.70999908447266
2019-11-20,91.66000366210938
2019-11-21,90.05000305175781
2019-11-22,88.5
2019-11-25,90.02999877929688
2019-11-26,90.70999908447266
2019-11-27,90.9800033569336
2019-11-29,90.83999633789062
2019-12-02,89.8499984741211
2019-12-03,89.66000366210938
2019-12-04,89.73999786376953
2019-12-05,89.94999694824219
2019-12-06,90.68000030517578
2019-12-09,90.0999984741211
2019-12-10,89.63999938964844
2019-12-11,92.08000183105469
2019-12-12,91.19000244140625
2019-12-13,91.83999633789062
2019-12-16,91.63999938964844
2019-12-17,91.52999877929688
2019-12-18,95.68000030517578
2019-12-19,96.27999877929688
2019-12-20,98.01000213623047
2019-12-23,97.81999969482422
2019-12-24,98.02999877929688
2019-12-26,98.52999877929688
2019-12-27,98.2300033569336
2019-12-30,98.06999969482422
2019-12-31,97.88999938964844
2020-01-02,98.62000274658203
2020-01-03,99.4800033569336
2020-01-06,100.36000061035156
2020-01-07,99.98999786376953
2020-01-08,99.87000274658203
2020-01-09,101.08000183105469
2020-01-10,101.0199966430664
2020-01-13,101.1500015258789
2020-01-14,100.79000091552734
2020-01-15,102.13999938964844
2020-01-16,102.29000091552734
2020-01-17,103.38999938964844
2020-01-21,103.2699966430664
2020-01-22,102.47000122070312
2020-01-23,102.62999725341797
2020-01-24,101.62000274658203
2020-01-27,100.7699966430664
2020-01-28,102.30999755859375
2020-01-29,101.83000183105469
2020-01-30,102.58000183105469
2020-01-31,100.47000122070312
2020-02-03,102.45999908447266
2020-02-04,105.30999755859375
2020-02-05,106.62999725341797
2020-02-06,109.95999908447266
2020-02-07,110.11000061035156
2020-02-10,110.5999984741211
2020-02-11,112.13999938964844
2020-02-12,111.0
2020-02-13,113.0999984741211
2020-02-14,112.80999755859375
2020-02-18,123.22000122070312
2020-02-19,120.33000183105469
2020-02-20,119.2699966430664
2020-02-21,117.22000122070312
2020-02-24,113.83000183105469
2020-02-25,109.1500015258789
2020-02-26,110.81999969482422
2020-02-27,105.11000061035156
2020-02-28,102.6500015258789
2020-03-02,110.05999755859375
2020-03-03,109.33000183105469
2020-03-04,112.33000183105469
2020-03-05,107.56999969482422
2020-03-06,105.68000030517578
2020-03-09,97.52999877929688
2020-03-10,102.79000091552734
2020-03-11,97.97000122070312
2020-03-12,85.80000305175781
2020-03-13,90.30999755859375
2020-03-16,78.0
2020-03-17,81.37999725341797
2020-03-18,77.76000213623047
2020-03-19,75.91000366210938
2020-03-20,72.51000213623047
2020-03-23,70.83000183105469
2020-03-24,78.45999908447266
2020-03-25,86.12000274658203
2020-03-26,92.55999755859375
2020-03-27,93.44000244140625
2020-03-30,93.43000030517578
2020-03-31,91.6500015258789
2020-04-01,87.1500015258789
2020-04-02,88.62999725341797
2020-04-03,87.94000244140625
2020-04-06,94.88999938964844
2020-04-07,92.5999984741211
2020-04-08,95.44000244140625
2020-04-09,95.45999908447266
2020-04-13,92.08000183105469
2020-04-14,95.56999969482422
2020-04-15,92.70999908447266
2020-04-16,92.8499984741211
2020-04-17,99.27999877929688
2020-04-20,98.5999984741211
2020-04-21,94.55999755859375
2020-04-22,97.61000061035156
2020-04-23,98.86000061035156
2020-04-24,101.94999694824219
2020-04-27,102.80000305175781
2020-04-28,102.31999969482422
2020-04-29,102.95999908447266
2020-04-30,98.80999755859375
2020-05-01,97.88999938964844
2020-05-04,98.91000366210938
2020-05-05,98.44000244140625
2020-05-06,97.18000030517578
2020-05-07,100.37999725341797
2020-05-08,102.69999694824219
2020-05-11,102.06999969482422
2020-05-12,99.91000366210938
2020-05-13,95.51000213623047
2020-05-14,95.83000183105469
2020-05-15,96.81999969482422
2020-05-18,98.7300033569336
2020-05-19,97.81999969482422
2020-05-20,98.91000366210938
2020-05-21,99.4000015258789
2020-05-22,100.95999908447266
2020-05-26,102.25
2020-05-27,102.76000213623047
2020-05-28,104.36000061035156
2020-05-29,105.29000091552734
2020-06-01,105.9800033569336
2020-06-02,104.52999877929688
2020-06-03,107.26000213623047
2020-06-04,105.97000122070312
2020-06-05,106.05000305175781
2020-06-08,106.54000091552734
2020-06-09,105.69000244140625
2020-06-10,104.7699966430664
2020-06-11,100.37000274658203
2020-06-12,98.91000366210938
2020-06-15,98.62000274658203
2020-06-16,100.29000091552734
2020-06-17,100.19000244140625
2020-06-18,99.33000183105469
2020-06-19,96.69999694824219
2020-06-22,96.88999938964844
2020-06-23,96.16999816894531
2020-06-24,93.25
2020-06-25,92.72000122070312
2020-06-26,89.77999877929688
2020-06-29,92.19999694824219
2020-06-30,93.66999816894531
2020-07-01,93.30999755859375
2020-07-02,93.63999938964844
2020-07-06,88.44999694824219
2020-07-07,87.88999938964844
2020-07-08,88.05999755859375
2020-07-09,86.41000366210938
2020-07-10,87.91000366210938
2020-07-13,85.04000091552734
2020-07-14,86.19999694824219
2020-07-15,87.81999969482422
2020-07-16,86.58000183105469
2020-07-17,88.16999816894531
2020-07-20,88.63999938964844
2020-07-21,89.11000061035156
2020-07-22,91.37000274658203
2020-07-23,90.66999816894531
2020-07-24,91.06999969482422
2020-07-27,90.16000366210938
2020-07-28,90.18000030517578
2020-07-29,91.97000122070312
2020-07-30,92.36000061035156
2020-07-31,95.16000366210938
2020-08-03,98.30000305175781
2020-08-04,92.2699966430664
2020-08-05,89.7300033569336
2020-08-06,91.01000213623047
2020-08-07,93.20999908447266
2020-08-10,94.41999816894531
2020-08-11,95.94999694824219
2020-08-12,94.41000366210938
2020-08-13,94.38999938964844
2020-08-14,94.72000122070312
2020-08-17,92.23999786376953
2020-08-18,91.80999755859375
2020-08-19,92.5999984741211
2020-08-20,91.0199966430664
2020-08-21,89.16999816894531
2020-08-24,90.80999755859375
2020-08-25,90.62000274658203
2020-08-26,90.54000091552734
2020-08-27,91.68000030517578
2020-08-28,91.30999755859375
2020-08-31,90.48999786376953
2020-09-01,89.69999694824219
2020-09-02,91.63999938964844
2020-09-03,89.01000213623047
2020-09-04,88.48999786376953
2020-09-08,86.55000305175781
2020-09-09,87.16999816894531
2020-09-10,85.9000015258789
2020-09-11,87.16999816894531
2020-09-14,88.33999633789062
2020-09-15,88.73999786376953
2020-09-16,89.0999984741211
2020-09-17,90.2300033569336
2020-09-18,90.05999755859375
2020-09-21,88.43000030517578
2020-09-22,91.5999984741211
2020-09-23,90.0
2020-09-24,88.02999877929688
2020-09-25,91.9800033569336
2020-09-28,91.56999969482422
2020-09-29,90.56999969482422
2020-09-30,89.1500015258789
