Date,WMB
2015-07-01,57.5099983215332
2015-07-02,57.599998474121094
2015-07-06,57.130001068115234
2015-07-07,56.88999938964844
2015-07-08,56.0099983215332
2015-07-09,56.45000076293945
2015-07-10,57.88999938964844
2015-07-13,58.22999954223633
2015-07-14,58.029998779296875
2015-07-15,57.4900016784668
2015-07-16,57.959999084472656
2015-07-17,57.66999816894531
2015-07-20,55.939998626708984
2015-07-21,54.70000076293945
2015-07-22,53.540000915527344
2015-07-23,52.939998626708984
2015-07-24,52.63999938964844
2015-07-27,51.88999938964844
2015-07-28,53.11000061035156
2015-07-29,54.0099983215332
2015-07-30,52.97999954223633
2015-07-31,52.47999954223633
2015-08-03,51.650001525878906
2015-08-04,51.2599983215332
2015-08-05,49.15999984741211
2015-08-06,48.529998779296875
2015-08-07,48.79999923706055
2015-08-10,49.88999938964844
2015-08-11,49.97999954223633
2015-08-12,51.11000061035156
2015-08-13,51.31999969482422
2015-08-14,52.22999954223633
2015-08-17,54.900001525878906
2015-08-18,53.86000061035156
2015-08-19,53.0099983215332
2015-08-20,50.70000076293945
2015-08-21,49.650001525878906
2015-08-24,46.7400016784668
2015-08-25,44.66999816894531
2015-08-26,45.66999816894531
2015-08-27,47.68000030517578
2015-08-28,48.91999816894531
2015-08-31,48.20000076293945
2015-09-01,46.0099983215332
2015-09-02,47.209999084472656
2015-09-03,47.349998474121094
2015-09-04,46.41999816894531
2015-09-08,47.06999969482422
2015-09-09,46.0099983215332
2015-09-10,44.27000045776367
2015-09-11,42.970001220703125
2015-09-14,42.27000045776367
2015-09-15,43.56999969482422
2015-09-16,45.86000061035156
2015-09-17,45.709999084472656
2015-09-18,46.13999938964844
2015-09-21,46.369998931884766
2015-09-22,44.52000045776367
2015-09-23,42.470001220703125
2015-09-24,41.81999969482422
2015-09-25,41.599998474121094
2015-09-28,36.560001373291016
2015-09-29,34.93000030517578
2015-09-30,36.849998474121094
2015-10-01,38.97999954223633
2015-10-02,41.02000045776367
2015-10-05,41.560001373291016
2015-10-06,42.119998931884766
2015-10-07,43.560001373291016
2015-10-08,43.79999923706055
2015-10-09,43.83000183105469
2015-10-12,42.540000915527344
2015-10-13,41.400001525878906
2015-10-14,40.970001220703125
2015-10-15,41.650001525878906
2015-10-16,42.279998779296875
2015-10-19,41.93000030517578
2015-10-20,41.459999084472656
2015-10-21,40.47999954223633
2015-10-22,39.810001373291016
2015-10-23,39.20000076293945
2015-10-26,37.56999969482422
2015-10-27,37.470001220703125
2015-10-28,38.29999923706055
2015-10-29,38.29999923706055
2015-10-30,39.439998626708984
2015-11-02,39.56999969482422
2015-11-03,40.279998779296875
2015-11-04,38.93000030517578
2015-11-05,38.25
2015-11-06,37.97999954223633
2015-11-09,36.95000076293945
2015-11-10,36.810001373291016
2015-11-11,36.349998474121094
2015-11-12,35.099998474121094
2015-11-13,35.099998474121094
2015-11-16,37.310001373291016
2015-11-17,37.560001373291016
2015-11-18,38.099998474121094
2015-11-19,37.720001220703125
2015-11-20,36.81999969482422
2015-11-23,36.650001525878906
2015-11-24,37.13999938964844
2015-11-25,36.439998626708984
2015-11-27,36.13999938964844
2015-11-30,36.560001373291016
2015-12-01,36.65999984741211
2015-12-02,35.400001525878906
2015-12-03,33.2599983215332
2015-12-04,31.110000610351562
2015-12-07,26.969999313354492
2015-12-08,27.239999771118164
2015-12-09,28.940000534057617
2015-12-10,29.68000030517578
2015-12-11,26.420000076293945
2015-12-14,25.56999969482422
2015-12-15,25.84000015258789
2015-12-16,25.809999465942383
2015-12-17,23.700000762939453
2015-12-18,21.540000915527344
2015-12-21,22.0
2015-12-22,22.56999969482422
2015-12-23,25.34000015258789
2015-12-24,24.90999984741211
2015-12-28,24.809999465942383
2015-12-29,24.8700008392334
2015-12-30,24.40999984741211
2015-12-31,25.700000762939453
2016-01-04,26.239999771118164
2016-01-05,26.329999923706055
2016-01-06,22.899999618530273
2016-01-07,20.610000610351562
2016-01-08,20.309999465942383
2016-01-11,18.690000534057617
2016-01-12,16.540000915527344
2016-01-13,13.609999656677246
2016-01-14,18.290000915527344
2016-01-15,16.100000381469727
2016-01-19,15.779999732971191
2016-01-20,15.489999771118164
2016-01-21,16.040000915527344
2016-01-22,19.739999771118164
2016-01-25,18.309999465942383
2016-01-26,20.420000076293945
2016-01-27,19.270000457763672
2016-01-28,19.290000915527344
2016-01-29,19.299999237060547
2016-02-01,19.510000228881836
2016-02-02,18.690000534057617
2016-02-03,18.40999984741211
2016-02-04,18.75
2016-02-05,17.1200008392334
2016-02-08,11.15999984741211
2016-02-09,11.979999542236328
2016-02-10,12.850000381469727
2016-02-11,13.289999961853027
2016-02-12,13.470000267028809
2016-02-16,15.010000228881836
2016-02-17,15.6899995803833
2016-02-18,15.920000076293945
2016-02-19,15.510000228881836
2016-02-22,16.149999618530273
2016-02-23,15.600000381469727
2016-02-24,16.6299991607666
2016-02-25,16.030000686645508
2016-02-26,15.640000343322754
2016-02-29,15.989999771118164
2016-03-01,16.549999237060547
2016-03-02,17.1299991607666
2016-03-03,18.09000015258789
2016-03-04,19.149999618530273
2016-03-07,19.059999465942383
2016-03-08,17.260000228881836
2016-03-09,17.959999084472656
2016-03-10,15.890000343322754
2016-03-11,16.010000228881836
2016-03-14,16.5
2016-03-15,16.149999618530273
2016-03-16,17.440000534057617
2016-03-17,17.760000228881836
2016-03-18,18.149999618530273
2016-03-21,17.350000381469727
2016-03-22,17.6299991607666
2016-03-23,16.260000228881836
2016-03-24,15.350000381469727
2016-03-28,15.140000343322754
2016-03-29,15.699999809265137
2016-03-30,15.65999984741211
2016-03-31,16.06999969482422
2016-04-01,15.520000457763672
2016-04-04,15.210000038146973
2016-04-05,14.8100004196167
2016-04-06,15.489999771118164
2016-04-07,15.710000038146973
2016-04-08,16.239999771118164
2016-04-11,17.059999465942383
2016-04-12,17.709999084472656
2016-04-13,18.350000381469727
2016-04-14,17.770000457763672
2016-04-15,17.549999237060547
2016-04-18,16.68000030517578
2016-04-19,18.010000228881836
2016-04-20,18.829999923706055
2016-04-21,19.139999389648438
2016-04-22,19.540000915527344
2016-04-25,19.059999465942383
2016-04-26,19.389999389648438
2016-04-27,20.0
2016-04-28,19.639999389648438
2016-04-29,19.389999389648438
2016-05-02,18.809999465942383
2016-05-03,19.389999389648438
2016-05-04,19.239999771118164
2016-05-05,20.56999969482422
2016-05-06,19.700000762939453
2016-05-09,18.940000534057617
2016-05-10,19.139999389648438
2016-05-11,19.5
2016-05-12,19.049999237060547
2016-05-13,19.350000381469727
2016-05-16,20.59000015258789
2016-05-17,21.510000228881836
2016-05-18,20.829999923706055
2016-05-19,21.540000915527344
2016-05-20,22.149999618530273
2016-05-23,21.950000762939453
2016-05-24,22.1299991607666
2016-05-25,21.25
2016-05-26,20.809999465942383
2016-05-27,21.479999542236328
2016-05-31,22.15999984741211
2016-06-01,22.59000015258789
2016-06-02,22.600000381469727
2016-06-03,22.829999923706055
2016-06-06,23.3799991607666
2016-06-07,23.56999969482422
2016-06-08,23.18000030517578
2016-06-09,23.280000686645508
2016-06-10,22.040000915527344
2016-06-13,21.799999237060547
2016-06-14,21.18000030517578
2016-06-15,21.770000457763672
2016-06-16,22.1299991607666
2016-06-17,22.530000686645508
2016-06-20,22.31999969482422
2016-06-21,21.670000076293945
2016-06-22,20.760000228881836
2016-06-23,21.780000686645508
2016-06-24,21.309999465942383
2016-06-27,20.0
2016-06-28,20.639999389648438
2016-06-29,20.84000015258789
2016-06-30,21.6299991607666
2016-07-01,20.559999465942383
2016-07-05,20.09000015258789
2016-07-06,20.440000534057617
2016-07-07,20.350000381469727
2016-07-08,20.989999771118164
2016-07-11,20.729999542236328
2016-07-12,21.889999389648438
2016-07-13,22.229999542236328
2016-07-14,23.600000381469727
2016-07-15,23.440000534057617
2016-07-18,24.56999969482422
2016-07-19,24.989999771118164
2016-07-20,25.1299991607666
