Date,PEG
2015-07-01,39.45000076293945
2015-07-02,39.939998626708984
2015-07-06,40.33000183105469
2015-07-07,41.63999938964844
2015-07-08,41.380001068115234
2015-07-09,41.20000076293945
2015-07-10,41.2599983215332
2015-07-13,40.97999954223633
2015-07-14,40.880001068115234
2015-07-15,41.04999923706055
2015-07-16,41.88999938964844
2015-07-17,41.40999984741211
2015-07-20,41.34000015258789
2015-07-21,40.4900016784668
2015-07-22,40.7599983215332
2015-07-23,39.7599983215332
2015-07-24,39.779998779296875
2015-07-27,40.189998626708984
2015-07-28,40.29999923706055
2015-07-29,40.68000030517578
2015-07-30,41.2599983215332
2015-07-31,41.66999816894531
2015-08-03,41.630001068115234
2015-08-04,40.63999938964844
2015-08-05,41.189998626708984
2015-08-06,41.599998474121094
2015-08-07,42.439998626708984
2015-08-10,41.91999816894531
2015-08-11,42.470001220703125
2015-08-12,42.5
2015-08-13,42.310001373291016
2015-08-14,42.90999984741211
2015-08-17,43.150001525878906
2015-08-18,43.029998779296875
2015-08-19,43.47999954223633
2015-08-20,43.20000076293945
2015-08-21,42.040000915527344
2015-08-24,40.650001525878906
2015-08-25,39.88999938964844
2015-08-26,40.27000045776367
2015-08-27,40.939998626708984
2015-08-28,40.52000045776367
2015-08-31,40.25
2015-09-01,38.97999954223633
2015-09-02,38.95000076293945
2015-09-03,39.36000061035156
2015-09-04,38.36000061035156
2015-09-08,39.099998474121094
2015-09-09,38.63999938964844
2015-09-10,38.880001068115234
2015-09-11,39.31999969482422
2015-09-14,39.29999923706055
2015-09-15,39.59000015258789
2015-09-16,40.150001525878906
2015-09-17,40.599998474121094
2015-09-18,40.34000015258789
2015-09-21,40.61000061035156
2015-09-22,39.66999816894531
2015-09-23,39.939998626708984
2015-09-24,40.150001525878906
2015-09-25,40.88999938964844
2015-09-28,40.59000015258789
2015-09-29,40.90999984741211
2015-09-30,42.15999984741211
2015-10-01,41.34000015258789
2015-10-02,42.349998474121094
2015-10-05,42.72999954223633
2015-10-06,42.880001068115234
2015-10-07,42.33000183105469
2015-10-08,42.900001525878906
2015-10-09,42.29999923706055
2015-10-12,42.70000076293945
2015-10-13,42.529998779296875
2015-10-14,42.66999816894531
2015-10-15,43.34000015258789
2015-10-16,43.470001220703125
2015-10-19,43.88999938964844
2015-10-20,43.560001373291016
2015-10-21,43.18000030517578
2015-10-22,43.619998931884766
2015-10-23,42.65999984741211
2015-10-26,41.84000015258789
2015-10-27,41.779998779296875
2015-10-28,41.38999938964844
2015-10-29,41.439998626708984
2015-10-30,41.290000915527344
2015-11-02,40.619998931884766
2015-11-03,41.02000045776367
2015-11-04,41.09000015258789
2015-11-05,40.689998626708984
2015-11-06,38.65999984741211
2015-11-09,38.77000045776367
2015-11-10,38.90999984741211
2015-11-11,39.150001525878906
2015-11-12,38.97999954223633
2015-11-13,39.060001373291016
2015-11-16,39.880001068115234
2015-11-17,39.0099983215332
2015-11-18,38.97999954223633
2015-11-19,39.52000045776367
2015-11-20,39.66999816894531
2015-11-23,39.5
2015-11-24,39.189998626708984
2015-11-25,38.97999954223633
2015-11-27,39.119998931884766
2015-11-30,39.099998474121094
2015-12-01,39.619998931884766
2015-12-02,38.459999084472656
2015-12-03,38.15999984741211
2015-12-04,38.630001068115234
2015-12-07,38.06999969482422
2015-12-08,37.97999954223633
2015-12-09,38.20000076293945
2015-12-10,37.43000030517578
2015-12-11,37.02000045776367
2015-12-14,37.459999084472656
2015-12-15,37.11000061035156
2015-12-16,38.29999923706055
2015-12-17,38.11000061035156
2015-12-18,37.47999954223633
2015-12-21,37.72999954223633
2015-12-22,37.939998626708984
2015-12-23,38.65999984741211
2015-12-24,38.599998474121094
2015-12-28,38.709999084472656
2015-12-29,39.04999923706055
2015-12-30,38.9900016784668
2015-12-31,38.689998626708984
2016-01-04,38.70000076293945
2016-01-05,38.93000030517578
2016-01-06,38.61000061035156
2016-01-07,38.810001373291016
2016-01-08,38.41999816894531
2016-01-11,38.599998474121094
2016-01-12,38.599998474121094
2016-01-13,38.779998779296875
2016-01-14,39.7400016784668
2016-01-15,39.599998474121094
2016-01-19,39.83000183105469
2016-01-20,38.970001220703125
2016-01-21,39.09000015258789
2016-01-22,39.869998931884766
2016-01-25,38.97999954223633
2016-01-26,39.380001068115234
2016-01-27,39.599998474121094
2016-01-28,40.369998931884766
2016-01-29,41.29999923706055
2016-02-01,41.380001068115234
2016-02-02,41.45000076293945
2016-02-03,42.150001525878906
2016-02-04,42.41999816894531
2016-02-05,42.90999984741211
2016-02-08,41.9900016784668
2016-02-09,42.380001068115234
2016-02-10,42.63999938964844
2016-02-11,41.88999938964844
2016-02-12,41.88999938964844
2016-02-16,42.06999969482422
2016-02-17,41.880001068115234
2016-02-18,42.84000015258789
2016-02-19,42.970001220703125
2016-02-22,43.84000015258789
2016-02-23,43.59000015258789
2016-02-24,43.400001525878906
2016-02-25,43.7400016784668
2016-02-26,42.54999923706055
2016-02-29,42.65999984741211
2016-03-01,42.619998931884766
2016-03-02,43.08000183105469
2016-03-03,43.86000061035156
2016-03-04,44.599998474121094
2016-03-07,44.619998931884766
2016-03-08,44.84000015258789
2016-03-09,44.95000076293945
2016-03-10,45.02000045776367
2016-03-11,44.33000183105469
2016-03-14,44.61000061035156
2016-03-15,44.7400016784668
2016-03-16,45.150001525878906
2016-03-17,46.04999923706055
2016-03-18,45.650001525878906
2016-03-21,45.709999084472656
2016-03-22,45.83000183105469
2016-03-23,46.209999084472656
2016-03-24,46.040000915527344
2016-03-28,46.08000183105469
2016-03-29,46.58000183105469
2016-03-30,46.540000915527344
2016-03-31,47.13999938964844
2016-04-01,47.31999969482422
2016-04-04,46.939998626708984
2016-04-05,46.20000076293945
2016-04-06,46.11000061035156
2016-04-07,45.900001525878906
2016-04-08,45.97999954223633
2016-04-11,45.630001068115234
2016-04-12,46.2599983215332
2016-04-13,45.77000045776367
2016-04-14,45.86000061035156
2016-04-15,46.400001525878906
2016-04-18,46.7400016784668
2016-04-19,47.119998931884766
2016-04-20,46.0
2016-04-21,44.88999938964844
2016-04-22,45.209999084472656
2016-04-25,45.2400016784668
2016-04-26,45.459999084472656
2016-04-27,46.060001373291016
2016-04-28,46.279998779296875
2016-04-29,46.130001068115234
2016-05-02,46.16999816894531
2016-05-03,46.09000015258789
2016-05-04,46.63999938964844
2016-05-05,46.45000076293945
2016-05-06,45.709999084472656
2016-05-09,46.20000076293945
2016-05-10,46.25
2016-05-11,46.369998931884766
2016-05-12,46.36000061035156
2016-05-13,45.869998931884766
2016-05-16,45.939998626708984
2016-05-17,45.16999816894531
2016-05-18,44.33000183105469
2016-05-19,44.790000915527344
2016-05-20,44.970001220703125
2016-05-23,44.52000045776367
2016-05-24,45.0
2016-05-25,43.790000915527344
2016-05-26,44.2599983215332
2016-05-27,44.540000915527344
2016-05-31,44.75
2016-06-01,45.040000915527344
2016-06-02,44.849998474121094
2016-06-03,45.36000061035156
2016-06-06,45.29999923706055
2016-06-07,44.18000030517578
2016-06-08,44.290000915527344
2016-06-09,44.619998931884766
2016-06-10,44.36000061035156
2016-06-13,44.52000045776367
2016-06-14,44.4900016784668
2016-06-15,44.310001373291016
2016-06-16,44.58000183105469
2016-06-17,44.810001373291016
2016-06-20,44.369998931884766
2016-06-21,44.27000045776367
2016-06-22,44.09000015258789
2016-06-23,44.29999923706055
2016-06-24,44.09000015258789
2016-06-27,44.41999816894531
2016-06-28,44.540000915527344
2016-06-29,45.290000915527344
2016-06-30,46.61000061035156
2016-07-01,46.5
2016-07-05,46.68000030517578
2016-07-06,46.75
2016-07-07,45.54999923706055
2016-07-08,46.13999938964844
2016-07-11,45.95000076293945
2016-07-12,45.439998626708984
2016-07-13,45.970001220703125
2016-07-14,45.720001220703125
2016-07-15,45.869998931884766
2016-07-18,45.900001525878906
