Date,CB
2015-07-01,102.48999786376953
2015-07-02,103.73999786376953
2015-07-06,103.33000183105469
2015-07-07,104.45999908447266
2015-07-08,102.63999938964844
2015-07-09,103.48999786376953
2015-07-10,103.83999633789062
2015-07-13,104.2300033569336
2015-07-14,103.62999725341797
2015-07-15,103.77999877929688
2015-07-16,104.36000061035156
2015-07-17,104.13999938964844
2015-07-20,104.22000122070312
2015-07-21,103.87999725341797
2015-07-22,106.58999633789062
2015-07-23,106.44999694824219
2015-07-24,106.44000244140625
2015-07-27,107.0
2015-07-28,107.62000274658203
2015-07-29,107.98999786376953
2015-07-30,108.58999633789062
2015-07-31,108.7699966430664
2015-08-03,110.73999786376953
2015-08-04,110.37000274658203
2015-08-05,111.12999725341797
2015-08-06,110.13999938964844
2015-08-07,109.86000061035156
2015-08-10,110.11000061035156
2015-08-11,109.9800033569336
2015-08-12,109.12999725341797
2015-08-13,108.9800033569336
2015-08-14,109.66999816894531
2015-08-17,109.98999786376953
2015-08-18,110.4800033569336
2015-08-19,109.7300033569336
2015-08-20,107.5
2015-08-21,105.06999969482422
2015-08-24,101.31999969482422
2015-08-25,99.72000122070312
2015-08-26,101.8499984741211
2015-08-27,103.63999938964844
2015-08-28,102.70999908447266
2015-08-31,102.16000366210938
2015-09-01,99.72000122070312
2015-09-02,100.62999725341797
2015-09-03,101.66999816894531
2015-09-04,100.16000366210938
2015-09-08,101.97000122070312
2015-09-09,100.7300033569336
2015-09-10,100.73999786376953
2015-09-11,100.86000061035156
2015-09-14,100.20999908447266
2015-09-15,101.30000305175781
2015-09-16,101.80999755859375
2015-09-17,101.55000305175781
2015-09-18,99.91999816894531
2015-09-21,101.68000030517578
2015-09-22,100.9800033569336
2015-09-23,101.33999633789062
2015-09-24,101.55000305175781
2015-09-25,103.41999816894531
2015-09-28,100.9000015258789
2015-09-29,101.58999633789062
2015-09-30,103.4000015258789
2015-10-01,102.29000091552734
2015-10-02,102.72000122070312
2015-10-05,104.33000183105469
2015-10-06,103.29000091552734
2015-10-07,104.9800033569336
2015-10-08,106.58000183105469
2015-10-09,106.47000122070312
2015-10-12,107.0199966430664
2015-10-13,106.44999694824219
2015-10-14,105.55000305175781
2015-10-15,107.55000305175781
2015-10-16,108.94999694824219
2015-10-19,109.51000213623047
2015-10-20,111.05000305175781
2015-10-21,113.58000183105469
2015-10-22,115.11000061035156
2015-10-23,114.83000183105469
2015-10-26,115.2699966430664
2015-10-27,114.58000183105469
2015-10-28,115.29000091552734
2015-10-29,115.27999877929688
2015-10-30,113.54000091552734
2015-11-02,114.06999969482422
2015-11-03,113.63999938964844
2015-11-04,112.95999908447266
2015-11-05,113.52999877929688
2015-11-06,113.02999877929688
2015-11-09,112.5199966430664
2015-11-10,113.55000305175781
2015-11-11,113.37000274658203
2015-11-12,111.43000030517578
2015-11-13,111.8499984741211
2015-11-16,113.76000213623047
2015-11-17,113.4800033569336
2015-11-18,115.33999633789062
2015-11-19,115.56999969482422
2015-11-20,116.4800033569336
2015-11-23,116.04000091552734
2015-11-24,115.55999755859375
2015-11-25,115.05000305175781
2015-11-27,115.05999755859375
2015-11-30,114.8499984741211
2015-12-01,116.12999725341797
2015-12-02,115.37999725341797
2015-12-03,113.7699966430664
2015-12-04,117.66000366210938
2015-12-07,117.12999725341797
2015-12-08,115.94999694824219
2015-12-09,114.88999938964844
2015-12-10,114.7300033569336
2015-12-11,113.08000183105469
2015-12-14,114.0999984741211
2015-12-15,115.80000305175781
2015-12-16,116.9000015258789
2015-12-17,115.5999984741211
2015-12-18,113.69000244140625
2015-12-21,115.23999786376953
2015-12-22,117.2300033569336
2015-12-23,117.9800033569336
2015-12-24,118.19000244140625
2015-12-28,118.26000213623047
2015-12-29,119.47000122070312
2015-12-30,118.19999694824219
2015-12-31,116.8499984741211
2016-01-04,113.7300033569336
2016-01-05,114.87999725341797
2016-01-06,112.73999786376953
2016-01-07,111.58000183105469
2016-01-08,109.95999908447266
2016-01-11,110.29000091552734
2016-01-12,112.0999984741211
2016-01-13,110.05999755859375
2016-01-14,111.0199966430664
2016-01-15,111.0199966430664
2016-01-19,110.87000274658203
2016-01-20,110.69000244140625
2016-01-21,109.43000030517578
2016-01-22,110.04000091552734
2016-01-25,108.0
2016-01-26,108.58000183105469
2016-01-27,108.0999984741211
2016-01-28,109.5199966430664
2016-01-29,113.06999969482422
2016-02-01,113.27999877929688
2016-02-02,112.47000122070312
2016-02-03,112.83000183105469
2016-02-04,113.22000122070312
2016-02-05,112.25
2016-02-08,108.88999938964844
2016-02-09,110.58000183105469
2016-02-10,111.69000244140625
2016-02-11,110.83999633789062
2016-02-12,114.30999755859375
2016-02-16,115.66999816894531
2016-02-17,116.91000366210938
2016-02-18,116.36000061035156
2016-02-19,115.66999816894531
