Date,HON
2015-07-01,92.40765380859375
2015-07-02,92.11112976074219
2015-07-06,91.99431610107422
2015-07-07,92.40765380859375
2015-07-08,90.72734832763672
2015-07-09,90.91604614257812
2015-07-10,92.02127838134766
2015-07-13,93.24331665039062
2015-07-14,93.52186584472656
2015-07-15,93.30621337890625
2015-07-16,93.0635986328125
2015-07-17,94.8337631225586
2015-07-20,95.57955932617188
2015-07-21,94.70796203613281
2015-07-22,94.11491394042969
2015-07-23,93.73751831054688
2015-07-24,92.34475708007812
2015-07-27,91.32938385009766
2015-07-28,93.62969207763672
2015-07-29,94.8337631225586
2015-07-30,94.68999481201172
2015-07-31,94.39347076416016
2015-08-03,94.07897186279297
2015-08-04,94.00708770751953
2015-08-05,95.00448608398438
2015-08-06,95.05840301513672
2015-08-07,94.76187896728516
2015-08-10,96.41522216796875
2015-08-11,94.6810073852539
2015-08-12,94.8337631225586
2015-08-13,94.81578826904297
2015-08-14,95.31897735595703
2015-08-17,95.49869537353516
2015-08-18,95.435791015625
2015-08-19,94.38448333740234
2015-08-20,92.22794342041016
2015-08-21,88.849365234375
2015-08-24,85.61456298828125
2015-08-25,84.40150451660156
2015-08-26,87.9058837890625
2015-08-27,89.75691223144531
2015-08-28,89.87372589111328
2015-08-31,89.1998062133789
2015-09-01,86.22557830810547
2015-09-02,88.06761932373047
2015-09-03,88.57081604003906
2015-09-04,86.79167175292969
2015-09-08,89.68502807617188
2015-09-09,88.8313980102539
2015-09-10,89.45140075683594
2015-09-11,89.51429748535156
2015-09-14,89.15487670898438
2015-09-15,90.1432876586914
2015-09-16,90.71836853027344
2015-09-17,90.33198547363281
2015-09-18,88.0945816040039
2015-09-21,87.82501220703125
2015-09-22,86.2974624633789
2015-09-23,84.99455261230469
2015-09-24,84.12295532226562
2015-09-25,84.03309631347656
2015-09-28,82.29888153076172
2015-09-29,83.1345443725586
2015-09-30,85.08441162109375
2015-10-01,85.10237884521484
2015-10-02,86.74674224853516
2015-10-05,88.40008544921875
2015-10-06,88.2473373413086
2015-10-07,89.3974838256836
2015-10-08,90.81720733642578
2015-10-09,90.89807891845703
2015-10-12,91.2035903930664
2015-10-13,89.69400787353516
2015-10-14,88.2922592163086
2015-10-15,88.5079116821289
2015-10-16,87.1870346069336
2015-10-19,87.32181549072266
2015-10-20,88.31023406982422
2015-10-21,88.75052642822266
2015-10-22,92.17402648925781
2015-10-23,92.6682357788086
2015-10-26,92.35374450683594
2015-10-27,92.05722045898438
2015-10-28,93.07258605957031
2015-10-29,92.49751281738281
2015-10-30,92.80301666259766
2015-11-02,93.61172485351562
2015-11-03,93.13549041748047
2015-11-04,92.8838882446289
2015-11-05,93.09056091308594
2015-11-06,93.44998168945312
2015-11-09,92.29084014892578
2015-11-10,92.01229095458984
2015-11-11,92.78504943847656
2015-11-12,91.62590789794922
2015-11-13,90.8261947631836
2015-11-16,92.5154800415039
2015-11-17,91.91344451904297
2015-11-18,93.50389862060547
2015-11-19,94.38448333740234
2015-11-20,94.91462707519531
2015-11-23,93.98013305664062
2015-11-24,92.70417785644531
2015-11-25,93.11751556396484
2015-11-27,93.50389862060547
2015-11-30,93.4050521850586
2015-12-01,93.58476257324219
2015-12-02,92.64128112792969
2015-12-03,92.01229095458984
2015-12-04,93.9441909790039
2015-12-07,93.61172485351562
2015-12-08,92.24591827392578
2015-12-09,91.55402374267578
2015-12-10,91.43721008300781
2015-12-11,88.26530456542969
2015-12-14,88.93922424316406
2015-12-15,88.48095703125
2015-12-16,93.52186584472656
2015-12-17,91.9314193725586
2015-12-18,91.50011444091797
2015-12-21,92.19200134277344
2015-12-22,93.59375
2015-12-23,94.3125991821289
2015-12-24,94.03404235839844
2015-12-28,93.74650573730469
2015-12-29,94.654052734375
2015-12-30,93.86331939697266
2015-12-31,93.0635986328125
2016-01-04,92.16504669189453
2016-01-05,92.91983032226562
2016-01-06,91.86852264404297
2016-01-07,89.16386413574219
2016-01-08,88.44501495361328
2016-01-11,88.43602752685547
2016-01-12,89.10994720458984
