Date,TSN
2015-07-01,42.959999084472656
2015-07-02,42.93000030517578
2015-07-06,42.56999969482422
2015-07-07,43.099998474121094
2015-07-08,42.619998931884766
2015-07-09,42.66999816894531
2015-07-10,42.97999954223633
2015-07-13,43.720001220703125
2015-07-14,44.029998779296875
2015-07-15,43.439998626708984
2015-07-16,43.45000076293945
2015-07-17,42.939998626708984
2015-07-20,42.810001373291016
2015-07-21,42.540000915527344
2015-07-22,43.130001068115234
2015-07-23,43.130001068115234
2015-07-24,42.88999938964844
2015-07-27,42.66999816894531
2015-07-28,43.380001068115234
2015-07-29,43.81999969482422
2015-07-30,44.380001068115234
2015-07-31,44.349998474121094
2015-08-03,39.959999084472656
2015-08-04,41.58000183105469
2015-08-05,41.400001525878906
2015-08-06,42.06999969482422
2015-08-07,41.849998474121094
2015-08-10,42.849998474121094
2015-08-11,41.95000076293945
2015-08-12,42.279998779296875
2015-08-13,42.29999923706055
2015-08-14,42.5
2015-08-17,42.849998474121094
2015-08-18,42.869998931884766
2015-08-19,43.18000030517578
2015-08-20,43.45000076293945
2015-08-21,41.66999816894531
2015-08-24,40.16999816894531
2015-08-25,39.75
2015-08-26,40.810001373291016
2015-08-27,42.34000015258789
2015-08-28,42.619998931884766
2015-08-31,42.279998779296875
2015-09-01,41.400001525878906
2015-09-02,42.0
2015-09-03,42.689998626708984
2015-09-04,42.130001068115234
2015-09-08,42.77000045776367
2015-09-09,42.5
2015-09-10,42.849998474121094
2015-09-11,43.369998931884766
2015-09-14,43.29999923706055
2015-09-15,43.72999954223633
2015-09-16,43.619998931884766
2015-09-17,43.68000030517578
2015-09-18,42.88999938964844
2015-09-21,42.65999984741211
2015-09-22,41.900001525878906
2015-09-23,42.150001525878906
2015-09-24,42.97999954223633
2015-09-25,43.34000015258789
2015-09-28,41.83000183105469
2015-09-29,41.81999969482422
2015-09-30,43.099998474121094
2015-10-01,43.66999816894531
2015-10-02,44.38999938964844
2015-10-05,44.90999984741211
2015-10-06,44.58000183105469
2015-10-07,44.619998931884766
2015-10-08,45.9900016784668
2015-10-09,46.33000183105469
2015-10-12,47.04999923706055
2015-10-13,45.45000076293945
2015-10-14,44.290000915527344
2015-10-15,43.93000030517578
2015-10-16,45.29999923706055
2015-10-19,46.18000030517578
2015-10-20,46.09000015258789
2015-10-21,46.22999954223633
2015-10-22,47.18000030517578
2015-10-23,47.439998626708984
