Date,WBD
2022-01-03,25.329999923706055
2022-01-04,26.75
2022-01-05,26.450000762939453
2022-01-06,25.719999313354492
2022-01-07,30.059999465942383
2022-01-10,28.59000015258789
2022-01-11,28.68000030517578
2022-01-12,28.790000915527344
2022-01-13,29.34000015258789
2022-01-14,31.18000030517578
2022-01-18,29.639999389648438
2022-01-19,28.579999923706055
2022-01-20,27.489999771118164
2022-01-21,26.190000534057617
2022-01-24,26.8799991607666
2022-01-25,26.860000610351562
2022-01-26,24.399999618530273
2022-01-27,25.239999771118164
2022-01-28,27.149999618530273
2022-01-31,27.90999984741211
2022-02-01,27.170000076293945
2022-02-02,27.690000534057617
2022-02-03,28.93000030517578
2022-02-04,28.899999618530273
2022-02-07,28.34000015258789
2022-02-08,28.209999084472656
2022-02-09,29.84000015258789
2022-02-10,30.09000015258789
2022-02-11,29.56999969482422
2022-02-14,29.420000076293945
2022-02-15,30.510000228881836
2022-02-16,29.3799991607666
2022-02-17,29.8700008392334
2022-02-18,29.860000610351562
2022-02-22,28.280000686645508
2022-02-23,28.209999084472656
2022-02-24,27.729999542236328
2022-02-25,28.239999771118164
2022-02-28,28.049999237060547
2022-03-01,28.110000610351562
2022-03-02,29.239999771118164
2022-03-03,28.68000030517578
2022-03-04,26.889999389648438
2022-03-07,25.549999237060547
2022-03-08,25.270000457763672
2022-03-09,25.3700008392334
2022-03-10,25.079999923706055
2022-03-11,23.989999771118164
2022-03-14,23.8799991607666
2022-03-15,25.020000457763672
2022-03-16,25.639999389648438
2022-03-17,25.709999084472656
2022-03-18,26.260000228881836
2022-03-21,26.149999618530273
2022-03-22,26.8700008392334
2022-03-23,26.6200008392334
2022-03-24,27.1200008392334
2022-03-25,27.350000381469727
2022-03-28,25.579999923706055
2022-03-29,26.25
2022-03-30,25.700000762939453
2022-03-31,24.920000076293945
2022-04-01,25.020000457763672
2022-04-04,25.799999237060547
2022-04-05,24.420000076293945
2022-04-06,23.920000076293945
2022-04-07,23.06999969482422
2022-04-08,24.43000030517578
2022-04-11,24.780000686645508
2022-04-12,24.68000030517578
2022-04-13,26.0
2022-04-14,24.8799991607666
2022-04-18,24.15999984741211
2022-04-19,24.489999771118164
2022-04-20,23.010000228881836
2022-04-21,21.450000762939453
2022-04-22,20.56999969482422
2022-04-25,21.5
2022-04-26,19.829999923706055
2022-04-27,18.829999923706055
2022-04-28,18.350000381469727
2022-04-29,18.149999618530273
2022-05-02,19.25
2022-05-03,19.270000457763672
2022-05-04,19.65999984741211
2022-05-05,18.8799991607666
2022-05-06,17.75
2022-05-09,17.100000381469727
2022-05-10,17.350000381469727
2022-05-11,16.6200008392334
2022-05-12,17.110000610351562
2022-05-13,18.100000381469727
2022-05-16,17.209999084472656
2022-05-17,18.360000610351562
2022-05-18,17.459999084472656
2022-05-19,17.5
2022-05-20,17.739999771118164
2022-05-23,18.290000915527344
2022-05-24,16.860000610351562
2022-05-25,17.229999542236328
2022-05-26,17.979999542236328
2022-05-27,18.760000228881836
2022-05-31,18.450000762939453
2022-06-01,17.65999984741211
2022-06-02,18.0
2022-06-03,17.5
2022-06-06,16.850000381469727
2022-06-07,17.170000076293945
2022-06-08,16.670000076293945
2022-06-09,15.630000114440918
2022-06-10,14.859999656677246
2022-06-13,14.029999732971191
2022-06-14,13.979999542236328
2022-06-15,14.850000381469727
2022-06-16,13.649999618530273
2022-06-17,14.220000267028809
2022-06-21,14.039999961853027
2022-06-22,13.970000267028809
2022-06-23,14.119999885559082
2022-06-24,14.279999732971191
2022-06-27,14.079999923706055
2022-06-28,13.65999984741211
2022-06-29,13.170000076293945
2022-06-30,13.420000076293945
2022-07-01,14.25
2022-07-05,14.4399995803833
2022-07-06,14.270000457763672
2022-07-07,14.520000457763672
2022-07-08,13.989999771118164
2022-07-11,13.65999984741211
2022-07-12,13.949999809265137
2022-07-13,14.180000305175781
2022-07-14,13.630000114440918
2022-07-15,13.960000038146973
2022-07-18,13.880000114440918
2022-07-19,14.25
2022-07-20,14.4399995803833
2022-07-21,14.510000228881836
2022-07-22,14.649999618530273
2022-07-25,14.65999984741211
2022-07-26,14.430000305175781
2022-07-27,15.149999618530273
2022-07-28,15.59000015258789
2022-07-29,15.0
2022-08-01,15.399999618530273
2022-08-02,16.0
2022-08-03,16.709999084472656
2022-08-04,17.479999542236328
2022-08-05,14.59000015258789
2022-08-08,14.020000457763672
2022-08-09,13.100000381469727
2022-08-10,13.100000381469727
2022-08-11,13.680000305175781
2022-08-12,13.680000305175781
2022-08-15,13.119999885559082
2022-08-16,13.6899995803833
2022-08-17,13.260000228881836
2022-08-18,13.1899995803833
2022-08-19,13.729999542236328
2022-08-22,12.710000038146973
2022-08-23,12.789999961853027
2022-08-24,13.520000457763672
2022-08-25,13.5600004196167
2022-08-26,13.15999984741211
2022-08-29,13.199999809265137
2022-08-30,13.289999961853027
2022-08-31,13.239999771118164
2022-09-01,13.1899995803833
2022-09-02,13.0600004196167
2022-09-06,12.630000114440918
2022-09-07,12.680000305175781
2022-09-08,12.539999961853027
2022-09-09,13.029999732971191
2022-09-12,13.3100004196167
2022-09-13,12.949999809265137
2022-09-14,12.710000038146973
2022-09-15,13.170000076293945
2022-09-16,12.739999771118164
2022-09-19,13.15999984741211
2022-09-20,13.210000038146973
2022-09-21,12.220000267028809
2022-09-22,12.010000228881836
2022-09-23,11.789999961853027
2022-09-26,11.40999984741211
2022-09-27,11.319999694824219
2022-09-28,11.789999961853027
2022-09-29,11.65999984741211
2022-09-30,11.5
2022-10-03,11.949999809265137
2022-10-04,12.359999656677246
2022-10-05,12.220000267028809
2022-10-06,12.489999771118164
2022-10-07,11.979999542236328
2022-10-10,12.020000457763672
2022-10-11,11.600000381469727
2022-10-12,11.65999984741211
2022-10-13,12.5
2022-10-14,12.430000305175781
2022-10-17,12.319999694824219
2022-10-18,12.880000114440918
2022-10-19,12.609999656677246
2022-10-20,12.920000076293945
2022-10-21,13.489999771118164
2022-10-24,13.180000305175781
2022-10-25,13.569999694824219
2022-10-26,13.0
2022-10-27,12.489999771118164
2022-10-28,12.949999809265137
2022-10-31,13.0
2022-11-01,13.350000381469727
2022-11-02,12.680000305175781
2022-11-03,11.970000267028809
2022-11-04,10.430000305175781
2022-11-07,10.270000457763672
2022-11-08,10.0600004196167
2022-11-09,9.84000015258789
2022-11-10,10.800000190734863
2022-11-11,11.84000015258789
2022-11-14,11.489999771118164
2022-11-15,11.329999923706055
2022-11-16,10.90999984741211
2022-11-17,10.960000038146973
