Date,IBKR
2025-07-01,56.31999969482422
2025-07-02,58.220001220703125
2025-07-03,57.97999954223633
2025-07-07,57.779998779296875
2025-07-08,56.619998931884766
2025-07-09,57.84000015258789
2025-07-10,58.91999816894531
2025-07-11,58.599998474121094
2025-07-14,59.599998474121094
2025-07-15,59.630001068115234
2025-07-16,59.45000076293945
2025-07-17,59.43000030517578
2025-07-18,64.05000305175781
2025-07-21,62.0
2025-07-22,62.25
2025-07-23,63.31999969482422
2025-07-24,64.69999694824219
2025-07-25,65.5
2025-07-28,65.38999938964844
2025-07-29,65.19999694824219
2025-07-30,66.22000122070312
2025-07-31,65.55999755859375
2025-08-01,63.61000061035156
2025-08-04,64.9000015258789
2025-08-05,63.709999084472656
2025-08-06,63.81999969482422
2025-08-07,64.25
2025-08-08,65.91000366210938
2025-08-11,66.18000030517578
2025-08-12,67.62999725341797
2025-08-13,63.4900016784668
2025-08-14,63.91999816894531
2025-08-15,63.310001373291016
2025-08-18,63.63999938964844
2025-08-19,62.40999984741211
2025-08-20,62.459999084472656
2025-08-21,62.470001220703125
2025-08-22,62.400001525878906
2025-08-25,62.7599983215332
2025-08-26,63.29999923706055
2025-08-27,61.790000915527344
2025-08-28,62.779998779296875
2025-08-29,62.2400016784668
2025-09-02,63.900001525878906
2025-09-03,63.95000076293945
2025-09-04,64.27999877929688
2025-09-05,60.15999984741211
2025-09-08,61.11000061035156
2025-09-09,62.209999084472656
2025-09-10,62.5099983215332
2025-09-11,63.34000015258789
2025-09-12,63.70000076293945
2025-09-15,62.25
2025-09-16,62.47999954223633
2025-09-17,62.34000015258789
2025-09-18,64.91999816894531
2025-09-19,65.02999877929688
2025-09-22,64.22000122070312
2025-09-23,65.48999786376953
2025-09-24,64.45999908447266
2025-09-25,64.97000122070312
2025-09-26,66.12000274658203
2025-09-29,68.80000305175781
2025-09-30,68.80999755859375
2025-10-01,68.77999877929688
2025-10-02,70.94999694824219
2025-10-03,70.36000061035156
2025-10-06,69.61000061035156
2025-10-07,69.3499984741211
2025-10-08,72.05000305175781
2025-10-09,72.62000274658203
2025-10-10,69.01000213623047
2025-10-13,70.5199966430664
2025-10-14,69.36000061035156
2025-10-15,69.7699966430664
2025-10-16,68.5199966430664
2025-10-17,66.2300033569336
2025-10-20,66.94000244140625
2025-10-21,66.2699966430664
2025-10-22,64.7699966430664
2025-10-23,67.16999816894531
2025-10-24,68.75
2025-10-27,69.48999786376953
2025-10-28,68.6500015258789
2025-10-29,69.19000244140625
2025-10-30,68.51000213623047
2025-10-31,70.36000061035156
2025-11-03,73.08000183105469
2025-11-04,70.69000244140625
2025-11-05,71.62000274658203
2025-11-06,69.86000061035156
2025-11-07,70.54000091552734
2025-11-10,71.12999725341797
2025-11-11,70.87000274658203
2025-11-12,72.69999694824219
2025-11-13,67.04000091552734
2025-11-14,66.02999877929688
2025-11-17,63.40999984741211
2025-11-18,63.27000045776367
2025-11-19,64.55999755859375
2025-11-20,61.560001373291016
2025-11-21,61.04999923706055
2025-11-24,62.43000030517578
2025-11-25,63.16999816894531
2025-11-26,64.19000244140625
2025-11-28,65.0199966430664
2025-12-01,63.540000915527344
2025-12-02,63.59000015258789
2025-12-03,64.95999908447266
2025-12-04,65.94999694824219
2025-12-05,64.5
2025-12-08,65.80999755859375
2025-12-09,65.55999755859375
2025-12-10,66.66999816894531
2025-12-11,66.05999755859375
2025-12-12,64.1500015258789
2025-12-15,62.869998931884766
2025-12-16,63.060001373291016
2025-12-17,62.45000076293945
2025-12-18,62.939998626708984
2025-12-19,64.26000213623047
2025-12-22,65.80000305175781
2025-12-23,65.95999908447266
2025-12-24,65.9800033569336
2025-12-26,66.16000366210938
2025-12-29,65.3499984741211
2025-12-30,65.0
