Date,PFG
2015-07-01,51.790000915527344
2015-07-02,51.47999954223633
2015-07-06,51.09000015258789
2015-07-07,51.369998931884766
2015-07-08,50.189998626708984
2015-07-09,50.59000015258789
2015-07-10,51.22999954223633
2015-07-13,52.189998626708984
2015-07-14,52.20000076293945
2015-07-15,52.400001525878906
2015-07-16,53.09000015258789
2015-07-17,52.81999969482422
2015-07-20,53.18000030517578
2015-07-21,53.150001525878906
2015-07-22,53.04999923706055
2015-07-23,52.47999954223633
2015-07-24,54.459999084472656
2015-07-27,54.29999923706055
2015-07-28,54.33000183105469
2015-07-29,54.90999984741211
2015-07-30,55.290000915527344
2015-07-31,55.5099983215332
2015-08-03,55.88999938964844
2015-08-04,55.7400016784668
2015-08-05,55.7599983215332
2015-08-06,55.560001373291016
2015-08-07,55.22999954223633
2015-08-10,56.56999969482422
2015-08-11,56.02000045776367
2015-08-12,55.97999954223633
2015-08-13,56.91999816894531
2015-08-14,57.97999954223633
2015-08-17,57.66999816894531
2015-08-18,57.68000030517578
2015-08-19,57.150001525878906
2015-08-20,56.119998931884766
2015-08-21,53.93000030517578
2015-08-24,50.650001525878906
2015-08-25,48.77000045776367
2015-08-26,50.06999969482422
2015-08-27,51.41999816894531
2015-08-28,50.900001525878906
2015-08-31,50.349998474121094
2015-09-01,48.31999969482422
2015-09-02,48.47999954223633
2015-09-03,48.720001220703125
2015-09-04,47.56999969482422
2015-09-08,48.810001373291016
2015-09-09,47.779998779296875
2015-09-10,47.40999984741211
2015-09-11,48.18000030517578
2015-09-14,47.79999923706055
2015-09-15,49.27000045776367
2015-09-16,49.38999938964844
2015-09-17,49.06999969482422
2015-09-18,48.04999923706055
2015-09-21,48.689998626708984
2015-09-22,47.900001525878906
2015-09-23,47.56999969482422
2015-09-24,47.400001525878906
2015-09-25,48.04999923706055
2015-09-28,46.38999938964844
2015-09-29,46.790000915527344
2015-09-30,47.34000015258789
2015-10-01,47.369998931884766
2015-10-02,47.630001068115234
