Date,BWA
2015-07-01,50.5457763671875
2015-07-02,50.74823760986328
2015-07-06,50.0
2015-07-07,49.841548919677734
2015-07-08,47.05986022949219
2015-07-09,46.90140914916992
2015-07-10,47.20950698852539
2015-07-13,48.23063278198242
2015-07-14,48.01936721801758
2015-07-15,47.385562896728516
2015-07-16,45.59859085083008
2015-07-17,45.96831130981445
2015-07-20,45.80986022949219
2015-07-21,46.03873062133789
2015-07-22,45.37852096557617
2015-07-23,45.51936721801758
2015-07-24,44.77112579345703
2015-07-27,44.34859085083008
2015-07-28,45.24647903442383
2015-07-29,46.153167724609375
2015-07-30,43.882041931152344
2015-07-31,43.75880432128906
2015-08-03,43.11619567871094
2015-08-04,42.640846252441406
2015-08-05,42.04225540161133
2015-08-06,41.971832275390625
2015-08-07,42.13028335571289
2015-08-10,42.596832275390625
2015-08-11,41.02112579345703
2015-08-12,41.1795768737793
2015-08-13,40.82746505737305
2015-08-14,40.818660736083984
2015-08-17,41.18838119506836
2015-08-18,41.50528335571289
2015-08-19,40.92429733276367
2015-08-20,39.87676239013672
2015-08-21,38.926055908203125
2015-08-24,38.177818298339844
2015-08-25,37.9753532409668
2015-08-26,38.78520965576172
2015-08-27,38.926055908203125
2015-08-28,39.00528335571289
2015-08-31,38.41549301147461
2015-09-01,37.385562896728516
2015-09-02,37.78168869018555
2015-09-03,37.81690216064453
2015-09-04,37.46479034423828
2015-09-08,38.6707763671875
2015-09-09,38.71479034423828
2015-09-10,38.50352096557617
2015-09-11,38.00176239013672
2015-09-14,37.94013977050781
2015-09-15,38.29225540161133
2015-09-16,39.28697204589844
2015-09-17,39.08450698852539
2015-09-18,37.80809783935547
2015-09-21,37.50880432128906
2015-09-22,34.65668869018555
2015-09-23,34.31338119506836
2015-09-24,34.234153747558594
2015-09-25,35.21126937866211
2015-09-28,35.052818298339844
2015-09-29,35.58098602294922
2015-09-30,36.61091613769531
2015-10-01,36.734153747558594
2015-10-02,37.18309783935547
2015-10-05,38.03697204589844
2015-10-06,38.29225540161133
2015-10-07,39.43661880493164
2015-10-08,39.55986022949219
2015-10-09,39.779930114746094
2015-10-12,39.471832275390625
2015-10-13,38.283451080322266
2015-10-14,38.1954231262207
2015-10-15,38.75
2015-10-16,38.41549301147461
2015-10-19,37.66725540161133
2015-10-20,37.948944091796875
2015-10-21,37.74647903442383
2015-10-22,37.20070266723633
2015-10-23,38.43309783935547
2015-10-26,39.26936721801758
2015-10-27,38.45070266723633
2015-10-28,40.0792236328125
2015-10-29,36.59331130981445
2015-10-30,37.693660736083984
2015-11-02,37.676055908203125
2015-11-03,37.68486022949219
2015-11-04,37.41197204589844
2015-11-05,37.23591613769531
2015-11-06,36.698944091796875
2015-11-09,37.20950698852539
2015-11-10,37.015846252441406
2015-11-11,36.50528335571289
2015-11-12,35.96831130981445
2015-11-13,35.096832275390625
2015-11-16,35.7042236328125
2015-11-17,35.7746467590332
2015-11-18,37.52640914916992
2015-11-19,37.306339263916016
2015-11-20,38.0457763671875
2015-11-23,37.89612579345703
2015-11-24,37.92253494262695
2015-11-25,37.84331130981445
2015-11-27,37.658451080322266
2015-11-30,37.5792236328125
2015-12-01,38.221832275390625
2015-12-02,37.658451080322266
2015-12-03,37.17429733276367
2015-12-04,38.11619567871094
2015-12-07,37.640846252441406
2015-12-08,36.346832275390625
2015-12-09,36.3292236328125
2015-12-10,36.197181701660156
2015-12-11,35.052818298339844
2015-12-14,35.18486022949219
2015-12-15,35.89788818359375
2015-12-16,37.07746505737305
2015-12-17,36.153167724609375
2015-12-18,35.93309783935547
2015-12-21,36.60211181640625
2015-12-22,37.08626937866211
2015-12-23,38.35387420654297
2015-12-24,38.301055908203125
2015-12-28,38.1954231262207
2015-12-29,38.76760482788086
2015-12-30,38.66197204589844
2015-12-31,38.0545768737793
2016-01-04,37.19190216064453
2016-01-05,36.59331130981445
2016-01-06,35.39612579345703
2016-01-07,33.1954231262207
2016-01-08,32.21831130981445
2016-01-11,32.47359085083008
2016-01-12,32.92253494262695
2016-01-13,29.788732528686523
2016-01-14,28.926055908203125
2016-01-15,27.350351333618164
2016-01-19,26.707746505737305
2016-01-20,26.522886276245117
2016-01-21,25.730634689331055
2016-01-22,25.59859275817871
2016-01-25,24.850351333618164
2016-01-26,25.3080997467041
2016-01-27,25.519365310668945
2016-01-28,25.061620712280273
2016-01-29,25.845069885253906
2016-02-01,26.20598602294922
2016-02-02,25.29049301147461
2016-02-03,25.04401397705078
2016-02-04,26.170774459838867
2016-02-05,25.92429542541504
2016-02-08,25.554576873779297
2016-02-09,26.065141677856445
2016-02-10,26.716548919677734
2016-02-11,26.57570457458496
2016-02-12,27.940141677856445
2016-02-16,28.521127700805664
2016-02-17,29.568662643432617
2016-02-18,28.732393264770508
2016-02-19,28.4330997467041
2016-02-22,28.934858322143555
2016-02-23,28.274648666381836
2016-02-24,28.529930114746094
2016-02-25,28.69718360900879
2016-02-26,29.08450698852539
2016-02-29,28.767606735229492
2016-03-01,30.070423126220703
2016-03-02,30.57218360900879
2016-03-03,30.871479034423828
2016-03-04,30.809858322143555
2016-03-07,31.21478843688965
2016-03-08,30.29929542541504
2016-03-09,30.91549301147461
2016-03-10,30.484155654907227
2016-03-11,31.6373233795166
2016-03-14,31.6373233795166
2016-03-15,31.382041931152344
2016-03-16,32.640846252441406
2016-03-17,33.10739517211914
2016-03-18,33.42429733276367
2016-03-21,33.265846252441406
2016-03-22,33.06338119506836
2016-03-23,32.341548919677734
2016-03-24,32.5
2016-03-28,32.676055908203125
2016-03-29,32.948944091796875
2016-03-30,33.38028335571289
2016-03-31,33.802818298339844
2016-04-01,33.16901397705078
2016-04-04,31.056337356567383
2016-04-05,30.96830940246582
2016-04-06,30.61619758605957
2016-04-07,29.97359275817871
2016-04-08,30.088027954101562
2016-04-11,30.63380241394043
2016-04-12,30.739437103271484
2016-04-13,32.3503532409668
2016-04-14,32.614437103271484
2016-04-15,32.85211181640625
2016-04-18,32.92253494262695
2016-04-19,33.8996467590332
2016-04-20,33.970069885253906
2016-04-21,33.943660736083984
2016-04-22,33.87323760986328
2016-04-25,33.83802795410156
2016-04-26,35.1496467590332
2016-04-27,33.99647903442383
2016-04-28,32.08626937866211
2016-04-29,31.619718551635742
2016-05-02,31.417253494262695
2016-05-03,31.505281448364258
2016-05-04,30.26408576965332
2016-05-05,29.797534942626953
2016-05-06,29.867958068847656
2016-05-09,29.788732528686523
2016-05-10,30.140844345092773
2016-05-11,29.929576873779297
2016-05-12,29.70950698852539
2016-05-13,29.022886276245117
2016-05-16,29.41901397705078
2016-05-17,29.454225540161133
2016-05-18,29.42781639099121
2016-05-19,28.45070457458496
2016-05-20,28.908451080322266
2016-05-23,28.573944091796875
2016-05-24,29.163732528686523
2016-05-25,29.647886276245117
2016-05-26,29.357393264770508
2016-05-27,29.577465057373047
2016-05-31,29.95598602294922
2016-06-01,29.524648666381836
2016-06-02,30.28169059753418
2016-06-03,29.647886276245117
2016-06-06,30.255281448364258
2016-06-07,30.67781639099121
2016-06-08,30.475351333618164
2016-06-09,30.510562896728516
2016-06-10,29.630281448364258
2016-06-13,28.829225540161133
2016-06-14,28.301055908203125
2016-06-15,28.69718360900879
2016-06-16,28.9876766204834
2016-06-17,29.471830368041992
2016-06-20,30.57218360900879
2016-06-21,29.357393264770508
2016-06-22,29.181337356567383
2016-06-23,29.66549301147461
2016-06-24,26.84859275817871
2016-06-27,24.375
2016-06-28,25.017606735229492
2016-06-29,25.783451080322266
