Date,EVHC
2016-11-17,68.30999755859375
2016-11-18,67.45999908447266
2016-11-21,67.72000122070312
2016-11-22,64.9800033569336
2016-11-23,65.75
2016-11-25,66.22000122070312
2016-11-28,64.87999725341797
2016-11-29,67.37999725341797
2016-11-30,68.12000274658203
2016-12-01,67.75
2016-12-02,69.91000366210938
2016-12-05,71.75
2016-12-06,71.69999694824219
2016-12-07,69.19000244140625
2016-12-08,70.20999908447266
2016-12-09,71.68000030517578
2016-12-12,69.75
2016-12-13,68.58999633789062
2016-12-14,66.0
2016-12-15,65.86000061035156
2016-12-16,65.8499984741211
2016-12-19,65.30000305175781
2016-12-20,65.11000061035156
2016-12-21,65.63999938964844
2016-12-22,64.95999908447266
2016-12-23,65.33999633789062
2016-12-27,65.77999877929688
2016-12-28,64.61000061035156
2016-12-29,64.30999755859375
2016-12-30,63.290000915527344
2017-01-03,63.310001373291016
2017-01-04,66.5199966430664
2017-01-05,65.94000244140625
2017-01-06,65.62000274658203
2017-01-09,67.25
2017-01-10,65.22000122070312
2017-01-11,66.9800033569336
2017-01-12,67.83000183105469
2017-01-13,67.2699966430664
2017-01-17,68.54000091552734
2017-01-18,68.91999816894531
2017-01-19,67.43000030517578
2017-01-20,67.19000244140625
2017-01-23,67.5
2017-01-24,68.18000030517578
2017-01-25,68.94999694824219
2017-01-26,68.0199966430664
2017-01-27,68.13999938964844
2017-01-30,66.94000244140625
2017-01-31,68.0
2017-02-01,68.9000015258789
2017-02-02,68.83999633789062
2017-02-03,69.38999938964844
2017-02-06,68.87999725341797
2017-02-07,68.98999786376953
2017-02-08,69.91999816894531
2017-02-09,70.87000274658203
2017-02-10,68.44000244140625
2017-02-13,67.6500015258789
2017-02-14,68.08999633789062
2017-02-15,70.18000030517578
2017-02-16,69.26000213623047
2017-02-17,71.58999633789062
2017-02-21,72.4800033569336
2017-02-22,71.2300033569336
2017-02-23,70.55000305175781
2017-02-24,71.38999938964844
2017-02-27,72.41000366210938
2017-02-28,70.0
2017-03-01,65.58999633789062
2017-03-02,66.01000213623047
2017-03-03,67.70999908447266
2017-03-06,67.75
2017-03-07,66.13999938964844
2017-03-08,66.75
2017-03-09,65.75
2017-03-10,66.80000305175781
2017-03-13,65.76000213623047
2017-03-14,64.44000244140625
2017-03-15,64.76000213623047
2017-03-16,64.31999969482422
2017-03-17,63.900001525878906
2017-03-20,63.15999984741211
2017-03-21,62.09000015258789
2017-03-22,61.88999938964844
2017-03-23,62.27000045776367
2017-03-24,64.25
2017-03-27,64.77999877929688
2017-03-28,63.900001525878906
2017-03-29,62.380001068115234
2017-03-30,61.380001068115234
2017-03-31,61.31999969482422
2017-04-03,60.9900016784668
2017-04-04,60.18000030517578
2017-04-05,60.36000061035156
2017-04-06,60.439998626708984
2017-04-07,60.13999938964844
2017-04-10,60.66999816894531
2017-04-11,60.7599983215332
2017-04-12,60.29999923706055
2017-04-13,60.06999969482422
2017-04-17,59.43000030517578
2017-04-18,58.650001525878906
2017-04-19,57.459999084472656
2017-04-20,55.36000061035156
2017-04-21,54.540000915527344
2017-04-24,55.209999084472656
2017-04-25,54.9900016784668
2017-04-26,55.33000183105469
2017-04-27,55.38999938964844
2017-04-28,56.029998779296875
2017-05-01,56.18000030517578
2017-05-02,58.31999969482422
2017-05-03,58.220001220703125
2017-05-04,57.7599983215332
2017-05-05,57.54999923706055
2017-05-08,56.220001220703125
2017-05-09,55.9900016784668
2017-05-10,56.65999984741211
2017-05-11,57.43000030517578
2017-05-12,56.56999969482422
2017-05-15,57.400001525878906
2017-05-16,56.150001525878906
2017-05-17,55.689998626708984
2017-05-18,55.86000061035156
2017-05-19,55.90999984741211
2017-05-22,55.709999084472656
2017-05-23,55.560001373291016
2017-05-24,55.439998626708984
2017-05-25,56.029998779296875
2017-05-26,55.18000030517578
2017-05-30,54.86000061035156
2017-05-31,54.61000061035156
2017-06-01,55.91999816894531
2017-06-02,55.72999954223633
2017-06-05,55.41999816894531
2017-06-06,55.11000061035156
2017-06-07,54.900001525878906
2017-06-08,54.61000061035156
2017-06-09,56.150001525878906
2017-06-12,56.95000076293945
2017-06-13,56.72999954223633
2017-06-14,57.7400016784668
2017-06-15,57.709999084472656
2017-06-16,58.630001068115234
2017-06-19,58.86000061035156
2017-06-20,58.13999938964844
2017-06-21,58.2400016784668
2017-06-22,60.29999923706055
2017-06-23,60.650001525878906
2017-06-26,62.209999084472656
2017-06-27,62.66999816894531
2017-06-28,63.36000061035156
2017-06-29,62.15999984741211
2017-06-30,62.66999816894531
2017-07-03,61.400001525878906
2017-07-05,62.290000915527344
2017-07-06,60.58000183105469
2017-07-07,61.650001525878906
2017-07-10,60.84000015258789
2017-07-11,61.15999984741211
2017-07-12,61.869998931884766
2017-07-13,61.29999923706055
2017-07-14,61.790000915527344
2017-07-17,61.650001525878906
2017-07-18,61.13999938964844
2017-07-19,62.22999954223633
2017-07-20,62.939998626708984
2017-07-21,62.61000061035156
2017-07-24,60.279998779296875
2017-07-25,58.880001068115234
2017-07-26,58.150001525878906
2017-07-27,56.779998779296875
2017-07-28,56.15999984741211
2017-07-31,56.43000030517578
2017-08-01,55.97999954223633
2017-08-02,54.75
2017-08-03,54.81999969482422
2017-08-04,55.790000915527344
2017-08-07,55.04999923706055
2017-08-08,55.54999923706055
2017-08-09,54.349998474121094
2017-08-10,52.77000045776367
2017-08-11,52.88999938964844
2017-08-14,51.31999969482422
2017-08-15,50.810001373291016
2017-08-16,51.02000045776367
2017-08-17,49.880001068115234
2017-08-18,50.209999084472656
2017-08-21,51.2599983215332
2017-08-22,51.40999984741211
2017-08-23,50.869998931884766
2017-08-24,50.81999969482422
2017-08-25,52.04999923706055
2017-08-28,51.529998779296875
2017-08-29,51.130001068115234
2017-08-30,51.52000045776367
2017-08-31,52.40999984741211
2017-09-05,50.93000030517578
2017-09-06,48.77000045776367
2017-09-07,48.5
2017-09-08,49.25
2017-09-11,50.619998931884766
2017-09-12,50.290000915527344
2017-09-13,49.75
2017-09-14,49.25
2017-09-15,48.4900016784668
2017-09-18,47.66999816894531
2017-09-19,43.11000061035156
2017-09-20,44.369998931884766
2017-09-21,44.7599983215332
2017-09-22,44.689998626708984
2017-09-25,43.619998931884766
2017-09-26,43.27000045776367
2017-09-27,42.79999923706055
2017-09-28,44.0
2017-09-29,44.95000076293945
2017-10-02,44.970001220703125
2017-10-03,44.849998474121094
2017-10-04,44.56999969482422
2017-10-05,44.56999969482422
2017-10-06,44.540000915527344
2017-10-09,42.93000030517578
2017-10-10,42.380001068115234
2017-10-11,41.84000015258789
2017-10-12,41.650001525878906
2017-10-13,40.7400016784668
2017-10-16,41.45000076293945
2017-10-17,41.779998779296875
2017-10-18,40.650001525878906
2017-10-19,45.08000183105469
2017-10-20,45.130001068115234
2017-10-23,44.150001525878906
2017-10-24,43.599998474121094
2017-10-25,42.59000015258789
2017-10-26,43.27000045776367
2017-10-27,43.400001525878906
2017-10-30,42.04999923706055
2017-10-31,42.599998474121094
2017-11-01,28.030000686645508
2017-11-02,27.25
2017-11-03,27.040000915527344
2017-11-06,26.850000381469727
2017-11-07,25.719999313354492
2017-11-08,24.790000915527344
2017-11-09,25.729999542236328
2017-11-10,24.950000762939453
2017-11-13,25.860000610351562
2017-11-14,28.520000457763672
2017-11-15,28.43000030517578
2017-11-16,29.25
2017-11-17,29.049999237060547
2017-11-20,28.989999771118164
2017-11-21,30.0
2017-11-22,30.059999465942383
2017-11-24,29.899999618530273
2017-11-27,30.06999969482422
2017-11-28,30.719999313354492
2017-11-29,31.829999923706055
2017-11-30,31.93000030517578
2017-12-01,30.739999771118164
2017-12-04,30.829999923706055
2017-12-05,31.229999542236328
2017-12-06,30.530000686645508
2017-12-07,31.200000762939453
2017-12-08,32.06999969482422
2017-12-11,32.900001525878906
2017-12-12,33.400001525878906
2017-12-13,33.369998931884766
2017-12-14,32.959999084472656
2017-12-15,34.29999923706055
2017-12-18,33.86000061035156
2017-12-19,33.13999938964844
2017-12-20,32.619998931884766
2017-12-21,34.52000045776367
2017-12-22,34.380001068115234
2017-12-26,33.7400016784668
2017-12-27,34.560001373291016
2017-12-28,34.63999938964844
2017-12-29,34.560001373291016
2018-01-02,35.18000030517578
2018-01-03,35.0
2018-01-04,35.400001525878906
2018-01-05,35.0
2018-01-08,35.060001373291016
2018-01-09,34.91999816894531
2018-01-10,35.06999969482422
2018-01-11,35.849998474121094
2018-01-12,35.720001220703125
2018-01-16,35.060001373291016
2018-01-17,34.810001373291016
2018-01-18,34.86000061035156
2018-01-19,35.83000183105469
2018-01-22,36.11000061035156
2018-01-23,35.79999923706055
2018-01-24,35.9900016784668
2018-01-25,36.130001068115234
2018-01-26,36.5099983215332
2018-01-29,36.93000030517578
2018-01-30,36.2400016784668
2018-01-31,35.9900016784668
2018-02-01,35.70000076293945
2018-02-02,35.0
2018-02-05,33.779998779296875
2018-02-06,34.70000076293945
2018-02-07,34.81999969482422
2018-02-08,35.34000015258789
2018-02-09,36.849998474121094
2018-02-12,36.689998626708984
2018-02-13,36.40999984741211
2018-02-14,37.31999969482422
2018-02-15,38.06999969482422
2018-02-16,37.70000076293945
2018-02-20,37.38999938964844
2018-02-21,37.529998779296875
2018-02-22,37.65999984741211
2018-02-23,37.189998626708984
2018-02-26,36.66999816894531
2018-02-27,36.7400016784668
2018-02-28,38.5
2018-03-01,40.02000045776367
2018-03-02,40.04999923706055
2018-03-05,40.41999816894531
2018-03-06,41.70000076293945
2018-03-07,42.7599983215332
2018-03-08,42.790000915527344
2018-03-09,42.88999938964844
2018-03-12,43.5099983215332
2018-03-13,42.720001220703125
2018-03-14,39.40999984741211
2018-03-15,39.88999938964844
2018-03-16,39.0099983215332
2018-03-19,38.029998779296875
2018-03-20,38.040000915527344
2018-03-21,38.310001373291016
2018-03-22,37.529998779296875
2018-03-23,37.90999984741211
2018-03-26,38.04999923706055
2018-03-27,38.41999816894531
2018-03-28,38.43000030517578
2018-03-29,38.43000030517578
2018-04-02,37.95000076293945
2018-04-03,38.25
2018-04-04,38.720001220703125
2018-04-05,38.900001525878906
2018-04-06,37.790000915527344
2018-04-09,38.66999816894531
2018-04-10,35.83000183105469
2018-04-11,37.189998626708984
2018-04-12,37.7599983215332
2018-04-13,37.41999816894531
2018-04-16,38.130001068115234
2018-04-17,38.119998931884766
2018-04-18,38.47999954223633
2018-04-19,37.97999954223633
2018-04-20,37.40999984741211
2018-04-23,37.310001373291016
2018-04-24,37.029998779296875
2018-04-25,38.09000015258789
2018-04-26,37.25
2018-04-27,37.75
2018-04-30,37.16999816894531
2018-05-01,37.349998474121094
2018-05-02,37.650001525878906
2018-05-03,37.04999923706055
2018-05-04,37.29999923706055
2018-05-07,36.900001525878906
2018-05-08,38.880001068115234
2018-05-09,40.709999084472656
2018-05-10,42.7400016784668
2018-05-11,42.31999969482422
2018-05-14,41.7400016784668
2018-05-15,41.83000183105469
2018-05-16,42.45000076293945
2018-05-17,42.470001220703125
2018-05-18,42.0
2018-05-21,43.290000915527344
2018-05-22,42.91999816894531
2018-05-23,43.09000015258789
2018-05-24,43.209999084472656
2018-05-25,43.56999969482422
2018-05-29,43.68000030517578
2018-05-30,43.54999923706055
2018-05-31,42.880001068115234
2018-06-01,43.959999084472656
2018-06-04,42.599998474121094
2018-06-05,43.209999084472656
2018-06-06,43.7599983215332
2018-06-07,42.970001220703125
2018-06-08,43.63999938964844
2018-06-11,44.650001525878906
2018-06-12,44.59000015258789
2018-06-13,44.779998779296875
2018-06-14,44.779998779296875
2018-06-15,44.66999816894531
2018-06-18,44.70000076293945
2018-06-19,44.70000076293945
2018-06-20,44.77000045776367
2018-06-21,44.75
2018-06-22,44.68000030517578
2018-06-25,44.459999084472656
2018-06-26,44.38999938964844
2018-06-27,43.869998931884766
2018-06-28,44.08000183105469
2018-06-29,44.0099983215332
