Date,AAP
2015-07-01,162.64999389648438
2015-07-02,162.11000061035156
2015-07-06,163.4199981689453
2015-07-07,163.52999877929688
2015-07-08,159.99000549316406
2015-07-09,162.07000732421875
2015-07-10,164.11000061035156
2015-07-13,169.30999755859375
2015-07-14,167.2100067138672
2015-07-15,168.47000122070312
2015-07-16,169.36000061035156
2015-07-17,169.6999969482422
2015-07-20,168.69000244140625
2015-07-21,167.52999877929688
2015-07-22,168.22000122070312
2015-07-23,168.38999938964844
2015-07-24,168.30999755859375
2015-07-27,168.33999633789062
2015-07-28,170.3000030517578
2015-07-29,173.05999755859375
2015-07-30,172.5399932861328
2015-07-31,174.2100067138672
2015-08-03,173.80999755859375
2015-08-04,175.10000610351562
2015-08-05,175.27000427246094
2015-08-06,172.74000549316406
2015-08-07,173.75
2015-08-10,173.66000366210938
2015-08-11,171.9199981689453
2015-08-12,172.0
2015-08-13,187.7899932861328
2015-08-14,187.02999877929688
2015-08-17,184.69000244140625
2015-08-18,185.77000427246094
2015-08-19,187.83999633789062
2015-08-20,184.4499969482422
2015-08-21,177.5399932861328
2015-08-24,173.75
2015-08-25,171.22000122070312
2015-08-26,171.4600067138672
2015-08-27,176.22999572753906
2015-08-28,176.47999572753906
2015-08-31,175.25
2015-09-01,172.6199951171875
2015-09-02,175.25
2015-09-03,173.24000549316406
2015-09-04,172.1300048828125
2015-09-08,175.32000732421875
2015-09-09,174.9199981689453
2015-09-10,174.8800048828125
2015-09-11,174.83999633789062
2015-09-14,175.0
2015-09-15,176.85000610351562
2015-09-16,178.58999633789062
2015-09-17,178.27999877929688
2015-09-18,173.6999969482422
2015-09-21,174.75
2015-09-22,174.44000244140625
2015-09-23,175.8699951171875
2015-09-24,174.8000030517578
2015-09-25,176.83999633789062
2015-09-28,171.39999389648438
2015-09-29,170.52999877929688
2015-09-30,189.52999877929688
2015-10-01,192.0399932861328
2015-10-02,191.69000244140625
2015-10-05,191.1699981689453
2015-10-06,191.10000610351562
2015-10-07,190.35000610351562
2015-10-08,187.35000610351562
2015-10-09,189.52000427246094
2015-10-12,191.27999877929688
2015-10-13,190.85000610351562
2015-10-14,187.07000732421875
2015-10-15,190.5500030517578
2015-10-16,190.8000030517578
2015-10-19,191.39999389648438
2015-10-20,193.58999633789062
2015-10-21,192.14999389648438
2015-10-22,191.8699951171875
2015-10-23,191.94000244140625
2015-10-26,192.4499969482422
2015-10-27,193.27000427246094
2015-10-28,194.27999877929688
2015-10-29,197.47999572753906
2015-10-30,198.42999267578125
2015-11-02,200.3800048828125
2015-11-03,198.6999969482422
2015-11-04,199.33999633789062
2015-11-05,200.33999633789062
2015-11-06,198.72000122070312
2015-11-09,194.89999389648438
2015-11-10,194.11000061035156
2015-11-11,194.6699981689453
2015-11-12,164.63999938964844
2015-11-13,161.6199951171875
2015-11-16,164.22000122070312
2015-11-17,164.08999633789062
2015-11-18,164.44000244140625
2015-11-19,162.3699951171875
2015-11-20,162.82000732421875
2015-11-23,162.6199951171875
2015-11-24,163.19000244140625
2015-11-25,164.3000030517578
2015-11-27,164.83999633789062
2015-11-30,162.72999572753906
2015-12-01,162.33999633789062
2015-12-02,157.92999267578125
2015-12-03,154.77999877929688
2015-12-04,155.8300018310547
2015-12-07,151.22000122070312
2015-12-08,149.8800048828125
2015-12-09,153.2100067138672
2015-12-10,151.75999450683594
2015-12-11,148.85000610351562
2015-12-14,147.61000061035156
2015-12-15,156.1699981689453
2015-12-16,160.82000732421875
2015-12-17,153.07000732421875
2015-12-18,149.57000732421875
2015-12-21,149.64999389648438
2015-12-22,147.8300018310547
2015-12-23,149.05999755859375
2015-12-24,149.1300048828125
2015-12-28,150.5500030517578
2015-12-29,152.1999969482422
2015-12-30,151.39999389648438
2015-12-31,150.50999450683594
2016-01-04,152.24000549316406
2016-01-05,151.1999969482422
2016-01-06,147.1999969482422
2016-01-07,148.8300018310547
2016-01-08,145.55999755859375
2016-01-11,147.0500030517578
2016-01-12,148.07000732421875
2016-01-13,142.16000366210938
2016-01-14,141.32000732421875
2016-01-15,144.2899932861328
2016-01-19,144.6199951171875
2016-01-20,143.38999938964844
2016-01-21,143.8000030517578
2016-01-22,144.42999267578125
2016-01-25,144.72000122070312
2016-01-26,151.47000122070312
2016-01-27,151.52000427246094
2016-01-28,148.55999755859375
2016-01-29,152.0500030517578
2016-02-01,154.88999938964844
2016-02-02,151.86000061035156
2016-02-03,147.94000244140625
2016-02-04,147.85000610351562
2016-02-05,143.94000244140625
2016-02-08,141.4499969482422
2016-02-09,141.5
2016-02-10,138.57000732421875
2016-02-11,138.41000366210938
2016-02-12,140.77000427246094
2016-02-16,146.0
2016-02-17,143.41000366210938
2016-02-18,143.32000732421875
2016-02-19,143.6300048828125
2016-02-22,147.8699951171875
2016-02-23,147.5500030517578
2016-02-24,150.4199981689453
2016-02-25,150.0800018310547
2016-02-26,150.0500030517578
2016-02-29,148.44000244140625
2016-03-01,153.35000610351562
2016-03-02,152.1699981689453
2016-03-03,153.8800048828125
2016-03-04,152.3699951171875
2016-03-07,151.52000427246094
2016-03-08,149.67999267578125
2016-03-09,153.77000427246094
2016-03-10,156.14999389648438
2016-03-11,158.57000732421875
2016-03-14,159.33999633789062
2016-03-15,158.5800018310547
2016-03-16,158.9600067138672
2016-03-17,157.94000244140625
2016-03-18,157.47000122070312
2016-03-21,158.61000061035156
2016-03-22,158.19000244140625
2016-03-23,161.08999633789062
2016-03-24,161.82000732421875
2016-03-28,161.75999450683594
2016-03-29,163.02999877929688
2016-03-30,163.7899932861328
2016-03-31,160.33999633789062
2016-04-01,160.4199981689453
2016-04-04,159.22999572753906
2016-04-05,160.47000122070312
2016-04-06,159.8800048828125
2016-04-07,155.8300018310547
2016-04-08,156.11000061035156
2016-04-11,154.77000427246094
2016-04-12,156.5
2016-04-13,160.49000549316406
2016-04-14,160.94000244140625
2016-04-15,161.19000244140625
2016-04-18,160.94000244140625
2016-04-19,160.7899932861328
2016-04-20,158.38999938964844
2016-04-21,157.1300048828125
2016-04-22,158.39999389648438
2016-04-25,157.38999938964844
2016-04-26,158.27999877929688
2016-04-27,159.27000427246094
2016-04-28,155.8699951171875
2016-04-29,156.10000610351562
2016-05-02,155.4600067138672
2016-05-03,156.00999450683594
2016-05-04,155.83999633789062
2016-05-05,148.74000549316406
2016-05-06,150.52000427246094
2016-05-09,151.52999877929688
2016-05-10,152.2899932861328
2016-05-11,148.1300048828125
2016-05-12,150.0
2016-05-13,145.55999755859375
