Date,UNH
2015-07-01,123.37999725341797
2015-07-02,121.80999755859375
2015-07-06,122.16000366210938
2015-07-07,120.69999694824219
2015-07-08,118.77999877929688
2015-07-09,119.33999633789062
2015-07-10,122.1500015258789
2015-07-13,122.44999694824219
2015-07-14,125.0
2015-07-15,125.86000061035156
2015-07-16,124.93000030517578
2015-07-17,123.8499984741211
2015-07-20,122.6500015258789
2015-07-21,120.86000061035156
2015-07-22,120.61000061035156
2015-07-23,119.33000183105469
2015-07-24,117.94000244140625
2015-07-27,117.87999725341797
2015-07-28,121.5199966430664
2015-07-29,121.5199966430664
2015-07-30,120.55999755859375
2015-07-31,121.4000015258789
2015-08-03,120.88999938964844
2015-08-04,120.83999633789062
2015-08-05,123.91999816894531
2015-08-06,122.04000091552734
2015-08-07,121.81999969482422
2015-08-10,122.4800033569336
2015-08-11,122.26000213623047
2015-08-12,121.19999694824219
2015-08-13,120.5199966430664
2015-08-14,121.0199966430664
2015-08-17,123.81999969482422
2015-08-18,125.5
2015-08-19,123.22000122070312
2015-08-20,119.79000091552734
2015-08-21,116.27999877929688
2015-08-24,110.43000030517578
2015-08-25,109.9800033569336
2015-08-26,113.45999908447266
2015-08-27,117.7699966430664
2015-08-28,117.27999877929688
2015-08-31,115.69999694824219
2015-09-01,112.62999725341797
2015-09-02,114.2300033569336
2015-09-03,113.98999786376953
2015-09-04,112.36000061035156
2015-09-08,116.08999633789062
2015-09-09,115.08000183105469
2015-09-10,116.7699966430664
2015-09-11,118.69999694824219
2015-09-14,117.80000305175781
2015-09-15,120.02999877929688
2015-09-16,121.1500015258789
2015-09-17,123.26000213623047
2015-09-18,122.47000122070312
2015-09-21,123.94000244140625
2015-09-22,122.93000030517578
2015-09-23,123.27999877929688
2015-09-24,121.08999633789062
2015-09-25,116.37000274658203
2015-09-28,112.69999694824219
2015-09-29,114.22000122070312
2015-09-30,116.01000213623047
2015-10-01,116.61000061035156
2015-10-02,118.83000183105469
2015-10-05,119.6500015258789
2015-10-06,116.05000305175781
2015-10-07,116.43000030517578
2015-10-08,116.08000183105469
2015-10-09,119.2699966430664
2015-10-12,122.51000213623047
2015-10-13,123.98999786376953
2015-10-14,122.06999969482422
2015-10-15,120.16999816894531
2015-10-16,119.9800033569336
2015-10-19,120.7300033569336
2015-10-20,120.41999816894531
2015-10-21,118.11000061035156
2015-10-22,113.80999755859375
2015-10-23,115.91999816894531
2015-10-26,116.52999877929688
2015-10-27,119.37000274658203
2015-10-28,119.77999877929688
2015-10-29,119.70999908447266
2015-10-30,117.77999877929688
2015-11-02,118.69000244140625
2015-11-03,117.66000366210938
2015-11-04,114.63999938964844
2015-11-05,116.2300033569336
2015-11-06,114.80999755859375
2015-11-09,114.26000213623047
2015-11-10,115.88999938964844
2015-11-11,114.54000091552734
2015-11-12,112.81999969482422
2015-11-13,111.41000366210938
2015-11-16,113.81999969482422
