Date,SMCI
2024-01-02,28.545000076293945
2024-01-03,28.06399917602539
2024-01-04,28.8799991607666
2024-01-05,29.21299934387207
2024-01-08,32.02799987792969
2024-01-09,34.37300109863281
2024-01-10,34.237998962402344
2024-01-11,34.33100128173828
2024-01-12,33.95600128173828
2024-01-16,32.63100051879883
2024-01-17,31.822999954223633
2024-01-18,31.143999099731445
2024-01-19,42.33599853515625
2024-01-22,43.624000549316406
2024-01-23,45.737998962402344
2024-01-24,47.01900100708008
2024-01-25,47.55799865722656
2024-01-26,47.415000915527344
2024-01-29,49.56700134277344
2024-01-30,51.297000885009766
2024-01-31,52.96099853515625
2024-02-01,58.349998474121094
2024-02-02,57.9630012512207
2024-02-05,66.33499908447266
2024-02-06,68.15899658203125
2024-02-07,68.36000061035156
2024-02-08,69.80000305175781
2024-02-09,74.02899932861328
2024-02-12,77.3010025024414
2024-02-13,79.14900207519531
2024-02-14,88.05500030517578
2024-02-15,100.4000015258789
2024-02-16,80.33200073242188
2024-02-20,78.75700378417969
2024-02-21,73.41699981689453
2024-02-22,97.552001953125
2024-02-23,86.0009994506836
2024-02-26,87.63400268554688
2024-02-27,85.11100006103516
2024-02-28,81.65399932861328
2024-02-29,86.61199951171875
2024-03-01,90.5479965209961
2024-03-04,107.43399810791016
2024-03-05,109.08300018310547
2024-03-06,112.47000122070312
2024-03-07,115.97599792480469
2024-03-08,114.0009994506836
2024-03-11,108.02200317382812
2024-03-12,116.30000305175781
2024-03-13,118.80699920654297
2024-03-14,113.01100158691406
2024-03-15,106.88300323486328
2024-03-18,100.06800079345703
2024-03-19,91.09700012207031
2024-03-20,89.64700317382812
2024-03-21,97.16100311279297
2024-03-22,97.27400207519531
2024-03-25,104.27899932861328
2024-03-26,102.50599670410156
2024-03-27,102.3290023803711
2024-03-28,101.00299835205078
2024-04-01,103.71499633789062
2024-04-02,100.99099731445312
2024-04-03,101.55699920654297
2024-04-04,95.79900360107422
2024-04-05,94.802001953125
2024-04-08,92.8499984741211
2024-04-09,90.41999816894531
2024-04-10,90.85399627685547
2024-04-11,93.72799682617188
2024-04-12,89.8489990234375
2024-04-15,88.2750015258789
2024-04-16,97.62999725341797
2024-04-17,96.00800323486328
2024-04-18,92.8479995727539
2024-04-19,71.36499786376953
2024-04-22,71.7020034790039
2024-04-23,76.18599700927734
2024-04-24,75.47200012207031
2024-04-25,78.73999786376953
2024-04-26,85.74400329589844
2024-04-29,89.03500366210938
2024-04-30,85.87999725341797
2024-05-01,73.83000183105469
2024-05-02,76.25199890136719
2024-05-03,78.2699966430664
2024-05-06,83.03500366210938
2024-05-07,81.92900085449219
2024-05-08,82.26399993896484
2024-05-09,79.97000122070312
2024-05-10,79.8499984741211
2024-05-13,78.2760009765625
2024-05-14,82.23699951171875
2024-05-15,95.23600006103516
2024-05-16,90.44000244140625
2024-05-17,88.78900146484375
2024-05-20,90.39399719238281
2024-05-21,89.8949966430664
2024-05-22,87.3270034790039
2024-05-23,84.73799896240234
2024-05-24,88.38800048828125
2024-05-28,87.47200012207031
2024-05-29,83.97200012207031
2024-05-30,82.79399871826172
2024-05-31,78.45099639892578
2024-06-03,77.05899810791016
