Date,NKE
2015-07-01,54.71500015258789
2015-07-02,54.935001373291016
2015-07-06,54.91999816894531
2015-07-07,55.64500045776367
2015-07-08,54.6349983215332
2015-07-09,54.720001220703125
2015-07-10,55.2599983215332
2015-07-13,56.20500183105469
2015-07-14,56.16999816894531
2015-07-15,55.95000076293945
2015-07-16,56.16999816894531
2015-07-17,56.400001525878906
2015-07-20,56.564998626708984
2015-07-21,56.494998931884766
2015-07-22,57.04499816894531
2015-07-23,57.0
2015-07-24,56.494998931884766
2015-07-27,55.8650016784668
2015-07-28,56.73500061035156
2015-07-29,57.459999084472656
2015-07-30,57.505001068115234
2015-07-31,57.61000061035156
2015-08-03,57.415000915527344
2015-08-04,57.8849983215332
2015-08-05,58.375
2015-08-06,57.560001373291016
2015-08-07,57.255001068115234
2015-08-10,57.68000030517578
2015-08-11,57.22999954223633
2015-08-12,56.529998779296875
2015-08-13,56.79999923706055
2015-08-14,57.18000030517578
2015-08-17,57.4900016784668
2015-08-18,57.40999984741211
2015-08-19,57.47999954223633
2015-08-20,56.150001525878906
2015-08-21,53.435001373291016
2015-08-24,51.935001373291016
2015-08-25,51.76499938964844
2015-08-26,54.380001068115234
2015-08-27,56.310001373291016
2015-08-28,56.25
2015-08-31,55.875
2015-09-01,54.314998626708984
2015-09-02,55.349998474121094
2015-09-03,55.42499923706055
2015-09-04,54.845001220703125
2015-09-08,55.875
2015-09-09,54.93000030517578
2015-09-10,55.189998626708984
2015-09-11,55.90999984741211
2015-09-14,55.94499969482422
2015-09-15,56.91999816894531
2015-09-16,57.790000915527344
2015-09-17,57.6349983215332
2015-09-18,57.525001525878906
2015-09-21,58.279998779296875
2015-09-22,57.98500061035156
2015-09-23,57.71500015258789
2015-09-24,57.39500045776367
2015-09-25,62.5
2015-09-28,61.06999969482422
2015-09-29,59.834999084472656
2015-09-30,61.48500061035156
2015-10-01,61.915000915527344
2015-10-02,62.60499954223633
2015-10-05,62.1349983215332
2015-10-06,61.595001220703125
2015-10-07,61.04999923706055
2015-10-08,62.45500183105469
2015-10-09,62.470001220703125
2015-10-12,63.21500015258789
2015-10-13,62.904998779296875
2015-10-14,62.91999816894531
2015-10-15,64.3949966430664
2015-10-16,65.23500061035156
2015-10-19,66.6050033569336
2015-10-20,66.18499755859375
2015-10-21,66.23500061035156
2015-10-22,66.20500183105469
2015-10-23,65.26499938964844
2015-10-26,65.69000244140625
2015-10-27,65.41000366210938
2015-10-28,65.6449966430664
2015-10-29,65.55999755859375
2015-10-30,65.51499938964844
2015-11-02,65.59500122070312
2015-11-03,65.69999694824219
2015-11-04,65.18000030517578
2015-11-05,65.93000030517578
2015-11-06,65.88999938964844
2015-11-09,65.23999786376953
2015-11-10,65.0
2015-11-11,63.709999084472656
2015-11-12,62.9900016784668
2015-11-13,60.93000030517578
2015-11-16,61.72999954223633
2015-11-17,61.290000915527344
2015-11-18,62.88999938964844
2015-11-19,62.88999938964844
2015-11-20,66.32499694824219
2015-11-23,66.2300033569336
2015-11-24,66.25499725341797
2015-11-25,67.06500244140625
2015-11-27,67.16500091552734
2015-11-30,66.13999938964844
2015-12-01,66.65499877929688
2015-12-02,66.32499694824219
2015-12-03,64.55999755859375
2015-12-04,66.16500091552734
2015-12-07,65.80000305175781
2015-12-08,65.8499984741211
2015-12-09,64.41999816894531
2015-12-10,64.31999969482422
2015-12-11,63.14500045776367
2015-12-14,63.93000030517578
2015-12-15,64.30500030517578
2015-12-16,65.46499633789062
2015-12-17,65.11000061035156
2015-12-18,64.26000213623047
2015-12-21,64.9000015258789
2015-12-22,65.92500305175781
2015-12-23,64.3550033569336
2015-12-24,63.18000030517578
2015-12-28,63.810001373291016
2015-12-29,64.26000213623047
2015-12-30,63.25
2015-12-31,62.5
2016-01-04,61.52000045776367
2016-01-05,62.380001068115234
2016-01-06,61.4900016784668
2016-01-07,59.849998474121094
2016-01-08,58.869998931884766
2016-01-11,59.54999923706055
2016-01-12,59.939998626708984
2016-01-13,58.779998779296875
2016-01-14,58.5099983215332
2016-01-15,57.560001373291016
2016-01-19,58.31999969482422
2016-01-20,59.040000915527344
2016-01-21,60.560001373291016
2016-01-22,60.880001068115234
2016-01-25,60.70000076293945
2016-01-26,61.11000061035156
2016-01-27,59.58000183105469
2016-01-28,61.20000076293945
2016-01-29,62.0099983215332
2016-02-01,63.15999984741211
2016-02-02,62.54999923706055
2016-02-03,62.4900016784668
2016-02-04,60.16999816894531
2016-02-05,57.16999816894531
2016-02-08,55.040000915527344
2016-02-09,55.68000030517578
2016-02-10,57.40999984741211
2016-02-11,56.0
2016-02-12,56.41999816894531
2016-02-16,57.790000915527344
2016-02-17,58.16999816894531
2016-02-18,58.599998474121094
2016-02-19,59.310001373291016
2016-02-22,60.16999816894531
2016-02-23,60.209999084472656
2016-02-24,60.400001525878906
2016-02-25,62.380001068115234
2016-02-26,62.599998474121094
2016-02-29,61.59000015258789
2016-03-01,62.91999816894531
2016-03-02,62.220001220703125
2016-03-03,61.470001220703125
2016-03-04,61.2599983215332
2016-03-07,59.25
2016-03-08,59.810001373291016
2016-03-09,58.33000183105469
2016-03-10,58.880001068115234
2016-03-11,60.08000183105469
2016-03-14,60.810001373291016
2016-03-15,61.400001525878906
2016-03-16,61.86000061035156
2016-03-17,63.18000030517578
2016-03-18,62.9900016784668
2016-03-21,64.72000122070312
2016-03-22,64.9000015258789
2016-03-23,62.439998626708984
2016-03-24,61.650001525878906
2016-03-28,61.34000015258789
2016-03-29,61.4900016784668
2016-03-30,62.040000915527344
2016-03-31,61.470001220703125
2016-04-01,61.59000015258789
2016-04-04,59.970001220703125
2016-04-05,59.66999816894531
2016-04-06,60.310001373291016
2016-04-07,60.29999923706055
2016-04-08,59.41999816894531
2016-04-11,57.91999816894531
2016-04-12,58.54999923706055
2016-04-13,59.58000183105469
2016-04-14,59.4900016784668
2016-04-15,59.5
2016-04-18,59.56999969482422
2016-04-19,59.560001373291016
2016-04-20,59.619998931884766
2016-04-21,60.08000183105469
2016-04-22,59.43000030517578
2016-04-25,59.209999084472656
2016-04-26,59.540000915527344
2016-04-27,59.27000045776367
2016-04-28,58.540000915527344
2016-04-29,58.939998626708984
2016-05-02,59.59000015258789
2016-05-03,59.52000045776367
2016-05-04,59.11000061035156
2016-05-05,58.189998626708984
2016-05-06,58.43000030517578
2016-05-09,58.720001220703125
2016-05-10,59.20000076293945
2016-05-11,57.0099983215332
2016-05-12,57.9900016784668
2016-05-13,57.310001373291016
2016-05-16,57.13999938964844
2016-05-17,57.099998474121094
2016-05-18,56.119998931884766
2016-05-19,57.040000915527344
2016-05-20,56.47999954223633
2016-05-23,55.9900016784668
2016-05-24,56.59000015258789
2016-05-25,55.9900016784668
2016-05-26,55.84000015258789
2016-05-27,56.189998626708984
2016-05-31,55.220001220703125
