Date,KSS
2015-07-01,62.81999969482422
2015-07-02,63.130001068115234
2015-07-06,62.83000183105469
2015-07-07,64.95999908447266
2015-07-08,64.58999633789062
2015-07-09,62.68000030517578
2015-07-10,63.95000076293945
2015-07-13,64.06999969482422
2015-07-14,64.7699966430664
2015-07-15,64.0
2015-07-16,63.72999954223633
2015-07-17,62.2599983215332
2015-07-20,62.59000015258789
2015-07-21,62.060001373291016
2015-07-22,62.869998931884766
2015-07-23,61.869998931884766
2015-07-24,61.880001068115234
2015-07-27,61.779998779296875
2015-07-28,61.40999984741211
2015-07-29,61.16999816894531
2015-07-30,61.52000045776367
2015-07-31,61.31999969482422
2015-08-03,60.849998474121094
2015-08-04,61.18000030517578
2015-08-05,61.15999984741211
2015-08-06,60.349998474121094
2015-08-07,60.02000045776367
2015-08-10,61.599998474121094
2015-08-11,61.40999984741211
2015-08-12,61.5
2015-08-13,56.11000061035156
2015-08-14,55.540000915527344
2015-08-17,55.65999984741211
2015-08-18,55.45000076293945
2015-08-19,54.7400016784668
2015-08-20,53.689998626708984
2015-08-21,52.29999923706055
2015-08-24,50.43000030517578
2015-08-25,49.18000030517578
2015-08-26,50.86000061035156
2015-08-27,51.34000015258789
2015-08-28,51.720001220703125
2015-08-31,51.029998779296875
2015-09-01,50.52000045776367
2015-09-02,50.88999938964844
2015-09-03,51.540000915527344
2015-09-04,50.470001220703125
2015-09-08,51.65999984741211
2015-09-09,50.86000061035156
2015-09-10,50.84000015258789
2015-09-11,50.7400016784668
2015-09-14,50.7400016784668
2015-09-15,50.470001220703125
2015-09-16,51.849998474121094
2015-09-17,50.66999816894531
2015-09-18,49.209999084472656
2015-09-21,49.189998626708984
2015-09-22,48.900001525878906
2015-09-23,48.52000045776367
2015-09-24,47.84000015258789
2015-09-25,47.70000076293945
2015-09-28,46.11000061035156
2015-09-29,46.27000045776367
2015-09-30,46.310001373291016
2015-10-01,45.060001373291016
2015-10-02,45.400001525878906
2015-10-05,46.83000183105469
2015-10-06,46.4900016784668
2015-10-07,46.150001525878906
2015-10-08,46.650001525878906
2015-10-09,47.27000045776367
2015-10-12,46.5
2015-10-13,45.61000061035156
2015-10-14,45.0099983215332
2015-10-15,45.18000030517578
2015-10-16,45.93000030517578
2015-10-19,45.66999816894531
2015-10-20,46.310001373291016
2015-10-21,45.650001525878906
2015-10-22,45.41999816894531
2015-10-23,44.060001373291016
2015-10-26,45.33000183105469
2015-10-27,45.7599983215332
2015-10-28,45.70000076293945
2015-10-29,44.58000183105469
2015-10-30,46.119998931884766
2015-11-02,46.709999084472656
2015-11-03,47.369998931884766
2015-11-04,46.209999084472656
2015-11-05,46.65999984741211
2015-11-06,46.56999969482422
2015-11-09,43.97999954223633
2015-11-10,45.599998474121094
2015-11-11,43.15999984741211
2015-11-12,45.790000915527344
2015-11-13,42.849998474121094
2015-11-16,43.939998626708984
2015-11-17,44.04999923706055
2015-11-18,45.150001525878906
2015-11-19,45.18000030517578
2015-11-20,47.040000915527344
2015-11-23,47.63999938964844
2015-11-24,48.529998779296875
2015-11-25,48.5
2015-11-27,48.06999969482422
2015-11-30,47.130001068115234
2015-12-01,47.220001220703125
2015-12-02,46.41999816894531
2015-12-03,47.38999938964844
2015-12-04,48.08000183105469
2015-12-07,47.45000076293945
2015-12-08,47.20000076293945
2015-12-09,47.130001068115234
2015-12-10,48.18000030517578
2015-12-11,46.2400016784668
2015-12-14,46.7599983215332
2015-12-15,46.209999084472656
2015-12-16,45.970001220703125
2015-12-17,44.45000076293945
2015-12-18,44.40999984741211
2015-12-21,45.709999084472656
2015-12-22,47.06999969482422
2015-12-23,47.400001525878906
2015-12-24,47.130001068115234
2015-12-28,47.2400016784668
2015-12-29,48.810001373291016
2015-12-30,48.38999938964844
2015-12-31,47.630001068115234
