Date,KMI
2015-07-01,37.97999954223633
2015-07-02,38.029998779296875
2015-07-06,37.5
2015-07-07,37.7400016784668
2015-07-08,37.29999923706055
2015-07-09,37.5
2015-07-10,38.09000015258789
2015-07-13,38.189998626708984
2015-07-14,38.02000045776367
2015-07-15,37.58000183105469
2015-07-16,37.400001525878906
2015-07-17,36.88999938964844
2015-07-20,36.29999923706055
2015-07-21,35.84000015258789
2015-07-22,35.36000061035156
2015-07-23,34.95000076293945
2015-07-24,34.849998474121094
2015-07-27,35.220001220703125
2015-07-28,35.56999969482422
2015-07-29,35.2400016784668
2015-07-30,35.029998779296875
2015-07-31,34.63999938964844
2015-08-03,33.75
2015-08-04,33.65999984741211
2015-08-05,32.2400016784668
2015-08-06,32.689998626708984
2015-08-07,32.13999938964844
2015-08-10,32.5
2015-08-11,32.88999938964844
2015-08-12,33.849998474121094
2015-08-13,33.13999938964844
2015-08-14,33.959999084472656
2015-08-17,34.36000061035156
2015-08-18,33.939998626708984
2015-08-19,33.58000183105469
2015-08-20,32.689998626708984
2015-08-21,31.790000915527344
2015-08-24,30.280000686645508
2015-08-25,29.93000030517578
2015-08-26,30.790000915527344
2015-08-27,32.0
2015-08-28,32.630001068115234
2015-08-31,32.40999984741211
2015-09-01,31.389999389648438
2015-09-02,31.309999465942383
2015-09-03,31.079999923706055
2015-09-04,30.770000457763672
2015-09-08,31.09000015258789
2015-09-09,30.639999389648438
2015-09-10,30.5
2015-09-11,30.100000381469727
2015-09-14,29.860000610351562
2015-09-15,30.190000534057617
2015-09-16,30.690000534057617
2015-09-17,30.829999923706055
2015-09-18,30.3799991607666
2015-09-21,30.670000076293945
2015-09-22,30.110000610351562
2015-09-23,29.059999465942383
2015-09-24,29.34000015258789
2015-09-25,29.420000076293945
2015-09-28,27.549999237060547
2015-09-29,26.15999984741211
2015-09-30,27.68000030517578
2015-10-01,28.1299991607666
2015-10-02,29.6299991607666
2015-10-05,30.950000762939453
2015-10-06,31.780000686645508
2015-10-07,32.13999938964844
2015-10-08,32.68000030517578
2015-10-09,32.349998474121094
2015-10-12,32.290000915527344
2015-10-13,31.479999542236328
2015-10-14,31.729999542236328
2015-10-15,32.22999954223633
2015-10-16,32.209999084472656
2015-10-19,31.719999313354492
2015-10-20,31.93000030517578
2015-10-21,31.420000076293945
2015-10-22,29.75
2015-10-23,29.229999542236328
2015-10-26,27.559999465942383
2015-10-27,27.280000686645508
2015-10-28,27.739999771118164
2015-10-29,27.200000762939453
2015-10-30,27.350000381469727
2015-11-02,26.6200008392334
2015-11-03,27.510000228881836
2015-11-04,26.809999465942383
2015-11-05,25.90999984741211
2015-11-06,26.059999465942383
2015-11-09,25.559999465942383
2015-11-10,25.450000762939453
2015-11-11,24.399999618530273
2015-11-12,23.459999084472656
2015-11-13,23.350000381469727
2015-11-16,24.030000686645508
2015-11-17,23.360000610351562
2015-11-18,24.299999237060547
2015-11-19,23.65999984741211
2015-11-20,23.389999389648438
2015-11-23,23.670000076293945
2015-11-24,24.40999984741211
2015-11-25,24.100000381469727
2015-11-27,23.8700008392334
2015-11-30,23.56999969482422
2015-12-01,22.420000076293945
2015-12-02,20.65999984741211
2015-12-03,19.260000228881836
2015-12-04,16.81999969482422
2015-12-07,16.420000076293945
2015-12-08,15.720000267028809
2015-12-09,16.809999465942383
2015-12-10,17.010000228881836
2015-12-11,16.65999984741211
2015-12-14,16.0
2015-12-15,15.84000015258789
2015-12-16,15.9399995803833
2015-12-17,15.369999885559082
2015-12-18,15.140000343322754
2015-12-21,15.140000343322754
2015-12-22,15.319999694824219
2015-12-23,16.40999984741211
2015-12-24,16.079999923706055
2015-12-28,15.260000228881836
2015-12-29,15.100000381469727
2015-12-30,14.539999961853027
2015-12-31,14.920000076293945
2016-01-04,15.270000457763672
2016-01-05,15.579999923706055
2016-01-06,14.770000457763672
2016-01-07,14.25
2016-01-08,14.770000457763672
2016-01-11,14.15999984741211
2016-01-12,13.600000381469727
2016-01-13,12.949999809265137
2016-01-14,13.979999542236328
2016-01-15,13.0
2016-01-19,12.550000190734863
2016-01-20,12.010000228881836
2016-01-21,13.880000114440918
2016-01-22,15.34000015258789
2016-01-25,14.1899995803833
2016-01-26,14.970000267028809
2016-01-27,14.220000267028809
2016-01-28,15.289999961853027
2016-01-29,16.450000762939453
2016-02-01,15.1899995803833
2016-02-02,14.649999618530273
2016-02-03,15.609999656677246
2016-02-04,15.65999984741211
2016-02-05,15.65999984741211
2016-02-08,14.920000076293945
2016-02-09,14.609999656677246
2016-02-10,14.600000381469727
2016-02-11,13.960000038146973
2016-02-12,14.960000038146973
2016-02-16,15.619999885559082
2016-02-17,17.18000030517578
2016-02-18,17.889999389648438
2016-02-19,17.3700008392334
2016-02-22,17.899999618530273
2016-02-23,17.420000076293945
2016-02-24,17.709999084472656
2016-02-25,17.75
2016-02-26,17.760000228881836
2016-02-29,18.09000015258789
2016-03-01,18.110000610351562
2016-03-02,18.6200008392334
2016-03-03,18.899999618530273
2016-03-04,18.520000457763672
2016-03-07,18.790000915527344
2016-03-08,17.799999237060547
2016-03-09,17.989999771118164
2016-03-10,17.709999084472656
2016-03-11,18.6200008392334
2016-03-14,18.739999771118164
2016-03-15,18.06999969482422
2016-03-16,18.889999389648438
2016-03-17,18.84000015258789
2016-03-18,18.729999542236328
2016-03-21,18.360000610351562
2016-03-22,18.5
2016-03-23,17.75
2016-03-24,18.09000015258789
2016-03-28,17.809999465942383
2016-03-29,17.649999618530273
2016-03-30,17.860000610351562
2016-03-31,17.860000610351562
2016-04-01,17.309999465942383
2016-04-04,17.190000534057617
2016-04-05,17.010000228881836
2016-04-06,17.600000381469727
2016-04-07,17.530000686645508
2016-04-08,17.940000534057617
2016-04-11,17.790000915527344
2016-04-12,18.760000228881836
2016-04-13,18.559999465942383
2016-04-14,18.5
2016-04-15,18.15999984741211
2016-04-18,18.5
2016-04-19,19.15999984741211
2016-04-20,19.0
2016-04-21,18.15999984741211
2016-04-22,18.1200008392334
2016-04-25,17.489999771118164
2016-04-26,17.899999618530273
2016-04-27,18.290000915527344
2016-04-28,17.65999984741211
2016-04-29,17.760000228881836
2016-05-02,17.59000015258789
2016-05-03,17.260000228881836
2016-05-04,17.149999618530273
2016-05-05,17.139999389648438
2016-05-06,16.850000381469727
2016-05-09,17.010000228881836
2016-05-10,17.18000030517578
2016-05-11,17.059999465942383
2016-05-12,17.030000686645508
2016-05-13,17.1299991607666
2016-05-16,17.219999313354492
2016-05-17,17.670000076293945
2016-05-18,17.040000915527344
2016-05-19,17.260000228881836
2016-05-20,17.75
2016-05-23,17.43000030517578
2016-05-24,17.31999969482422
2016-05-25,17.84000015258789
2016-05-26,17.920000076293945
2016-05-27,17.850000381469727
2016-05-31,18.079999923706055
2016-06-01,17.959999084472656
2016-06-02,17.959999084472656
2016-06-03,17.989999771118164
2016-06-06,18.56999969482422
2016-06-07,18.459999084472656
2016-06-08,18.1200008392334
2016-06-09,18.079999923706055
2016-06-10,17.510000228881836
2016-06-13,17.3799991607666
2016-06-14,17.489999771118164
2016-06-15,17.649999618530273
2016-06-16,17.600000381469727
2016-06-17,18.040000915527344
2016-06-20,18.100000381469727
2016-06-21,18.790000915527344
2016-06-22,18.510000228881836
2016-06-23,18.899999618530273
2016-06-24,17.989999771118164
2016-06-27,17.399999618530273
2016-06-28,17.709999084472656
2016-06-29,18.530000686645508
2016-06-30,18.719999313354492
2016-07-01,18.700000762939453
