Date,OXY
2015-07-01,75.82088470458984
2015-07-02,75.60125732421875
2015-07-06,73.77436828613281
2015-07-07,74.07386016845703
2015-07-08,72.41667938232422
2015-07-09,72.99569702148438
2015-07-10,73.18537139892578
2015-07-13,73.32513427734375
2015-07-14,74.15372467041016
2015-07-15,72.96574401855469
2015-07-16,72.37674713134766
2015-07-17,71.79773712158203
2015-07-20,70.14055633544922
2015-07-21,70.10062408447266
2015-07-22,69.35189819335938
2015-07-23,69.57152557373047
2015-07-24,68.3036880493164
2015-07-27,67.64480590820312
2015-07-28,69.50164794921875
2015-07-29,70.73954010009766
2015-07-30,71.27861785888672
2015-07-31,70.08065795898438
2015-08-03,69.28202056884766
2015-08-04,68.91265106201172
2015-08-05,68.54328155517578
2015-08-06,69.30198669433594
2015-08-07,68.66307067871094
2015-08-10,71.15882110595703
2015-08-11,71.35848236083984
2015-08-12,73.60466003417969
2015-08-13,72.80602264404297
2015-08-14,73.27522277832031
2015-08-17,73.61463928222656
2015-08-18,73.66455841064453
2015-08-19,72.0373306274414
2015-08-20,70.35020446777344
2015-08-21,69.14225769042969
2015-08-24,65.61825561523438
2015-08-25,65.63822174072266
2015-08-26,67.03584289550781
2015-08-27,70.44004821777344
2015-08-28,71.7178726196289
2015-08-31,72.88587951660156
2015-09-01,69.89098358154297
2015-09-02,70.95916748046875
2015-09-03,70.73954010009766
2015-09-04,69.5315933227539
2015-09-08,69.38185119628906
2015-09-09,67.52500915527344
2015-09-10,67.62483978271484
2015-09-11,66.78627014160156
2015-09-14,66.07747650146484
2015-09-15,66.63652801513672
2015-09-16,68.27373504638672
2015-09-17,68.22382354736328
2015-09-18,66.72637176513672
2015-09-21,66.68643951416016
2015-09-22,65.64820861816406
2015-09-23,64.70980834960938
2015-09-24,64.9693603515625
2015-09-25,66.00759887695312
2015-09-28,63.53181076049805
2015-09-29,64.36039733886719
2015-09-30,66.03754425048828
2015-10-01,65.85784912109375
2015-10-02,68.67305755615234
2015-10-05,70.52989196777344
2015-10-06,71.46829986572266
2015-10-07,71.76778411865234
2015-10-08,73.94408416748047
2015-10-09,73.4748764038086
2015-10-12,72.91583251953125
2015-10-13,72.58639526367188
2015-10-14,73.77436828613281
2015-10-15,74.59297943115234
2015-10-16,74.10380554199219
2015-10-19,72.58639526367188
2015-10-20,72.45661163330078
2015-10-21,71.88758087158203
2015-10-22,74.213623046875
2015-10-23,73.5846939086914
2015-10-26,71.53817749023438
2015-10-27,70.08065795898438
2015-10-28,73.68452453613281
2015-10-29,74.00398254394531
