Date,WRB
2019-07-01,29.520000457763672
2019-07-02,29.626667022705078
2019-07-03,29.933332443237305
2019-07-05,29.982221603393555
2019-07-08,29.9244441986084
2019-07-09,30.128889083862305
2019-07-10,30.128889083862305
2019-07-11,30.115556716918945
2019-07-12,30.164443969726562
2019-07-15,30.328889846801758
2019-07-16,30.39555549621582
2019-07-17,30.13777732849121
2019-07-18,30.151111602783203
2019-07-19,29.706666946411133
2019-07-22,29.564443588256836
2019-07-23,29.586666107177734
2019-07-24,30.488889694213867
2019-07-25,30.760000228881836
2019-07-26,31.253332138061523
2019-07-29,31.13777732849121
2019-07-30,31.315555572509766
2019-07-31,30.84000015258789
2019-08-01,30.577777862548828
2019-08-02,30.91111183166504
2019-08-05,30.168888092041016
2019-08-06,30.96444320678711
2019-08-07,31.280000686645508
2019-08-08,31.946666717529297
2019-08-09,31.85333251953125
2019-08-12,31.639999389648438
2019-08-13,32.06666564941406
2019-08-14,31.324443817138672
2019-08-15,31.559999465942383
2019-08-16,32.10222244262695
2019-08-19,32.45333480834961
2019-08-20,32.06666564941406
2019-08-21,31.96444320678711
2019-08-22,32.31111145019531
2019-08-23,31.688888549804688
2019-08-26,32.03111267089844
2019-08-27,31.9022216796875
2019-08-28,31.648889541625977
2019-08-29,31.91111183166504
2019-08-30,31.666667938232422
2019-09-03,31.737777709960938
2019-09-04,32.0
2019-09-05,31.968889236450195
2019-09-06,32.0977783203125
2019-09-09,31.74222183227539
2019-09-10,31.475555419921875
2019-09-11,31.617778778076172
2019-09-12,31.671110153198242
2019-09-13,31.551111221313477
2019-09-16,31.511110305786133
2019-09-17,32.008888244628906
2019-09-18,31.96444320678711
2019-09-19,32.00444412231445
2019-09-20,31.8799991607666
2019-09-23,32.133331298828125
2019-09-24,32.17777633666992
2019-09-25,32.25777816772461
2019-09-26,32.293331146240234
2019-09-27,31.87555694580078
2019-09-30,32.10222244262695
2019-10-01,31.60444450378418
2019-10-02,31.435556411743164
2019-10-03,31.55555534362793
2019-10-04,32.182220458984375
2019-10-07,32.071109771728516
2019-10-08,31.373332977294922
2019-10-09,31.635555267333984
2019-10-10,31.697778701782227
2019-10-11,31.586666107177734
2019-10-14,31.608888626098633
2019-10-15,31.51555633544922
2019-10-16,31.31999969482422
2019-10-17,31.479999542236328
2019-10-18,31.626667022705078
2019-10-21,31.51555633544922
2019-10-22,30.155555725097656
2019-10-23,31.942222595214844
2019-10-24,31.413333892822266
2019-10-25,30.86222267150879
2019-10-28,30.68000030517578
2019-10-29,30.946666717529297
2019-10-30,31.20888900756836
2019-10-31,31.066667556762695
2019-11-01,30.87555694580078
2019-11-04,30.204444885253906
2019-11-05,30.057777404785156
2019-11-06,30.573333740234375
2019-11-07,30.22222137451172
2019-11-08,30.17333221435547
2019-11-11,30.311111450195312
2019-11-12,30.25777816772461
2019-11-13,30.479999542236328
2019-11-14,30.426666259765625
2019-11-15,30.155555725097656
2019-11-18,30.404443740844727
2019-11-19,30.91111183166504
2019-11-20,30.98666763305664
2019-11-21,30.128889083862305
2019-11-22,30.20888900756836
2019-11-25,30.293333053588867
2019-11-26,30.77777862548828
2019-11-27,30.74222183227539
2019-11-29,30.22222137451172
2019-12-02,30.382221221923828
2019-12-03,30.231111526489258
2019-12-04,30.324443817138672
2019-12-05,30.982221603393555
2019-12-06,31.151111602783203
2019-12-09,31.177778244018555
2019-12-10,31.0755558013916
2019-12-11,30.915555953979492
2019-12-12,30.933332443237305
2019-12-13,30.915555953979492
2019-12-16,30.786666870117188
2019-12-17,30.920000076293945
2019-12-18,30.719999313354492
2019-12-19,30.551111221313477
2019-12-20,30.635555267333984
2019-12-23,30.399999618530273
2019-12-24,30.408889770507812
2019-12-26,30.431110382080078
2019-12-27,30.475555419921875
2019-12-30,30.502222061157227
2019-12-31,30.711111068725586
2020-01-02,30.648889541625977
2020-01-03,30.688888549804688
2020-01-06,30.64444351196289
2020-01-07,30.084444046020508
2020-01-08,30.29777717590332
2020-01-09,30.475555419921875
2020-01-10,30.15999984741211
2020-01-13,30.27111053466797
2020-01-14,30.351110458374023
2020-01-15,30.64444351196289
2020-01-16,30.991111755371094
2020-01-17,31.27111053466797
2020-01-21,31.044443130493164
2020-01-22,31.662221908569336
2020-01-23,31.724443435668945
2020-01-24,32.03111267089844
2020-01-27,31.817777633666992
2020-01-28,32.16444396972656
2020-01-29,32.33333206176758
2020-01-30,33.14666748046875
2020-01-31,32.68000030517578
2020-02-03,33.06222152709961
2020-02-04,33.26222229003906
2020-02-05,33.862220764160156
2020-02-06,34.302223205566406
2020-02-07,34.58222198486328
2020-02-10,35.00444412231445
2020-02-11,35.235557556152344
2020-02-12,34.95111083984375
