Date,MRNA
2021-11-11,225.82000732421875
2021-11-12,231.19000244140625
2021-11-15,235.07000732421875
2021-11-16,234.27999877929688
2021-11-17,242.22999572753906
2021-11-18,251.41000366210938
2021-11-19,263.7799987792969
2021-11-22,282.69000244140625
2021-11-23,276.3800048828125
2021-11-24,273.3900146484375
2021-11-26,329.6300048828125
2021-11-29,368.510009765625
2021-11-30,352.42999267578125
2021-12-01,310.6099853515625
2021-12-02,301.489990234375
2021-12-03,306.7200012207031
2021-12-06,265.3299865722656
2021-12-07,282.3500061035156
2021-12-08,283.3999938964844
2021-12-09,272.2099914550781
2021-12-10,257.05999755859375
2021-12-13,271.989990234375
2021-12-14,277.1600036621094
2021-12-15,283.2799987792969
2021-12-16,282.0199890136719
2021-12-17,294.79998779296875
2021-12-20,276.3800048828125
2021-12-21,268.1400146484375
2021-12-22,251.36000061035156
2021-12-23,249.99000549316406
2021-12-27,246.8800048828125
2021-12-28,241.44000244140625
2021-12-29,247.8800048828125
2021-12-30,251.60000610351562
2021-12-31,253.97999572753906
2022-01-03,235.0500030517578
2022-01-04,233.05999755859375
2022-01-05,215.22999572753906
2022-01-06,216.05999755859375
2022-01-07,213.86000061035156
2022-01-10,233.6999969482422
2022-01-11,221.38999938964844
2022-01-12,222.88999938964844
2022-01-13,210.1699981689453
2022-01-14,204.72999572753906
2022-01-18,186.61000061035156
2022-01-19,174.07000732421875
2022-01-20,167.52000427246094
2022-01-21,160.07000732421875
2022-01-24,157.3000030517578
2022-01-25,152.5399932861328
2022-01-26,154.9600067138672
2022-01-27,148.6199951171875
2022-01-28,159.47000122070312
2022-01-31,169.3300018310547
2022-02-01,172.74000549316406
2022-02-02,169.61000061035156
2022-02-03,163.9499969482422
2022-02-04,163.00999450683594
2022-02-07,160.27000427246094
2022-02-08,153.30999755859375
2022-02-09,164.02999877929688
2022-02-10,160.4199981689453
2022-02-11,161.32000732421875
2022-02-14,142.47000122070312
2022-02-15,151.1199951171875
2022-02-16,151.80999755859375
2022-02-17,146.36000061035156
2022-02-18,145.74000549316406
2022-02-22,144.97000122070312
2022-02-23,135.72999572753906
2022-02-24,156.22999572753906
2022-02-25,151.3300018310547
2022-02-28,153.60000610351562
2022-03-01,149.52000427246094
2022-03-02,147.86000061035156
2022-03-03,141.52000427246094
2022-03-04,136.4600067138672
2022-03-07,126.45999908447266
2022-03-08,129.27999877929688
2022-03-09,142.49000549316406
2022-03-10,139.52000427246094
2022-03-11,138.1999969482422
2022-03-14,150.07000732421875
2022-03-15,148.1199951171875
2022-03-16,169.36000061035156
2022-03-17,168.25999450683594
2022-03-18,178.92999267578125
2022-03-21,175.3800048828125
2022-03-22,186.72000122070312
2022-03-23,178.72999572753906
2022-03-24,179.67999267578125
2022-03-25,165.9199981689453
2022-03-28,173.0800018310547
2022-03-29,180.63999938964844
2022-03-30,174.9199981689453
2022-03-31,172.25999450683594
2022-04-01,176.58999633789062
2022-04-04,172.5399932861328
2022-04-05,162.0500030517578
2022-04-06,154.6199951171875
2022-04-07,159.0
2022-04-08,160.83999633789062
2022-04-11,160.0
2022-04-12,159.5
2022-04-13,169.66000366210938
2022-04-14,165.49000549316406
2022-04-18,154.75
2022-04-19,152.72000122070312
2022-04-20,150.1199951171875
2022-04-21,144.5
2022-04-22,140.33999633789062
2022-04-25,150.41000366210938
2022-04-26,145.7899932861328
2022-04-27,142.42999267578125
2022-04-28,142.52000427246094
2022-04-29,134.41000366210938
2022-05-02,142.0800018310547
2022-05-03,146.5399932861328
2022-05-04,155.0500030517578
2022-05-05,142.02000427246094
2022-05-06,134.39999389648438
2022-05-09,135.8000030517578
2022-05-10,132.32000732421875
2022-05-11,123.43000030517578
2022-05-12,130.1699981689453
2022-05-13,137.91000366210938
2022-05-16,136.25999450683594
2022-05-17,142.27999877929688
2022-05-18,137.7100067138672
2022-05-19,143.3800048828125
2022-05-20,136.25
2022-05-23,137.6199951171875
2022-05-24,132.05999755859375
2022-05-25,130.85000610351562
2022-05-26,135.8000030517578
2022-05-27,147.66000366210938
2022-05-31,145.3300018310547
2022-06-01,143.39999389648438
2022-06-02,140.17999267578125
2022-06-03,137.14999389648438
2022-06-06,140.0
2022-06-07,145.33999633789062
2022-06-08,148.52999877929688
2022-06-09,134.0399932861328
2022-06-10,127.12000274658203
2022-06-13,117.12999725341797
2022-06-14,121.55999755859375
2022-06-15,128.52999877929688
2022-06-16,121.08000183105469
2022-06-17,128.02999877929688
2022-06-21,129.99000549316406
2022-06-22,136.07000732421875
2022-06-23,143.25999450683594
2022-06-24,144.27000427246094
2022-06-27,145.36000061035156
2022-06-28,142.19000244140625
2022-06-29,142.80999755859375
2022-06-30,142.85000610351562
2022-07-01,149.9499969482422
2022-07-05,155.5399932861328
2022-07-06,159.55999755859375
2022-07-07,172.39999389648438
2022-07-08,176.22999572753906
2022-07-11,175.25999450683594
2022-07-12,173.25
2022-07-13,171.24000549316406
2022-07-14,159.9199981689453
2022-07-15,166.91000366210938
2022-07-18,163.39999389648438
2022-07-19,167.13999938964844
2022-07-20,166.88999938964844
2022-07-21,168.88999938964844
2022-07-22,163.52000427246094
2022-07-25,165.69000244140625
2022-07-26,160.89999389648438
2022-07-27,158.02000427246094
2022-07-28,158.07000732421875
2022-07-29,164.08999633789062
2022-08-01,161.50999450683594
2022-08-02,160.80999755859375
2022-08-03,186.49000549316406
2022-08-04,194.17999267578125
2022-08-05,186.83999633789062
2022-08-08,182.94000244140625
2022-08-09,171.13999938964844
2022-08-10,174.27000427246094
2022-08-11,171.80999755859375
2022-08-12,171.17999267578125
2022-08-15,176.77999877929688
2022-08-16,167.9600067138672
2022-08-17,158.0
2022-08-18,150.0
2022-08-19,146.10000610351562
2022-08-22,142.47000122070312
2022-08-23,143.77999877929688
2022-08-24,141.42999267578125
2022-08-25,142.0500030517578
2022-08-26,136.6999969482422
2022-08-29,137.25999450683594
2022-08-30,135.92999267578125
2022-08-31,132.27000427246094
2022-09-01,138.9499969482422
2022-09-02,138.57000732421875
2022-09-06,130.0800018310547
2022-09-07,134.89999389648438
2022-09-08,141.27999877929688
2022-09-09,142.27999877929688
2022-09-12,140.32000732421875
2022-09-13,131.3000030517578
2022-09-14,139.39999389648438
2022-09-15,135.86000061035156
2022-09-16,137.74000549316406
2022-09-19,127.9000015258789
2022-09-20,129.7050018310547
2022-09-21,125.76000213623047
2022-09-22,124.31999969482422
2022-09-23,123.63999938964844
2022-09-26,119.69000244140625
2022-09-27,122.2300033569336
2022-09-28,122.1500015258789
2022-09-29,118.06999969482422
2022-09-30,118.25
2022-10-03,120.98999786376953
2022-10-04,125.66999816894531
2022-10-05,125.62000274658203
2022-10-06,125.1500015258789
2022-10-07,119.31999969482422
2022-10-10,123.41999816894531
2022-10-11,120.72000122070312
2022-10-12,130.72000122070312
2022-10-13,134.72000122070312
2022-10-14,134.0
2022-10-17,139.25
2022-10-18,134.08999633789062
2022-10-19,123.5199966430664
2022-10-20,118.37999725341797
2022-10-21,128.32000732421875
2022-10-24,133.02000427246094
2022-10-25,136.57000732421875
2022-10-26,142.0
2022-10-27,144.11000061035156
2022-10-28,150.97000122070312
2022-10-31,150.3300018310547
2022-11-01,154.6199951171875
2022-11-02,148.6199951171875
2022-11-03,147.5
2022-11-04,158.41000366210938
2022-11-07,164.0399932861328
2022-11-08,164.61000061035156
2022-11-09,163.2100067138672
2022-11-10,168.55999755859375
2022-11-11,171.1999969482422
2022-11-14,179.02999877929688
2022-11-15,185.47000122070312
2022-11-16,185.25
2022-11-17,183.89999389648438
2022-11-18,181.58999633789062
2022-11-21,176.75
2022-11-22,179.58999633789062
2022-11-23,176.80999755859375
2022-11-25,176.39999389648438
2022-11-28,175.3800048828125
2022-11-29,173.14999389648438
2022-11-30,175.91000366210938
2022-12-01,181.47999572753906
2022-12-02,182.35000610351562
2022-12-05,175.92999267578125
2022-12-06,173.5399932861328
2022-12-07,179.0
2022-12-08,184.6999969482422
2022-12-09,177.35000610351562
2022-12-12,165.1300048828125
2022-12-13,197.5399932861328
2022-12-14,208.9499969482422
2022-12-15,207.25
2022-12-16,193.2899932861328
2022-12-19,189.88999938964844
2022-12-20,201.16000366210938
2022-12-21,210.0399932861328
2022-12-22,208.33999633789062
2022-12-23,199.0800018310547
2022-12-27,180.1699981689453
2022-12-28,176.5
2022-12-29,178.86000061035156
2022-12-30,179.6199951171875
2023-01-03,178.99000549316406
2023-01-04,177.36000061035156
2023-01-05,173.50999450683594
2023-01-06,180.35000610351562
2023-01-09,183.9499969482422
2023-01-10,189.64999389648438
2023-01-11,186.63999938964844
2023-01-12,188.05999755859375
2023-01-13,192.0
2023-01-17,190.69000244140625
2023-01-18,197.02000427246094
2023-01-19,190.3800048828125
2023-01-20,193.97999572753906
2023-01-23,196.94000244140625
2023-01-24,196.75999450683594
2023-01-25,193.07000732421875
2023-01-26,193.24000549316406
2023-01-27,189.35000610351562
2023-01-30,180.8699951171875
2023-01-31,176.05999755859375
2023-02-01,174.3000030517578
2023-02-02,176.35000610351562
2023-02-03,173.25
2023-02-06,170.27000427246094
2023-02-07,171.05999755859375
2023-02-08,164.33999633789062
2023-02-09,164.47999572753906
2023-02-10,169.27999877929688
2023-02-13,171.47999572753906
2023-02-14,175.6199951171875
2023-02-15,177.27999877929688
2023-02-16,172.30999755859375
2023-02-17,166.60000610351562
2023-02-21,160.08999633789062
2023-02-22,158.1699981689453
2023-02-23,147.57000732421875
2023-02-24,139.25999450683594
2023-02-27,138.27000427246094
2023-02-28,138.80999755859375
2023-03-01,135.66000366210938
2023-03-02,137.86000061035156
2023-03-03,143.1999969482422
2023-03-06,144.02999877929688
2023-03-07,141.0500030517578
2023-03-08,142.0800018310547
2023-03-09,137.36000061035156
2023-03-10,138.2899932861328
2023-03-13,147.89999389648438
2023-03-14,151.27999877929688
2023-03-15,149.60000610351562
2023-03-16,151.77999877929688
2023-03-17,150.02000427246094
2023-03-20,154.52000427246094
2023-03-21,152.10000610351562
2023-03-22,148.17999267578125
2023-03-23,149.4199981689453
2023-03-24,150.8800048828125
2023-03-27,148.35000610351562
2023-03-28,146.9199981689453
2023-03-29,148.8000030517578
2023-03-30,147.44000244140625
2023-03-31,153.5800018310547
2023-04-03,159.47999572753906
2023-04-04,156.52000427246094
2023-04-05,154.61000061035156
2023-04-06,158.27000427246094
2023-04-10,160.14999389648438
2023-04-11,155.25
2023-04-12,155.55999755859375
2023-04-13,160.52999877929688
2023-04-14,157.10000610351562
2023-04-17,143.97000122070312
2023-04-18,142.6300048828125
2023-04-19,142.82000732421875
2023-04-20,141.13999938964844
2023-04-21,140.85000610351562
2023-04-24,138.13999938964844
2023-04-25,134.89999389648438
2023-04-26,130.72000122070312
2023-04-27,130.07000732421875
2023-04-28,132.88999938964844
2023-05-01,133.39999389648438
2023-05-02,131.39999389648438
2023-05-03,130.13999938964844
2023-05-04,134.3300018310547
2023-05-05,137.0399932861328
2023-05-08,131.75
2023-05-09,133.77000427246094
2023-05-10,130.8300018310547
2023-05-11,128.41000366210938
2023-05-12,129.3000030517578
2023-05-15,130.25999450683594
2023-05-16,125.11000061035156
2023-05-17,125.56999969482422
2023-05-18,125.33000183105469
2023-05-19,126.23999786376953
2023-05-22,126.73999786376953
2023-05-23,137.75
2023-05-24,131.58999633789062
2023-05-25,126.47000122070312
2023-05-26,126.23999786376953
2023-05-30,128.88999938964844
2023-05-31,127.70999908447266
2023-06-01,128.52000427246094
2023-06-02,130.50999450683594
2023-06-05,128.89999389648438
2023-06-06,126.9000015258789
2023-06-07,125.61000061035156
2023-06-08,124.94000244140625
2023-06-09,123.26000213623047
2023-06-12,123.5199966430664
2023-06-13,127.9800033569336
2023-06-14,126.05000305175781
2023-06-15,129.97999572753906
2023-06-16,128.72999572753906
2023-06-20,124.2300033569336
2023-06-21,121.06999969482422
2023-06-22,120.4800033569336
2023-06-23,118.5
2023-06-26,120.41000366210938
2023-06-27,120.66999816894531
2023-06-28,123.0
2023-06-29,122.11000061035156
2023-06-30,121.5
2023-07-03,121.7300033569336
2023-07-05,123.54000091552734
2023-07-06,118.29000091552734
2023-07-07,118.87000274658203
2023-07-10,123.08999633789062
2023-07-11,122.12999725341797
2023-07-12,125.91999816894531
2023-07-13,126.61000061035156
2023-07-14,121.3499984741211
2023-07-17,122.5999984741211
2023-07-18,122.61000061035156
2023-07-19,125.16999816894531
2023-07-20,124.7699966430664
2023-07-21,126.43000030517578
2023-07-24,123.01000213623047
2023-07-25,121.87000274658203
2023-07-26,120.6500015258789
2023-07-27,118.51000213623047
2023-07-28,118.66000366210938
2023-07-31,117.66000366210938
2023-08-01,113.94000244140625
2023-08-02,110.22000122070312
2023-08-03,109.94999694824219
2023-08-04,108.19000244140625
2023-08-07,101.19999694824219
2023-08-08,99.73999786376953
2023-08-09,101.81999969482422
2023-08-10,100.27999877929688
2023-08-11,101.48999786376953
2023-08-14,100.0
2023-08-15,96.41000366210938
2023-08-16,98.91999816894531
2023-08-17,106.23999786376953
2023-08-18,101.62000274658203
2023-08-21,111.08000183105469
2023-08-22,116.23999786376953
2023-08-23,115.45999908447266
2023-08-24,112.6500015258789
2023-08-25,111.93000030517578
2023-08-28,113.83000183105469
2023-08-29,115.98999786376953
2023-08-30,116.62000274658203
2023-08-31,113.06999969482422
2023-09-01,112.55999755859375
2023-09-05,109.36000061035156
2023-09-06,108.23999786376953
2023-09-07,108.3499984741211
2023-09-08,107.63999938964844
2023-09-11,105.80000305175781
2023-09-12,105.23999786376953
2023-09-13,108.58999633789062
2023-09-14,112.80999755859375
2023-09-15,114.58999633789062
2023-09-18,104.13999938964844
2023-09-19,106.73999786376953
2023-09-20,103.52999877929688
2023-09-21,100.2300033569336
2023-09-22,99.98999786376953
2023-09-25,98.16999816894531
2023-09-26,98.12000274658203
2023-09-27,99.44000244140625
2023-09-28,100.2699966430664
2023-09-29,103.29000091552734
2023-10-02,103.30999755859375
2023-10-03,103.08000183105469
2023-10-04,104.26000213623047
2023-10-05,102.97000122070312
2023-10-06,103.87999725341797
2023-10-09,101.83999633789062
2023-10-10,104.43000030517578
2023-10-11,102.76000213623047
2023-10-12,100.77999877929688
2023-10-13,98.30000305175781
2023-10-16,91.94000244140625
2023-10-17,86.33000183105469
2023-10-18,86.01000213623047
2023-10-19,82.37000274658203
2023-10-20,80.4000015258789
2023-10-23,78.63999938964844
2023-10-24,79.76000213623047
2023-10-25,76.76000213623047
2023-10-26,75.9800033569336
2023-10-27,71.91000366210938
2023-10-30,74.06999969482422
2023-10-31,75.95999908447266
2023-11-01,76.19999694824219
2023-11-02,71.2300033569336
2023-11-03,77.52999877929688
2023-11-06,72.06999969482422
2023-11-07,73.66000366210938
2023-11-08,71.33999633789062
2023-11-09,69.51000213623047
2023-11-10,70.05000305175781
2023-11-13,70.20999908447266
2023-11-14,74.0999984741211
2023-11-15,76.3499984741211
2023-11-16,76.55000305175781
2023-11-17,76.44000244140625
2023-11-20,78.95999908447266
2023-11-21,77.13999938964844
2023-11-22,78.16999816894531
2023-11-24,78.5199966430664
2023-11-27,77.72000122070312
2023-11-28,78.18000030517578
2023-11-29,79.01000213623047
2023-11-30,77.69999694824219
2023-12-01,79.83000183105469
2023-12-04,79.87000274658203
2023-12-05,78.27999877929688
2023-12-06,80.5999984741211
2023-12-07,79.94999694824219
2023-12-08,80.31999969482422
2023-12-11,82.0
2023-12-12,78.04000091552734
2023-12-13,78.5999984741211
2023-12-14,85.87000274658203
2023-12-15,86.01000213623047
2023-12-18,85.41999816894531
2023-12-19,89.08999633789062
2023-12-20,86.19000244140625
2023-12-21,91.16000366210938
2023-12-22,94.88999938964844
2023-12-26,97.33000183105469
2023-12-27,100.7300033569336
2023-12-28,98.79000091552734
2023-12-29,99.44999694824219
2024-01-02,112.5
2024-01-03,108.58000183105469
2024-01-04,108.66000366210938
2024-01-05,111.12000274658203
2024-01-08,115.44000244140625
2024-01-09,110.18000030517578
2024-01-10,109.45999908447266
2024-01-11,106.79499816894531
2024-01-12,105.94999694824219
2024-01-16,102.16000366210938
2024-01-17,100.3499984741211
2024-01-18,99.06999969482422
2024-01-19,99.69999694824219
2024-01-22,99.69999694824219
2024-01-23,101.91999816894531
2024-01-24,101.11000061035156
2024-01-25,102.80999755859375
2024-01-26,101.80999755859375
2024-01-29,104.83999633789062
2024-01-30,102.47000122070312
2024-01-31,101.05000305175781
2024-02-01,99.0199966430664
2024-02-02,97.5
2024-02-05,95.48999786376953
2024-02-06,100.02999877929688
2024-02-07,99.30000305175781
2024-02-08,93.66000366210938
2024-02-09,87.41000366210938
2024-02-12,89.0
2024-02-13,85.37000274658203
2024-02-14,85.94999694824219
2024-02-15,91.13999938964844
2024-02-16,88.37000274658203
2024-02-20,86.98999786376953
2024-02-21,87.58999633789062
2024-02-22,99.44000244140625
2024-02-23,96.45999908447266
2024-02-26,94.0199966430664
2024-02-27,96.19999694824219
2024-02-28,97.4800033569336
2024-02-29,92.23999786376953
2024-03-01,95.05999755859375
2024-03-04,96.0
2024-03-05,95.55999755859375
2024-03-06,98.0999984741211
2024-03-07,99.4800033569336
2024-03-08,103.02999877929688
2024-03-11,111.9800033569336
2024-03-12,110.43000030517578
2024-03-13,106.51000213623047
2024-03-14,103.45999908447266
2024-03-15,103.8499984741211
2024-03-18,104.26000213623047
2024-03-19,105.11000061035156
2024-03-20,103.08000183105469
2024-03-21,104.08999633789062
2024-03-22,105.43000030517578
2024-03-25,110.37999725341797
2024-03-26,107.41000366210938
2024-03-27,110.58999633789062
2024-03-28,106.55999755859375
2024-04-01,105.5999984741211
2024-04-02,103.61000061035156
2024-04-03,101.20999908447266
2024-04-04,102.2699966430664
2024-04-05,102.87999725341797
2024-04-08,105.08999633789062
2024-04-09,111.5999984741211
2024-04-10,107.13999938964844
2024-04-11,107.01000213623047
2024-04-12,105.13999938964844
2024-04-15,103.86000061035156
2024-04-16,103.79000091552734
2024-04-17,103.44000244140625
2024-04-18,102.0
2024-04-19,101.41000366210938
2024-04-22,104.45999908447266
2024-04-23,107.88999938964844
2024-04-24,108.8499984741211
2024-04-25,106.18000030517578
2024-04-26,107.97000122070312
2024-04-29,111.62000274658203
2024-04-30,110.30999755859375
2024-05-01,111.45999908447266
2024-05-02,125.58999633789062
2024-05-03,125.0
2024-05-06,122.12999725341797
2024-05-07,121.06999969482422
2024-05-08,121.88999938964844
2024-05-09,122.69000244140625
2024-05-10,117.30999755859375
2024-05-13,125.66999816894531
2024-05-14,128.32000732421875
2024-05-15,129.05999755859375
2024-05-16,132.67999267578125
2024-05-17,132.89999389648438
2024-05-20,141.00999450683594
2024-05-21,143.69000244140625
2024-05-22,163.3300018310547
2024-05-23,164.00999450683594
2024-05-24,166.61000061035156
2024-05-28,153.1999969482422
2024-05-29,147.9199981689453
2024-05-30,151.49000549316406
2024-05-31,142.5500030517578
2024-06-03,147.82000732421875
2024-06-04,145.33999633789062
2024-06-05,154.83999633789062
2024-06-06,154.69000244140625
2024-06-07,151.00999450683594
2024-06-10,148.58999633789062
2024-06-11,148.38999938964844
2024-06-12,147.72000122070312
2024-06-13,145.22999572753906
2024-06-14,140.02999877929688
2024-06-17,137.89999389648438
2024-06-18,133.27000427246094
2024-06-20,134.39999389648438
2024-06-21,133.39999389648438
2024-06-24,137.0
2024-06-25,137.60000610351562
2024-06-26,122.44999694824219
2024-06-27,121.18000030517578
2024-06-28,118.75
2024-07-01,115.94999694824219
2024-07-02,117.06999969482422
2024-07-03,115.94999694824219
2024-07-05,118.31999969482422
2024-07-08,116.44999694824219
2024-07-09,116.06999969482422
2024-07-10,117.44000244140625
2024-07-11,122.81999969482422
2024-07-12,121.45999908447266
2024-07-15,121.4800033569336
2024-07-16,125.13999938964844
2024-07-17,124.05500030517578
2024-07-18,121.31999969482422
2024-07-19,121.13999938964844
2024-07-22,122.5
2024-07-23,121.25
2024-07-24,118.19000244140625
2024-07-25,120.4000015258789
2024-07-26,122.11000061035156
2024-07-29,122.16999816894531
2024-07-30,118.83999633789062
2024-07-31,119.22000122070312
2024-08-01,94.16999816894531
2024-08-02,86.58000183105469
2024-08-05,83.75
2024-08-06,82.30000305175781
2024-08-07,81.55000305175781
2024-08-08,84.31999969482422
2024-08-09,84.93000030517578
2024-08-12,81.29000091552734
2024-08-13,82.9000015258789
2024-08-14,82.25
2024-08-15,86.62000274658203
2024-08-16,86.83999633789062
2024-08-19,89.95999908447266
2024-08-20,86.94000244140625
2024-08-21,86.6500015258789
2024-08-22,81.04000091552734
2024-08-23,82.44000244140625
2024-08-26,81.66000366210938
2024-08-27,78.9800033569336
2024-08-28,78.36000061035156
2024-08-29,77.58999633789062
2024-08-30,77.4000015258789
2024-09-03,72.94000244140625
2024-09-04,72.48999786376953
2024-09-05,73.44000244140625
2024-09-06,72.88999938964844
2024-09-09,76.61000061035156
2024-09-10,79.27999877929688
2024-09-11,79.51000213623047
2024-09-12,69.68000030517578
2024-09-13,68.27999877929688
2024-09-16,69.16999816894531
2024-09-17,71.98999786376953
2024-09-18,69.86000061035156
2024-09-19,68.0199966430664
2024-09-20,65.69000244140625
2024-09-23,64.13999938964844
2024-09-24,63.939998626708984
2024-09-25,63.63999938964844
2024-09-26,63.93000030517578
2024-09-27,65.75
2024-09-30,66.83000183105469
2024-10-01,63.93000030517578
2024-10-02,63.15999984741211
2024-10-03,61.06999969482422
2024-10-04,60.20000076293945
2024-10-07,58.720001220703125
2024-10-08,58.38999938964844
2024-10-09,58.86000061035156
2024-10-10,56.83000183105469
2024-10-11,58.290000915527344
2024-10-14,57.72999954223633
2024-10-15,57.310001373291016
2024-10-16,57.459999084472656
2024-10-17,54.81999969482422
2024-10-18,54.099998474121094
2024-10-21,53.79999923706055
2024-10-22,53.400001525878906
2024-10-23,53.38999938964844
2024-10-24,52.79999923706055
2024-10-25,53.09000015258789
2024-10-28,54.79999923706055
2024-10-29,55.220001220703125
2024-10-30,54.720001220703125
2024-10-31,54.36000061035156
2024-11-01,54.630001068115234
2024-11-04,53.540000915527344
2024-11-05,53.290000915527344
2024-11-06,51.810001373291016
2024-11-07,50.279998779296875
2024-11-08,46.83000183105469
2024-11-11,42.75
2024-11-12,43.470001220703125
2024-11-13,42.13999938964844
2024-11-14,39.77000045776367
2024-11-15,36.849998474121094
2024-11-18,39.5099983215332
2024-11-19,37.290000915527344
2024-11-20,36.939998626708984
2024-11-21,38.25
2024-11-22,41.11000061035156
2024-11-25,43.65999984741211
2024-11-26,42.04999923706055
2024-11-27,43.38999938964844
2024-11-29,43.060001373291016
2024-12-02,44.2599983215332
2024-12-03,42.58000183105469
2024-12-04,41.630001068115234
2024-12-05,42.939998626708984
2024-12-06,44.439998626708984
2024-12-09,45.650001525878906
2024-12-10,41.5099983215332
2024-12-11,42.86000061035156
2024-12-12,42.81999969482422
2024-12-13,41.83000183105469
2024-12-16,41.84000015258789
2024-12-17,40.7599983215332
2024-12-18,38.36000061035156
2024-12-19,39.560001373291016
2024-12-20,39.38999938964844
2024-12-23,39.59000015258789
2024-12-24,40.27000045776367
2024-12-26,40.43000030517578
2024-12-27,40.130001068115234
2024-12-30,39.380001068115234
2024-12-31,41.58000183105469
2025-01-02,42.0
2025-01-03,42.18000030517578
2025-01-06,42.56999969482422
2025-01-07,47.529998779296875
2025-01-08,43.16999816894531
2025-01-10,42.25
2025-01-13,35.150001525878906
2025-01-14,34.459999084472656
2025-01-15,34.77000045776367
2025-01-16,33.7599983215332
2025-01-17,34.060001373291016
2025-01-21,35.88999938964844
2025-01-22,38.5
2025-01-23,42.38999938964844
2025-01-24,41.40999984741211
2025-01-27,41.650001525878906
2025-01-28,44.939998626708984
2025-01-29,40.720001220703125
2025-01-30,41.040000915527344
2025-01-31,39.41999816894531
2025-02-03,36.54999923706055
2025-02-04,34.16999816894531
2025-02-05,34.97999954223633
2025-02-06,33.61000061035156
2025-02-07,32.599998474121094
2025-02-10,31.8700008392334
2025-02-11,30.93000030517578
2025-02-12,30.53499984741211
2025-02-13,31.920000076293945
2025-02-14,32.9900016784668
2025-02-18,35.75
2025-02-19,35.900001525878906
2025-02-20,33.72999954223633
2025-02-21,35.529998779296875
2025-02-24,33.900001525878906
2025-02-25,33.279998779296875
2025-02-26,33.58000183105469
2025-02-27,31.09000015258789
2025-02-28,30.959999084472656
2025-03-03,30.270000457763672
2025-03-04,30.3700008392334
2025-03-05,35.209999084472656
2025-03-06,34.29999923706055
2025-03-07,35.61000061035156
2025-03-10,35.959999084472656
2025-03-11,33.7599983215332
2025-03-12,35.0099983215332
2025-03-13,34.29999923706055
2025-03-14,34.619998931884766
2025-03-17,34.709999084472656
2025-03-18,33.810001373291016
2025-03-19,33.31999969482422
2025-03-20,32.45000076293945
2025-03-21,32.65999984741211
2025-03-24,34.16999816894531
2025-03-25,33.849998474121094
2025-03-26,31.479999542236328
2025-03-27,32.119998931884766
2025-03-28,31.1200008392334
2025-03-31,28.350000381469727
2025-04-01,27.15999984741211
2025-04-02,27.719999313354492
2025-04-03,25.729999542236328
2025-04-04,25.110000610351562
2025-04-07,25.639999389648438
