Date,URI
2015-07-01,83.5999984741211
2015-07-02,84.27999877929688
2015-07-06,83.25
2015-07-07,83.30999755859375
2015-07-08,80.05000305175781
2015-07-09,81.37000274658203
2015-07-10,81.38999938964844
2015-07-13,82.01000213623047
2015-07-14,82.31999969482422
2015-07-15,80.12999725341797
2015-07-16,81.77999877929688
2015-07-17,81.26000213623047
2015-07-20,79.19999694824219
2015-07-21,78.7699966430664
2015-07-22,77.62999725341797
2015-07-23,66.9800033569336
2015-07-24,64.72000122070312
2015-07-27,65.16000366210938
2015-07-28,66.93000030517578
2015-07-29,66.87999725341797
2015-07-30,66.54000091552734
2015-07-31,66.98999786376953
2015-08-03,65.27999877929688
2015-08-04,65.5
2015-08-05,65.47000122070312
2015-08-06,65.66000366210938
2015-08-07,63.810001373291016
2015-08-10,66.70999908447266
2015-08-11,65.83999633789062
2015-08-12,66.2699966430664
2015-08-13,64.30999755859375
2015-08-14,65.33000183105469
2015-08-17,65.58000183105469
2015-08-18,65.51000213623047
2015-08-19,65.55999755859375
2015-08-20,64.55000305175781
2015-08-21,61.65999984741211
2015-08-24,60.91999816894531
2015-08-25,60.83000183105469
2015-08-26,63.5099983215332
2015-08-27,68.30000305175781
2015-08-28,67.05999755859375
2015-08-31,69.33000183105469
2015-09-01,65.33999633789062
2015-09-02,67.36000061035156
2015-09-03,67.83000183105469
2015-09-04,66.08000183105469
2015-09-08,67.98999786376953
2015-09-09,69.22000122070312
2015-09-10,68.9800033569336
2015-09-11,69.44999694824219
2015-09-14,67.62999725341797
2015-09-15,69.83000183105469
2015-09-16,72.27999877929688
2015-09-17,69.5999984741211
2015-09-18,67.12999725341797
2015-09-21,67.61000061035156
2015-09-22,66.69999694824219
2015-09-23,63.29999923706055
2015-09-24,61.810001373291016
2015-09-25,62.79999923706055
2015-09-28,59.47999954223633
2015-09-29,59.939998626708984
2015-09-30,60.04999923706055
2015-10-01,59.84000015258789
2015-10-02,59.650001525878906
2015-10-05,64.41000366210938
2015-10-06,65.7300033569336
2015-10-07,67.9000015258789
2015-10-08,70.52999877929688
2015-10-09,70.76000213623047
2015-10-12,69.5199966430664
2015-10-13,70.01000213623047
2015-10-14,70.19999694824219
2015-10-15,69.2699966430664
2015-10-16,66.88999938964844
2015-10-19,65.38999938964844
2015-10-20,66.20999908447266
2015-10-21,67.19999694824219
2015-10-22,73.9000015258789
2015-10-23,73.95999908447266
2015-10-26,73.8499984741211
2015-10-27,71.9800033569336
2015-10-28,74.69000244140625
2015-10-29,74.26000213623047
2015-10-30,74.86000061035156
2015-11-02,76.04000091552734
2015-11-03,76.97000122070312
2015-11-04,76.55999755859375
2015-11-05,78.33999633789062
2015-11-06,79.83999633789062
2015-11-09,77.5
2015-11-10,77.72000122070312
