Date,IEX
2019-07-01,173.3699951171875
2019-07-02,172.4499969482422
2019-07-03,173.07000732421875
2019-07-05,171.72999572753906
2019-07-08,170.63999938964844
2019-07-09,169.97999572753906
2019-07-10,169.00999450683594
2019-07-11,169.13999938964844
2019-07-12,170.8300018310547
2019-07-15,169.17999267578125
2019-07-16,168.36000061035156
2019-07-17,165.75
2019-07-18,164.89999389648438
2019-07-19,164.4600067138672
2019-07-22,164.75
2019-07-23,166.94000244140625
2019-07-24,166.64999389648438
2019-07-25,165.22999572753906
2019-07-26,168.80999755859375
2019-07-29,167.44000244140625
2019-07-30,169.75999450683594
2019-07-31,168.22000122070312
2019-08-01,168.11000061035156
2019-08-02,161.5800018310547
2019-08-05,155.92999267578125
2019-08-06,159.5800018310547
2019-08-07,158.1199951171875
2019-08-08,162.1199951171875
2019-08-09,162.02999877929688
2019-08-12,162.19000244140625
2019-08-13,164.6699981689453
2019-08-14,160.86000061035156
2019-08-15,161.77000427246094
2019-08-16,164.0
2019-08-19,165.5500030517578
2019-08-20,164.77000427246094
2019-08-21,165.86000061035156
2019-08-22,164.86000061035156
2019-08-23,160.5500030517578
2019-08-26,160.6999969482422
2019-08-27,162.61000061035156
2019-08-28,162.8300018310547
2019-08-29,165.32000732421875
2019-08-30,164.7100067138672
2019-09-03,161.25999450683594
2019-09-04,162.9600067138672
2019-09-05,168.7100067138672
2019-09-06,168.85000610351562
2019-09-09,167.92999267578125
2019-09-10,166.22999572753906
2019-09-11,167.67999267578125
2019-09-12,169.50999450683594
2019-09-13,170.8800048828125
2019-09-16,171.52999877929688
2019-09-17,171.4199981689453
2019-09-18,170.41000366210938
2019-09-19,166.6699981689453
2019-09-20,164.33999633789062
2019-09-23,163.60000610351562
2019-09-24,162.3699951171875
2019-09-25,164.1699981689453
2019-09-26,163.85000610351562
2019-09-27,164.5399932861328
2019-09-30,163.8800048828125
2019-10-01,159.52999877929688
2019-10-02,156.75
2019-10-03,157.50999450683594
2019-10-04,158.5399932861328
2019-10-07,156.13999938964844
2019-10-08,152.30999755859375
2019-10-09,153.8699951171875
2019-10-10,156.07000732421875
2019-10-11,159.44000244140625
2019-10-14,157.30999755859375
2019-10-15,158.52000427246094
2019-10-16,157.39999389648438
2019-10-17,159.61000061035156
2019-10-18,160.33999633789062
2019-10-21,159.33999633789062
2019-10-22,159.13999938964844
2019-10-23,158.97999572753906
2019-10-24,157.8300018310547
2019-10-25,158.72000122070312
2019-10-28,159.36000061035156
2019-10-29,162.27999877929688
2019-10-30,156.24000549316406
2019-10-31,155.52999877929688
2019-11-01,159.0399932861328
2019-11-04,160.1999969482422
2019-11-05,160.5399932861328
2019-11-06,159.66000366210938
2019-11-07,160.3800048828125
2019-11-08,159.6199951171875
2019-11-11,160.8000030517578
2019-11-12,161.5
2019-11-13,161.67999267578125
2019-11-14,161.74000549316406
2019-11-15,162.05999755859375
2019-11-18,161.17999267578125
2019-11-19,162.55999755859375
2019-11-20,162.00999450683594
2019-11-21,160.94000244140625
2019-11-22,160.49000549316406
2019-11-25,160.92999267578125
2019-11-26,161.8800048828125
2019-11-27,163.30999755859375
2019-11-29,162.74000549316406
2019-12-02,160.19000244140625
2019-12-03,157.8300018310547
2019-12-04,157.36000061035156
2019-12-05,160.27000427246094
2019-12-06,163.22999572753906
2019-12-09,162.82000732421875
2019-12-10,163.1300048828125
2019-12-11,163.97000122070312
2019-12-12,166.86000061035156
2019-12-13,167.3699951171875
2019-12-16,167.1999969482422
2019-12-17,169.19000244140625
2019-12-18,169.0
2019-12-19,168.0
2019-12-20,171.3699951171875
2019-12-23,173.36000061035156
2019-12-24,171.88999938964844
2019-12-26,172.72999572753906
2019-12-27,172.6199951171875
2019-12-30,172.3300018310547
2019-12-31,172.0
2020-01-02,173.3000030517578
2020-01-03,172.75999450683594
2020-01-06,172.94000244140625
2020-01-07,170.80999755859375
2020-01-08,172.17999267578125
2020-01-09,173.88999938964844
2020-01-10,172.07000732421875
2020-01-13,173.33999633789062
2020-01-14,172.4600067138672
2020-01-15,173.1199951171875
2020-01-16,175.6699981689453
2020-01-17,175.85000610351562
2020-01-21,174.86000061035156
2020-01-22,173.0
2020-01-23,173.74000549316406
2020-01-24,172.13999938964844
2020-01-27,169.77999877929688
2020-01-28,171.27999877929688
2020-01-29,172.13999938964844
2020-01-30,165.9199981689453
2020-01-31,163.85000610351562
2020-02-03,165.05999755859375
2020-02-04,169.08999633789062
2020-02-05,170.4199981689453
2020-02-06,171.19000244140625
2020-02-07,171.35000610351562
2020-02-10,174.47000122070312
2020-02-11,176.0500030517578
2020-02-12,176.80999755859375
2020-02-13,174.69000244140625
2020-02-14,174.7899932861328
2020-02-18,174.9499969482422
2020-02-19,173.5399932861328
2020-02-20,173.5800018310547
2020-02-21,173.35000610351562
2020-02-24,169.44000244140625
2020-02-25,162.83999633789062
2020-02-26,159.30999755859375
2020-02-27,152.14999389648438
2020-02-28,148.0
2020-03-02,153.0399932861328
2020-03-03,149.4199981689453
2020-03-04,153.89999389648438
2020-03-05,148.2100067138672
2020-03-06,146.24000549316406
2020-03-09,135.69000244140625
2020-03-10,144.4499969482422
2020-03-11,134.8699951171875
2020-03-12,123.13999938964844
2020-03-13,130.85000610351562
2020-03-16,115.69999694824219
2020-03-17,125.95999908447266
2020-03-18,114.0
2020-03-19,123.36000061035156
2020-03-20,116.4800033569336
2020-03-23,114.6500015258789
2020-03-24,119.98999786376953
2020-03-25,119.36000061035156
2020-03-26,125.80999755859375
2020-03-27,131.17999267578125
2020-03-30,136.8800048828125
2020-03-31,138.11000061035156
2020-04-01,133.1999969482422
2020-04-02,136.3800048828125
2020-04-03,138.50999450683594
2020-04-06,143.9600067138672
2020-04-07,146.08999633789062
2020-04-08,151.0
2020-04-09,151.52000427246094
2020-04-13,146.6300048828125
2020-04-14,150.22000122070312
2020-04-15,145.39999389648438
2020-04-16,146.8300018310547
2020-04-17,152.72999572753906
2020-04-20,151.5800018310547
2020-04-21,148.6300048828125
2020-04-22,151.66000366210938
2020-04-23,152.36000061035156
2020-04-24,152.72000122070312
2020-04-27,156.2899932861328
2020-04-28,157.77999877929688
2020-04-29,157.8800048828125
2020-04-30,153.6300048828125
2020-05-01,151.2899932861328
2020-05-04,150.6300048828125
2020-05-05,151.77999877929688
2020-05-06,151.6999969482422
2020-05-07,153.39999389648438
2020-05-08,154.6999969482422
2020-05-11,153.55999755859375
2020-05-12,148.07000732421875
2020-05-13,146.8000030517578
2020-05-14,149.02999877929688
2020-05-15,148.4199981689453
