Date,ESS
2015-07-01,216.7100067138672
2015-07-02,218.30999755859375
2015-07-06,219.66000366210938
2015-07-07,222.33999633789062
2015-07-08,221.66000366210938
2015-07-09,221.00999450683594
2015-07-10,221.82000732421875
2015-07-13,220.82000732421875
2015-07-14,221.8699951171875
2015-07-15,222.6199951171875
2015-07-16,223.77000427246094
2015-07-17,222.99000549316406
2015-07-20,224.82000732421875
2015-07-21,223.5500030517578
2015-07-22,224.27000427246094
2015-07-23,222.3699951171875
2015-07-24,223.80999755859375
2015-07-27,224.30999755859375
2015-07-28,222.32000732421875
2015-07-29,222.5500030517578
2015-07-30,223.77999877929688
2015-07-31,224.91000366210938
2015-08-03,226.5500030517578
2015-08-04,225.30999755859375
2015-08-05,224.4199981689453
2015-08-06,226.07000732421875
2015-08-07,227.0
2015-08-10,227.1199951171875
2015-08-11,228.14999389648438
2015-08-12,228.3300018310547
2015-08-13,227.92999267578125
2015-08-14,228.5500030517578
2015-08-17,231.11000061035156
2015-08-18,231.92999267578125
2015-08-19,228.27000427246094
2015-08-20,227.61000061035156
2015-08-21,222.9499969482422
2015-08-24,211.86000061035156
2015-08-25,209.5
2015-08-26,215.1199951171875
2015-08-27,220.25
2015-08-28,220.66000366210938
2015-08-31,214.6199951171875
2015-09-01,210.17999267578125
2015-09-02,211.82000732421875
2015-09-03,212.16000366210938
2015-09-04,207.1699981689453
2015-09-08,210.4600067138672
2015-09-09,207.64999389648438
2015-09-10,208.5800018310547
2015-09-11,214.52999877929688
2015-09-14,212.50999450683594
2015-09-15,215.36000061035156
2015-09-16,217.74000549316406
2015-09-17,219.55999755859375
2015-09-18,219.47999572753906
2015-09-21,221.6300048828125
2015-09-22,219.52000427246094
2015-09-23,220.9499969482422
2015-09-24,217.88999938964844
2015-09-25,218.47999572753906
2015-09-28,214.85000610351562
2015-09-29,219.4199981689453
2015-09-30,223.4199981689453
2015-10-01,225.67999267578125
2015-10-02,227.6300048828125
2015-10-05,228.4499969482422
2015-10-06,226.72999572753906
2015-10-07,229.02000427246094
2015-10-08,229.57000732421875
2015-10-09,228.55999755859375
2015-10-12,230.47000122070312
2015-10-13,228.97000122070312
2015-10-14,226.25999450683594
2015-10-15,231.02999877929688
2015-10-16,233.3699951171875
2015-10-19,237.5500030517578
2015-10-20,237.2100067138672
2015-10-21,234.2899932861328
2015-10-22,231.99000549316406
2015-10-23,230.25
2015-10-26,229.66000366210938
2015-10-27,227.3000030517578
2015-10-28,223.19000244140625
2015-10-29,226.25
2015-10-30,220.44000244140625
2015-11-02,226.02000427246094
2015-11-03,223.1300048828125
2015-11-04,221.83999633789062
2015-11-05,223.5800018310547
2015-11-06,218.74000549316406
2015-11-09,216.19000244140625
2015-11-10,218.25999450683594
2015-11-11,220.66000366210938
2015-11-12,218.8699951171875
2015-11-13,217.75
2015-11-16,220.8000030517578
2015-11-17,222.25
2015-11-18,223.6199951171875
2015-11-19,225.97000122070312
2015-11-20,228.25
2015-11-23,230.0500030517578
2015-11-24,227.85000610351562
2015-11-25,230.60000610351562
2015-11-27,233.8300018310547
2015-11-30,230.7899932861328
2015-12-01,235.36000061035156
2015-12-02,228.9199981689453
2015-12-03,227.61000061035156
2015-12-04,233.3800048828125
2015-12-07,232.55999755859375
2015-12-08,231.9499969482422
2015-12-09,230.22000122070312
2015-12-10,229.42999267578125
2015-12-11,230.80999755859375
2015-12-14,232.86000061035156
2015-12-15,235.0
2015-12-16,240.17999267578125
2015-12-17,238.6300048828125
2015-12-18,235.47000122070312
2015-12-21,235.10000610351562
2015-12-22,234.3800048828125
2015-12-23,238.14999389648438
2015-12-24,238.3699951171875
2015-12-28,240.8300018310547
2015-12-29,244.2899932861328
2015-12-30,243.27000427246094
2015-12-31,239.41000366210938
2016-01-04,237.32000732421875
2016-01-05,240.0399932861328
2016-01-06,238.0500030517578
2016-01-07,235.6999969482422
2016-01-08,233.6699981689453
2016-01-11,235.69000244140625
2016-01-12,234.77999877929688
2016-01-13,233.77999877929688
2016-01-14,230.8300018310547
2016-01-15,230.14999389648438
2016-01-19,232.3300018310547
2016-01-20,224.47999572753906
2016-01-21,221.0
2016-01-22,224.85000610351562
2016-01-25,223.11000061035156
2016-01-26,226.32000732421875
2016-01-27,220.44000244140625
2016-01-28,210.77999877929688
2016-01-29,213.11000061035156
2016-02-01,214.22999572753906
2016-02-02,208.32000732421875
2016-02-03,210.3800048828125
2016-02-04,210.9199981689453
2016-02-05,202.5
2016-02-08,198.1699981689453
2016-02-09,193.49000549316406
2016-02-10,196.7899932861328
2016-02-11,192.25999450683594
2016-02-12,195.5399932861328
2016-02-16,198.6300048828125
2016-02-17,201.57000732421875
2016-02-18,202.02999877929688
2016-02-19,207.1199951171875
2016-02-22,209.52999877929688
2016-02-23,209.1699981689453
2016-02-24,207.4199981689453
2016-02-25,211.0
2016-02-26,209.97999572753906
2016-02-29,209.27999877929688
2016-03-01,216.58999633789062
2016-03-02,218.0
2016-03-03,221.0500030517578
2016-03-04,222.49000549316406
2016-03-07,223.1699981689453
2016-03-08,221.92999267578125
2016-03-09,222.24000549316406
2016-03-10,220.6699981689453
2016-03-11,224.42999267578125
2016-03-14,221.11000061035156
2016-03-15,221.32000732421875
2016-03-16,222.02000427246094
2016-03-17,226.3800048828125
2016-03-18,226.07000732421875
2016-03-21,226.25
2016-03-22,228.47999572753906
2016-03-23,228.50999450683594
2016-03-24,226.2100067138672
2016-03-28,228.27000427246094
2016-03-29,233.6699981689453
2016-03-30,232.35000610351562
2016-03-31,233.86000061035156
2016-04-01,232.82000732421875
2016-04-04,233.7899932861328
2016-04-05,231.86000061035156
2016-04-06,232.39999389648438
2016-04-07,230.60000610351562
2016-04-08,231.42999267578125
2016-04-11,227.13999938964844
2016-04-12,228.64999389648438
2016-04-13,222.9499969482422
2016-04-14,218.88999938964844
2016-04-15,224.8699951171875
2016-04-18,226.44000244140625
2016-04-19,229.27000427246094
2016-04-20,222.80999755859375
2016-04-21,222.3000030517578
2016-04-22,224.50999450683594
2016-04-25,227.4600067138672
2016-04-26,225.42999267578125
2016-04-27,224.64999389648438
2016-04-28,224.3300018310547
2016-04-29,220.4499969482422
2016-05-02,222.92999267578125
2016-05-03,223.52000427246094
2016-05-04,225.91000366210938
2016-05-05,228.8699951171875
2016-05-06,232.16000366210938
2016-05-09,233.50999450683594
2016-05-10,236.11000061035156
2016-05-11,230.60000610351562
2016-05-12,229.92999267578125
2016-05-13,227.75
2016-05-16,229.49000549316406
2016-05-17,224.27999877929688
2016-05-18,223.52000427246094
2016-05-19,221.32000732421875
2016-05-20,222.8300018310547
2016-05-23,222.1699981689453
2016-05-24,223.49000549316406
2016-05-25,226.0
2016-05-26,227.0800018310547
2016-05-27,226.89999389648438
2016-05-31,227.22999572753906
2016-06-01,218.92999267578125
2016-06-02,218.0500030517578
2016-06-03,213.24000549316406
2016-06-06,210.0
