Date,LVS
2019-07-01,61.970001220703125
2019-07-02,62.130001068115234
2019-07-03,62.220001220703125
2019-07-05,61.84000015258789
2019-07-08,62.02000045776367
2019-07-09,62.900001525878906
2019-07-10,62.25
2019-07-11,62.599998474121094
2019-07-12,63.22999954223633
2019-07-15,63.959999084472656
2019-07-16,64.7300033569336
2019-07-17,64.19000244140625
2019-07-18,64.33000183105469
2019-07-19,63.91999816894531
2019-07-22,63.9900016784668
2019-07-23,65.22000122070312
2019-07-24,64.93000030517578
2019-07-25,62.650001525878906
2019-07-26,63.15999984741211
2019-07-29,62.36000061035156
2019-07-30,61.400001525878906
2019-07-31,60.439998626708984
2019-08-01,58.79999923706055
2019-08-02,56.880001068115234
2019-08-05,54.529998779296875
2019-08-06,54.4900016784668
2019-08-07,53.9900016784668
2019-08-08,55.33000183105469
2019-08-09,53.970001220703125
2019-08-12,52.27000045776367
2019-08-13,53.619998931884766
2019-08-14,51.790000915527344
2019-08-15,51.40999984741211
2019-08-16,52.400001525878906
2019-08-19,54.66999816894531
2019-08-20,55.11000061035156
2019-08-21,55.130001068115234
2019-08-22,54.40999984741211
2019-08-23,53.11000061035156
2019-08-26,53.66999816894531
2019-08-27,54.290000915527344
2019-08-28,54.5
2019-08-29,55.13999938964844
2019-08-30,55.470001220703125
2019-09-03,54.279998779296875
2019-09-04,55.06999969482422
2019-09-05,56.130001068115234
2019-09-06,56.189998626708984
2019-09-09,58.08000183105469
2019-09-10,59.0099983215332
2019-09-11,59.29999923706055
2019-09-12,60.150001525878906
2019-09-13,59.34000015258789
2019-09-16,59.63999938964844
2019-09-17,59.11000061035156
2019-09-18,58.380001068115234
2019-09-19,57.58000183105469
2019-09-20,56.33000183105469
2019-09-23,56.189998626708984
2019-09-24,55.66999816894531
2019-09-25,57.08000183105469
2019-09-26,55.880001068115234
2019-09-27,57.11000061035156
2019-09-30,57.7599983215332
2019-10-01,57.209999084472656
2019-10-02,56.5
2019-10-03,55.95000076293945
2019-10-04,56.0
2019-10-07,54.95000076293945
2019-10-08,53.470001220703125
2019-10-09,54.16999816894531
2019-10-10,54.790000915527344
2019-10-11,57.58000183105469
2019-10-14,57.0099983215332
2019-10-15,57.310001373291016
2019-10-16,57.40999984741211
2019-10-17,57.349998474121094
2019-10-18,57.459999084472656
2019-10-21,57.970001220703125
2019-10-22,58.619998931884766
2019-10-23,59.220001220703125
2019-10-24,61.15999984741211
2019-10-25,61.220001220703125
2019-10-28,62.400001525878906
2019-10-29,62.0
2019-10-30,62.540000915527344
2019-10-31,61.84000015258789
2019-11-01,63.04999923706055
2019-11-04,64.05000305175781
2019-11-05,63.72999954223633
2019-11-06,63.150001525878906
2019-11-07,63.810001373291016
2019-11-08,64.08000183105469
2019-11-11,63.13999938964844
2019-11-12,62.47999954223633
2019-11-13,62.15999984741211
2019-11-14,62.38999938964844
2019-11-15,62.66999816894531
2019-11-18,62.13999938964844
2019-11-19,61.90999984741211
2019-11-20,60.689998626708984
2019-11-21,60.349998474121094
2019-11-22,61.29999923706055
2019-11-25,63.40999984741211
2019-11-26,62.97999954223633
2019-11-27,63.41999816894531
2019-11-29,62.75
2019-12-02,62.689998626708984
2019-12-03,61.93000030517578
2019-12-04,62.689998626708984
2019-12-05,63.27000045776367
2019-12-06,64.1500015258789
2019-12-09,64.16999816894531
2019-12-10,64.1500015258789
2019-12-11,65.44000244140625
2019-12-12,68.69999694824219
2019-12-13,69.04000091552734
2019-12-16,68.0999984741211
2019-12-17,68.20999908447266
2019-12-18,68.97000122070312
2019-12-19,69.18000030517578
2019-12-20,68.52999877929688
2019-12-23,69.41999816894531
2019-12-24,69.29000091552734
2019-12-26,69.94000244140625
2019-12-27,69.73999786376953
2019-12-30,69.30000305175781
2019-12-31,69.04000091552734
2020-01-02,70.80000305175781
2020-01-03,69.72000122070312
2020-01-06,70.08999633789062
2020-01-07,70.16000366210938
2020-01-08,70.80000305175781
2020-01-09,71.5199966430664
2020-01-10,70.91000366210938
2020-01-13,72.16000366210938
2020-01-14,73.36000061035156
2020-01-15,72.7699966430664
2020-01-16,73.4000015258789
2020-01-17,74.05999755859375
2020-01-21,70.05999755859375
2020-01-22,69.44999694824219
2020-01-23,69.44999694824219
2020-01-24,67.8499984741211
2020-01-27,63.27000045776367
2020-01-28,64.41000366210938
2020-01-29,64.69999694824219
2020-01-30,66.19999694824219
2020-01-31,65.30999755859375
2020-02-03,66.55999755859375
2020-02-04,67.83999633789062
2020-02-05,67.88999938964844
2020-02-06,69.47000122070312
2020-02-07,66.80000305175781
2020-02-10,68.16000366210938
2020-02-11,68.8499984741211
2020-02-12,71.12999725341797
2020-02-13,69.30999755859375
2020-02-14,68.06999969482422
2020-02-18,68.16000366210938
2020-02-19,69.0999984741211
2020-02-20,67.44000244140625
2020-02-21,65.5999984741211
2020-02-24,62.209999084472656
2020-02-25,60.15999984741211
2020-02-26,59.15999984741211
2020-02-27,58.43000030517578
2020-02-28,58.310001373291016
2020-03-02,58.2599983215332
2020-03-03,55.900001525878906
2020-03-04,57.25
2020-03-05,54.939998626708984
2020-03-06,54.86000061035156
2020-03-09,49.65999984741211
2020-03-10,53.380001068115234
2020-03-11,48.630001068115234
2020-03-12,44.150001525878906
2020-03-13,49.0099983215332
2020-03-16,40.38999938964844
2020-03-17,40.86000061035156
2020-03-18,37.68000030517578
2020-03-19,40.36000061035156
2020-03-20,43.310001373291016
2020-03-23,43.45000076293945
2020-03-24,44.84000015258789
2020-03-25,47.349998474121094
2020-03-26,48.36000061035156
2020-03-27,42.099998474121094
2020-03-30,43.4900016784668
2020-03-31,42.470001220703125
2020-04-01,40.29999923706055
2020-04-02,40.27000045776367
2020-04-03,37.91999816894531
2020-04-06,40.70000076293945
2020-04-07,42.70000076293945
2020-04-08,46.54999923706055
2020-04-09,47.86000061035156
2020-04-13,46.4900016784668
2020-04-14,48.130001068115234
2020-04-15,47.099998474121094
2020-04-16,45.900001525878906
2020-04-17,47.0099983215332
2020-04-20,43.130001068115234
2020-04-21,40.689998626708984
2020-04-22,41.029998779296875
2020-04-23,45.959999084472656
2020-04-24,43.779998779296875
2020-04-27,46.380001068115234
2020-04-28,46.58000183105469
2020-04-29,48.88999938964844
2020-04-30,48.02000045776367
2020-05-01,45.61000061035156
2020-05-04,45.45000076293945
2020-05-05,46.38999938964844
2020-05-06,46.439998626708984
2020-05-07,47.369998931884766
2020-05-08,50.939998626708984
2020-05-11,48.5
2020-05-12,45.959999084472656
2020-05-13,44.41999816894531
2020-05-14,45.68000030517578
2020-05-15,44.7599983215332
2020-05-18,48.38999938964844
2020-05-19,48.25
2020-05-20,50.16999816894531
2020-05-21,48.56999969482422
2020-05-22,46.900001525878906
2020-05-26,49.93000030517578
2020-05-27,50.93000030517578
2020-05-28,48.54999923706055
2020-05-29,47.939998626708984
2020-06-01,49.029998779296875
2020-06-02,47.790000915527344
2020-06-03,51.790000915527344
2020-06-04,52.349998474121094
2020-06-05,52.970001220703125
2020-06-08,55.63999938964844
2020-06-09,53.65999984741211
2020-06-10,51.77000045776367
2020-06-11,49.09000015258789
2020-06-12,49.869998931884766
2020-06-15,49.060001373291016
2020-06-16,49.400001525878906
2020-06-17,48.900001525878906
2020-06-18,48.20000076293945
2020-06-19,47.189998626708984
2020-06-22,46.290000915527344
2020-06-23,46.880001068115234
2020-06-24,44.939998626708984
2020-06-25,44.9900016784668
2020-06-26,43.33000183105469
2020-06-29,44.650001525878906
2020-06-30,45.540000915527344
2020-07-01,45.040000915527344
2020-07-02,46.34000015258789
2020-07-06,47.06999969482422
2020-07-07,45.029998779296875
2020-07-08,45.61000061035156
2020-07-09,44.68000030517578
2020-07-10,45.720001220703125
2020-07-13,48.529998779296875
2020-07-14,47.38999938964844
