Date,GRMN
2015-07-01,44.0099983215332
2015-07-02,44.09000015258789
2015-07-06,43.29999923706055
2015-07-07,43.66999816894531
2015-07-08,43.380001068115234
2015-07-09,43.560001373291016
2015-07-10,44.16999816894531
2015-07-13,46.369998931884766
2015-07-14,46.400001525878906
2015-07-15,46.400001525878906
2015-07-16,43.099998474121094
2015-07-17,42.88999938964844
2015-07-20,42.5099983215332
2015-07-21,42.66999816894531
2015-07-22,42.83000183105469
2015-07-23,42.91999816894531
2015-07-24,42.47999954223633
2015-07-27,42.11000061035156
2015-07-28,42.790000915527344
2015-07-29,42.689998626708984
2015-07-30,42.189998626708984
2015-07-31,41.90999984741211
2015-08-03,41.45000076293945
2015-08-04,41.0099983215332
2015-08-05,41.43000030517578
2015-08-06,40.709999084472656
2015-08-07,40.619998931884766
2015-08-10,41.08000183105469
2015-08-11,40.2400016784668
2015-08-12,40.34000015258789
2015-08-13,39.95000076293945
2015-08-14,39.900001525878906
2015-08-17,40.41999816894531
2015-08-18,40.290000915527344
2015-08-19,39.86000061035156
2015-08-20,39.0
2015-08-21,38.2599983215332
2015-08-24,37.0099983215332
2015-08-25,36.70000076293945
2015-08-26,37.720001220703125
2015-08-27,38.15999984741211
2015-08-28,37.9900016784668
2015-08-31,37.61000061035156
2015-09-01,36.810001373291016
2015-09-02,37.220001220703125
2015-09-03,37.2599983215332
2015-09-04,36.5
2015-09-08,37.66999816894531
2015-09-09,36.68000030517578
2015-09-10,36.36000061035156
2015-09-11,35.88999938964844
2015-09-14,35.810001373291016
2015-09-15,36.13999938964844
2015-09-16,36.709999084472656
2015-09-17,36.56999969482422
2015-09-18,36.22999954223633
2015-09-21,36.540000915527344
2015-09-22,35.900001525878906
2015-09-23,35.619998931884766
2015-09-24,35.630001068115234
2015-09-25,35.45000076293945
2015-09-28,35.209999084472656
2015-09-29,35.189998626708984
2015-09-30,35.880001068115234
2015-10-01,35.380001068115234
2015-10-02,35.849998474121094
2015-10-05,36.63999938964844
2015-10-06,36.5099983215332
2015-10-07,36.900001525878906
2015-10-08,36.97999954223633
2015-10-09,37.06999969482422
2015-10-12,36.95000076293945
2015-10-13,36.81999969482422
2015-10-14,36.959999084472656
2015-10-15,32.279998779296875
2015-10-16,34.09000015258789
2015-10-19,34.029998779296875
2015-10-20,33.720001220703125
2015-10-21,34.099998474121094
2015-10-22,35.060001373291016
2015-10-23,35.400001525878906
2015-10-26,35.2400016784668
2015-10-27,34.790000915527344
2015-10-28,35.130001068115234
2015-10-29,35.400001525878906
2015-10-30,35.470001220703125
2015-11-02,35.93000030517578
2015-11-03,35.93000030517578
2015-11-04,36.619998931884766
2015-11-05,37.20000076293945
2015-11-06,37.439998626708984
2015-11-09,37.310001373291016
2015-11-10,38.09000015258789
2015-11-11,37.630001068115234
2015-11-12,36.279998779296875
2015-11-13,35.38999938964844
2015-11-16,35.939998626708984
2015-11-17,35.68000030517578
2015-11-18,37.0099983215332
2015-11-19,37.0
2015-11-20,37.40999984741211
2015-11-23,37.310001373291016
2015-11-24,38.27000045776367
2015-11-25,37.939998626708984
2015-11-27,37.47999954223633
2015-11-30,37.849998474121094
2015-12-01,37.869998931884766
2015-12-02,37.47999954223633
2015-12-03,37.16999816894531
2015-12-04,37.63999938964844
2015-12-07,37.810001373291016
2015-12-08,37.63999938964844
2015-12-09,37.369998931884766
2015-12-10,37.119998931884766
2015-12-11,35.45000076293945
2015-12-14,34.79999923706055
2015-12-15,35.5099983215332
2015-12-16,36.439998626708984
2015-12-17,35.52000045776367
2015-12-18,35.2599983215332
2015-12-21,35.54999923706055
2015-12-22,36.2599983215332
2015-12-23,36.880001068115234
2015-12-24,36.97999954223633
2015-12-28,36.970001220703125
2015-12-29,37.2599983215332
2015-12-30,37.310001373291016
2015-12-31,37.16999816894531
2016-01-04,36.79999923706055
2016-01-05,36.939998626708984
2016-01-06,35.93000030517578
2016-01-07,34.900001525878906
2016-01-08,33.54999923706055
2016-01-11,33.20000076293945
2016-01-12,33.150001525878906
2016-01-13,32.459999084472656
2016-01-14,33.16999816894531
2016-01-15,32.52000045776367
2016-01-19,32.290000915527344
2016-01-20,32.349998474121094
2016-01-21,33.130001068115234
2016-01-22,33.84000015258789
2016-01-25,33.20000076293945
2016-01-26,33.84000015258789
2016-01-27,33.75
2016-01-28,33.880001068115234
2016-01-29,35.18000030517578
2016-02-01,35.09000015258789
2016-02-02,34.130001068115234
2016-02-03,34.220001220703125
2016-02-04,35.13999938964844
2016-02-05,34.689998626708984
2016-02-08,34.349998474121094
2016-02-09,33.95000076293945
2016-02-10,34.470001220703125
2016-02-11,33.84000015258789
2016-02-12,34.36000061035156
2016-02-16,35.22999954223633
2016-02-17,41.060001373291016
2016-02-18,40.77000045776367
2016-02-19,39.970001220703125
2016-02-22,40.97999954223633
2016-02-23,40.7400016784668
2016-02-24,40.599998474121094
2016-02-25,40.310001373291016
2016-02-26,40.400001525878906
2016-02-29,40.5099983215332
2016-03-01,41.439998626708984
2016-03-02,40.91999816894531
2016-03-03,40.939998626708984
2016-03-04,40.7400016784668
2016-03-07,40.470001220703125
2016-03-08,39.369998931884766
2016-03-09,39.27000045776367
2016-03-10,39.83000183105469
2016-03-11,39.720001220703125
2016-03-14,39.27000045776367
2016-03-15,39.02000045776367
2016-03-16,39.349998474121094
2016-03-17,39.59000015258789
2016-03-18,39.630001068115234
2016-03-21,39.90999984741211
2016-03-22,39.970001220703125
2016-03-23,39.33000183105469
2016-03-24,38.970001220703125
2016-03-28,39.099998474121094
2016-03-29,39.4900016784668
2016-03-30,39.86000061035156
2016-03-31,39.959999084472656
2016-04-01,39.689998626708984
2016-04-04,40.0099983215332
2016-04-05,40.04999923706055
2016-04-06,40.02000045776367
2016-04-07,39.56999969482422
2016-04-08,39.630001068115234
2016-04-11,39.939998626708984
2016-04-12,40.41999816894531
2016-04-13,42.31999969482422
2016-04-14,42.09000015258789
2016-04-15,42.22999954223633
2016-04-18,42.27000045776367
2016-04-19,42.599998474121094
2016-04-20,42.88999938964844
2016-04-21,42.2400016784668
2016-04-22,42.709999084472656
2016-04-25,42.08000183105469
2016-04-26,42.290000915527344
2016-04-27,43.880001068115234
2016-04-28,43.2599983215332
2016-04-29,42.630001068115234
2016-05-02,43.0099983215332
2016-05-03,42.279998779296875
2016-05-04,41.279998779296875
2016-05-05,41.060001373291016
2016-05-06,40.84000015258789
2016-05-09,40.40999984741211
2016-05-10,40.83000183105469
2016-05-11,40.279998779296875
2016-05-12,40.16999816894531
2016-05-13,40.0099983215332
2016-05-16,40.41999816894531
2016-05-17,40.060001373291016
2016-05-18,39.939998626708984
2016-05-19,39.81999969482422
2016-05-20,40.290000915527344
2016-05-23,40.45000076293945
2016-05-24,41.130001068115234
2016-05-25,41.290000915527344
2016-05-26,41.45000076293945
2016-05-27,41.709999084472656
2016-05-31,42.52000045776367
2016-06-01,42.310001373291016
2016-06-02,42.79999923706055
2016-06-03,42.380001068115234
2016-06-06,42.790000915527344
2016-06-07,43.220001220703125
2016-06-08,43.220001220703125
2016-06-09,43.2400016784668
2016-06-10,42.5099983215332
2016-06-13,42.43000030517578
2016-06-14,42.529998779296875
2016-06-15,42.220001220703125
2016-06-16,41.869998931884766
2016-06-17,42.08000183105469
2016-06-20,42.52000045776367
2016-06-21,42.5099983215332
2016-06-22,42.29999923706055
2016-06-23,43.279998779296875
2016-06-24,40.77000045776367
2016-06-27,39.68000030517578
2016-06-28,40.61000061035156
2016-06-29,41.43000030517578
2016-06-30,42.41999816894531
2016-07-01,42.470001220703125
2016-07-05,41.90999984741211
2016-07-06,42.02000045776367
2016-07-07,42.59000015258789
2016-07-08,43.369998931884766
2016-07-11,43.7400016784668
2016-07-12,44.709999084472656
2016-07-13,44.310001373291016
2016-07-14,44.7400016784668
2016-07-15,45.0099983215332
2016-07-18,45.43000030517578
2016-07-19,45.65999984741211
2016-07-20,45.70000076293945
2016-07-21,45.709999084472656
2016-07-22,46.04999923706055
2016-07-25,45.91999816894531
2016-07-26,46.38999938964844
2016-07-27,51.790000915527344
2016-07-28,53.540000915527344
2016-07-29,54.33000183105469
2016-08-01,55.75
2016-08-02,54.86000061035156
2016-08-03,55.459999084472656
2016-08-04,54.540000915527344
2016-08-05,54.91999816894531
2016-08-08,54.86000061035156
2016-08-09,54.36000061035156
2016-08-10,55.08000183105469
2016-08-11,55.290000915527344
2016-08-12,55.099998474121094
2016-08-15,55.58000183105469
2016-08-16,55.18000030517578
2016-08-17,54.75
2016-08-18,54.81999969482422
2016-08-19,54.380001068115234
2016-08-22,53.15999984741211
2016-08-23,53.66999816894531
2016-08-24,50.59000015258789
2016-08-25,50.52000045776367
2016-08-26,50.20000076293945
2016-08-29,50.16999816894531
2016-08-30,49.31999969482422
2016-08-31,49.08000183105469
