Date,BKNG
2015-07-01,1150.3499755859375
2015-07-02,1143.0699462890625
2015-07-06,1141.4300537109375
2015-07-07,1145.010009765625
2015-07-08,1116.93994140625
2015-07-09,1126.0699462890625
2015-07-10,1143.18994140625
2015-07-13,1171.3900146484375
2015-07-14,1171.4300537109375
2015-07-15,1167.5400390625
2015-07-16,1182.989990234375
2015-07-17,1216.0
2015-07-20,1247.9100341796875
2015-07-21,1235.199951171875
2015-07-22,1233.969970703125
2015-07-23,1228.9599609375
2015-07-24,1197.4200439453125
2015-07-27,1186.0799560546875
2015-07-28,1208.0899658203125
2015-07-29,1219.4300537109375
2015-07-30,1222.06005859375
2015-07-31,1243.5699462890625
2015-08-03,1240.47998046875
2015-08-04,1283.989990234375
2015-08-05,1351.2099609375
2015-08-06,1351.800048828125
2015-08-07,1317.3499755859375
2015-08-10,1323.75
2015-08-11,1307.8699951171875
2015-08-12,1294.7099609375
2015-08-13,1285.469970703125
2015-08-14,1283.800048828125
2015-08-17,1306.56005859375
2015-08-18,1291.8299560546875
2015-08-19,1291.3499755859375
2015-08-20,1257.5400390625
2015-08-21,1216.9200439453125
2015-08-24,1174.1199951171875
2015-08-25,1178.81005859375
2015-08-26,1223.4599609375
2015-08-27,1252.010009765625
2015-08-28,1259.3900146484375
2015-08-31,1248.6400146484375
2015-09-01,1215.3599853515625
2015-09-02,1242.8699951171875
2015-09-03,1240.3699951171875
2015-09-04,1245.25
2015-09-08,1280.4000244140625
2015-09-09,1276.719970703125
2015-09-10,1287.739990234375
2015-09-11,1290.4100341796875
2015-09-14,1286.8299560546875
2015-09-15,1318.800048828125
2015-09-16,1320.47998046875
2015-09-17,1318.0
2015-09-18,1294.469970703125
2015-09-21,1307.47998046875
2015-09-22,1288.949951171875
2015-09-23,1275.989990234375
2015-09-24,1281.1300048828125
2015-09-25,1252.760009765625
2015-09-28,1199.1400146484375
2015-09-29,1200.3199462890625
2015-09-30,1236.8599853515625
2015-10-01,1247.0799560546875
2015-10-02,1265.6800537109375
2015-10-05,1274.8599853515625
2015-10-06,1275.449951171875
2015-10-07,1291.5799560546875
2015-10-08,1304.3199462890625
2015-10-09,1313.2900390625
2015-10-12,1347.18994140625
2015-10-13,1345.0
2015-10-14,1311.0799560546875
2015-10-15,1327.2900390625
2015-10-16,1336.5699462890625
2015-10-19,1376.1300048828125
2015-10-20,1372.510009765625
2015-10-21,1364.2900390625
2015-10-22,1354.469970703125
2015-10-23,1366.489990234375
2015-10-26,1416.3199462890625
2015-10-27,1403.280029296875
2015-10-28,1404.52001953125
2015-10-29,1425.6500244140625
2015-10-30,1454.239990234375
2015-11-02,1467.18994140625
2015-11-03,1464.9000244140625
2015-11-04,1469.56005859375
2015-11-05,1462.6400146484375
2015-11-06,1449.9000244140625
2015-11-09,1311.1500244140625
2015-11-10,1323.5400390625
2015-11-11,1329.5799560546875
2015-11-12,1314.010009765625
2015-11-13,1297.75
2015-11-16,1266.8699951171875
2015-11-17,1258.7900390625
2015-11-18,1278.5
2015-11-19,1284.6500244140625
2015-11-20,1281.530029296875
2015-11-23,1264.3199462890625
2015-11-24,1240.1800537109375
2015-11-25,1245.75
2015-11-27,1244.989990234375
2015-11-30,1248.8499755859375
2015-12-01,1282.5
2015-12-02,1275.43994140625
2015-12-03,1280.0799560546875
2015-12-04,1300.47998046875
2015-12-07,1302.4200439453125
2015-12-08,1303.969970703125
2015-12-09,1294.989990234375
2015-12-10,1306.5
2015-12-11,1285.3299560546875
2015-12-14,1297.8800048828125
2015-12-15,1323.72998046875
2015-12-16,1332.31005859375
2015-12-17,1313.739990234375
2015-12-18,1285.6700439453125
2015-12-21,1275.7099609375
2015-12-22,1277.489990234375
2015-12-23,1279.050048828125
2015-12-24,1273.0699462890625
2015-12-28,1272.9599609375
2015-12-29,1302.4000244140625
2015-12-30,1289.1600341796875
2015-12-31,1274.949951171875
2016-01-04,1245.3699951171875
2016-01-05,1210.68994140625
2016-01-06,1196.7099609375
2016-01-07,1167.18994140625
2016-01-08,1136.9599609375
2016-01-11,1136.280029296875
2016-01-12,1148.9200439453125
2016-01-13,1098.9000244140625
2016-01-14,1121.3800048828125
2016-01-15,1086.739990234375
2016-01-19,1094.5
2016-01-20,1081.3299560546875
2016-01-21,1089.1400146484375
2016-01-22,1118.1099853515625
2016-01-25,1097.9300537109375
2016-01-26,1111.5400390625
2016-01-27,1043.699951171875
2016-01-28,1043.1300048828125
2016-01-29,1064.969970703125
2016-02-01,1084.8699951171875
2016-02-02,1066.7900390625
2016-02-03,1049.1600341796875
2016-02-04,1069.0999755859375
2016-02-05,1015.5499877929688
2016-02-08,973.7999877929688
2016-02-09,991.2899780273438
2016-02-10,1032.77001953125
2016-02-11,1055.239990234375
2016-02-12,1058.010009765625
2016-02-16,1110.6800537109375
2016-02-17,1235.56005859375
2016-02-18,1251.949951171875
2016-02-19,1283.739990234375
2016-02-22,1288.4200439453125
