Date,RL
2015-07-01,133.25999450683594
2015-07-02,134.75999450683594
2015-07-06,132.6199951171875
2015-07-07,133.7899932861328
2015-07-08,129.5399932861328
2015-07-09,128.99000549316406
2015-07-10,129.6999969482422
2015-07-13,134.27000427246094
2015-07-14,135.27999877929688
2015-07-15,132.58999633789062
2015-07-16,132.99000549316406
2015-07-17,130.75999450683594
2015-07-20,130.50999450683594
2015-07-21,130.27000427246094
2015-07-22,130.02999877929688
2015-07-23,128.82000732421875
2015-07-24,126.8499984741211
2015-07-27,125.0
2015-07-28,126.61000061035156
2015-07-29,126.91999816894531
2015-07-30,127.12000274658203
2015-07-31,125.88999938964844
2015-08-03,123.29000091552734
2015-08-04,123.30999755859375
2015-08-05,121.5
2015-08-06,120.16999816894531
2015-08-07,120.19999694824219
2015-08-10,120.54000091552734
2015-08-11,119.0
2015-08-12,118.0
2015-08-13,117.29000091552734
2015-08-14,118.0
2015-08-17,117.98999786376953
2015-08-18,117.2300033569336
2015-08-19,115.72000122070312
2015-08-20,112.9000015258789
2015-08-21,110.63999938964844
2015-08-24,107.58999633789062
2015-08-25,105.0199966430664
2015-08-26,106.79000091552734
2015-08-27,109.18000030517578
2015-08-28,110.88999938964844
2015-08-31,111.19000244140625
2015-09-01,108.44000244140625
2015-09-02,109.5
2015-09-03,110.95999908447266
2015-09-04,108.9800033569336
2015-09-08,111.05000305175781
2015-09-09,108.83999633789062
2015-09-10,109.12000274658203
2015-09-11,109.70999908447266
2015-09-14,107.91000366210938
2015-09-15,109.70999908447266
2015-09-16,114.5999984741211
2015-09-17,113.94999694824219
2015-09-18,109.37999725341797
2015-09-21,111.51000213623047
2015-09-22,110.3499984741211
2015-09-23,108.06999969482422
2015-09-24,109.19999694824219
2015-09-25,108.31999969482422
2015-09-28,104.87999725341797
2015-09-29,104.05000305175781
2015-09-30,118.16000366210938
2015-10-01,116.55999755859375
2015-10-02,117.36000061035156
2015-10-05,119.27999877929688
2015-10-06,119.98999786376953
2015-10-07,118.62000274658203
2015-10-08,121.25
2015-10-09,120.54000091552734
2015-10-12,120.58000183105469
2015-10-13,118.7300033569336
2015-10-14,118.7300033569336
2015-10-15,117.29000091552734
2015-10-16,116.95999908447266
2015-10-19,117.20999908447266
2015-10-20,117.75
2015-10-21,115.80999755859375
2015-10-22,116.68000030517578
2015-10-23,113.69000244140625
2015-10-26,113.61000061035156
2015-10-27,112.18000030517578
2015-10-28,112.43000030517578
2015-10-29,110.33000183105469
2015-10-30,110.7699966430664
2015-11-02,110.8499984741211
2015-11-03,114.16999816894531
2015-11-04,113.56999969482422
2015-11-05,130.5
2015-11-06,137.24000549316406
2015-11-09,134.33999633789062
2015-11-10,133.1999969482422
2015-11-11,124.95999908447266
2015-11-12,122.12999725341797
2015-11-13,119.72000122070312
2015-11-16,120.63999938964844
2015-11-17,119.31999969482422
2015-11-18,119.38999938964844
2015-11-19,122.70999908447266
2015-11-20,123.70999908447266
2015-11-23,126.19999694824219
2015-11-24,124.98999786376953
2015-11-25,125.61000061035156
2015-11-27,123.98999786376953
2015-11-30,124.20999908447266
2015-12-01,124.83000183105469
2015-12-02,125.72000122070312
2015-12-03,122.16999816894531
2015-12-04,120.83999633789062
2015-12-07,119.58999633789062
2015-12-08,118.66999816894531
2015-12-09,118.19000244140625
2015-12-10,115.8499984741211
2015-12-11,112.9800033569336
2015-12-14,113.04000091552734
2015-12-15,114.54000091552734
2015-12-16,115.86000061035156
2015-12-17,112.75
2015-12-18,111.66000366210938
2015-12-21,110.61000061035156
2015-12-22,111.80999755859375
2015-12-23,114.51000213623047
2015-12-24,113.37999725341797
2015-12-28,112.38999938964844
2015-12-29,113.9800033569336
2015-12-30,112.66000366210938
2015-12-31,111.4800033569336
2016-01-04,111.55999755859375
2016-01-05,110.87999725341797
2016-01-06,108.0999984741211
2016-01-07,104.55999755859375
2016-01-08,103.58999633789062
2016-01-11,102.04000091552734
2016-01-12,103.95999908447266
2016-01-13,100.77999877929688
2016-01-14,101.04000091552734
2016-01-15,100.68000030517578
2016-01-19,101.37999725341797
2016-01-20,103.4000015258789
2016-01-21,105.94000244140625
2016-01-22,106.97000122070312
2016-01-25,106.52999877929688
2016-01-26,109.12000274658203
2016-01-27,108.45999908447266
2016-01-28,109.62999725341797
2016-01-29,112.5
2016-02-01,112.33000183105469
2016-02-02,111.76000213623047
2016-02-03,115.55999755859375
2016-02-04,89.94999694824219
2016-02-05,87.25
2016-02-08,85.2300033569336
2016-02-09,83.69999694824219
2016-02-10,84.5
2016-02-11,83.18000030517578
2016-02-12,86.94000244140625
2016-02-16,88.33000183105469
2016-02-17,89.23999786376953
2016-02-18,88.83000183105469
2016-02-19,88.27999877929688
2016-02-22,91.0
2016-02-23,89.80000305175781
2016-02-24,89.95999908447266
2016-02-25,91.91999816894531
2016-02-26,90.8499984741211
2016-02-29,90.76000213623047
2016-03-01,93.69000244140625
2016-03-02,94.56999969482422
2016-03-03,95.7699966430664
2016-03-04,97.16000366210938
2016-03-07,98.69999694824219
2016-03-08,97.12000274658203
2016-03-09,97.1500015258789
2016-03-10,96.25
2016-03-11,98.48999786376953
2016-03-14,98.56999969482422
2016-03-15,97.30000305175781
2016-03-16,95.7300033569336
2016-03-17,97.11000061035156
2016-03-18,98.12000274658203
2016-03-21,99.25
2016-03-22,97.76000213623047
2016-03-23,95.88999938964844
2016-03-24,95.55000305175781
2016-03-28,96.43000030517578
2016-03-29,96.5
2016-03-30,96.91999816894531
2016-03-31,96.26000213623047
2016-04-01,97.26000213623047
2016-04-04,93.80000305175781
2016-04-05,93.8499984741211
2016-04-06,96.4800033569336
2016-04-07,94.55999755859375
2016-04-08,91.23999786376953
2016-04-11,90.37000274658203
2016-04-12,91.08000183105469
2016-04-13,93.56999969482422
2016-04-14,92.55000305175781
2016-04-15,94.47000122070312
2016-04-18,95.19000244140625
2016-04-19,94.80999755859375
2016-04-20,94.83000183105469
2016-04-21,94.08000183105469
2016-04-22,93.9800033569336
2016-04-25,94.37999725341797
2016-04-26,94.97000122070312
2016-04-27,94.88999938964844
2016-04-28,94.01000213623047
2016-04-29,93.20999908447266
2016-05-02,95.2300033569336
2016-05-03,94.52999877929688
2016-05-04,93.05000305175781
2016-05-05,91.0
2016-05-06,90.11000061035156
2016-05-09,90.30000305175781
2016-05-10,89.3499984741211
2016-05-11,84.5
2016-05-12,86.87999725341797
2016-05-13,85.5
2016-05-16,86.5
2016-05-17,88.11000061035156
2016-05-18,89.0
2016-05-19,89.16000366210938
2016-05-20,91.62999725341797
2016-05-23,92.70999908447266
2016-05-24,93.38999938964844
2016-05-25,93.93000030517578
2016-05-26,93.8499984741211
2016-05-27,94.06999969482422
2016-05-31,94.33000183105469
2016-06-01,95.45999908447266
2016-06-02,96.61000061035156
2016-06-03,95.80999755859375
2016-06-06,96.33000183105469
2016-06-07,94.05999755859375
2016-06-08,93.73999786376953
2016-06-09,96.18000030517578
2016-06-10,95.80000305175781
2016-06-13,93.83000183105469
2016-06-14,91.36000061035156
2016-06-15,94.55999755859375
2016-06-16,94.0
2016-06-17,95.6500015258789
2016-06-20,96.19999694824219
2016-06-21,97.16999816894531
2016-06-22,96.41000366210938
2016-06-23,97.25
2016-06-24,89.5999984741211
2016-06-27,87.37999725341797
2016-06-28,87.88999938964844
2016-06-29,88.7300033569336
2016-06-30,89.62000274658203
2016-07-01,90.08000183105469
2016-07-05,88.5199966430664
2016-07-06,90.16000366210938
2016-07-07,91.76000213623047
2016-07-08,93.25
2016-07-11,96.01000213623047
2016-07-12,98.56999969482422
2016-07-13,98.52999877929688
2016-07-14,98.91999816894531
2016-07-15,98.87000274658203
2016-07-18,99.16000366210938
2016-07-19,98.80000305175781
2016-07-20,100.04000091552734
2016-07-21,99.18000030517578
2016-07-22,98.88999938964844
2016-07-25,99.76000213623047
2016-07-26,100.94999694824219
2016-07-27,99.25
2016-07-28,96.9000015258789
2016-07-29,98.08999633789062
2016-08-01,97.68000030517578
2016-08-02,93.4000015258789
2016-08-03,92.86000061035156
2016-08-04,94.2699966430664
2016-08-05,96.05000305175781
2016-08-08,95.95999908447266
2016-08-09,95.06999969482422
2016-08-10,103.13999938964844
2016-08-11,108.69999694824219
2016-08-12,108.19000244140625
2016-08-15,109.16999816894531
2016-08-16,108.80999755859375
2016-08-17,107.5
2016-08-18,108.61000061035156
2016-08-19,108.93000030517578
2016-08-22,108.04000091552734
2016-08-23,109.08999633789062
2016-08-24,107.87000274658203
2016-08-25,107.08999633789062
2016-08-26,106.41999816894531
2016-08-29,106.44999694824219
2016-08-30,104.5
2016-08-31,103.62000274658203
2016-09-01,103.52999877929688
2016-09-02,103.2300033569336
2016-09-06,102.55999755859375
2016-09-07,104.83999633789062
2016-09-08,102.87999725341797
2016-09-09,100.73999786376953
2016-09-12,101.80000305175781
2016-09-13,100.47000122070312
2016-09-14,99.7699966430664
2016-09-15,100.05999755859375
2016-09-16,100.06999969482422
2016-09-19,99.94999694824219
2016-09-20,98.7699966430664
2016-09-21,99.11000061035156
2016-09-22,98.97000122070312
2016-09-23,99.91000366210938
2016-09-26,96.7699966430664
2016-09-27,97.86000061035156
2016-09-28,97.94000244140625
2016-09-29,99.6500015258789
2016-09-30,101.13999938964844
2016-10-03,100.93000030517578
2016-10-04,100.29000091552734
2016-10-05,99.75
2016-10-06,101.41000366210938
2016-10-07,103.01000213623047
2016-10-10,103.62999725341797
2016-10-11,102.33000183105469
2016-10-12,101.70999908447266
2016-10-13,99.69000244140625
2016-10-14,97.5199966430664
2016-10-17,97.19000244140625
2016-10-18,97.63999938964844
2016-10-19,98.9800033569336
2016-10-20,97.58999633789062
2016-10-21,96.62999725341797
2016-10-24,98.5999984741211
2016-10-25,97.81999969482422
2016-10-26,98.05000305175781
2016-10-27,97.83000183105469
2016-10-28,98.13999938964844
2016-10-31,98.0999984741211
2016-11-01,98.66000366210938
2016-11-02,97.76000213623047
2016-11-03,97.63999938964844
2016-11-04,98.58999633789062
2016-11-07,99.83000183105469
