Date,SCG
2015-07-16,54.130001068115234
2015-07-17,53.65999984741211
2015-07-20,53.13999938964844
2015-07-21,52.7599983215332
2015-07-22,53.029998779296875
2015-07-23,52.290000915527344
2015-07-24,52.56999969482422
2015-07-27,53.33000183105469
2015-07-28,53.29999923706055
2015-07-29,53.849998474121094
2015-07-30,54.08000183105469
2015-07-31,54.79999923706055
2015-08-03,54.779998779296875
2015-08-04,54.15999984741211
2015-08-05,54.599998474121094
2015-08-06,55.290000915527344
2015-08-07,56.040000915527344
2015-08-10,55.709999084472656
2015-08-11,56.06999969482422
2015-08-12,56.779998779296875
2015-08-13,57.0099983215332
2015-08-14,57.2599983215332
2015-08-17,57.369998931884766
2015-08-18,57.04999923706055
2015-08-19,57.029998779296875
2015-08-20,56.77000045776367
2015-08-21,56.540000915527344
2015-08-24,53.86000061035156
2015-08-25,52.20000076293945
2015-08-26,53.470001220703125
2015-08-27,54.02000045776367
2015-08-28,53.91999816894531
2015-08-31,52.88999938964844
2015-09-01,51.470001220703125
2015-09-02,51.65999984741211
2015-09-03,51.81999969482422
2015-09-04,50.869998931884766
2015-09-08,51.380001068115234
2015-09-09,50.779998779296875
2015-09-10,50.5099983215332
2015-09-11,51.54999923706055
2015-09-14,51.70000076293945
2015-09-15,52.13999938964844
2015-09-16,52.33000183105469
2015-09-17,52.84000015258789
2015-09-18,52.40999984741211
2015-09-21,52.939998626708984
2015-09-22,52.45000076293945
2015-09-23,52.7599983215332
2015-09-24,53.27000045776367
2015-09-25,54.09000015258789
2015-09-28,54.040000915527344
2015-09-29,54.779998779296875
2015-09-30,56.2599983215332
2015-10-01,55.38999938964844
2015-10-02,56.09000015258789
2015-10-05,56.41999816894531
2015-10-06,55.70000076293945
2015-10-07,55.72999954223633
2015-10-08,56.439998626708984
2015-10-09,55.689998626708984
2015-10-12,56.40999984741211
2015-10-13,56.15999984741211
2015-10-14,56.09000015258789
2015-10-15,57.279998779296875
2015-10-16,57.88999938964844
2015-10-19,57.95000076293945
2015-10-20,58.20000076293945
2015-10-21,57.77000045776367
2015-10-22,58.560001373291016
2015-10-23,57.279998779296875
2015-10-26,57.04999923706055
2015-10-27,56.720001220703125
2015-10-28,56.689998626708984
2015-10-29,57.279998779296875
2015-10-30,59.220001220703125
2015-11-02,59.20000076293945
2015-11-03,58.939998626708984
2015-11-04,59.5099983215332
2015-11-05,59.33000183105469
2015-11-06,57.20000076293945
2015-11-09,57.619998931884766
2015-11-10,59.630001068115234
2015-11-11,60.11000061035156
2015-11-12,59.349998474121094
2015-11-13,58.900001525878906
2015-11-16,59.95000076293945
2015-11-17,58.689998626708984
2015-11-18,59.060001373291016
2015-11-19,60.0
2015-11-20,60.310001373291016
2015-11-23,59.560001373291016
2015-11-24,59.58000183105469
2015-11-25,58.93000030517578
2015-11-27,59.25
2015-11-30,59.13999938964844
2015-12-01,59.709999084472656
2015-12-02,58.459999084472656
2015-12-03,57.75
2015-12-04,59.15999984741211
2015-12-07,59.72999954223633
2015-12-08,59.0099983215332
2015-12-09,58.709999084472656
2015-12-10,56.97999954223633
2015-12-11,57.45000076293945
2015-12-14,58.5099983215332
2015-12-15,59.380001068115234
2015-12-16,61.099998474121094
2015-12-17,61.43000030517578
2015-12-18,60.34000015258789
2015-12-21,60.220001220703125
2015-12-22,60.38999938964844
2015-12-23,61.20000076293945
2015-12-24,60.939998626708984
2015-12-28,61.209999084472656
2015-12-29,61.439998626708984
2015-12-30,61.29999923706055
2015-12-31,60.4900016784668
2016-01-04,60.66999816894531
2016-01-05,61.060001373291016
2016-01-06,61.0099983215332
2016-01-07,60.95000076293945
