Date,BKR
2019-07-01,25.18000030517578
2019-07-02,24.520000457763672
2019-07-03,24.510000228881836
2019-07-05,24.549999237060547
2019-07-08,25.190000534057617
2019-07-09,25.0
2019-07-10,25.3799991607666
2019-07-11,25.239999771118164
2019-07-12,25.010000228881836
2019-07-15,24.690000534057617
2019-07-16,24.09000015258789
2019-07-17,23.190000534057617
2019-07-18,23.309999465942383
2019-07-19,23.559999465942383
2019-07-22,23.959999084472656
2019-07-23,24.309999465942383
2019-07-24,24.860000610351562
2019-07-25,24.6200008392334
2019-07-26,24.84000015258789
2019-07-29,24.09000015258789
2019-07-30,24.510000228881836
2019-07-31,25.389999389648438
2019-08-01,25.270000457763672
2019-08-02,24.079999923706055
2019-08-05,23.809999465942383
2019-08-06,23.690000534057617
2019-08-07,23.360000610351562
2019-08-08,24.139999389648438
2019-08-09,23.68000030517578
2019-08-12,23.420000076293945
2019-08-13,23.56999969482422
2019-08-14,22.010000228881836
2019-08-15,20.709999084472656
2019-08-16,21.059999465942383
2019-08-19,21.420000076293945
2019-08-20,21.110000610351562
2019-08-21,21.239999771118164
2019-08-22,21.43000030517578
2019-08-23,20.8799991607666
2019-08-26,21.299999237060547
2019-08-27,21.290000915527344
2019-08-28,21.639999389648438
2019-08-29,21.8799991607666
2019-08-30,21.690000534057617
2019-09-03,22.149999618530273
2019-09-04,22.610000610351562
2019-09-05,23.520000457763672
2019-09-06,23.530000686645508
2019-09-09,24.18000030517578
2019-09-10,24.110000610351562
2019-09-11,22.290000915527344
2019-09-12,22.639999389648438
2019-09-13,22.719999313354492
2019-09-16,23.809999465942383
2019-09-17,23.3799991607666
2019-09-18,23.229999542236328
2019-09-19,23.209999084472656
2019-09-20,23.59000015258789
2019-09-23,23.899999618530273
2019-09-24,23.649999618530273
2019-09-25,24.290000915527344
2019-09-26,23.93000030517578
2019-09-27,24.040000915527344
2019-09-30,23.200000762939453
2019-10-01,22.670000076293945
2019-10-02,22.139999389648438
2019-10-03,22.690000534057617
2019-10-04,22.469999313354492
2019-10-07,21.899999618530273
2019-10-08,21.3799991607666
2019-10-09,21.610000610351562
2019-10-10,21.799999237060547
2019-10-11,22.229999542236328
2019-10-14,22.31999969482422
2019-10-15,22.299999237060547
2019-10-16,21.989999771118164
2019-10-17,22.079999923706055
2019-10-18,22.079999923706055
2019-10-21,22.1200008392334
2019-10-22,22.6299991607666
2019-10-23,23.1200008392334
2019-10-24,22.329999923706055
2019-10-25,22.3799991607666
2019-10-28,21.989999771118164
2019-10-29,21.899999618530273
2019-10-30,21.6200008392334
2019-10-31,21.399999618530273
2019-11-01,21.899999618530273
2019-11-04,22.350000381469727
2019-11-05,22.6299991607666
2019-11-06,21.950000762939453
2019-11-07,22.079999923706055
2019-11-08,22.25
2019-11-11,22.209999084472656
2019-11-12,22.09000015258789
2019-11-13,21.639999389648438
2019-11-14,21.889999389648438
2019-11-15,22.690000534057617
2019-11-18,22.170000076293945
2019-11-19,22.010000228881836
2019-11-20,22.420000076293945
2019-11-21,22.59000015258789
2019-11-22,22.420000076293945
2019-11-25,22.540000915527344
2019-11-26,22.610000610351562
2019-11-27,22.549999237060547
2019-11-29,22.420000076293945
2019-12-02,22.139999389648438
2019-12-03,21.31999969482422
2019-12-04,22.170000076293945
2019-12-05,22.139999389648438
2019-12-06,22.209999084472656
2019-12-09,22.25
2019-12-10,22.34000015258789
2019-12-11,22.68000030517578
2019-12-12,23.760000228881836
2019-12-13,23.639999389648438
2019-12-16,23.950000762939453
2019-12-17,24.3700008392334
2019-12-18,24.729999542236328
2019-12-19,24.969999313354492
2019-12-20,25.09000015258789
2019-12-23,25.510000228881836
2019-12-24,25.479999542236328
2019-12-26,25.559999465942383
2019-12-27,25.489999771118164
2019-12-30,25.6299991607666
2019-12-31,25.6299991607666
2020-01-02,25.610000610351562
2020-01-03,25.639999389648438
2020-01-06,25.520000457763672
2020-01-07,25.09000015258789
2020-01-08,24.770000457763672
2020-01-09,25.040000915527344
2020-01-10,24.860000610351562
2020-01-13,24.40999984741211
