Date,NOV
2015-07-01,46.95000076293945
2015-07-02,47.41999816894531
2015-07-06,45.060001373291016
2015-07-07,45.16999816894531
2015-07-08,44.15999984741211
2015-07-09,44.58000183105469
2015-07-10,44.9900016784668
2015-07-13,45.70000076293945
2015-07-14,45.52000045776367
2015-07-15,43.720001220703125
2015-07-16,43.4900016784668
2015-07-17,43.0099983215332
2015-07-20,43.130001068115234
2015-07-21,43.43000030517578
2015-07-22,41.90999984741211
2015-07-23,42.91999816894531
2015-07-24,42.220001220703125
2015-07-27,41.650001525878906
2015-07-28,42.93000030517578
2015-07-29,43.88999938964844
2015-07-30,43.38999938964844
2015-07-31,42.130001068115234
2015-08-03,40.970001220703125
2015-08-04,40.650001525878906
2015-08-05,40.380001068115234
2015-08-06,40.599998474121094
2015-08-07,39.72999954223633
2015-08-10,40.900001525878906
2015-08-11,40.4900016784668
2015-08-12,40.9900016784668
2015-08-13,39.83000183105469
2015-08-14,39.54999923706055
2015-08-17,39.5099983215332
2015-08-18,39.72999954223633
2015-08-19,39.09000015258789
2015-08-20,38.41999816894531
2015-08-21,37.209999084472656
2015-08-24,37.25
2015-08-25,37.349998474121094
2015-08-26,39.029998779296875
2015-08-27,41.36000061035156
2015-08-28,41.650001525878906
2015-08-31,42.33000183105469
2015-09-01,41.349998474121094
2015-09-02,40.86000061035156
2015-09-03,40.970001220703125
2015-09-04,40.439998626708984
2015-09-08,40.619998931884766
2015-09-09,38.79999923706055
2015-09-10,39.25
2015-09-11,38.63999938964844
2015-09-14,38.56999969482422
2015-09-15,38.68000030517578
2015-09-16,40.0
2015-09-17,39.56999969482422
2015-09-18,38.04999923706055
2015-09-21,37.33000183105469
2015-09-22,37.47999954223633
2015-09-23,37.08000183105469
2015-09-24,36.91999816894531
2015-09-25,37.45000076293945
2015-09-28,36.720001220703125
2015-09-29,37.08000183105469
2015-09-30,37.650001525878906
2015-10-01,36.04999923706055
2015-10-02,38.04999923706055
2015-10-05,39.900001525878906
2015-10-06,40.689998626708984
2015-10-07,40.470001220703125
2015-10-08,40.77000045776367
2015-10-09,40.79999923706055
2015-10-12,39.25
2015-10-13,38.66999816894531
2015-10-14,39.400001525878906
2015-10-15,39.65999984741211
2015-10-16,39.400001525878906
2015-10-19,38.97999954223633
2015-10-20,39.41999816894531
2015-10-21,39.20000076293945
2015-10-22,38.97999954223633
2015-10-23,38.810001373291016
2015-10-26,37.540000915527344
2015-10-27,35.95000076293945
2015-10-28,36.720001220703125
2015-10-29,36.439998626708984
2015-10-30,37.63999938964844
2015-11-02,38.849998474121094
2015-11-03,39.939998626708984
2015-11-04,39.88999938964844
2015-11-05,39.5
2015-11-06,39.790000915527344
2015-11-09,38.93000030517578
2015-11-10,38.81999969482422
2015-11-11,37.77000045776367
2015-11-12,37.45000076293945
2015-11-13,37.33000183105469
2015-11-16,37.77000045776367
2015-11-17,37.040000915527344
2015-11-18,38.34000015258789
2015-11-19,37.599998474121094
2015-11-20,37.2599983215332
2015-11-23,37.33000183105469
2015-11-24,38.61000061035156
2015-11-25,38.08000183105469
2015-11-27,37.349998474121094
2015-11-30,37.34000015258789
2015-12-01,37.720001220703125
2015-12-02,37.08000183105469
2015-12-03,37.04999923706055
2015-12-04,36.59000015258789
2015-12-07,34.63999938964844
2015-12-08,33.5
2015-12-09,33.849998474121094
2015-12-10,33.79999923706055
2015-12-11,33.290000915527344
2015-12-14,33.560001373291016
2015-12-15,34.65999984741211
2015-12-16,34.31999969482422
2015-12-17,33.66999816894531
2015-12-18,33.27000045776367
2015-12-21,33.900001525878906
2015-12-22,34.34000015258789
2015-12-23,35.33000183105469
2015-12-24,34.79999923706055
2015-12-28,34.150001525878906
2015-12-29,34.2400016784668
2015-12-30,33.7400016784668
2015-12-31,33.4900016784668
2016-01-04,34.61000061035156
2016-01-05,33.619998931884766
2016-01-06,31.34000015258789
2016-01-07,30.739999771118164
2016-01-08,29.940000534057617
2016-01-11,29.950000762939453
2016-01-12,30.43000030517578
2016-01-13,29.079999923706055
2016-01-14,30.510000228881836
2016-01-15,29.950000762939453
2016-01-19,29.530000686645508
2016-01-20,29.719999313354492
2016-01-21,30.670000076293945
2016-01-22,31.229999542236328
2016-01-25,29.690000534057617
2016-01-26,30.43000030517578
2016-01-27,31.100000381469727
2016-01-28,31.059999465942383
2016-01-29,32.540000915527344
2016-02-01,31.989999771118164
2016-02-02,30.670000076293945
2016-02-03,28.0
2016-02-04,28.579999923706055
2016-02-05,28.469999313354492
2016-02-08,28.399999618530273
2016-02-09,27.559999465942383
2016-02-10,26.690000534057617
2016-02-11,26.34000015258789
2016-02-12,27.549999237060547
2016-02-16,28.059999465942383
2016-02-17,29.110000610351562
2016-02-18,29.350000381469727
2016-02-19,29.299999237060547
2016-02-22,29.399999618530273
2016-02-23,28.649999618530273
2016-02-24,28.239999771118164
2016-02-25,27.65999984741211
2016-02-26,28.809999465942383
2016-02-29,29.270000457763672
2016-03-01,29.510000228881836
2016-03-02,30.5
2016-03-03,31.760000228881836
2016-03-04,32.5
2016-03-07,34.93000030517578
2016-03-08,31.5
2016-03-09,31.3799991607666
2016-03-10,31.5
2016-03-11,33.38999938964844
2016-03-14,33.439998626708984
2016-03-15,33.11000061035156
2016-03-16,33.060001373291016
2016-03-17,33.9900016784668
2016-03-18,32.58000183105469
2016-03-21,32.56999969482422
2016-03-22,32.02000045776367
2016-03-23,31.3799991607666
2016-03-24,31.149999618530273
2016-03-28,31.489999771118164
2016-03-29,31.31999969482422
2016-03-30,31.100000381469727
2016-03-31,31.100000381469727
2016-04-01,29.530000686645508
2016-04-04,29.59000015258789
2016-04-05,29.030000686645508
2016-04-06,29.219999313354492
2016-04-07,28.56999969482422
2016-04-08,29.110000610351562
2016-04-11,27.31999969482422
2016-04-12,27.829999923706055
2016-04-13,29.209999084472656
2016-04-14,28.809999465942383
2016-04-15,27.68000030517578
2016-04-18,28.260000228881836
2016-04-19,29.219999313354492
2016-04-20,28.700000762939453
2016-04-21,28.549999237060547
2016-04-22,29.270000457763672
2016-04-25,29.31999969482422
2016-04-26,29.3700008392334
2016-04-27,31.700000762939453
2016-04-28,33.099998474121094
2016-04-29,36.040000915527344
2016-05-02,34.77000045776367
2016-05-03,34.81999969482422
2016-05-04,33.470001220703125
2016-05-05,33.290000915527344
2016-05-06,33.459999084472656
2016-05-09,31.420000076293945
2016-05-10,31.760000228881836
2016-05-11,32.36000061035156
2016-05-12,31.950000762939453
2016-05-13,31.15999984741211
2016-05-16,32.2400016784668
2016-05-17,32.81999969482422
2016-05-18,31.450000762939453
2016-05-19,31.09000015258789
2016-05-20,31.829999923706055
2016-05-23,31.559999465942383
2016-05-24,31.489999771118164
2016-05-25,32.66999816894531
2016-05-26,32.58000183105469
2016-05-27,32.619998931884766
2016-05-31,32.95000076293945
2016-06-01,32.099998474121094
2016-06-02,32.0
2016-06-03,32.09000015258789
2016-06-06,34.869998931884766
2016-06-07,36.25
2016-06-08,36.97999954223633
2016-06-09,36.34000015258789
2016-06-10,35.029998779296875
2016-06-13,34.59000015258789
2016-06-14,34.13999938964844
2016-06-15,33.869998931884766
2016-06-16,33.849998474121094
2016-06-17,35.18000030517578
2016-06-20,35.15999984741211
2016-06-21,35.650001525878906
2016-06-22,35.540000915527344
2016-06-23,36.5
2016-06-24,34.060001373291016
2016-06-27,31.610000610351562
2016-06-28,31.989999771118164
2016-06-29,32.93000030517578
2016-06-30,33.650001525878906
2016-07-01,34.439998626708984
2016-07-05,32.13999938964844
2016-07-06,31.459999084472656
2016-07-07,31.690000534057617
2016-07-08,32.59000015258789
2016-07-11,32.189998626708984
2016-07-12,34.02000045776367
2016-07-13,33.380001068115234
2016-07-14,33.7400016784668
2016-07-15,33.7400016784668
2016-07-18,33.279998779296875
2016-07-19,33.040000915527344
2016-07-20,32.95000076293945
2016-07-21,32.86000061035156
2016-07-22,32.25
2016-07-25,31.270000457763672
2016-07-26,31.860000610351562
2016-07-27,31.270000457763672
2016-07-28,32.040000915527344
2016-07-29,32.349998474121094
2016-08-01,31.440000534057617
2016-08-02,31.90999984741211
2016-08-03,32.65999984741211
2016-08-04,32.560001373291016
2016-08-05,33.349998474121094
2016-08-08,34.400001525878906
2016-08-09,34.18000030517578
2016-08-10,33.31999969482422
2016-08-11,33.66999816894531
2016-08-12,33.810001373291016
2016-08-15,34.849998474121094
2016-08-16,34.970001220703125
2016-08-17,35.09000015258789
2016-08-18,36.09000015258789
2016-08-19,35.7400016784668
2016-08-22,35.18000030517578
2016-08-23,35.38999938964844
2016-08-24,35.04999923706055
2016-08-25,35.20000076293945
2016-08-26,34.540000915527344
2016-08-29,34.45000076293945
2016-08-30,33.86000061035156
2016-08-31,33.540000915527344
2016-09-01,33.040000915527344
2016-09-02,33.4900016784668
2016-09-06,34.279998779296875
2016-09-07,34.029998779296875
2016-09-08,35.13999938964844
2016-09-09,33.150001525878906
2016-09-12,34.06999969482422
2016-09-13,33.09000015258789
2016-09-14,32.310001373291016
2016-09-15,32.88999938964844
2016-09-16,32.86000061035156
2016-09-19,32.36000061035156
2016-09-20,31.90999984741211
2016-09-21,33.689998626708984
2016-09-22,34.380001068115234
2016-09-23,33.88999938964844
2016-09-26,33.88999938964844
2016-09-27,33.439998626708984
2016-09-28,36.27000045776367
2016-09-29,36.86000061035156
2016-09-30,36.7400016784668
2016-10-03,36.15999984741211
2016-10-04,35.68000030517578
2016-10-05,36.869998931884766
2016-10-06,37.0099983215332
2016-10-07,36.84000015258789
2016-10-10,37.599998474121094
2016-10-11,36.959999084472656
2016-10-12,36.08000183105469
2016-10-13,36.290000915527344
2016-10-14,36.13999938964844
2016-10-17,36.11000061035156
2016-10-18,36.65999984741211
2016-10-19,36.97999954223633
2016-10-20,37.189998626708984
2016-10-21,36.970001220703125
2016-10-24,36.7599983215332
2016-10-25,36.15999984741211
2016-10-26,36.560001373291016
2016-10-27,33.70000076293945
2016-10-28,32.93000030517578
2016-10-31,32.099998474121094
2016-11-01,31.93000030517578
2016-11-02,31.43000030517578
2016-11-03,32.369998931884766
2016-11-04,31.8799991607666
2016-11-07,32.2400016784668
2016-11-08,31.90999984741211
2016-11-09,32.95000076293945
2016-11-10,33.59000015258789
2016-11-11,33.34000015258789
2016-11-14,34.900001525878906
2016-11-15,36.040000915527344
2016-11-16,35.25
2016-11-17,35.310001373291016
2016-11-18,35.209999084472656
2016-11-21,36.439998626708984
2016-11-22,36.349998474121094
2016-11-23,36.349998474121094
2016-11-25,35.939998626708984
2016-11-28,35.529998779296875
2016-11-29,34.599998474121094
2016-11-30,37.36000061035156
2016-12-01,37.59000015258789
2016-12-02,37.88999938964844
2016-12-05,38.79999923706055
2016-12-06,39.369998931884766
2016-12-07,39.380001068115234
2016-12-08,39.880001068115234
2016-12-09,39.779998779296875
2016-12-12,40.02000045776367
2016-12-13,40.31999969482422
2016-12-14,39.47999954223633
2016-12-15,39.70000076293945
2016-12-16,38.720001220703125
2016-12-19,38.4900016784668
2016-12-20,38.79999923706055
2016-12-21,38.849998474121094
2016-12-22,38.900001525878906
2016-12-23,38.380001068115234
2016-12-27,38.91999816894531
2016-12-28,37.959999084472656
2016-12-29,37.83000183105469
2016-12-30,37.439998626708984
2017-01-03,37.810001373291016
2017-01-04,38.529998779296875
2017-01-05,38.66999816894531
2017-01-06,38.9900016784668
2017-01-09,38.06999969482422
2017-01-10,37.7599983215332
2017-01-11,38.529998779296875
2017-01-12,38.15999984741211
2017-01-13,37.400001525878906
2017-01-17,37.66999816894531
2017-01-18,37.41999816894531
2017-01-19,37.900001525878906
2017-01-20,39.08000183105469
2017-01-23,38.43000030517578
2017-01-24,39.040000915527344
2017-01-25,39.720001220703125
2017-01-26,39.25
2017-01-27,38.869998931884766
2017-01-30,37.54999923706055
2017-01-31,37.810001373291016
2017-02-01,38.54999923706055
2017-02-02,37.79999923706055
2017-02-03,38.56999969482422
2017-02-06,37.459999084472656
2017-02-07,39.290000915527344
2017-02-08,39.209999084472656
2017-02-09,38.9900016784668
2017-02-10,39.41999816894531
2017-02-13,39.599998474121094
2017-02-14,40.65999984741211
2017-02-15,40.41999816894531
2017-02-16,40.2400016784668
2017-02-17,39.310001373291016
2017-02-21,39.560001373291016
2017-02-22,38.86000061035156
2017-02-23,39.709999084472656
2017-02-24,39.790000915527344
2017-02-27,41.099998474121094
2017-02-28,40.41999816894531
2017-03-01,41.7400016784668
2017-03-02,40.290000915527344
2017-03-03,40.380001068115234
2017-03-06,39.869998931884766
2017-03-07,39.29999923706055
2017-03-08,37.939998626708984
2017-03-09,37.689998626708984
2017-03-10,37.84000015258789
2017-03-13,38.099998474121094
2017-03-14,37.7599983215332
2017-03-15,39.130001068115234
2017-03-16,39.150001525878906
2017-03-17,39.310001373291016
2017-03-20,39.209999084472656
2017-03-21,38.91999816894531
2017-03-22,38.709999084472656
2017-03-23,38.40999984741211
2017-03-24,38.459999084472656
2017-03-27,38.41999816894531
