Date,ADM
2015-07-01,48.63999938964844
2015-07-02,48.650001525878906
2015-07-06,48.09000015258789
2015-07-07,48.13999938964844
2015-07-08,47.5099983215332
2015-07-09,47.09000015258789
2015-07-10,47.209999084472656
2015-07-13,47.5
2015-07-14,47.790000915527344
2015-07-15,47.459999084472656
2015-07-16,47.849998474121094
2015-07-17,48.02000045776367
2015-07-20,48.040000915527344
2015-07-21,47.4900016784668
2015-07-22,47.68000030517578
2015-07-23,48.02000045776367
2015-07-24,47.189998626708984
2015-07-27,47.2599983215332
2015-07-28,48.349998474121094
2015-07-29,48.130001068115234
2015-07-30,47.81999969482422
2015-07-31,47.41999816894531
2015-08-03,47.70000076293945
2015-08-04,48.40999984741211
2015-08-05,48.220001220703125
2015-08-06,47.95000076293945
2015-08-07,46.41999816894531
2015-08-10,46.529998779296875
2015-08-11,46.06999969482422
2015-08-12,46.88999938964844
2015-08-13,47.5099983215332
2015-08-14,47.20000076293945
2015-08-17,47.5099983215332
2015-08-18,47.68000030517578
2015-08-19,46.720001220703125
2015-08-20,46.20000076293945
2015-08-21,45.119998931884766
2015-08-24,43.54999923706055
2015-08-25,43.0099983215332
2015-08-26,43.9900016784668
2015-08-27,44.83000183105469
2015-08-28,44.650001525878906
2015-08-31,44.9900016784668
2015-09-01,43.34000015258789
2015-09-02,43.619998931884766
2015-09-03,43.75
2015-09-04,42.900001525878906
2015-09-08,43.70000076293945
2015-09-09,42.9900016784668
2015-09-10,43.060001373291016
2015-09-11,42.81999969482422
2015-09-14,42.93000030517578
2015-09-15,43.470001220703125
2015-09-16,44.189998626708984
2015-09-17,44.25
2015-09-18,43.22999954223633
2015-09-21,43.380001068115234
2015-09-22,42.45000076293945
2015-09-23,42.060001373291016
2015-09-24,42.02000045776367
2015-09-25,42.5
2015-09-28,41.09000015258789
2015-09-29,41.02000045776367
2015-09-30,41.45000076293945
2015-10-01,41.459999084472656
2015-10-02,42.41999816894531
2015-10-05,43.63999938964844
2015-10-06,43.63999938964844
2015-10-07,44.310001373291016
2015-10-08,45.130001068115234
2015-10-09,45.41999816894531
2015-10-12,45.439998626708984
2015-10-13,44.91999816894531
2015-10-14,44.959999084472656
2015-10-15,45.560001373291016
2015-10-16,45.959999084472656
2015-10-19,45.970001220703125
2015-10-20,45.70000076293945
2015-10-21,45.290000915527344
2015-10-22,46.70000076293945
2015-10-23,46.88999938964844
2015-10-26,46.38999938964844
2015-10-27,46.2400016784668
2015-10-28,46.79999923706055
2015-10-29,45.529998779296875
2015-10-30,45.65999984741211
2015-11-02,46.279998779296875
2015-11-03,43.150001525878906
2015-11-04,43.02000045776367
2015-11-05,43.06999969482422
2015-11-06,42.130001068115234
2015-11-09,41.52000045776367
2015-11-10,40.630001068115234
2015-11-11,40.5099983215332
2015-11-12,38.5099983215332
2015-11-13,37.7599983215332
2015-11-16,38.2400016784668
2015-11-17,37.20000076293945
2015-11-18,37.40999984741211
2015-11-19,36.43000030517578
2015-11-20,35.83000183105469
2015-11-23,36.720001220703125
2015-11-24,36.040000915527344
2015-11-25,36.470001220703125
2015-11-27,36.459999084472656
2015-11-30,36.4900016784668
2015-12-01,36.70000076293945
2015-12-02,36.52000045776367
2015-12-03,35.61000061035156
2015-12-04,35.970001220703125
2015-12-07,35.40999984741211
2015-12-08,35.27000045776367
2015-12-09,35.40999984741211
2015-12-10,35.09000015258789
2015-12-11,34.220001220703125
2015-12-14,34.18000030517578
2015-12-15,34.86000061035156
2015-12-16,35.400001525878906
2015-12-17,34.290000915527344
2015-12-18,35.0
2015-12-21,35.310001373291016
2015-12-22,36.40999984741211
2015-12-23,36.68000030517578
2015-12-24,36.650001525878906
2015-12-28,36.5
2015-12-29,37.09000015258789
2015-12-30,36.880001068115234
2015-12-31,36.68000030517578
2016-01-04,35.84000015258789
2016-01-05,36.2400016784668
2016-01-06,35.36000061035156
2016-01-07,34.52000045776367
2016-01-08,34.38999938964844
2016-01-11,34.15999984741211
2016-01-12,34.27000045776367
2016-01-13,33.470001220703125
2016-01-14,33.36000061035156
2016-01-15,31.510000228881836
2016-01-19,30.510000228881836
2016-01-20,31.290000915527344
2016-01-21,31.920000076293945
2016-01-22,33.22999954223633
2016-01-25,32.43000030517578
2016-01-26,33.630001068115234
2016-01-27,33.7400016784668
2016-01-28,34.70000076293945
2016-01-29,35.349998474121094
2016-02-01,35.459999084472656
2016-02-02,32.36000061035156
2016-02-03,33.439998626708984
2016-02-04,34.25
