Date,JBHT
2015-07-01,82.87000274658203
2015-07-02,82.11000061035156
2015-07-06,82.0199966430664
2015-07-07,83.45999908447266
2015-07-08,82.25
2015-07-09,84.0199966430664
2015-07-10,84.62000274658203
2015-07-13,85.75
2015-07-14,85.16000366210938
2015-07-15,84.5999984741211
2015-07-16,84.79000091552734
2015-07-17,84.69000244140625
2015-07-20,83.61000061035156
2015-07-21,84.30999755859375
2015-07-22,83.37999725341797
2015-07-23,81.69000244140625
2015-07-24,82.22000122070312
2015-07-27,81.98999786376953
2015-07-28,83.02999877929688
2015-07-29,84.1500015258789
2015-07-30,84.44999694824219
2015-07-31,84.12000274658203
2015-08-03,84.41000366210938
2015-08-04,84.52999877929688
2015-08-05,84.23999786376953
2015-08-06,82.1500015258789
2015-08-07,80.36000061035156
2015-08-10,80.54000091552734
2015-08-11,80.45999908447266
2015-08-12,80.41999816894531
2015-08-13,80.08000183105469
2015-08-14,80.3499984741211
2015-08-17,80.1500015258789
2015-08-18,79.94999694824219
2015-08-19,79.47000122070312
2015-08-20,78.06999969482422
2015-08-21,76.18000030517578
2015-08-24,74.7300033569336
2015-08-25,72.33999633789062
2015-08-26,72.87000274658203
2015-08-27,73.51000213623047
2015-08-28,73.51000213623047
2015-08-31,72.77999877929688
2015-09-01,71.5199966430664
2015-09-02,74.05000305175781
2015-09-03,75.3499984741211
2015-09-04,74.66999816894531
2015-09-08,76.63999938964844
2015-09-09,75.58000183105469
2015-09-10,75.69999694824219
2015-09-11,76.55999755859375
2015-09-14,75.86000061035156
2015-09-15,78.02999877929688
2015-09-16,78.48999786376953
2015-09-17,78.0
2015-09-18,77.31999969482422
2015-09-21,77.66000366210938
2015-09-22,75.66000366210938
2015-09-23,75.37000274658203
2015-09-24,73.54000091552734
2015-09-25,73.7699966430664
2015-09-28,71.81999969482422
2015-09-29,71.7699966430664
2015-09-30,71.4000015258789
2015-10-01,71.77999877929688
2015-10-02,72.5999984741211
2015-10-05,73.23999786376953
2015-10-06,73.6500015258789
2015-10-07,74.41000366210938
2015-10-08,75.3499984741211
2015-10-09,76.0999984741211
2015-10-12,75.72000122070312
2015-10-13,72.72000122070312
2015-10-14,75.08999633789062
2015-10-15,74.91999816894531
2015-10-16,75.33999633789062
2015-10-19,76.0999984741211
2015-10-20,76.91999816894531
2015-10-21,77.16000366210938
2015-10-22,76.9800033569336
2015-10-23,78.4800033569336
2015-10-26,77.9000015258789
2015-10-27,75.69999694824219
2015-10-28,75.9000015258789
2015-10-29,76.97000122070312
2015-10-30,76.37000274658203
2015-11-02,76.5999984741211
2015-11-03,75.91000366210938
2015-11-04,75.43000030517578
2015-11-05,74.91000366210938
2015-11-06,76.58000183105469
2015-11-09,74.91000366210938
2015-11-10,75.58999633789062
2015-11-11,74.7300033569336
2015-11-12,74.08999633789062
2015-11-13,74.1500015258789
2015-11-16,75.08999633789062
2015-11-17,75.88999938964844
2015-11-18,77.54000091552734
2015-11-19,77.5999984741211
2015-11-20,77.47000122070312
2015-11-23,77.26000213623047
2015-11-24,77.3499984741211
2015-11-25,78.06999969482422
2015-11-27,79.0
2015-11-30,78.23999786376953
2015-12-01,79.2300033569336
2015-12-02,78.01000213623047
2015-12-03,77.01000213623047
2015-12-04,77.62999725341797
2015-12-07,75.69999694824219
2015-12-08,73.69999694824219
2015-12-09,74.20999908447266
2015-12-10,73.79000091552734
2015-12-11,73.16999816894531
2015-12-14,73.55999755859375
2015-12-15,72.95999908447266
2015-12-16,73.98999786376953
2015-12-17,72.58000183105469
2015-12-18,70.62000274658203
2015-12-21,71.06999969482422
2015-12-22,72.16999816894531
2015-12-23,72.66999816894531
2015-12-24,72.97000122070312
2015-12-28,72.87999725341797
2015-12-29,73.51000213623047
2015-12-30,73.02999877929688
2015-12-31,73.36000061035156
2016-01-04,71.31999969482422
2016-01-05,72.05999755859375
2016-01-06,70.91999816894531
2016-01-07,68.91999816894531
2016-01-08,68.19000244140625
2016-01-11,67.3499984741211
2016-01-12,67.70999908447266
2016-01-13,65.7300033569336
2016-01-14,65.55999755859375
2016-01-15,65.19000244140625
2016-01-19,65.2699966430664
2016-01-20,65.72000122070312
2016-01-21,66.98999786376953
2016-01-22,68.22000122070312
2016-01-25,68.83000183105469
2016-01-26,71.38999938964844
2016-01-27,69.97000122070312
2016-01-28,70.25
2016-01-29,72.69999694824219
2016-02-01,73.30000305175781
2016-02-02,71.66000366210938
2016-02-03,72.30000305175781
2016-02-04,75.0199966430664
2016-02-05,74.76000213623047
2016-02-08,75.19999694824219
2016-02-09,75.12000274658203
2016-02-10,73.29000091552734
2016-02-11,72.97000122070312
2016-02-12,74.43000030517578
2016-02-16,75.55000305175781
2016-02-17,77.08999633789062
2016-02-18,77.36000061035156
2016-02-19,76.76000213623047
2016-02-22,77.33000183105469
2016-02-23,76.13999938964844
2016-02-24,75.80000305175781
2016-02-25,77.1500015258789
2016-02-26,78.05000305175781
2016-02-29,76.29000091552734
2016-03-01,77.69000244140625
2016-03-02,77.31999969482422
2016-03-03,78.5199966430664
2016-03-04,79.38999938964844
2016-03-07,79.94999694824219
2016-03-08,78.29000091552734
2016-03-09,79.76000213623047
2016-03-10,80.97000122070312
2016-03-11,82.36000061035156
2016-03-14,82.12999725341797
2016-03-15,81.7300033569336
2016-03-16,82.41999816894531
2016-03-17,84.45999908447266
2016-03-18,86.70999908447266
2016-03-21,86.37000274658203
2016-03-22,85.72000122070312
2016-03-23,86.02999877929688
2016-03-24,86.01000213623047
2016-03-28,84.1500015258789
2016-03-29,84.44999694824219
2016-03-30,84.13999938964844
2016-03-31,84.23999786376953
2016-04-01,84.48999786376953
2016-04-04,84.30000305175781
2016-04-05,82.94000244140625
2016-04-06,83.19000244140625
2016-04-07,82.70999908447266
2016-04-08,82.97000122070312
2016-04-11,83.19000244140625
2016-04-12,84.23999786376953
2016-04-13,86.37999725341797
2016-04-14,85.62000274658203
2016-04-15,85.43000030517578
2016-04-18,87.25
2016-04-19,88.45999908447266
2016-04-20,88.94999694824219
2016-04-21,85.91999816894531
2016-04-22,86.01000213623047
2016-04-25,84.95999908447266
2016-04-26,85.54000091552734
2016-04-27,86.2699966430664
2016-04-28,84.69000244140625
2016-04-29,82.87999725341797
2016-05-02,83.4000015258789
2016-05-03,83.62999725341797
2016-05-04,82.30000305175781
2016-05-05,82.18000030517578
2016-05-06,83.13999938964844
2016-05-09,83.91999816894531
2016-05-10,85.31999969482422
2016-05-11,83.3499984741211
2016-05-12,82.77999877929688
2016-05-13,80.91999816894531
2016-05-16,81.08000183105469
2016-05-17,81.3499984741211
2016-05-18,79.80999755859375
2016-05-19,80.08000183105469
2016-05-20,81.27999877929688
2016-05-23,81.0199966430664
2016-05-24,80.73999786376953
2016-05-25,81.29000091552734
2016-05-26,81.3499984741211
2016-05-27,82.13999938964844
2016-05-31,82.72000122070312
2016-06-01,82.19000244140625
2016-06-02,81.9000015258789
2016-06-03,82.01000213623047
2016-06-06,82.56999969482422
2016-06-07,82.97000122070312
2016-06-08,83.19999694824219
2016-06-09,81.7300033569336
2016-06-10,80.95999908447266
2016-06-13,80.41000366210938
2016-06-14,79.2300033569336
2016-06-15,80.11000061035156
2016-06-16,79.33000183105469
2016-06-17,79.81999969482422
2016-06-20,80.91000366210938
2016-06-21,80.12999725341797
2016-06-22,79.61000061035156
2016-06-23,80.75
2016-06-24,78.25
2016-06-27,76.91999816894531
2016-06-28,78.26000213623047
2016-06-29,79.80000305175781
2016-06-30,80.93000030517578
2016-07-01,81.41999816894531
2016-07-05,80.66999816894531
2016-07-06,81.69000244140625
2016-07-07,82.44000244140625
2016-07-08,85.0
2016-07-11,84.98999786376953
2016-07-12,85.31999969482422
2016-07-13,85.54000091552734
2016-07-14,85.30999755859375
2016-07-15,85.2699966430664
2016-07-18,81.2699966430664
2016-07-19,80.80000305175781
2016-07-20,81.55000305175781
2016-07-21,81.44999694824219
2016-07-22,83.3499984741211
2016-07-25,82.80999755859375
2016-07-26,84.25
2016-07-27,83.19999694824219
