Date,GILD
2015-07-01,116.01000213623047
2015-07-02,115.04000091552734
2015-07-06,115.66000366210938
2015-07-07,115.12999725341797
2015-07-08,112.94000244140625
2015-07-09,113.36000061035156
2015-07-10,113.73999786376953
2015-07-13,114.55000305175781
2015-07-14,117.36000061035156
2015-07-15,117.38999938964844
2015-07-16,118.8499984741211
2015-07-17,118.26000213623047
2015-07-20,118.19999694824219
2015-07-21,117.77999877929688
2015-07-22,117.44000244140625
2015-07-23,117.66000366210938
2015-07-24,112.83000183105469
2015-07-27,110.54000091552734
2015-07-28,113.06999969482422
2015-07-29,115.70999908447266
2015-07-30,117.9000015258789
2015-07-31,117.86000061035156
2015-08-03,119.5999984741211
2015-08-04,118.87000274658203
2015-08-05,118.66000366210938
2015-08-06,115.30000305175781
2015-08-07,114.44000244140625
2015-08-10,116.58000183105469
2015-08-11,115.61000061035156
2015-08-12,116.25
2015-08-13,115.19999694824219
2015-08-14,115.5999984741211
2015-08-17,116.41999816894531
2015-08-18,117.05999755859375
2015-08-19,116.20999908447266
2015-08-20,112.38999938964844
2015-08-21,105.33000183105469
2015-08-24,100.66000366210938
2015-08-25,102.55999755859375
2015-08-26,106.95999908447266
2015-08-27,107.98999786376953
2015-08-28,107.77999877929688
2015-08-31,105.06999969482422
2015-09-01,101.48999786376953
2015-09-02,104.2699966430664
2015-09-03,101.91000366210938
2015-09-04,102.05999755859375
2015-09-08,104.9000015258789
2015-09-09,103.81999969482422
2015-09-10,107.25
2015-09-11,109.62999725341797
2015-09-14,109.3499984741211
2015-09-15,111.05000305175781
2015-09-16,111.02999877929688
2015-09-17,111.61000061035156
2015-09-18,108.44000244140625
2015-09-21,105.73999786376953
2015-09-22,106.51000213623047
2015-09-23,105.48999786376953
2015-09-24,102.51000213623047
2015-09-25,100.13999938964844
2015-09-28,94.80000305175781
2015-09-29,96.0
2015-09-30,98.19000244140625
2015-10-01,98.2699966430664
2015-10-02,98.27999877929688
2015-10-05,99.26000213623047
2015-10-06,97.54000091552734
2015-10-07,100.2699966430664
2015-10-08,100.80999755859375
2015-10-09,100.6500015258789
2015-10-12,99.51000213623047
2015-10-13,98.19000244140625
2015-10-14,98.38999938964844
2015-10-15,101.63999938964844
2015-10-16,102.83000183105469
2015-10-19,103.61000061035156
2015-10-20,101.66000366210938
2015-10-21,101.7300033569336
2015-10-22,107.5999984741211
2015-10-23,107.98999786376953
2015-10-26,108.62999725341797
2015-10-27,110.95999908447266
2015-10-28,108.12999725341797
2015-10-29,109.20999908447266
2015-10-30,108.12999725341797
2015-11-02,109.5999984741211
2015-11-03,109.0999984741211
2015-11-04,108.9800033569336
2015-11-05,107.83000183105469
2015-11-06,108.33999633789062
2015-11-09,108.11000061035156
2015-11-10,108.8499984741211
2015-11-11,107.19000244140625
2015-11-12,104.2300033569336
2015-11-13,102.56999969482422
2015-11-16,103.80999755859375
2015-11-17,104.52999877929688
2015-11-18,108.12999725341797
2015-11-19,106.51000213623047
2015-11-20,106.54000091552734
2015-11-23,106.36000061035156
2015-11-24,106.56999969482422
2015-11-25,107.77999877929688
2015-11-27,108.0
2015-11-30,105.95999908447266
2015-12-01,105.8499984741211
2015-12-02,104.44000244140625
2015-12-03,101.37999725341797
2015-12-04,104.06999969482422
2015-12-07,102.91000366210938
2015-12-08,103.52999877929688
2015-12-09,101.94999694824219
2015-12-10,102.62000274658203
2015-12-11,100.02999877929688
2015-12-14,100.48999786376953
2015-12-15,101.97000122070312
2015-12-16,103.33999633789062
2015-12-17,102.36000061035156
2015-12-18,101.5999984741211
2015-12-21,102.62999725341797
2015-12-22,102.86000061035156
2015-12-23,103.13999938964844
2015-12-24,103.58000183105469
