Date,ILMN
2015-10-15,147.70428466796875
2015-10-16,146.12840270996094
2015-10-19,143.46302795410156
2015-10-20,141.14785766601562
2015-10-21,136.35214233398438
2015-10-22,138.21011352539062
2015-10-23,143.41439819335938
2015-10-26,143.62840270996094
2015-10-27,141.07977294921875
2015-10-28,142.9571990966797
2015-10-29,141.7509765625
2015-10-30,139.37742614746094
2015-11-02,144.78599548339844
2015-11-03,148.69650268554688
2015-11-04,154.72763061523438
2015-11-05,150.53501892089844
2015-11-06,151.5953369140625
2015-11-09,150.39883422851562
2015-11-10,149.12451171875
2015-11-11,150.7490234375
2015-11-12,151.1575927734375
2015-11-13,161.1381378173828
2015-11-16,165.47665405273438
2015-11-17,168.75486755371094
2015-11-18,171.62451171875
2015-11-19,169.03697204589844
2015-11-20,169.59144592285156
2015-11-23,169.8638153076172
2015-11-24,171.4883270263672
2015-11-25,175.5447540283203
2015-11-27,180.50584411621094
2015-11-30,178.89105224609375
2015-12-01,182.30545043945312
2015-12-02,176.65370178222656
2015-12-03,169.39688110351562
2015-12-04,173.95913696289062
2015-12-07,171.2937774658203
2015-12-08,176.78988647460938
2015-12-09,173.9785919189453
2015-12-10,177.6750946044922
2015-12-11,170.05836486816406
2015-12-14,169.90272521972656
2015-12-15,181.2062225341797
2015-12-16,181.82879638671875
2015-12-17,176.313232421875
2015-12-18,176.98443603515625
2015-12-21,181.7509765625
2015-12-22,181.8871612548828
2015-12-23,180.3015594482422
2015-12-24,183.85214233398438
2015-12-28,182.937744140625
2015-12-29,188.89105224609375
2015-12-30,185.86575317382812
2015-12-31,186.72178649902344
2016-01-04,176.3424072265625
2016-01-05,173.17120361328125
2016-01-06,172.72373962402344
2016-01-07,163.15174865722656
2016-01-08,160.67120361328125
2016-01-11,161.19650268554688
2016-01-12,164.04669189453125
2016-01-13,160.00973510742188
2016-01-14,170.34046936035156
2016-01-15,166.4883270263672
2016-01-19,164.96109008789062
2016-01-20,166.78988647460938
2016-01-21,164.57199096679688
2016-01-22,171.89688110351562
2016-01-25,169.72763061523438
2016-01-26,168.19065856933594
2016-01-27,157.99610900878906
2016-01-28,150.04864501953125
2016-01-29,153.64785766601562
2016-02-01,154.61090087890625
2016-02-02,150.4474639892578
2016-02-03,145.38909912109375
2016-02-04,139.47470092773438
2016-02-05,132.3443603515625
2016-02-08,131.68287658691406
2016-02-09,135.69065856933594
2016-02-10,134.92218017578125
2016-02-11,134.688720703125
2016-02-12,138.8326873779297
2016-02-16,145.04864501953125
2016-02-17,151.39105224609375
2016-02-18,146.07003784179688
2016-02-19,147.188720703125
2016-02-22,148.76458740234375
2016-02-23,145.8560333251953
2016-02-24,145.35018920898438
2016-02-25,148.2490234375
2016-02-26,151.07977294921875
2016-02-29,146.14785766601562
2016-03-01,155.16537475585938
2016-03-02,152.9182891845703
2016-03-03,153.16148376464844
2016-03-04,151.8871612548828
2016-03-07,157.2178955078125
2016-03-08,146.3326873779297
2016-03-09,148.8326873779297
2016-03-10,150.83657836914062
2016-03-11,154.2704315185547
2016-03-14,150.55447387695312
2016-03-15,145.8949432373047
2016-03-16,145.1361846923828
2016-03-17,143.21011352539062
2016-03-18,146.14785766601562
2016-03-21,150.9046630859375
2016-03-22,152.10116577148438
2016-03-23,148.3852081298828
2016-03-24,151.10894775390625
2016-03-28,147.9863739013672
2016-03-29,152.85018920898438
2016-03-30,153.14202880859375
2016-03-31,157.69454956054688
2016-04-01,162.31517028808594
2016-04-04,163.03501892089844
2016-04-05,159.2704315185547
2016-04-06,169.4163360595703
2016-04-07,163.62840270996094
2016-04-08,163.77432250976562
2016-04-11,165.27236938476562
2016-04-12,166.7704315185547
2016-04-13,169.2704315185547
2016-04-14,167.937744140625
2016-04-15,168.91050720214844
2016-04-18,173.27821350097656
2016-04-19,133.15174865722656
2016-04-20,135.68093872070312
2016-04-21,141.001953125
2016-04-22,139.67898559570312
2016-04-25,139.17315673828125
2016-04-26,135.4182891845703
2016-04-27,134.81517028808594
2016-04-28,132.0525360107422
2016-04-29,131.313232421875
2016-05-02,132.2178955078125
2016-05-03,130.00973510742188
2016-05-04,131.2937774658203
2016-05-05,135.11672973632812
2016-05-06,136.87742614746094
2016-05-09,137.89883422851562
2016-05-10,138.9494171142578
2016-05-11,135.07781982421875
2016-05-12,133.21011352539062
2016-05-13,133.19065856933594
2016-05-16,136.5758819580078
2016-05-17,134.99026489257812
2016-05-18,136.41050720214844
2016-05-19,134.2704315185547
2016-05-20,136.68287658691406
2016-05-23,136.0214080810547
2016-05-24,139.57199096679688
2016-05-25,139.64007568359375
2016-05-26,139.22178649902344
2016-05-27,139.93190002441406
2016-05-31,140.8852081298828
2016-06-01,141.80934143066406
2016-06-02,143.0933837890625
2016-06-03,141.5758819580078
2016-06-06,143.57977294921875
2016-06-07,141.001953125
2016-06-08,141.30349731445312
2016-06-09,139.5136260986328
2016-06-10,137.7626495361328
2016-06-13,135.9046630859375
2016-06-14,134.01751708984375
2016-06-15,133.00584411621094
2016-06-16,132.62646484375
2016-06-17,133.31712341308594
2016-06-20,136.28404235839844
2016-06-21,135.2626495361328
2016-06-22,137.0525360107422
2016-06-23,142.59727478027344
2016-06-24,135.12646484375
2016-06-27,131.78988647460938
2016-06-28,131.3326873779297
2016-06-29,133.8326873779297
2016-06-30,136.55642700195312
2016-07-01,136.89688110351562
2016-07-05,134.8929901123047
2016-07-06,136.9552459716797
2016-07-07,136.24513244628906
2016-07-08,137.40272521972656
2016-07-11,135.83657836914062
2016-07-12,144.93190002441406
2016-07-13,141.8871612548828
2016-07-14,143.2198486328125
2016-07-15,144.65953063964844
2016-07-18,145.49610900878906
2016-07-19,144.63035583496094
2016-07-20,148.43385314941406
2016-07-21,147.188720703125
2016-07-22,146.65370178222656
2016-07-25,146.53697204589844
2016-07-26,146.0116729736328
2016-07-27,157.8307342529297
2016-07-28,161.8871612548828
2016-07-29,161.81906127929688
2016-08-01,166.001953125
2016-08-02,162.37353515625
2016-08-03,160.55447387695312
2016-08-04,161.14785766601562
2016-08-05,161.99415588378906
2016-08-08,161.9260711669922
2016-08-09,161.07977294921875
2016-08-10,161.45913696289062
2016-08-11,163.44357299804688
2016-08-12,162.44163513183594
2016-08-15,168.6381378173828
2016-08-16,165.02919006347656
2016-08-17,164.5428009033203
2016-08-18,167.6750946044922
2016-08-19,166.99415588378906
2016-08-22,169.01751708984375
2016-08-23,168.0836639404297
2016-08-24,164.92218017578125
2016-08-25,164.8638153076172
2016-08-26,167.5194549560547
2016-08-29,165.77821350097656
2016-08-30,164.3871612548828
2016-08-31,163.75486755371094
2016-09-01,163.9688720703125
2016-09-02,163.32684326171875
2016-09-06,165.5447540283203
2016-09-07,164.96109008789062
2016-09-08,165.437744140625
2016-09-09,160.35992431640625
2016-09-12,166.06031799316406
2016-09-13,165.51556396484375
2016-09-14,167.10116577148438
2016-09-15,170.1750946044922
2016-09-16,168.25875854492188
2016-09-19,168.43385314941406
2016-09-20,171.0116729736328
2016-09-21,173.58949279785156
2016-09-22,174.4552459716797
2016-09-23,174.44552612304688
2016-09-26,173.60894775390625
2016-09-27,175.437744140625
2016-09-28,176.0505828857422
2016-09-29,171.7509765625
2016-09-30,176.71206665039062
2016-10-03,177.26654052734375
2016-10-04,176.28404235839844
2016-10-05,181.09922790527344
2016-10-06,179.8929901123047
2016-10-07,179.46498107910156
2016-10-10,179.81517028808594
2016-10-11,135.20428466796875
2016-10-12,132.47080993652344
2016-10-13,133.43385314941406
2016-10-14,134.24124145507812
2016-10-17,137.38327026367188
2016-10-18,141.26458740234375
2016-10-19,142.72373962402344
2016-10-20,138.93968200683594
2016-10-21,137.937744140625
2016-10-24,138.3949432373047
2016-10-25,134.4163360595703
2016-10-26,136.1381378173828
2016-10-27,135.49610900878906
2016-10-28,134.8540802001953
2016-10-31,132.43190002441406
2016-11-01,135.7003936767578
2016-11-02,131.96498107910156
2016-11-03,130.7295684814453
2016-11-04,130.96302795410156
2016-11-07,133.34629821777344
2016-11-08,133.9494171142578
2016-11-09,129.50389099121094
2016-11-10,134.60116577148438
2016-11-11,133.95913696289062
2016-11-14,132.66537475585938
2016-11-15,133.0739288330078
2016-11-16,131.19650268554688
2016-11-17,130.437744140625
2016-11-18,128.27821350097656
2016-11-21,133.80349731445312
2016-11-22,131.07977294921875
2016-11-23,130.7684783935547
2016-11-25,131.50778198242188
2016-11-28,132.47080993652344
2016-11-29,132.811279296875
2016-11-30,129.5136260986328
2016-12-01,124.24124145507812
2016-12-02,124.41634368896484
2016-12-05,124.43579864501953
2016-12-06,122.95719909667969
2016-12-07,118.69649505615234
2016-12-08,120.11672973632812
2016-12-09,119.8443603515625
2016-12-12,120.62256622314453
2016-12-13,123.2490234375
2016-12-14,122.03307342529297
2016-12-15,128.4046630859375
2016-12-16,127.44163513183594
2016-12-19,126.1186752319336
2016-12-20,124.562255859375
2016-12-21,124.3385238647461
2016-12-22,123.31712341308594
2016-12-23,125.24319458007812
2016-12-27,125.42801666259766
2016-12-28,124.44552612304688
2016-12-29,125.21400451660156
2016-12-30,124.55252838134766
2017-01-03,127.55836486816406
2017-01-04,131.498046875
2017-01-05,130.8949432373047
2017-01-06,137.6361846923828
2017-01-09,137.68482971191406
2017-01-10,160.5447540283203
2017-01-11,157.92800903320312
2017-01-12,158.4046630859375
2017-01-13,158.14202880859375
2017-01-17,156.09922790527344
2017-01-18,156.83851623535156
2017-01-19,156.2062225341797
2017-01-20,155.38909912109375
2017-01-23,156.50778198242188
2017-01-24,156.10894775390625
2017-01-25,156.68287658691406
2017-01-26,155.7684783935547
2017-01-27,156.6050567626953
2017-01-30,154.94163513183594
2017-01-31,155.7393035888672
2017-02-01,157.17898559570312
2017-02-02,158.45330810546875
2017-02-03,157.73345947265625
2017-02-06,158.0933837890625
2017-02-07,158.41439819335938
2017-02-08,158.5214080810547
2017-02-09,158.69650268554688
2017-02-10,158.59922790527344
2017-02-13,159.37742614746094
2017-02-14,159.9805450439453
2017-02-15,158.8424072265625
2017-02-16,156.9066162109375
2017-02-17,158.92022705078125
2017-02-21,157.73345947265625
2017-02-22,157.87937927246094
2017-02-23,156.62451171875
2017-02-24,155.64202880859375
2017-02-27,162.27626037597656
2017-02-28,162.84046936035156
2017-03-01,164.20233154296875
2017-03-02,163.15174865722656
2017-03-03,163.91050720214844
2017-03-06,162.14981079101562
2017-03-07,161.07003784179688
2017-03-08,159.92218017578125
2017-03-09,160.0
2017-03-10,162.66537475585938
2017-03-13,162.3638153076172
2017-03-14,160.34046936035156
2017-03-15,161.42996215820312
2017-03-16,155.11672973632812
2017-03-17,156.0505828857422
2017-03-20,159.03697204589844
2017-03-21,159.04669189453125
2017-03-22,163.2198486328125
2017-03-23,163.12257385253906
2017-03-24,165.93385314941406
2017-03-27,167.59727478027344
2017-03-28,166.1575927734375
2017-03-29,167.9571990966797
2017-03-30,168.44357299804688
2017-03-31,165.99221801757812
2017-04-03,166.09922790527344
2017-04-04,165.2918243408203
2017-04-05,162.9182891845703
2017-04-06,165.79766845703125
2017-04-07,167.69454956054688
2017-04-10,166.84825134277344
2017-04-11,170.24319458007812
2017-04-12,168.2393035888672
2017-04-13,168.9494171142578
2017-04-17,169.6692657470703
2017-04-18,170.51556396484375
2017-04-19,173.18093872070312
2017-04-20,172.33462524414062
2017-04-21,170.51556396484375
2017-04-24,175.2918243408203
2017-04-25,176.55642700195312
2017-04-26,179.5525360107422
2017-04-27,178.73541259765625
2017-04-28,179.8249053955078
2017-05-01,181.72178649902344
2017-05-02,181.62451171875
2017-05-03,182.6070098876953
2017-05-04,183.7062225341797
2017-05-05,182.0428009033203
2017-05-08,179.62062072753906
2017-05-09,178.58949279785156
2017-05-10,177.14981079101562
2017-05-11,176.78988647460938
2017-05-12,177.41244506835938
2017-05-15,175.1459197998047
2017-05-16,173.3852081298828
2017-05-17,170.77821350097656
2017-05-18,171.09922790527344
2017-05-19,172.188720703125
2017-05-22,170.1556396484375
2017-05-23,169.96109008789062
2017-05-24,169.72763061523438
2017-05-25,169.02723693847656
2017-05-26,171.11868286132812
2017-05-30,168.85214233398438
2017-05-31,172.52919006347656
2017-06-01,175.7295684814453
2017-06-02,178.78404235839844
2017-06-05,176.56614685058594
2017-06-06,174.562255859375
2017-06-07,174.2704315185547
2017-06-08,172.85018920898438
2017-06-09,169.33851623535156
2017-06-12,166.78988647460938
2017-06-13,168.73541259765625
2017-06-14,167.88909912109375
2017-06-15,167.3540802001953
2017-06-16,167.17898559570312
2017-06-19,171.78988647460938
2017-06-20,170.52529907226562
2017-06-21,172.54864501953125
2017-06-22,178.00584411621094
2017-06-23,180.23345947265625
2017-06-26,175.96302795410156
2017-06-27,171.55642700195312
2017-06-28,176.07003784179688
2017-06-29,171.935791015625
2017-06-30,168.7937774658203
2017-07-03,169.3871612548828
2017-07-05,169.60116577148438
2017-07-06,167.62646484375
2017-07-07,167.42218017578125
2017-07-10,164.39688110351562
2017-07-11,168.43385314941406
2017-07-12,168.5116729736328
2017-07-13,168.28793334960938
2017-07-14,167.6361846923828
2017-07-17,167.062255859375
2017-07-18,168.92996215820312
2017-07-19,169.1439666748047
2017-07-20,167.28599548339844
2017-07-21,168.0447540283203
2017-07-24,169.2509765625
2017-07-25,169.1147918701172
2017-07-26,171.498046875
2017-07-27,169.5817108154297
2017-07-28,170.1556396484375
2017-07-31,169.1147918701172
2017-08-01,167.6070098876953
2017-08-02,192.46109008789062
2017-08-03,193.05447387695312
2017-08-04,189.17315673828125
2017-08-07,194.1439666748047
2017-08-08,192.22763061523438
2017-08-09,193.80349731445312
2017-08-10,189.34825134277344
2017-08-11,188.95913696289062
2017-08-14,189.49415588378906
2017-08-15,188.6381378173828
2017-08-16,188.8618621826172
2017-08-17,185.99221801757812
2017-08-18,184.16342163085938
2017-08-21,185.4863739013672
2017-08-22,189.4552459716797
2017-08-23,188.34629821777344
2017-08-24,188.6770477294922
2017-08-25,186.9552459716797
2017-08-28,191.68287658691406
2017-08-29,190.60311889648438
2017-08-30,194.2996063232422
2017-08-31,198.89105224609375
2017-09-01,201.50778198242188
2017-09-05,201.5758819580078
2017-09-06,201.7704315185547
2017-09-07,204.47470092773438
2017-09-08,203.9688720703125
2017-09-11,206.45913696289062
2017-09-12,208.10311889648438
2017-09-13,207.61672973632812
2017-09-14,205.2918243408203
2017-09-15,204.9805450439453
2017-09-18,203.69650268554688
2017-09-19,199.36770629882812
2017-09-20,197.55836486816406
2017-09-21,194.78599548339844
2017-09-22,195.9241180419922
2017-09-25,195.8949432373047
2017-09-26,193.03501892089844
2017-09-27,192.37353515625
2017-09-28,193.57977294921875
2017-09-29,193.77432250976562
2017-10-02,196.72178649902344
2017-10-03,196.94552612304688
2017-10-04,200.16537475585938
2017-10-05,200.1750946044922
2017-10-06,198.61868286132812
2017-10-09,197.73345947265625
2017-10-10,198.58949279785156
2017-10-11,201.06031799316406
2017-10-12,202.56809997558594
2017-10-13,201.28404235839844
2017-10-16,200.6128387451172
2017-10-17,200.8560333251953
2017-10-18,200.0194549560547
2017-10-19,199.59144592285156
2017-10-20,204.16342163085938
2017-10-23,205.78793334960938
2017-10-24,205.07781982421875
2017-10-25,199.2704315185547
2017-10-26,202.6361846923828
2017-10-27,204.31906127929688
2017-10-30,198.25875854492188
2017-10-31,199.60116577148438
2017-11-01,202.0817108154297
2017-11-02,203.13229370117188
2017-11-03,208.16148376464844
2017-11-06,203.49221801757812
2017-11-07,205.97276306152344
2017-11-08,205.4474639892578
2017-11-09,203.90077209472656
2017-11-10,203.2490234375
2017-11-13,203.44357299804688
2017-11-14,200.437744140625
2017-11-15,199.8249053955078
2017-11-16,202.8307342529297
2017-11-17,203.32684326171875
2017-11-20,204.93190002441406
2017-11-21,206.27432250976562
2017-11-22,209.48443603515625
2017-11-24,209.00778198242188
2017-11-27,217.74319458007812
2017-11-28,220.11672973632812
2017-11-29,221.28404235839844
2017-11-30,223.76458740234375
2017-12-01,219.1050567626953
2017-12-04,207.6361846923828
2017-12-05,205.311279296875
2017-12-06,208.15174865722656
2017-12-07,208.8229522705078
2017-12-08,211.72178649902344
2017-12-11,208.27821350097656
2017-12-12,206.84825134277344
2017-12-13,208.7062225341797
2017-12-14,205.1070098876953
2017-12-15,210.65174865722656
2017-12-18,211.37159729003906
2017-12-19,208.89105224609375
2017-12-20,210.5447540283203
2017-12-21,208.72567749023438
2017-12-22,209.8443603515625
2017-12-26,208.37548828125
2017-12-27,209.59144592285156
2017-12-28,211.5953369140625
2017-12-29,212.53890991210938
2018-01-02,217.92800903320312
2018-01-03,224.04669189453125
2018-01-04,226.6439666748047
2018-01-05,221.9552459716797
2018-01-08,220.87548828125
2018-01-09,236.186767578125
2018-01-10,235.98248291015625
2018-01-11,233.501953125
2018-01-12,238.05447387695312
2018-01-16,234.8443603515625
2018-01-17,235.4571990966797
2018-01-18,234.7373504638672
2018-01-19,236.9163360595703
2018-01-22,238.5116729736328
2018-01-23,236.3229522705078
2018-01-24,235.8852081298828
2018-01-25,236.7606964111328
2018-01-26,238.16148376464844
2018-01-29,235.19454956054688
2018-01-30,234.61090087890625
2018-01-31,226.30349731445312
2018-02-01,224.01751708984375
2018-02-02,214.18287658691406
2018-02-05,207.1984405517578
2018-02-06,214.78599548339844
2018-02-07,215.1750946044922
2018-02-08,203.8326873779297
2018-02-09,211.27432250976562
2018-02-12,215.00973510742188
2018-02-13,214.435791015625
2018-02-14,217.0330810546875
2018-02-15,222.88909912109375
2018-02-16,222.9571990966797
2018-02-20,220.39883422851562
2018-02-21,221.70233154296875
2018-02-22,220.564208984375
2018-02-23,227.47080993652344
2018-02-26,227.07199096679688
2018-02-27,223.47276306152344
2018-02-28,221.80934143066406
2018-03-01,218.4241180419922
2018-03-02,222.9474639892578
2018-03-05,224.59144592285156
2018-03-06,229.33851623535156
2018-03-07,234.63035583496094
2018-03-08,236.8871612548828
2018-03-09,243.30738830566406
2018-03-12,246.27432250976562
2018-03-13,246.63424682617188
2018-03-14,244.93190002441406
2018-03-15,244.75680541992188
2018-03-16,246.99415588378906
2018-03-19,241.9552459716797
2018-03-20,245.7684783935547
2018-03-21,240.11672973632812
2018-03-22,234.5525360107422
2018-03-23,228.9494171142578
2018-03-26,235.68093872070312
2018-03-27,230.9046630859375
2018-03-28,228.58949279785156
2018-03-29,229.9805450439453
2018-04-02,223.6673126220703
2018-04-03,223.6770477294922
2018-04-04,231.2937774658203
2018-04-05,229.93190002441406
2018-04-06,221.9552459716797
2018-04-09,223.91050720214844
2018-04-10,232.41244506835938
2018-04-11,231.19650268554688
2018-04-12,235.49610900878906
2018-04-13,234.8638153076172
2018-04-16,238.5116729736328
2018-04-17,241.71206665039062
2018-04-18,243.19065856933594
2018-04-19,239.1439666748047
2018-04-20,237.937744140625
2018-04-23,239.15370178222656
2018-04-24,232.00389099121094
2018-04-25,224.8929901123047
2018-04-26,236.0214080810547
2018-04-27,237.7918243408203
2018-04-30,234.36770629882812
2018-05-01,236.37159729003906
2018-05-02,233.9494171142578
2018-05-03,233.3949432373047
2018-05-04,238.15174865722656
2018-05-07,249.8929901123047
2018-05-08,249.12451171875
2018-05-09,255.36964416503906
2018-05-10,257.76263427734375
2018-05-11,259.7178955078125
2018-05-14,262.1011657714844
2018-05-15,256.566162109375
2018-05-16,261.51751708984375
2018-05-17,261.13812255859375
2018-05-18,262.32489013671875
2018-05-21,260.98248291015625
2018-05-22,263.42413330078125
2018-05-23,264.32879638671875
2018-05-24,263.45330810546875
2018-05-25,258.9688720703125
2018-05-29,259.066162109375
2018-05-30,264.9708251953125
2018-05-31,265.01947021484375
2018-06-01,268.8034973144531
2018-06-04,272.62646484375
2018-06-05,271.498046875
2018-06-06,277.48052978515625
2018-06-07,273.064208984375
2018-06-08,274.3482360839844
2018-06-11,276.39105224609375
2018-06-12,284.1147766113281
2018-06-13,279.4163513183594
2018-06-14,282.2568054199219
2018-06-15,280.8852233886719
2018-06-18,280.98248291015625
2018-06-19,277.9571838378906
2018-06-20,279.815185546875
2018-06-21,278.2587585449219
2018-06-22,274.95135498046875
2018-06-25,266.98443603515625
2018-06-26,268.0058288574219
2018-06-27,263.2101135253906
2018-06-28,268.0350341796875
2018-06-29,271.6828918457031
2018-07-02,271.439697265625
2018-07-03,273.12255859375
2018-07-05,272.8501892089844
2018-07-06,278.3365783691406
2018-07-09,280.8949279785156
2018-07-10,283.501953125
2018-07-11,286.5369567871094
2018-07-12,296.39105224609375
2018-07-13,298.62841796875
2018-07-16,293.76458740234375
2018-07-17,297.16925048828125
2018-07-18,298.9104919433594
2018-07-19,300.6809387207031
2018-07-20,302.67510986328125
2018-07-23,302.5680847167969
2018-07-24,300.23345947265625
2018-07-25,307.2276306152344
2018-07-26,303.1031188964844
2018-07-27,292.9474792480469
2018-07-30,281.36187744140625
2018-07-31,315.5252990722656
2018-08-01,314.4260559082031
2018-08-02,323.4435729980469
2018-08-03,323.433837890625
2018-08-06,323.3074035644531
2018-08-07,327.9766540527344
2018-08-08,328.89105224609375
2018-08-09,324.4163513183594
2018-08-10,321.2548522949219
2018-08-13,318.3852233886719
2018-08-14,321.1770324707031
2018-08-15,318.89105224609375
2018-08-16,318.0739440917969
2018-08-17,317.00390625
2018-08-20,317.11090087890625
2018-08-21,322.4124450683594
2018-08-22,326.6342468261719
2018-08-23,326.57586669921875
2018-08-24,331.3229675292969
2018-08-27,335.7198486328125
2018-08-28,335.3696594238281
2018-08-29,341.07977294921875
2018-08-30,343.3949279785156
2018-08-31,345.1653747558594
2018-09-04,343.3949279785156
2018-09-05,336.9163513183594
2018-09-06,338.8034973144531
2018-09-07,335.64202880859375
2018-09-10,339.8540954589844
2018-09-11,342.7237243652344
2018-09-12,340.2918395996094
2018-09-13,346.2159423828125
2018-09-14,343.501953125
2018-09-17,337.76263427734375
2018-09-18,341.3229675292969
2018-09-19,340.82684326171875
2018-09-20,346.6147766113281
2018-09-21,348.4046630859375
2018-09-24,348.4922180175781
2018-09-25,349.23150634765625
2018-09-26,351.6050720214844
2018-09-27,356.98443603515625
2018-09-28,357.062255859375
2018-10-01,356.5564270019531
2018-10-02,352.2762756347656
2018-10-03,349.8054504394531
2018-10-04,335.3210144042969
2018-10-05,320.54473876953125
2018-10-08,317.01361083984375
2018-10-09,314.92218017578125
2018-10-10,296.4591369628906
2018-10-11,299.07586669921875
2018-10-12,312.9280090332031
2018-10-15,304.87353515625
2018-10-16,317.684814453125
2018-10-17,320.0
2018-10-18,312.6945495605469
2018-10-19,304.5719909667969
2018-10-22,308.5895080566406
2018-10-23,305.2529296875
2018-10-24,281.6147766113281
2018-10-25,290.01947021484375
2018-10-26,287.062255859375
2018-10-29,284.2898864746094
2018-10-30,295.4766540527344
2018-10-31,302.67510986328125
2018-11-01,304.2218017578125
2018-11-02,319.1634216308594
2018-11-05,315.311279296875
2018-11-06,313.939697265625
2018-11-07,333.3463134765625
2018-11-08,330.3015441894531
2018-11-09,320.2821044921875
2018-11-12,301.935791015625
2018-11-13,302.70428466796875
2018-11-14,299.8346252441406
2018-11-15,310.8074035644531
2018-11-16,311.2159423828125
2018-11-19,293.37548828125
2018-11-20,292.8793640136719
2018-11-21,301.439697265625
2018-11-23,302.0428161621094
2018-11-26,308.1614685058594
2018-11-27,313.0252990722656
2018-11-28,325.2237243652344
2018-11-29,328.7548522949219
2018-11-30,328.3074035644531
2018-12-03,340.7101135253906
2018-12-04,325.10699462890625
2018-12-06,325.2140197753906
2018-12-07,312.6556396484375
2018-12-10,314.2509765625
2018-12-11,319.9416198730469
2018-12-12,327.7431945800781
2018-12-13,325.5058288574219
2018-12-14,317.5680847167969
2018-12-17,302.42218017578125
2018-12-18,305.0389099121094
2018-12-19,295.1361999511719
2018-12-20,284.2898864746094
2018-12-21,271.26458740234375
2018-12-24,265.0389099121094
2018-12-26,285.35992431640625
2018-12-27,291.39105224609375
2018-12-28,290.10699462890625
2018-12-31,291.7607116699219
2019-01-02,286.498046875
2019-01-03,276.498046875
2019-01-04,294.4455261230469
2019-01-07,299.50390625
2019-01-08,285.7490234375
2019-01-09,296.9260559082031
2019-01-10,301.3326721191406
2019-01-11,298.70623779296875
2019-01-14,291.0408630371094
2019-01-15,297.1595458984375
2019-01-16,297.3054504394531
2019-01-17,301.6050720214844
2019-01-18,304.23150634765625
2019-01-22,295.3501892089844
2019-01-23,294.0564270019531
2019-01-24,292.85992431640625
2019-01-25,285.87548828125
2019-01-28,279.8443603515625
2019-01-29,277.4902648925781
2019-01-30,265.1459045410156
2019-01-31,272.16925048828125
2019-02-01,275.1556396484375
2019-02-04,273.3852233886719
2019-02-05,274.1925964355469
2019-02-06,276.439697265625
2019-02-07,268.9883117675781
2019-02-08,276.36187744140625
2019-02-11,276.62451171875
2019-02-12,284.2412414550781
2019-02-13,285.5252990722656
2019-02-14,284.50390625
2019-02-15,291.6536865234375
2019-02-19,294.0272521972656
2019-02-20,294.0077819824219
2019-02-21,288.79376220703125
2019-02-22,292.85992431640625
2019-02-25,296.439697265625
2019-02-26,293.0058288574219
2019-02-27,300.7392883300781
2019-02-28,304.2509765625
2019-03-01,312.4319152832031
2019-03-04,299.3190612792969
2019-03-05,295.5252990722656
2019-03-06,290.5252990722656
2019-03-07,284.1050720214844
2019-03-08,286.5077819824219
2019-03-11,292.00390625
2019-03-12,296.95526123046875
2019-03-13,299.87353515625
2019-03-14,300.7781982421875
2019-03-15,301.4007873535156
2019-03-18,297.45135498046875
2019-03-19,302.23736572265625
2019-03-20,306.7120666503906
2019-03-21,310.51556396484375
2019-03-22,300.3793640136719
2019-03-25,295.437744140625
