Date,HSY
2015-07-01,89.55999755859375
2015-07-02,90.04000091552734
2015-07-06,88.91999816894531
2015-07-07,91.29000091552734
2015-07-08,90.37000274658203
2015-07-09,90.80999755859375
2015-07-10,91.87000274658203
2015-07-13,92.12999725341797
2015-07-14,92.43000030517578
2015-07-15,91.68000030517578
2015-07-16,92.31999969482422
2015-07-17,91.51000213623047
2015-07-20,91.33000183105469
2015-07-21,90.72000122070312
2015-07-22,91.08999633789062
2015-07-23,90.6500015258789
2015-07-24,90.19999694824219
2015-07-27,90.66999816894531
2015-07-28,92.0199966430664
2015-07-29,92.5
2015-07-30,92.86000061035156
2015-07-31,92.88999938964844
2015-08-03,92.5199966430664
2015-08-04,92.80000305175781
2015-08-05,92.66000366210938
2015-08-06,92.19999694824219
2015-08-07,89.7300033569336
2015-08-10,91.80999755859375
2015-08-11,91.44000244140625
2015-08-12,92.26000213623047
2015-08-13,90.4800033569336
2015-08-14,91.3499984741211
2015-08-17,92.30999755859375
2015-08-18,93.44000244140625
2015-08-19,92.08000183105469
2015-08-20,91.58999633789062
2015-08-21,89.5199966430664
2015-08-24,86.47000122070312
2015-08-25,85.12999725341797
2015-08-26,88.19000244140625
2015-08-27,90.23999786376953
2015-08-28,90.19999694824219
2015-08-31,89.5199966430664
2015-09-01,87.08000183105469
2015-09-02,88.62000274658203
2015-09-03,90.23999786376953
2015-09-04,89.72000122070312
2015-09-08,92.11000061035156
2015-09-09,90.37999725341797
2015-09-10,90.70999908447266
2015-09-11,91.20999908447266
2015-09-14,90.22000122070312
2015-09-15,90.75
2015-09-16,93.73999786376953
2015-09-17,93.30000305175781
2015-09-18,92.45999908447266
2015-09-21,92.77999877929688
2015-09-22,91.70999908447266
2015-09-23,91.8499984741211
2015-09-24,92.08999633789062
2015-09-25,92.55999755859375
2015-09-28,91.27999877929688
2015-09-29,92.38999938964844
2015-09-30,91.87999725341797
2015-10-01,92.05000305175781
2015-10-02,94.30999755859375
2015-10-05,95.48999786376953
2015-10-06,94.16999816894531
2015-10-07,95.66999816894531
2015-10-08,97.0
2015-10-09,96.55999755859375
2015-10-12,97.06999969482422
2015-10-13,95.73999786376953
2015-10-14,94.30000305175781
2015-10-15,94.7300033569336
2015-10-16,95.27999877929688
2015-10-19,95.25
2015-10-20,94.20999908447266
2015-10-21,94.05000305175781
2015-10-22,95.93000030517578
2015-10-23,95.66999816894531
2015-10-26,94.95999908447266
2015-10-27,94.33000183105469
2015-10-28,88.23999786376953
2015-10-29,88.95999908447266
2015-10-30,88.69000244140625
2015-11-02,87.95999908447266
2015-11-03,88.05999755859375
2015-11-04,87.70999908447266
2015-11-05,87.70999908447266
2015-11-06,86.16000366210938
2015-11-09,85.12000274658203
2015-11-10,85.80000305175781
2015-11-11,86.58999633789062
2015-11-12,85.16000366210938
2015-11-13,83.81999969482422
2015-11-16,84.76000213623047
2015-11-17,83.58000183105469
2015-11-18,85.31999969482422
2015-11-19,85.08999633789062
2015-11-20,84.58999633789062
2015-11-23,85.6500015258789
2015-11-24,86.5199966430664
2015-11-25,86.91000366210938
2015-11-27,87.0
2015-11-30,86.30999755859375
2015-12-01,85.62000274658203
2015-12-02,85.20999908447266
2015-12-03,84.55999755859375
2015-12-04,86.5
2015-12-07,87.13999938964844
2015-12-08,87.86000061035156
2015-12-09,86.61000061035156
2015-12-10,86.7699966430664
2015-12-11,87.43000030517578
2015-12-14,89.91000366210938
2015-12-15,89.3499984741211
2015-12-16,91.41999816894531
2015-12-17,89.83000183105469
2015-12-18,88.76000213623047
2015-12-21,89.18000030517578
2015-12-22,89.7300033569336
2015-12-23,90.33999633789062
2015-12-24,90.31999969482422
2015-12-28,90.38999938964844
2015-12-29,90.9800033569336
2015-12-30,90.5999984741211
2015-12-31,89.2699966430664
2016-01-04,87.98999786376953
2016-01-05,87.66999816894531
2016-01-06,87.7300033569336
2016-01-07,85.69999694824219
2016-01-08,84.91999816894531
2016-01-11,84.25
2016-01-12,85.01000213623047
2016-01-13,83.5999984741211
2016-01-14,84.56999969482422
2016-01-15,83.31999969482422
2016-01-19,84.61000061035156
2016-01-20,84.98999786376953
2016-01-21,84.66000366210938
2016-01-22,85.25
2016-01-25,83.7699966430664
2016-01-26,85.08000183105469
2016-01-27,84.43000030517578
2016-01-28,87.0
2016-01-29,88.11000061035156
2016-02-01,89.36000061035156
2016-02-02,89.5
2016-02-03,88.77999877929688
2016-02-04,88.63999938964844
2016-02-05,87.69999694824219
2016-02-08,90.01000213623047
2016-02-09,89.81999969482422
2016-02-10,89.75
2016-02-11,88.48999786376953
2016-02-12,89.69999694824219
2016-02-16,90.38999938964844
2016-02-17,91.61000061035156
2016-02-18,90.48999786376953
2016-02-19,91.02999877929688
2016-02-22,90.3499984741211
2016-02-23,89.91000366210938
2016-02-24,90.66999816894531
2016-02-25,91.94000244140625
2016-02-26,90.62000274658203
2016-02-29,90.88999938964844
2016-03-01,91.86000061035156
2016-03-02,92.2699966430664
2016-03-03,93.36000061035156
2016-03-04,93.18000030517578
2016-03-07,92.44000244140625
2016-03-08,92.04000091552734
2016-03-09,92.56999969482422
2016-03-10,91.94999694824219
2016-03-11,92.72000122070312
2016-03-14,92.31999969482422
2016-03-15,92.54000091552734
2016-03-16,92.79000091552734
2016-03-17,92.63999938964844
2016-03-18,90.9800033569336
2016-03-21,90.87999725341797
2016-03-22,89.3499984741211
2016-03-23,89.91999816894531
2016-03-24,90.06999969482422
2016-03-28,90.31999969482422
2016-03-29,91.86000061035156
2016-03-30,91.8499984741211
2016-03-31,92.08999633789062
2016-04-01,93.70999908447266
2016-04-04,92.5
2016-04-05,91.33999633789062
2016-04-06,91.86000061035156
2016-04-07,91.04000091552734
2016-04-08,91.80999755859375
2016-04-11,91.5999984741211
2016-04-12,92.13999938964844
2016-04-13,92.0999984741211
2016-04-14,92.19000244140625
2016-04-15,93.51000213623047
2016-04-18,94.04000091552734
2016-04-19,94.55999755859375
2016-04-20,91.58999633789062
2016-04-21,89.77999877929688
2016-04-22,90.55000305175781
2016-04-25,91.37000274658203
2016-04-26,89.5999984741211
2016-04-27,90.87000274658203
2016-04-28,91.66000366210938
2016-04-29,93.11000061035156
2016-05-02,93.72000122070312
2016-05-03,92.86000061035156
2016-05-04,92.13999938964844
2016-05-05,91.9000015258789
2016-05-06,91.61000061035156
2016-05-09,92.47000122070312
2016-05-10,93.16000366210938
2016-05-11,92.23999786376953
2016-05-12,93.16000366210938
2016-05-13,92.44000244140625
2016-05-16,92.69000244140625
2016-05-17,90.69999694824219
2016-05-18,89.87999725341797
2016-05-19,90.63999938964844
2016-05-20,90.7699966430664
2016-05-23,90.62000274658203
2016-05-24,91.33999633789062
2016-05-25,91.36000061035156
2016-05-26,92.1500015258789
2016-05-27,92.5999984741211
2016-05-31,92.8499984741211
2016-06-01,93.0
2016-06-02,92.76000213623047
2016-06-03,93.5
2016-06-06,93.29000091552734
2016-06-07,93.20999908447266
2016-06-08,93.72000122070312
2016-06-09,96.41999816894531
2016-06-10,96.4000015258789
2016-06-13,95.62999725341797
2016-06-14,96.58000183105469
2016-06-15,96.05000305175781
2016-06-16,96.77999877929688
2016-06-17,97.11000061035156
2016-06-20,96.63999938964844
2016-06-21,97.45999908447266
2016-06-22,97.3499984741211
2016-06-23,97.12000274658203
2016-06-24,97.97000122070312
2016-06-27,97.20999908447266
2016-06-28,96.2300033569336
2016-06-29,97.13999938964844
2016-06-30,113.48999786376953
2016-07-01,111.94999694824219
2016-07-05,110.55000305175781
2016-07-06,109.29000091552734
2016-07-07,110.04000091552734
2016-07-08,110.69999694824219
2016-07-11,110.13999938964844
2016-07-12,108.73999786376953
2016-07-13,108.33000183105469
2016-07-14,108.08999633789062
2016-07-15,110.66000366210938
2016-07-18,109.37000274658203
2016-07-19,109.33999633789062
2016-07-20,109.12000274658203
2016-07-21,109.58999633789062
2016-07-22,109.94999694824219
2016-07-25,110.9800033569336
2016-07-26,109.54000091552734
2016-07-27,108.19000244140625
2016-07-28,111.3499984741211
2016-07-29,110.76000213623047
2016-08-01,110.88999938964844
2016-08-02,112.16999816894531
2016-08-03,110.4800033569336
2016-08-04,110.72000122070312
2016-08-05,111.6500015258789
2016-08-08,110.69000244140625
2016-08-09,110.2699966430664
2016-08-10,111.76000213623047
2016-08-11,112.04000091552734
2016-08-12,111.47000122070312
2016-08-15,111.81999969482422
2016-08-16,111.5
2016-08-17,113.43000030517578
2016-08-18,113.06999969482422
2016-08-19,113.62000274658203
2016-08-22,113.88999938964844
2016-08-23,113.05999755859375
2016-08-24,110.88999938964844
2016-08-25,111.0
2016-08-26,110.87999725341797
2016-08-29,111.66999816894531
2016-08-30,99.6500015258789
2016-08-31,99.88999938964844
2016-09-01,99.54000091552734
2016-09-02,99.30000305175781
2016-09-06,99.79000091552734
2016-09-07,99.12999725341797
2016-09-08,98.08999633789062
2016-09-09,96.18000030517578
2016-09-12,97.4800033569336
2016-09-13,96.01000213623047
2016-09-14,95.9800033569336
2016-09-15,96.01000213623047
2016-09-16,95.4800033569336
2016-09-19,95.44999694824219
2016-09-20,95.5199966430664
2016-09-21,96.36000061035156
2016-09-22,96.16000366210938
2016-09-23,95.8499984741211
2016-09-26,95.33000183105469
2016-09-27,94.69999694824219
2016-09-28,95.12999725341797
2016-09-29,94.63999938964844
2016-09-30,95.5999984741211
2016-10-03,95.41000366210938
2016-10-04,95.02999877929688
2016-10-05,94.70999908447266
2016-10-06,95.11000061035156
2016-10-07,95.20999908447266
2016-10-10,95.58999633789062
2016-10-11,94.62999725341797
2016-10-12,94.94999694824219
2016-10-13,95.6500015258789
2016-10-14,96.43000030517578
2016-10-17,96.73999786376953
2016-10-18,96.30999755859375
2016-10-19,95.62999725341797
2016-10-20,95.12000274658203
2016-10-21,95.36000061035156
2016-10-24,95.29000091552734
2016-10-25,95.80999755859375
2016-10-26,96.1500015258789
2016-10-27,95.51000213623047
2016-10-28,102.4000015258789
2016-10-31,102.45999908447266
2016-11-01,101.98999786376953
2016-11-02,101.83999633789062
2016-11-03,100.68000030517578
2016-11-04,100.0
2016-11-07,101.5999984741211
2016-11-08,101.19000244140625
2016-11-09,100.45999908447266
2016-11-10,97.2699966430664
2016-11-11,97.25
2016-11-14,98.91999816894531
2016-11-15,99.12999725341797
2016-11-16,99.30000305175781
2016-11-17,99.16000366210938
2016-11-18,98.55999755859375
2016-11-21,97.79000091552734
2016-11-22,97.72000122070312
2016-11-23,97.16000366210938
2016-11-25,97.7300033569336
2016-11-28,97.83999633789062
2016-11-29,98.12999725341797
2016-11-30,96.63999938964844
2016-12-01,96.27999877929688
2016-12-02,97.08000183105469
2016-12-05,97.88999938964844
2016-12-06,98.48999786376953
2016-12-07,99.16000366210938
2016-12-08,98.44000244140625
2016-12-09,100.30000305175781
2016-12-12,101.0999984741211
2016-12-13,100.88999938964844
2016-12-14,99.98999786376953
2016-12-15,100.70999908447266
2016-12-16,101.16000366210938
2016-12-19,101.45999908447266
2016-12-20,102.61000061035156
2016-12-21,103.16999816894531
2016-12-22,104.44000244140625
2016-12-23,103.62000274658203
2016-12-27,103.80000305175781
2016-12-28,103.1500015258789
2016-12-29,103.98999786376953
2016-12-30,103.43000030517578
2017-01-03,103.91999816894531
2017-01-04,104.12000274658203
2017-01-05,103.44999694824219
2017-01-06,104.51000213623047
2017-01-09,103.88999938964844
2017-01-10,104.83000183105469
2017-01-11,104.94999694824219
