Date,MA
2015-07-01,94.5
2015-07-02,94.23999786376953
2015-07-06,94.5199966430664
2015-07-07,93.88999938964844
2015-07-08,92.48999786376953
2015-07-09,93.04000091552734
2015-07-10,94.62000274658203
2015-07-13,95.5
2015-07-14,95.2699966430664
2015-07-15,95.25
2015-07-16,95.81999969482422
2015-07-17,96.08000183105469
2015-07-20,97.26000213623047
2015-07-21,96.70999908447266
2015-07-22,96.87999725341797
2015-07-23,95.16000366210938
2015-07-24,95.83000183105469
2015-07-27,94.38999938964844
2015-07-28,95.16000366210938
2015-07-29,96.7300033569336
2015-07-30,98.41000366210938
2015-07-31,97.4000015258789
2015-08-03,97.44000244140625
2015-08-04,97.30000305175781
2015-08-05,98.2699966430664
2015-08-06,97.16000366210938
2015-08-07,97.7699966430664
2015-08-10,98.08000183105469
2015-08-11,97.19999694824219
2015-08-12,97.04000091552734
2015-08-13,97.2300033569336
2015-08-14,97.88999938964844
2015-08-17,97.86000061035156
2015-08-18,97.5999984741211
2015-08-19,96.5999984741211
2015-08-20,94.55999755859375
2015-08-21,90.68000030517578
2015-08-24,87.83000183105469
2015-08-25,86.81999969482422
2015-08-26,91.70999908447266
2015-08-27,94.05000305175781
2015-08-28,94.08000183105469
2015-08-31,92.37000274658203
2015-09-01,89.05000305175781
2015-09-02,90.43000030517578
2015-09-03,91.6500015258789
2015-09-04,90.52999877929688
2015-09-08,92.9000015258789
2015-09-09,89.97000122070312
2015-09-10,89.68000030517578
2015-09-11,91.3499984741211
2015-09-14,90.94000244140625
2015-09-15,92.11000061035156
2015-09-16,92.7300033569336
2015-09-17,93.20999908447266
2015-09-18,92.1500015258789
2015-09-21,93.05000305175781
2015-09-22,92.06999969482422
2015-09-23,92.13999938964844
2015-09-24,91.12000274658203
2015-09-25,91.30000305175781
2015-09-28,88.3499984741211
2015-09-29,88.76000213623047
2015-09-30,90.12000274658203
2015-10-01,90.7300033569336
2015-10-02,92.06999969482422
2015-10-05,94.33000183105469
2015-10-06,93.91999816894531
2015-10-07,95.18000030517578
2015-10-08,95.87000274658203
2015-10-09,95.81999969482422
2015-10-12,96.63999938964844
2015-10-13,95.93000030517578
2015-10-14,95.02999877929688
2015-10-15,97.16000366210938
2015-10-16,97.63999938964844
2015-10-19,97.73999786376953
2015-10-20,97.66999816894531
2015-10-21,96.5999984741211
2015-10-22,98.0199966430664
2015-10-23,99.79000091552734
2015-10-26,99.62999725341797
2015-10-27,98.43000030517578
2015-10-28,100.08999633789062
2015-10-29,100.58999633789062
2015-10-30,98.98999786376953
2015-11-02,99.37999725341797
2015-11-03,100.12000274658203
2015-11-04,100.5199966430664
2015-11-05,100.69000244140625
2015-11-06,101.5
2015-11-09,100.47000122070312
2015-11-10,100.6500015258789
2015-11-11,100.87999725341797
2015-11-12,98.27999877929688
2015-11-13,96.86000061035156
2015-11-16,98.30000305175781
2015-11-17,98.06999969482422
2015-11-18,99.16000366210938
2015-11-19,98.93000030517578
2015-11-20,99.5
2015-11-23,99.37000274658203
2015-11-24,98.5
2015-11-25,98.16000366210938
2015-11-27,98.66999816894531
2015-11-30,97.91999816894531
2015-12-01,97.93000030517578
2015-12-02,97.0999984741211
2015-12-03,95.95999908447266
2015-12-04,98.69999694824219
2015-12-07,97.81999969482422
2015-12-08,98.18000030517578
2015-12-09,97.81999969482422
2015-12-10,97.61000061035156
2015-12-11,94.83000183105469
2015-12-14,96.30000305175781
2015-12-15,98.43000030517578
2015-12-16,100.04000091552734
2015-12-17,99.33000183105469
2015-12-18,96.29000091552734
2015-12-21,97.04000091552734
2015-12-22,97.54000091552734
2015-12-23,98.7300033569336
2015-12-24,98.58999633789062
2015-12-28,98.52999877929688
2015-12-29,99.72000122070312
2015-12-30,98.87000274658203
2015-12-31,97.36000061035156
2016-01-04,94.80999755859375
2016-01-05,94.98999786376953
2016-01-06,93.3499984741211
2016-01-07,91.63999938964844
2016-01-08,89.88999938964844
2016-01-11,90.58000183105469
2016-01-12,91.44000244140625
2016-01-13,89.19000244140625
2016-01-14,90.70999908447266
2016-01-15,88.70999908447266
2016-01-19,86.22000122070312
2016-01-20,85.12999725341797
2016-01-21,86.12000274658203
2016-01-22,88.0
2016-01-25,86.7699966430664
2016-01-26,87.0
2016-01-27,84.80999755859375
2016-01-28,83.43000030517578
2016-01-29,89.02999877929688
2016-02-01,88.62999725341797
2016-02-02,85.93000030517578
2016-02-03,86.47000122070312
2016-02-04,86.33000183105469
2016-02-05,82.76000213623047
2016-02-08,80.6500015258789
2016-02-09,81.97000122070312
2016-02-10,83.30999755859375
2016-02-11,82.11000061035156
2016-02-12,84.88999938964844
2016-02-16,86.18000030517578
2016-02-17,87.20999908447266
2016-02-18,86.04000091552734
2016-02-19,86.79000091552734
2016-02-22,87.81999969482422
2016-02-23,86.20999908447266
2016-02-24,86.41999816894531
2016-02-25,87.41999816894531
2016-02-26,87.56999969482422
2016-02-29,86.91999816894531
2016-03-01,90.0999984741211
2016-03-02,89.88999938964844
2016-03-03,89.73999786376953
2016-03-04,90.05000305175781
2016-03-07,88.30000305175781
2016-03-08,86.8499984741211
2016-03-09,87.18000030517578
2016-03-10,86.88999938964844
2016-03-11,88.58000183105469
2016-03-14,88.87000274658203
2016-03-15,89.36000061035156
2016-03-16,90.01000213623047
2016-03-17,91.41000366210938
2016-03-18,92.30999755859375
2016-03-21,92.3499984741211
2016-03-22,91.76000213623047
2016-03-23,92.12999725341797
2016-03-24,91.91000366210938
2016-03-28,91.23999786376953
2016-03-29,92.77999877929688
2016-03-30,93.80999755859375
2016-03-31,94.5
2016-04-01,95.87000274658203
2016-04-04,95.05000305175781
2016-04-05,94.3499984741211
2016-04-06,94.75
2016-04-07,93.51000213623047
2016-04-08,93.79000091552734
2016-04-11,93.47000122070312
2016-04-12,93.86000061035156
2016-04-13,95.75
2016-04-14,96.16999816894531
2016-04-15,96.68000030517578
2016-04-18,97.66999816894531
2016-04-19,97.23999786376953
2016-04-20,97.9000015258789
2016-04-21,97.54000091552734
2016-04-22,97.44999694824219
2016-04-25,96.9800033569336
2016-04-26,97.2699966430664
2016-04-27,98.37999725341797
2016-04-28,97.18000030517578
2016-04-29,96.98999786376953
2016-05-02,97.7699966430664
2016-05-03,96.44999694824219
2016-05-04,96.25
2016-05-05,96.19000244140625
2016-05-06,96.68000030517578
2016-05-09,96.72000122070312
2016-05-10,97.63999938964844
2016-05-11,96.41000366210938
2016-05-12,95.8499984741211
2016-05-13,95.36000061035156
2016-05-16,96.1500015258789
2016-05-17,95.5999984741211
2016-05-18,95.62999725341797
2016-05-19,94.69999694824219
2016-05-20,95.47000122070312
2016-05-23,95.08000183105469
2016-05-24,96.4800033569336
2016-05-25,96.44999694824219
2016-05-26,96.37999725341797
2016-05-27,97.18000030517578
