Date,AIG
2015-07-01,62.349998474121094
2015-07-02,62.08000183105469
2015-07-06,61.849998474121094
2015-07-07,62.209999084472656
2015-07-08,61.15999984741211
2015-07-09,61.7599983215332
2015-07-10,62.619998931884766
2015-07-13,63.380001068115234
2015-07-14,63.56999969482422
2015-07-15,64.02999877929688
2015-07-16,64.16000366210938
2015-07-17,64.05000305175781
2015-07-20,64.04000091552734
2015-07-21,64.0
2015-07-22,64.54000091552734
2015-07-23,64.13999938964844
2015-07-24,63.63999938964844
2015-07-27,63.2400016784668
2015-07-28,63.65999984741211
2015-07-29,64.54000091552734
2015-07-30,64.52999877929688
2015-07-31,64.12000274658203
2015-08-03,64.1500015258789
2015-08-04,62.34000015258789
2015-08-05,62.959999084472656
2015-08-06,63.02000045776367
2015-08-07,63.38999938964844
2015-08-10,63.9900016784668
2015-08-11,63.310001373291016
2015-08-12,63.2599983215332
2015-08-13,63.2400016784668
2015-08-14,64.25
2015-08-17,64.30000305175781
2015-08-18,63.709999084472656
2015-08-19,62.91999816894531
2015-08-20,61.709999084472656
2015-08-21,59.72999954223633
2015-08-24,56.939998626708984
2015-08-25,56.63999938964844
2015-08-26,59.15999984741211
2015-08-27,61.11000061035156
2015-08-28,61.0
2015-08-31,60.34000015258789
2015-09-01,58.72999954223633
2015-09-02,59.099998474121094
2015-09-03,59.45000076293945
2015-09-04,58.08000183105469
2015-09-08,59.2400016784668
2015-09-09,58.529998779296875
2015-09-10,58.220001220703125
2015-09-11,58.33000183105469
2015-09-14,58.0
2015-09-15,58.650001525878906
2015-09-16,58.900001525878906
2015-09-17,58.43000030517578
2015-09-18,57.779998779296875
2015-09-21,58.029998779296875
2015-09-22,57.279998779296875
2015-09-23,57.099998474121094
2015-09-24,56.900001525878906
2015-09-25,57.540000915527344
2015-09-28,55.65999984741211
2015-09-29,55.720001220703125
2015-09-30,56.81999969482422
2015-10-01,56.91999816894531
2015-10-02,57.189998626708984
2015-10-05,58.279998779296875
2015-10-06,57.68000030517578
2015-10-07,57.81999969482422
2015-10-08,58.2400016784668
2015-10-09,58.189998626708984
2015-10-12,58.68000030517578
2015-10-13,58.689998626708984
2015-10-14,58.029998779296875
2015-10-15,59.189998626708984
2015-10-16,60.0
2015-10-19,60.0
2015-10-20,60.27000045776367
2015-10-21,60.22999954223633
2015-10-22,60.75
2015-10-23,61.279998779296875
2015-10-26,61.15999984741211
2015-10-27,60.91999816894531
2015-10-28,63.88999938964844
2015-10-29,63.4900016784668
2015-10-30,63.060001373291016
2015-11-02,63.7400016784668
2015-11-03,60.959999084472656
2015-11-04,60.79999923706055
2015-11-05,62.0
2015-11-06,61.93000030517578
2015-11-09,61.209999084472656
2015-11-10,61.349998474121094
2015-11-11,60.66999816894531
2015-11-12,59.380001068115234
2015-11-13,59.310001373291016
2015-11-16,60.65999984741211
2015-11-17,61.0
2015-11-18,61.959999084472656
2015-11-19,61.97999954223633
2015-11-20,62.209999084472656
2015-11-23,62.7599983215332
2015-11-24,63.119998931884766
2015-11-25,63.150001525878906
2015-11-27,63.68000030517578
2015-11-30,63.58000183105469
2015-12-01,64.12000274658203
2015-12-02,63.5
2015-12-03,62.36000061035156
2015-12-04,63.9900016784668
2015-12-07,62.79999923706055
2015-12-08,62.75
2015-12-09,62.18000030517578
2015-12-10,60.97999954223633
2015-12-11,59.459999084472656
2015-12-14,58.41999816894531
2015-12-15,59.939998626708984
2015-12-16,60.93000030517578
2015-12-17,60.130001068115234
2015-12-18,59.599998474121094
2015-12-21,59.970001220703125
2015-12-22,60.72999954223633
2015-12-23,61.40999984741211
2015-12-24,61.70000076293945
2015-12-28,61.599998474121094
2015-12-29,62.540000915527344
2015-12-30,62.5099983215332
2015-12-31,61.970001220703125
2016-01-04,60.43000030517578
2016-01-05,60.63999938964844
2016-01-06,59.75
2016-01-07,58.31999969482422
2016-01-08,57.45000076293945
2016-01-11,57.689998626708984
2016-01-12,57.959999084472656
2016-01-13,56.66999816894531
2016-01-14,57.29999923706055
2016-01-15,56.09000015258789
2016-01-19,56.15999984741211
2016-01-20,55.04999923706055
2016-01-21,55.310001373291016
2016-01-22,56.349998474121094
2016-01-25,55.36000061035156
2016-01-26,55.90999984741211
2016-01-27,54.540000915527344
2016-01-28,54.709999084472656
2016-01-29,56.47999954223633
2016-02-01,56.290000915527344
2016-02-02,55.33000183105469
2016-02-03,54.310001373291016
2016-02-04,54.02000045776367
2016-02-05,53.369998931884766
2016-02-08,52.29999923706055
2016-02-09,52.25
2016-02-10,52.45000076293945
2016-02-11,50.52000045776367
2016-02-12,53.0
2016-02-16,52.060001373291016
2016-02-17,52.66999816894531
2016-02-18,51.91999816894531
2016-02-19,51.529998779296875
2016-02-22,52.099998474121094
2016-02-23,51.060001373291016
2016-02-24,50.91999816894531
