Date,NDSN
2022-08-11,238.5
2022-08-12,243.05999755859375
2022-08-15,245.1199951171875
2022-08-16,245.77999877929688
2022-08-17,244.80999755859375
2022-08-18,246.38999938964844
2022-08-19,244.3000030517578
2022-08-22,233.27999877929688
2022-08-23,239.1699981689453
2022-08-24,239.8000030517578
2022-08-25,242.27000427246094
2022-08-26,232.8300018310547
2022-08-29,231.69000244140625
2022-08-30,227.97999572753906
2022-08-31,227.1699981689453
2022-09-01,226.17999267578125
2022-09-02,223.74000549316406
2022-09-06,225.5500030517578
2022-09-07,232.30999755859375
2022-09-08,232.14999389648438
2022-09-09,234.27999877929688
2022-09-12,235.27000427246094
2022-09-13,227.35000610351562
2022-09-14,226.72000122070312
2022-09-15,223.02000427246094
2022-09-16,218.97999572753906
2022-09-19,224.02999877929688
2022-09-20,221.6300048828125
2022-09-21,218.91000366210938
2022-09-22,215.19000244140625
2022-09-23,213.0
2022-09-26,212.63999938964844
2022-09-27,209.97000122070312
2022-09-28,215.4600067138672
2022-09-29,213.75999450683594
2022-09-30,212.27000427246094
2022-10-03,218.60000610351562
2022-10-04,224.2899932861328
2022-10-05,223.22999572753906
2022-10-06,221.30999755859375
2022-10-07,215.72000122070312
2022-10-10,214.52000427246094
2022-10-11,214.50999450683594
2022-10-12,210.8300018310547
2022-10-13,215.02999877929688
2022-10-14,210.4600067138672
2022-10-17,215.8000030517578
2022-10-18,218.6699981689453
2022-10-19,216.75999450683594
2022-10-20,211.50999450683594
2022-10-21,216.52999877929688
2022-10-24,218.86000061035156
2022-10-25,223.4600067138672
2022-10-26,222.52000427246094
2022-10-27,221.05999755859375
2022-10-28,226.0
2022-10-31,225.0
2022-11-01,225.75
2022-11-02,221.35000610351562
2022-11-03,218.0
2022-11-04,220.0500030517578
2022-11-07,222.14999389648438
2022-11-08,225.35000610351562
2022-11-09,223.6999969482422
2022-11-10,235.17999267578125
2022-11-11,236.5500030517578
2022-11-14,237.39999389648438
2022-11-15,235.0
2022-11-16,232.0
2022-11-17,229.1300048828125
2022-11-18,231.00999450683594
2022-11-21,231.13999938964844
2022-11-22,233.58999633789062
2022-11-23,234.39999389648438
2022-11-25,236.0800018310547
2022-11-28,231.6199951171875
2022-11-29,230.8000030517578
2022-11-30,236.49000549316406
2022-12-01,240.00999450683594
2022-12-02,241.9199981689453
2022-12-05,238.33999633789062
2022-12-06,233.58999633789062
2022-12-07,235.13999938964844
2022-12-08,234.63999938964844
2022-12-09,232.89999389648438
2022-12-12,238.3800048828125
2022-12-13,238.3699951171875
2022-12-14,235.91000366210938
2022-12-15,241.83999633789062
2022-12-16,236.82000732421875
2022-12-19,233.39999389648438
2022-12-20,232.77000427246094
2022-12-21,238.1999969482422
2022-12-22,234.67999267578125
2022-12-23,236.32000732421875
2022-12-27,237.61000061035156
2022-12-28,235.1199951171875
2022-12-29,239.77999877929688
2022-12-30,237.72000122070312
2023-01-03,238.02999877929688
2023-01-04,237.75
2023-01-05,229.74000549316406
2023-01-06,235.77000427246094
2023-01-09,241.24000549316406
2023-01-10,241.4499969482422
2023-01-11,243.8699951171875
2023-01-12,242.14999389648438
2023-01-13,243.83999633789062
2023-01-17,242.0500030517578
2023-01-18,238.50999450683594
2023-01-19,228.3699951171875
2023-01-20,233.82000732421875
2023-01-23,238.10000610351562
2023-01-24,242.4499969482422
2023-01-25,235.02000427246094
2023-01-26,235.27000427246094
2023-01-27,239.5800018310547
2023-01-30,235.97000122070312
2023-01-31,243.3000030517578
2023-02-01,246.00999450683594
2023-02-02,250.99000549316406
2023-02-03,248.64999389648438
2023-02-06,243.97999572753906
2023-02-07,245.4600067138672
2023-02-08,243.39999389648438
2023-02-09,241.9199981689453
2023-02-10,241.52999877929688
2023-02-13,244.1300048828125
2023-02-14,242.77000427246094
2023-02-15,245.52999877929688
2023-02-16,242.47999572753906
2023-02-17,246.22000122070312
2023-02-21,211.91000366210938
2023-02-22,221.0399932861328
2023-02-23,222.61000061035156
2023-02-24,220.32000732421875
2023-02-27,220.13999938964844
2023-02-28,219.63999938964844
2023-03-01,219.4600067138672
2023-03-02,220.89999389648438
2023-03-03,222.99000549316406
2023-03-06,221.02000427246094
2023-03-07,219.61000061035156
2023-03-08,220.3800048828125
2023-03-09,218.17999267578125
2023-03-10,212.9199981689453
2023-03-13,210.72000122070312
2023-03-14,212.2100067138672
2023-03-15,206.38999938964844
2023-03-16,206.39999389648438
2023-03-17,204.02000427246094
2023-03-20,208.16000366210938
2023-03-21,208.7899932861328
2023-03-22,207.74000549316406
2023-03-23,207.13999938964844
2023-03-24,209.9499969482422
2023-03-27,212.3699951171875
2023-03-28,214.0
2023-03-29,217.02000427246094
2023-03-30,218.80999755859375
2023-03-31,222.25999450683594
2023-04-03,220.30999755859375
2023-04-04,214.64999389648438
2023-04-05,211.7100067138672
2023-04-06,210.02000427246094
2023-04-10,213.5800018310547
2023-04-11,216.86000061035156
2023-04-12,216.77000427246094
2023-04-13,218.6699981689453
2023-04-14,217.8699951171875
2023-04-17,218.67999267578125
2023-04-18,218.55999755859375
2023-04-19,217.2899932861328
2023-04-20,218.72000122070312
2023-04-21,218.83999633789062
2023-04-24,218.3300018310547
2023-04-25,214.14999389648438
2023-04-26,210.8699951171875
2023-04-27,216.0800018310547
2023-04-28,216.30999755859375
2023-05-01,217.52999877929688
2023-05-02,217.9199981689453
2023-05-03,215.5500030517578
2023-05-04,216.14999389648438
2023-05-05,220.1699981689453
2023-05-08,217.85000610351562
2023-05-09,216.7899932861328
2023-05-10,216.39999389648438
2023-05-11,216.24000549316406
2023-05-12,216.30999755859375
2023-05-15,216.7899932861328
2023-05-16,214.17999267578125
2023-05-17,217.0
2023-05-18,217.58999633789062
2023-05-19,217.1699981689453
2023-05-22,216.24000549316406
2023-05-23,219.5800018310547
2023-05-24,213.8000030517578
2023-05-25,217.14999389648438
2023-05-26,220.82000732421875
2023-05-30,220.7100067138672
2023-05-31,217.92999267578125
2023-06-01,221.77000427246094
2023-06-02,227.22000122070312
2023-06-05,224.5500030517578
2023-06-06,225.25999450683594
2023-06-07,233.2899932861328
2023-06-08,232.75999450683594
2023-06-09,232.14999389648438
2023-06-12,233.07000732421875
2023-06-13,234.63999938964844
2023-06-14,233.8000030517578
2023-06-15,236.5800018310547
2023-06-16,237.11000061035156
2023-06-20,235.47000122070312
2023-06-21,236.36000061035156
2023-06-22,236.52000427246094
2023-06-23,235.74000549316406
2023-06-26,241.82000732421875
2023-06-27,244.4499969482422
2023-06-28,242.3800048828125
2023-06-29,246.75
2023-06-30,248.17999267578125
2023-07-03,247.0
2023-07-05,242.44000244140625
2023-07-06,240.72999572753906
2023-07-07,242.2899932861328
2023-07-10,246.27000427246094
2023-07-11,249.0
2023-07-12,247.7100067138672
2023-07-13,247.5800018310547
2023-07-14,246.4600067138672
2023-07-17,247.27000427246094
2023-07-18,247.4199981689453
2023-07-19,247.82000732421875
2023-07-20,244.47000122070312
2023-07-21,243.35000610351562
2023-07-24,244.91000366210938
2023-07-25,244.97999572753906
2023-07-26,247.08999633789062
2023-07-27,248.10000610351562
2023-07-28,250.25999450683594
2023-07-31,251.61000061035156
2023-08-01,250.66000366210938
2023-08-02,247.82000732421875
2023-08-03,248.72000122070312
2023-08-04,246.4199981689453
2023-08-07,248.2100067138672
2023-08-08,245.7899932861328
2023-08-09,245.02000427246094
2023-08-10,242.50999450683594
2023-08-11,242.55999755859375
2023-08-14,241.19000244140625
2023-08-15,237.02999877929688
2023-08-16,236.19000244140625
2023-08-17,233.50999450683594
2023-08-18,232.3300018310547
2023-08-21,230.69000244140625
2023-08-22,235.6999969482422
2023-08-23,239.27000427246094
2023-08-24,236.69000244140625
2023-08-25,238.60000610351562
2023-08-28,242.55999755859375
2023-08-29,244.5
2023-08-30,245.6999969482422
2023-08-31,244.13999938964844
2023-09-01,245.50999450683594
2023-09-05,240.60000610351562
2023-09-06,239.5500030517578
2023-09-07,233.86000061035156
2023-09-08,232.8000030517578
2023-09-11,234.8699951171875
2023-09-12,232.22999572753906
2023-09-13,231.24000549316406
2023-09-14,232.75
2023-09-15,230.7899932861328
2023-09-18,231.3699951171875
2023-09-19,230.74000549316406
2023-09-20,227.77999877929688
2023-09-21,223.72000122070312
2023-09-22,224.17999267578125
2023-09-25,224.25999450683594
2023-09-26,216.25
2023-09-27,220.0800018310547
2023-09-28,223.07000732421875
2023-09-29,223.1699981689453
2023-10-02,221.3699951171875
2023-10-03,220.39999389648438
2023-10-04,223.13999938964844
2023-10-05,221.86000061035156
2023-10-06,222.77000427246094
2023-10-09,225.3300018310547
2023-10-10,226.7100067138672
2023-10-11,227.89999389648438
2023-10-12,227.5
2023-10-13,222.60000610351562
2023-10-16,224.50999450683594
2023-10-17,224.17999267578125
2023-10-18,217.47000122070312
2023-10-19,216.1699981689453
2023-10-20,215.32000732421875
2023-10-23,212.97999572753906
2023-10-24,213.8699951171875
2023-10-25,210.7100067138672
2023-10-26,212.8000030517578
2023-10-27,212.1300048828125
2023-10-30,212.16000366210938
2023-10-31,212.58999633789062
2023-11-01,211.52000427246094
2023-11-02,217.22999572753906
2023-11-03,221.5399932861328
2023-11-06,221.22000122070312
2023-11-07,220.49000549316406
2023-11-08,221.6199951171875
2023-11-09,221.47000122070312
2023-11-10,225.11000061035156
2023-11-13,223.55999755859375
2023-11-14,232.2899932861328
2023-11-15,233.5500030517578
2023-11-16,231.72000122070312
2023-11-17,233.4600067138672
2023-11-20,233.8300018310547
2023-11-21,233.4499969482422
2023-11-22,232.82000732421875
2023-11-24,235.2100067138672
2023-11-27,234.0800018310547
2023-11-28,231.64999389648438
2023-11-29,232.60000610351562
2023-11-30,235.33999633789062
2023-12-01,238.8000030517578
2023-12-04,240.33999633789062
2023-12-05,237.99000549316406
2023-12-06,241.11000061035156
2023-12-07,241.0800018310547
2023-12-08,239.16000366210938
2023-12-11,237.66000366210938
2023-12-12,237.83999633789062
2023-12-13,240.72000122070312
2023-12-14,250.0
2023-12-15,251.9600067138672
2023-12-18,254.77999877929688
2023-12-19,255.72000122070312
2023-12-20,255.0500030517578
2023-12-21,259.1700134277344
2023-12-22,261.3599853515625
2023-12-26,263.9800109863281
2023-12-27,264.19000244140625
2023-12-28,264.5199890136719
2023-12-29,264.1600036621094
2024-01-02,258.6499938964844
2024-01-03,251.58999633789062
2024-01-04,251.14999389648438
2024-01-05,249.72999572753906
2024-01-08,252.8300018310547
2024-01-09,250.32000732421875
2024-01-10,250.6199951171875
2024-01-11,250.61000061035156
2024-01-12,251.6199951171875
2024-01-16,250.5399932861328
2024-01-17,249.4600067138672
2024-01-18,251.5399932861328
2024-01-19,253.4199981689453
2024-01-22,253.91000366210938
2024-01-23,254.3300018310547
2024-01-24,251.0500030517578
2024-01-25,254.0500030517578
2024-01-26,252.1999969482422
2024-01-29,255.00999450683594
2024-01-30,257.2300109863281
2024-01-31,251.72000122070312
2024-02-01,257.3599853515625
2024-02-02,256.70001220703125
2024-02-05,252.6199951171875
2024-02-06,253.64999389648438
2024-02-07,255.80999755859375
2024-02-08,261.8699951171875
2024-02-09,263.6300048828125
2024-02-12,264.760009765625
2024-02-13,260.3699951171875
2024-02-14,263.7200012207031
2024-02-15,265.7200012207031
2024-02-16,264.07000732421875
2024-02-20,264.1099853515625
2024-02-21,261.69000244140625
2024-02-22,273.4599914550781
2024-02-23,273.7099914550781
2024-02-26,270.8699951171875
2024-02-27,268.0
2024-02-28,266.9599914550781
2024-02-29,265.6499938964844
2024-03-01,266.0899963378906
2024-03-04,265.32000732421875
2024-03-05,261.7900085449219
2024-03-06,265.17999267578125
2024-03-07,267.3900146484375
2024-03-08,264.760009765625
2024-03-11,263.2300109863281
2024-03-12,263.8699951171875
2024-03-13,264.95001220703125
2024-03-14,264.17999267578125
2024-03-15,263.20001220703125
2024-03-18,263.6499938964844
2024-03-19,262.5899963378906
2024-03-20,264.95001220703125
2024-03-21,270.1400146484375
2024-03-22,268.5199890136719
2024-03-25,267.1499938964844
2024-03-26,268.42999267578125
2024-03-27,273.739990234375
2024-03-28,274.5400085449219
2024-04-01,271.69000244140625
2024-04-02,270.2699890136719
2024-04-03,273.0
2024-04-04,270.79998779296875
2024-04-05,271.1300048828125
2024-04-08,271.25
2024-04-09,273.760009765625
2024-04-10,271.7699890136719
2024-04-11,268.8900146484375
2024-04-12,264.6499938964844
2024-04-15,263.1300048828125
2024-04-16,262.6600036621094
2024-04-17,260.79998779296875
2024-04-18,259.1199951171875
2024-04-19,259.5899963378906
2024-04-22,260.5199890136719
2024-04-23,262.0799865722656
2024-04-24,260.05999755859375
2024-04-25,259.6600036621094
2024-04-26,260.3999938964844
2024-04-29,262.489990234375
2024-04-30,258.19000244140625
2024-05-01,260.95001220703125
2024-05-02,262.79998779296875
2024-05-03,265.6099853515625
2024-05-06,270.6499938964844
2024-05-07,272.05999755859375
2024-05-08,271.0
2024-05-09,277.8399963378906
2024-05-10,278.8900146484375
2024-05-13,273.760009765625
2024-05-14,271.989990234375
2024-05-15,274.55999755859375
2024-05-16,270.55999755859375
2024-05-17,271.6499938964844
2024-05-20,268.4100036621094
2024-05-21,243.13999938964844
2024-05-22,243.1199951171875
2024-05-23,237.89999389648438
2024-05-24,237.94000244140625
2024-05-28,233.5800018310547
2024-05-29,230.0
2024-05-30,231.3000030517578
2024-05-31,234.72000122070312
2024-06-03,229.3800048828125
2024-06-04,228.0500030517578
2024-06-05,228.44000244140625
2024-06-06,226.50999450683594
2024-06-07,226.14999389648438
2024-06-10,225.27999877929688
2024-06-11,225.6999969482422
2024-06-12,232.72999572753906
2024-06-13,233.6699981689453
2024-06-14,228.72000122070312
2024-06-17,232.07000732421875
2024-06-18,232.1999969482422
2024-06-20,231.8000030517578
2024-06-21,231.32000732421875
2024-06-24,232.27000427246094
2024-06-25,228.82000732421875
2024-06-26,229.80999755859375
2024-06-27,230.30999755859375
2024-06-28,231.94000244140625
2024-07-01,227.67999267578125
2024-07-02,228.2100067138672
2024-07-03,227.58999633789062
2024-07-05,226.61000061035156
2024-07-08,226.50999450683594
2024-07-09,225.0
2024-07-10,229.8800048828125
2024-07-11,235.27000427246094
2024-07-12,237.14999389648438
2024-07-15,236.6300048828125
2024-07-16,243.36000061035156
2024-07-17,243.35000610351562
2024-07-18,239.64999389648438
2024-07-19,236.61000061035156
2024-07-22,240.57000732421875
2024-07-23,239.8699951171875
2024-07-24,235.99000549316406
2024-07-25,240.5500030517578
2024-07-26,245.9499969482422
2024-07-29,245.22000122070312
2024-07-30,248.61000061035156
2024-07-31,250.3300018310547
2024-08-01,243.33999633789062
2024-08-02,241.3800048828125
2024-08-05,234.8000030517578
2024-08-06,235.8000030517578
2024-08-07,232.6999969482422
2024-08-08,235.4499969482422
2024-08-09,234.44000244140625
2024-08-12,233.0399932861328
2024-08-13,237.41000366210938
2024-08-14,236.49000549316406
2024-08-15,240.4199981689453
2024-08-16,239.66000366210938
2024-08-19,239.64999389648438
2024-08-20,239.47000122070312
2024-08-21,247.77999877929688
2024-08-22,256.0299987792969
2024-08-23,257.3999938964844
2024-08-26,257.17999267578125
2024-08-27,255.89999389648438
2024-08-28,256.29998779296875
2024-08-29,255.16000366210938
2024-08-30,256.55999755859375
2024-09-03,250.17999267578125
2024-09-04,250.13999938964844
2024-09-05,246.60000610351562
2024-09-06,244.27000427246094
2024-09-09,247.36000061035156
2024-09-10,248.85000610351562
2024-09-11,247.92999267578125
2024-09-12,248.24000549316406
2024-09-13,251.80999755859375
2024-09-16,253.3699951171875
2024-09-17,255.17999267578125
2024-09-18,255.61000061035156
2024-09-19,260.0299987792969
2024-09-20,255.5800018310547
2024-09-23,255.38999938964844
2024-09-24,257.9200134277344
2024-09-25,255.58999633789062
2024-09-26,260.9599914550781
2024-09-27,261.6600036621094
2024-09-30,262.6300048828125
2024-10-01,260.8299865722656
2024-10-02,260.5899963378906
2024-10-03,255.30999755859375
2024-10-04,252.0
2024-10-07,252.7899932861328
2024-10-08,250.30999755859375
2024-10-09,253.19000244140625
2024-10-10,253.60000610351562
2024-10-11,256.6199951171875
2024-10-14,257.8699951171875
2024-10-15,257.17999267578125
2024-10-16,256.6499938964844
2024-10-17,256.1400146484375
2024-10-18,257.1700134277344
2024-10-21,253.35000610351562
2024-10-22,251.11000061035156
2024-10-23,249.97000122070312
2024-10-24,248.88999938964844
2024-10-25,248.10000610351562
2024-10-28,250.3699951171875
2024-10-29,249.13999938964844
2024-10-30,250.8800048828125
2024-10-31,247.88999938964844
2024-11-01,249.02999877929688
2024-11-04,247.55999755859375
2024-11-05,253.3800048828125
2024-11-06,264.3599853515625
2024-11-07,260.57000732421875
2024-11-08,261.44000244140625
2024-11-11,261.2099914550781
2024-11-12,257.6099853515625
2024-11-13,259.0400085449219
2024-11-14,256.55999755859375
2024-11-15,254.77999877929688
2024-11-18,253.4499969482422
2024-11-19,249.86000061035156
2024-11-20,252.55999755859375
2024-11-21,256.5799865722656
2024-11-22,261.2699890136719
2024-11-25,263.6199951171875
2024-11-26,258.7300109863281
2024-11-27,259.3599853515625
2024-11-29,260.989990234375
2024-12-02,259.1499938964844
2024-12-03,258.44000244140625
2024-12-04,256.5400085449219
2024-12-05,254.5800018310547
2024-12-06,254.39999389648438
2024-12-09,255.42999267578125
2024-12-10,252.8699951171875
2024-12-11,249.5500030517578
2024-12-12,229.11000061035156
2024-12-13,226.4600067138672
2024-12-16,224.0399932861328
2024-12-17,224.00999450683594
2024-12-18,212.7899932861328
2024-12-19,208.94000244140625
2024-12-20,209.72999572753906
2024-12-23,209.30999755859375
2024-12-24,212.2899932861328
2024-12-26,213.3000030517578
2024-12-27,211.27000427246094
2024-12-30,208.8300018310547
2024-12-31,209.24000549316406
2025-01-02,204.97000122070312
2025-01-03,207.55999755859375
2025-01-06,206.9600067138672
2025-01-07,205.42999267578125
2025-01-08,202.08999633789062
2025-01-10,200.1199951171875
2025-01-13,203.8300018310547
2025-01-14,207.41000366210938
2025-01-15,211.47999572753906
2025-01-16,213.82000732421875
2025-01-17,216.3800048828125
2025-01-21,220.17999267578125
2025-01-22,219.41000366210938
2025-01-23,219.49000549316406
2025-01-24,218.07000732421875
2025-01-27,224.07000732421875
2025-01-28,220.5
2025-01-29,217.97000122070312
2025-01-30,220.6300048828125
2025-01-31,220.22000122070312
2025-02-03,216.63999938964844
2025-02-04,217.1300048828125
2025-02-05,215.5500030517578
2025-02-06,215.3000030517578
2025-02-07,214.38999938964844
2025-02-10,216.8000030517578
2025-02-11,216.66000366210938
2025-02-12,214.3300018310547
2025-02-13,217.27999877929688
2025-02-14,216.4199981689453
2025-02-18,219.52000427246094
2025-02-19,217.72999572753906
2025-02-20,218.4499969482422
2025-02-21,215.44000244140625
2025-02-24,212.8000030517578
2025-02-25,214.97999572753906
2025-02-26,210.99000549316406
2025-02-27,209.5
2025-02-28,210.2899932861328
2025-03-03,207.10000610351562
2025-03-04,206.5500030517578
2025-03-05,210.44000244140625
2025-03-06,211.5399932861328
2025-03-07,215.30999755859375
2025-03-10,212.39999389648438
2025-03-11,206.00999450683594
2025-03-12,204.75
2025-03-13,201.99000549316406
2025-03-14,207.39999389648438
2025-03-17,210.67999267578125
2025-03-18,208.52999877929688
2025-03-19,208.57000732421875
2025-03-20,205.63999938964844
2025-03-21,203.86000061035156
2025-03-24,207.5800018310547
2025-03-25,205.92999267578125
2025-03-26,206.5500030517578
2025-03-27,206.5500030517578
2025-03-28,200.4600067138672
2025-03-31,201.72000122070312
2025-04-01,200.9499969482422
2025-04-02,203.35000610351562
2025-04-03,186.38999938964844
2025-04-04,176.72999572753906
2025-04-07,170.8000030517578
2025-04-08,167.50999450683594
2025-04-09,187.2899932861328
2025-04-10,181.0399932861328
2025-04-11,185.55999755859375
2025-04-14,184.4499969482422
2025-04-15,183.08999633789062
2025-04-16,180.69000244140625
2025-04-17,180.80999755859375
2025-04-21,177.11000061035156
2025-04-22,183.05999755859375
2025-04-23,184.72999572753906
2025-04-24,189.4499969482422
2025-04-25,188.22000122070312
2025-04-28,188.6999969482422
2025-04-29,188.75999450683594
2025-04-30,189.57000732421875
2025-05-01,190.36000061035156
2025-05-02,192.83999633789062
2025-05-05,190.89999389648438
2025-05-06,188.44000244140625
2025-05-07,189.2899932861328
2025-05-08,194.10000610351562
2025-05-09,192.6199951171875
2025-05-12,203.0
2025-05-13,202.60000610351562
2025-05-14,201.1300048828125
2025-05-15,201.10000610351562
2025-05-16,205.35000610351562
2025-05-19,204.4499969482422
2025-05-20,202.39999389648438
2025-05-21,196.47000122070312
2025-05-22,195.83999633789062
2025-05-23,193.3800048828125
2025-05-27,198.00999450683594
2025-05-28,195.74000549316406
2025-05-29,208.97000122070312
2025-05-30,211.99000549316406
2025-06-02,212.17999267578125
2025-06-03,212.30999755859375
2025-06-04,213.2100067138672
2025-06-05,213.5500030517578
2025-06-06,214.75999450683594
2025-06-09,219.27999877929688
2025-06-10,223.5
2025-06-11,219.27999877929688
2025-06-12,218.02999877929688
2025-06-13,214.36000061035156
2025-06-16,218.38999938964844
2025-06-17,214.1199951171875
2025-06-18,213.52999877929688
2025-06-20,209.5500030517578
2025-06-23,213.02000427246094
2025-06-24,213.36000061035156
2025-06-25,212.72000122070312
2025-06-26,214.91000366210938
2025-06-27,215.1199951171875
2025-06-30,214.3699951171875
2025-07-01,220.47999572753906
2025-07-02,222.75
2025-07-03,222.77999877929688
2025-07-07,218.7899932861328
2025-07-08,221.5
2025-07-09,222.0399932861328
2025-07-10,223.1699981689453
2025-07-11,220.82000732421875
2025-07-14,218.42999267578125
2025-07-15,214.89999389648438
2025-07-16,213.00999450683594
2025-07-17,217.47000122070312
2025-07-18,217.07000732421875
2025-07-21,214.3000030517578
2025-07-22,218.3000030517578
2025-07-23,220.02999877929688
2025-07-24,219.14999389648438
2025-07-25,220.83999633789062
2025-07-28,219.3800048828125
2025-07-29,220.2100067138672
2025-07-30,215.75999450683594
2025-07-31,214.2100067138672
2025-08-01,209.25
2025-08-04,212.4600067138672
2025-08-05,213.97999572753906
2025-08-06,211.1300048828125
2025-08-07,212.05999755859375
2025-08-08,211.0399932861328
2025-08-11,210.61000061035156
2025-08-12,215.7899932861328
2025-08-13,221.5800018310547
2025-08-14,217.22000122070312
2025-08-15,213.44000244140625
2025-08-18,214.10000610351562
2025-08-19,217.5
2025-08-20,213.52000427246094
2025-08-21,219.92999267578125
2025-08-22,227.1699981689453
2025-08-25,225.7899932861328
2025-08-26,226.35000610351562
2025-08-27,225.6699981689453
2025-08-28,224.6699981689453
2025-08-29,225.08999633789062
2025-09-02,222.6999969482422
2025-09-03,221.97000122070312
2025-09-04,226.00999450683594
2025-09-05,225.02999877929688
2025-09-08,226.1300048828125
2025-09-09,222.11000061035156
2025-09-10,223.72000122070312
2025-09-11,227.97999572753906
2025-09-12,223.1699981689453
2025-09-15,225.9199981689453
2025-09-16,226.1300048828125
2025-09-17,223.63999938964844
2025-09-18,227.6300048828125
2025-09-19,225.0800018310547
2025-09-22,225.33999633789062
2025-09-23,224.83999633789062
2025-09-24,223.1199951171875
2025-09-25,221.52000427246094
2025-09-26,227.0
2025-09-29,227.35000610351562
2025-09-30,226.9499969482422
2025-10-01,228.5500030517578
2025-10-02,232.25
2025-10-03,233.4499969482422
2025-10-06,234.1199951171875
