Date,TDC
2015-07-01,36.20000076293945
2015-07-02,36.02000045776367
2015-07-06,35.619998931884766
2015-07-07,35.90999984741211
2015-07-08,35.40999984741211
2015-07-09,35.560001373291016
2015-07-10,35.93000030517578
2015-07-13,36.29999923706055
2015-07-14,36.310001373291016
2015-07-15,35.9900016784668
2015-07-16,35.7599983215332
2015-07-17,35.619998931884766
2015-07-20,36.849998474121094
2015-07-21,36.630001068115234
2015-07-22,36.61000061035156
2015-07-23,36.709999084472656
2015-07-24,35.869998931884766
2015-07-27,35.7400016784668
2015-07-28,36.150001525878906
2015-07-29,36.380001068115234
2015-07-30,36.599998474121094
2015-07-31,37.11000061035156
2015-08-03,36.529998779296875
2015-08-04,35.9900016784668
2015-08-05,36.27000045776367
2015-08-06,30.43000030517578
2015-08-07,30.0
2015-08-10,30.899999618530273
2015-08-11,30.25
2015-08-12,30.520000457763672
2015-08-13,30.540000915527344
2015-08-14,30.530000686645508
2015-08-17,30.6299991607666
2015-08-18,30.40999984741211
2015-08-19,29.8799991607666
2015-08-20,29.6299991607666
2015-08-21,30.18000030517578
2015-08-24,28.989999771118164
2015-08-25,27.700000762939453
2015-08-26,29.049999237060547
2015-08-27,29.75
2015-08-28,29.489999771118164
2015-08-31,29.229999542236328
2015-09-01,28.540000915527344
2015-09-02,28.729999542236328
2015-09-03,28.459999084472656
2015-09-04,28.420000076293945
2015-09-08,29.440000534057617
2015-09-09,29.31999969482422
2015-09-10,29.40999984741211
2015-09-11,29.59000015258789
2015-09-14,29.389999389648438
2015-09-15,29.799999237060547
2015-09-16,30.040000915527344
2015-09-17,29.559999465942383
2015-09-18,29.110000610351562
2015-09-21,28.809999465942383
2015-09-22,28.229999542236328
2015-09-23,28.350000381469727
2015-09-24,28.43000030517578
2015-09-25,28.84000015258789
2015-09-28,28.200000762939453
2015-09-29,29.200000762939453
2015-09-30,28.959999084472656
2015-10-01,28.1200008392334
2015-10-02,29.020000457763672
2015-10-05,29.200000762939453
2015-10-06,29.489999771118164
2015-10-07,29.93000030517578
2015-10-08,29.760000228881836
2015-10-09,29.469999313354492
2015-10-12,28.579999923706055
2015-10-13,28.3700008392334
2015-10-14,28.420000076293945
2015-10-15,28.6200008392334
2015-10-16,28.579999923706055
2015-10-19,28.860000610351562
2015-10-20,28.959999084472656
2015-10-21,28.0
2015-10-22,28.149999618530273
2015-10-23,28.280000686645508
2015-10-26,28.139999389648438
2015-10-27,27.790000915527344
2015-10-28,28.690000534057617
2015-10-29,28.079999923706055
2015-10-30,28.110000610351562
2015-11-02,29.100000381469727
2015-11-03,29.420000076293945
2015-11-04,29.790000915527344
2015-11-05,25.579999923706055
2015-11-06,28.829999923706055
2015-11-09,27.670000076293945
2015-11-10,27.65999984741211
2015-11-11,27.0
2015-11-12,26.579999923706055
2015-11-13,26.1200008392334
2015-11-16,26.3700008392334
2015-11-17,26.530000686645508
2015-11-18,28.190000534057617
2015-11-19,28.420000076293945
2015-11-20,28.450000762939453
2015-11-23,29.649999618530273
2015-11-24,29.8799991607666
2015-11-25,29.889999389648438
2015-11-27,29.799999237060547
2015-11-30,29.90999984741211
2015-12-01,30.6299991607666
2015-12-02,30.030000686645508
2015-12-03,29.440000534057617
2015-12-04,29.690000534057617
2015-12-07,28.770000457763672
2015-12-08,28.139999389648438
2015-12-09,28.149999618530273
2015-12-10,28.639999389648438
2015-12-11,27.06999969482422
2015-12-14,26.8799991607666
2015-12-15,26.93000030517578
2015-12-16,27.559999465942383
2015-12-17,26.81999969482422
2015-12-18,26.190000534057617
2015-12-21,26.309999465942383
2015-12-22,26.940000534057617
2015-12-23,27.200000762939453
2015-12-24,27.219999313354492
2015-12-28,26.809999465942383
2015-12-29,27.06999969482422
2015-12-30,26.81999969482422
2015-12-31,26.420000076293945
2016-01-04,26.25
2016-01-05,25.520000457763672
2016-01-06,24.479999542236328
2016-01-07,23.65999984741211
2016-01-08,23.469999313354492
2016-01-11,22.889999389648438
2016-01-12,23.049999237060547
2016-01-13,22.690000534057617
2016-01-14,23.149999618530273
2016-01-15,22.959999084472656
2016-01-19,22.690000534057617
2016-01-20,23.280000686645508
2016-01-21,23.399999618530273
2016-01-22,23.3700008392334
2016-01-25,22.760000228881836
2016-01-26,22.940000534057617
2016-01-27,22.959999084472656
2016-01-28,23.149999618530273
2016-01-29,24.34000015258789
2016-02-01,24.329999923706055
2016-02-02,23.270000457763672
2016-02-03,23.690000534057617
2016-02-04,25.579999923706055
2016-02-05,23.540000915527344
2016-02-08,23.1200008392334
2016-02-09,22.600000381469727
2016-02-10,23.239999771118164
2016-02-11,22.6200008392334
2016-02-12,23.06999969482422
2016-02-16,23.639999389648438
2016-02-17,24.75
2016-02-18,25.059999465942383
2016-02-19,25.079999923706055
2016-02-22,25.059999465942383
2016-02-23,24.530000686645508
2016-02-24,24.690000534057617
2016-02-25,25.1299991607666
2016-02-26,25.110000610351562
2016-02-29,24.950000762939453
2016-03-01,25.469999313354492
2016-03-02,25.530000686645508
2016-03-03,26.43000030517578
2016-03-04,26.799999237060547
2016-03-07,27.479999542236328
2016-03-08,26.809999465942383
2016-03-09,26.56999969482422
2016-03-10,26.110000610351562
2016-03-11,26.729999542236328
2016-03-14,26.18000030517578
2016-03-15,25.8799991607666
2016-03-16,26.15999984741211
2016-03-17,26.450000762939453
2016-03-18,26.760000228881836
2016-03-21,26.739999771118164
2016-03-22,26.729999542236328
2016-03-23,25.889999389648438
2016-03-24,25.850000381469727
2016-03-28,26.190000534057617
2016-03-29,26.489999771118164
2016-03-30,26.110000610351562
2016-03-31,26.239999771118164
2016-04-01,25.649999618530273
2016-04-04,25.34000015258789
2016-04-05,25.15999984741211
2016-04-06,25.610000610351562
2016-04-07,25.18000030517578
2016-04-08,24.940000534057617
2016-04-11,24.719999313354492
2016-04-12,24.489999771118164
2016-04-13,25.280000686645508
2016-04-14,25.190000534057617
2016-04-15,24.690000534057617
2016-04-18,24.790000915527344
2016-04-19,25.1200008392334
2016-04-20,25.5
2016-04-21,25.799999237060547
2016-04-22,26.610000610351562
2016-04-25,26.31999969482422
2016-04-26,26.040000915527344
2016-04-27,26.200000762939453
2016-04-28,25.899999618530273
2016-04-29,25.299999237060547
2016-05-02,25.329999923706055
2016-05-03,25.040000915527344
2016-05-04,24.399999618530273
2016-05-05,26.270000457763672
2016-05-06,28.139999389648438
2016-05-09,27.200000762939453
2016-05-10,27.75
2016-05-11,27.530000686645508
2016-05-12,27.309999465942383
2016-05-13,26.40999984741211
2016-05-16,26.540000915527344
2016-05-17,26.149999618530273
2016-05-18,26.0
2016-05-19,25.850000381469727
2016-05-20,26.440000534057617
2016-05-23,26.6200008392334
2016-05-24,26.549999237060547
2016-05-25,27.56999969482422
2016-05-26,27.709999084472656
2016-05-27,27.940000534057617
2016-05-31,28.34000015258789
2016-06-01,28.579999923706055
2016-06-02,28.959999084472656
2016-06-03,28.309999465942383
2016-06-06,28.649999618530273
2016-06-07,28.739999771118164
2016-06-08,29.049999237060547
2016-06-09,28.639999389648438
2016-06-10,27.850000381469727
2016-06-13,27.5
2016-06-14,27.299999237060547
2016-06-15,27.059999465942383
2016-06-16,27.229999542236328
2016-06-17,27.670000076293945
2016-06-20,28.190000534057617
2016-06-21,28.200000762939453
2016-06-22,27.850000381469727
2016-06-23,28.559999465942383
2016-06-24,26.079999923706055
2016-06-27,24.440000534057617
2016-06-28,24.8700008392334
2016-06-29,24.940000534057617
2016-06-30,25.06999969482422
2016-07-01,25.25
2016-07-05,24.780000686645508
2016-07-06,25.1200008392334
2016-07-07,25.229999542236328
2016-07-08,25.940000534057617
2016-07-11,26.040000915527344
2016-07-12,27.1200008392334
2016-07-13,27.09000015258789
2016-07-14,27.309999465942383
2016-07-15,27.18000030517578
2016-07-18,27.350000381469727
2016-07-19,27.229999542236328
2016-07-20,28.299999237060547
2016-07-21,28.030000686645508
2016-07-22,28.209999084472656
2016-07-25,28.309999465942383
2016-07-26,28.549999237060547
2016-07-27,28.5
2016-07-28,28.690000534057617
2016-07-29,28.3799991607666
2016-08-01,28.389999389648438
2016-08-02,29.420000076293945
2016-08-03,30.649999618530273
2016-08-04,31.260000228881836
2016-08-05,31.549999237060547
2016-08-08,31.899999618530273
2016-08-09,31.6200008392334
2016-08-10,31.270000457763672
2016-08-11,31.540000915527344
2016-08-12,31.360000610351562
2016-08-15,31.799999237060547
2016-08-16,31.43000030517578
2016-08-17,31.350000381469727
2016-08-18,31.540000915527344
2016-08-19,31.670000076293945
2016-08-22,31.68000030517578
2016-08-23,31.979999542236328
2016-08-24,31.559999465942383
2016-08-25,31.75
2016-08-26,32.290000915527344
2016-08-29,32.619998931884766
2016-08-30,32.59000015258789
2016-08-31,31.729999542236328
2016-09-01,31.469999313354492
2016-09-02,31.75
2016-09-06,31.229999542236328
2016-09-07,31.219999313354492
2016-09-08,31.110000610351562
2016-09-09,29.790000915527344
2016-09-12,30.3700008392334
2016-09-13,29.459999084472656
2016-09-14,29.56999969482422
2016-09-15,30.030000686645508
2016-09-16,29.6299991607666
2016-09-19,30.06999969482422
2016-09-20,29.8799991607666
2016-09-21,30.34000015258789
2016-09-22,30.559999465942383
2016-09-23,30.719999313354492
2016-09-26,30.479999542236328
2016-09-27,30.399999618530273
2016-09-28,30.959999084472656
2016-09-29,30.110000610351562
2016-09-30,31.0
2016-10-03,29.440000534057617
2016-10-04,29.549999237060547
2016-10-05,30.15999984741211
2016-10-06,30.360000610351562
2016-10-07,30.290000915527344
2016-10-10,30.6299991607666
2016-10-11,29.790000915527344
2016-10-12,30.0
2016-10-13,29.309999465942383
2016-10-14,29.520000457763672
2016-10-17,29.290000915527344
2016-10-18,29.5
2016-10-19,30.09000015258789
2016-10-20,29.690000534057617
2016-10-21,29.34000015258789
2016-10-24,29.829999923706055
2016-10-25,29.799999237060547
2016-10-26,30.09000015258789
2016-10-27,27.65999984741211
2016-10-28,26.950000762939453
2016-10-31,26.959999084472656
2016-11-01,27.100000381469727
2016-11-02,26.729999542236328
2016-11-03,26.530000686645508
2016-11-04,26.420000076293945
2016-11-07,27.110000610351562
2016-11-08,27.5
2016-11-09,28.020000457763672
2016-11-10,28.420000076293945
2016-11-11,28.610000610351562
2016-11-14,29.040000915527344
2016-11-15,29.040000915527344
2016-11-16,28.389999389648438
2016-11-17,28.020000457763672
2016-11-18,27.06999969482422
2016-11-21,27.450000762939453
2016-11-22,27.420000076293945
2016-11-23,27.350000381469727
2016-11-25,27.350000381469727
2016-11-28,27.540000915527344
2016-11-29,27.200000762939453
2016-11-30,26.850000381469727
2016-12-01,26.420000076293945
2016-12-02,26.450000762939453
2016-12-05,27.229999542236328
2016-12-06,27.40999984741211
2016-12-07,27.889999389648438
2016-12-08,28.75
2016-12-09,28.600000381469727
2016-12-12,28.290000915527344
2016-12-13,28.6200008392334
2016-12-14,28.540000915527344
2016-12-15,28.149999618530273
2016-12-16,28.229999542236328
2016-12-19,28.040000915527344
2016-12-20,27.56999969482422
2016-12-21,27.31999969482422
2016-12-22,26.700000762939453
2016-12-23,26.969999313354492
2016-12-27,27.329999923706055
2016-12-28,27.09000015258789
2016-12-29,27.25
2016-12-30,27.170000076293945
