Date,WHR
2015-07-01,171.0
2015-07-02,169.72999572753906
2015-07-06,168.74000549316406
2015-07-07,171.22999572753906
2015-07-08,170.74000549316406
2015-07-09,170.52000427246094
2015-07-10,174.4199981689453
2015-07-13,175.36000061035156
2015-07-14,175.67999267578125
2015-07-15,173.5
2015-07-16,170.0
2015-07-17,168.72000122070312
2015-07-20,163.13999938964844
2015-07-21,166.2100067138672
2015-07-22,178.36000061035156
2015-07-23,179.42999267578125
2015-07-24,176.10000610351562
2015-07-27,171.83999633789062
2015-07-28,176.72000122070312
2015-07-29,178.75
2015-07-30,178.1199951171875
2015-07-31,177.72999572753906
2015-08-03,175.97000122070312
2015-08-04,174.8800048828125
2015-08-05,173.83999633789062
2015-08-06,170.52000427246094
2015-08-07,170.41000366210938
2015-08-10,174.86000061035156
2015-08-11,171.47000122070312
2015-08-12,172.7899932861328
2015-08-13,174.57000732421875
2015-08-14,177.22000122070312
2015-08-17,178.49000549316406
2015-08-18,182.9499969482422
2015-08-19,184.5800018310547
2015-08-20,183.10000610351562
2015-08-21,177.60000610351562
2015-08-24,167.69000244140625
2015-08-25,166.4600067138672
2015-08-26,168.08999633789062
2015-08-27,170.64999389648438
2015-08-28,168.49000549316406
2015-08-31,168.10000610351562
2015-09-01,160.1999969482422
2015-09-02,166.25
2015-09-03,165.33999633789062
2015-09-04,163.8699951171875
2015-09-08,165.6699981689453
2015-09-09,165.07000732421875
2015-09-10,162.1300048828125
2015-09-11,163.0399932861328
2015-09-14,161.5500030517578
2015-09-15,167.4600067138672
2015-09-16,168.0800018310547
2015-09-17,168.4600067138672
2015-09-18,164.10000610351562
2015-09-21,162.66000366210938
2015-09-22,157.92999267578125
2015-09-23,157.92999267578125
2015-09-24,156.47999572753906
2015-09-25,154.9499969482422
2015-09-28,147.19000244140625
2015-09-29,145.4600067138672
2015-09-30,147.25999450683594
2015-10-01,148.08999633789062
2015-10-02,148.60000610351562
2015-10-05,156.11000061035156
2015-10-06,154.24000549316406
2015-10-07,157.6999969482422
2015-10-08,160.22999572753906
2015-10-09,158.64999389648438
2015-10-12,158.8699951171875
2015-10-13,155.22000122070312
2015-10-14,151.50999450683594
2015-10-15,154.64999389648438
2015-10-16,156.77000427246094
2015-10-19,156.27000427246094
2015-10-20,155.55999755859375
2015-10-21,152.86000061035156
2015-10-22,159.80999755859375
2015-10-23,145.89999389648438
2015-10-26,150.1699981689453
2015-10-27,153.69000244140625
2015-10-28,157.83999633789062
2015-10-29,162.6999969482422
2015-10-30,160.13999938964844
2015-11-02,161.1999969482422
2015-11-03,160.88999938964844
2015-11-04,160.99000549316406
2015-11-05,158.66000366210938
2015-11-06,156.4499969482422
2015-11-09,155.5
2015-11-10,156.85000610351562
2015-11-11,158.9199981689453
2015-11-12,155.5
2015-11-13,151.07000732421875
2015-11-16,154.6999969482422
2015-11-17,157.27000427246094
2015-11-18,158.0500030517578
2015-11-19,159.72000122070312
2015-11-20,162.27000427246094
2015-11-23,164.47999572753906
2015-11-24,164.69000244140625
2015-11-25,166.82000732421875
2015-11-27,166.2899932861328
2015-11-30,162.52000427246094
2015-12-01,163.25999450683594
2015-12-02,161.41000366210938
2015-12-03,157.61000061035156
2015-12-04,160.19000244140625
2015-12-07,157.86000061035156
2015-12-08,157.66000366210938
2015-12-09,148.25
2015-12-10,149.1699981689453
2015-12-11,146.10000610351562
2015-12-14,144.02999877929688
2015-12-15,145.0399932861328
2015-12-16,153.10000610351562
2015-12-17,147.02999877929688
2015-12-18,142.27000427246094
2015-12-21,146.5800018310547
2015-12-22,146.94000244140625
2015-12-23,150.13999938964844
2015-12-24,149.57000732421875
2015-12-28,148.97999572753906
2015-12-29,150.16000366210938
2015-12-30,148.57000732421875
2015-12-31,146.8699951171875
2016-01-04,148.08999633789062
2016-01-05,144.89999389648438
2016-01-06,141.1999969482422
2016-01-07,137.64999389648438
2016-01-08,135.55999755859375
2016-01-11,134.41000366210938
2016-01-12,134.30999755859375
2016-01-13,129.9600067138672
2016-01-14,134.02999877929688
2016-01-15,128.63999938964844
2016-01-19,127.20999908447266
2016-01-20,130.6300048828125
2016-01-21,133.3699951171875
2016-01-22,133.5800018310547
2016-01-25,133.22000122070312
2016-01-26,134.25
2016-01-27,132.3699951171875
2016-01-28,132.02000427246094
2016-01-29,134.38999938964844
2016-02-01,135.4199981689453
2016-02-02,132.19000244140625
2016-02-03,135.0800018310547
2016-02-04,139.8000030517578
2016-02-05,137.82000732421875
2016-02-08,135.24000549316406
2016-02-09,137.0399932861328
2016-02-10,134.36000061035156
2016-02-11,129.74000549316406
2016-02-12,132.19000244140625
2016-02-16,135.4499969482422
2016-02-17,138.85000610351562
2016-02-18,140.47999572753906
2016-02-19,142.91000366210938
2016-02-22,148.2100067138672
2016-02-23,150.13999938964844
2016-02-24,151.27999877929688
2016-02-25,151.8699951171875
2016-02-26,154.5500030517578
2016-02-29,155.32000732421875
2016-03-01,157.52000427246094
2016-03-02,158.82000732421875
2016-03-03,158.0500030517578
2016-03-04,161.16000366210938
2016-03-07,159.14999389648438
2016-03-08,158.5500030517578
2016-03-09,158.5800018310547
2016-03-10,158.3300018310547
2016-03-11,164.6999969482422
2016-03-14,166.0399932861328
2016-03-15,168.83999633789062
2016-03-16,174.22000122070312
2016-03-17,176.64999389648438
2016-03-18,177.92999267578125
2016-03-21,177.4600067138672
2016-03-22,177.1699981689453
2016-03-23,175.00999450683594
2016-03-24,175.08999633789062
2016-03-28,176.99000549316406
2016-03-29,177.2899932861328
2016-03-30,177.35000610351562
2016-03-31,180.33999633789062
2016-04-01,183.30999755859375
2016-04-04,182.97999572753906
2016-04-05,181.16000366210938
2016-04-06,182.35000610351562
2016-04-07,180.44000244140625
