Date,QCOM
2015-07-01,62.900001525878906
2015-07-02,63.11000061035156
2015-07-06,63.11000061035156
2015-07-07,62.79999923706055
2015-07-08,61.90999984741211
2015-07-09,61.86000061035156
2015-07-10,62.72999954223633
2015-07-13,63.43000030517578
2015-07-14,63.939998626708984
2015-07-15,63.880001068115234
2015-07-16,64.55000305175781
2015-07-17,64.33999633789062
2015-07-20,63.790000915527344
2015-07-21,65.13999938964844
2015-07-22,64.19000244140625
2015-07-23,61.779998779296875
2015-07-24,61.63999938964844
2015-07-27,61.97999954223633
2015-07-28,63.099998474121094
2015-07-29,63.16999816894531
2015-07-30,64.41000366210938
2015-07-31,64.38999938964844
2015-08-03,64.43000030517578
2015-08-04,63.45000076293945
2015-08-05,63.880001068115234
2015-08-06,62.84000015258789
2015-08-07,63.02000045776367
2015-08-10,63.150001525878906
2015-08-11,62.54999923706055
2015-08-12,62.58000183105469
2015-08-13,62.029998779296875
2015-08-14,61.90999984741211
2015-08-17,62.06999969482422
2015-08-18,61.31999969482422
2015-08-19,61.18000030517578
2015-08-20,60.150001525878906
2015-08-21,57.61000061035156
2015-08-24,55.279998779296875
2015-08-25,53.880001068115234
2015-08-26,56.65999984741211
2015-08-27,57.36000061035156
2015-08-28,57.45000076293945
2015-08-31,56.58000183105469
2015-09-01,55.02000045776367
2015-09-02,55.86000061035156
2015-09-03,55.54999923706055
2015-09-04,54.290000915527344
2015-09-08,55.20000076293945
2015-09-09,54.31999969482422
2015-09-10,55.33000183105469
2015-09-11,54.65999984741211
2015-09-14,54.310001373291016
2015-09-15,54.869998931884766
2015-09-16,55.20000076293945
2015-09-17,54.97999954223633
2015-09-18,54.45000076293945
2015-09-21,54.38999938964844
2015-09-22,53.939998626708984
2015-09-23,53.560001373291016
2015-09-24,53.27000045776367
2015-09-25,53.220001220703125
2015-09-28,52.540000915527344
2015-09-29,52.43000030517578
2015-09-30,53.72999954223633
2015-10-01,53.18000030517578
2015-10-02,55.06999969482422
2015-10-05,56.22999954223633
2015-10-06,56.31999969482422
2015-10-07,56.61000061035156
2015-10-08,57.65999984741211
2015-10-09,57.779998779296875
2015-10-12,57.790000915527344
2015-10-13,57.5099983215332
2015-10-14,58.630001068115234
2015-10-15,59.2599983215332
2015-10-16,59.90999984741211
2015-10-19,59.099998474121094
2015-10-20,59.0
2015-10-21,58.970001220703125
