Date,ELV
2022-01-03,464.8599853515625
2022-01-04,458.1700134277344
2022-01-05,458.2200012207031
2022-01-06,439.45001220703125
2022-01-07,434.989990234375
2022-01-10,437.8299865722656
2022-01-11,453.7300109863281
2022-01-12,451.8299865722656
2022-01-13,446.8299865722656
2022-01-14,452.1400146484375
2022-01-18,448.0899963378906
2022-01-19,448.2900085449219
2022-01-20,452.7200012207031
2022-01-21,441.55999755859375
2022-01-24,449.5
2022-01-25,439.17999267578125
2022-01-26,428.44000244140625
2022-01-27,435.8299865722656
2022-01-28,442.0899963378906
2022-01-31,440.989990234375
2022-02-01,438.8999938964844
2022-02-02,444.1600036621094
2022-02-03,451.7900085449219
2022-02-04,446.260009765625
2022-02-07,449.42999267578125
2022-02-08,465.760009765625
2022-02-09,468.010009765625
2022-02-10,457.6000061035156
2022-02-11,447.9100036621094
2022-02-14,443.9700012207031
2022-02-15,449.8900146484375
2022-02-16,458.5799865722656
2022-02-17,451.3399963378906
2022-02-18,446.239990234375
2022-02-22,444.010009765625
2022-02-23,442.5299987792969
2022-02-24,441.80999755859375
2022-02-25,453.69000244140625
2022-02-28,451.8500061035156
2022-03-01,451.5
2022-03-02,463.489990234375
2022-03-03,469.0199890136719
2022-03-04,476.8399963378906
2022-03-07,454.5299987792969
2022-03-08,456.07000732421875
2022-03-09,465.3699951171875
2022-03-10,473.20001220703125
2022-03-11,465.260009765625
2022-03-14,458.3299865722656
2022-03-15,467.69000244140625
2022-03-16,470.82000732421875
2022-03-17,478.1300048828125
2022-03-18,478.0199890136719
2022-03-21,476.0
2022-03-22,471.5400085449219
2022-03-23,462.1700134277344
2022-03-24,473.7300109863281
2022-03-25,480.760009765625
2022-03-28,484.7900085449219
2022-03-29,491.0299987792969
2022-03-30,502.4800109863281
2022-03-31,491.2200012207031
2022-04-01,499.3299865722656
2022-04-04,489.3399963378906
2022-04-05,494.7799987792969
2022-04-06,506.8699951171875
2022-04-07,514.6599731445312
2022-04-08,520.6699829101562
2022-04-11,510.6400146484375
2022-04-12,509.6099853515625
2022-04-13,512.2100219726562
2022-04-14,516.719970703125
2022-04-18,512.9500122070312
2022-04-19,517.0399780273438
2022-04-20,529.8400268554688
2022-04-21,522.8699951171875
2022-04-22,502.6300048828125
2022-04-25,506.8699951171875
2022-04-26,502.30999755859375
2022-04-27,508.3800048828125
2022-04-28,516.739990234375
2022-04-29,501.92999267578125
2022-05-02,497.1099853515625
2022-05-03,498.4800109863281
2022-05-04,510.2900085449219
2022-05-05,506.8599853515625
2022-05-06,504.6400146484375
2022-05-09,490.8800048828125
2022-05-10,489.32000732421875
2022-05-11,487.3599853515625
2022-05-12,484.5199890136719
2022-05-13,486.45001220703125
2022-05-16,493.5899963378906
2022-05-17,497.19000244140625
2022-05-18,476.3900146484375
2022-05-19,479.9200134277344
2022-05-20,492.8500061035156
2022-05-23,494.8500061035156
2022-05-24,505.2900085449219
2022-05-25,504.7799987792969
2022-05-26,512.4299926757812
2022-05-27,520.5499877929688
2022-05-31,509.6099853515625
2022-06-01,499.19000244140625
2022-06-02,496.92999267578125
2022-06-03,493.260009765625
2022-06-06,497.4200134277344
2022-06-07,500.4100036621094
2022-06-08,498.29998779296875
2022-06-09,486.20001220703125
2022-06-10,482.8299865722656
2022-06-13,462.8900146484375
2022-06-14,460.3999938964844
2022-06-15,462.8800048828125
2022-06-16,454.760009765625
2022-06-17,444.32000732421875
2022-06-21,460.760009765625
2022-06-22,465.75
2022-06-23,472.3399963378906
2022-06-24,469.8699951171875
2022-06-27,482.5799865722656
2022-06-28,473.0899963378906
2022-06-29,485.57000732421875
2022-06-30,482.5799865722656
2022-07-01,485.9800109863281
2022-07-05,476.94000244140625
2022-07-06,484.2699890136719
2022-07-07,478.8299865722656
2022-07-08,484.2900085449219
2022-07-11,481.6199951171875
2022-07-12,477.9700012207031
2022-07-13,470.7099914550781
2022-07-14,466.3900146484375
2022-07-15,488.9200134277344
2022-07-18,480.79998779296875
2022-07-19,497.42999267578125
2022-07-20,459.5400085449219
2022-07-21,461.94000244140625
2022-07-22,459.6000061035156
2022-07-25,470.8599853515625
2022-07-26,468.9599914550781
2022-07-27,468.0
2022-07-28,475.7300109863281
2022-07-29,477.1000061035156
2022-08-01,470.8999938964844
2022-08-02,472.1400146484375
2022-08-03,479.5299987792969
2022-08-04,474.8999938964844
2022-08-05,475.1300048828125
2022-08-08,475.7200012207031
2022-08-09,483.9700012207031
2022-08-10,481.3299865722656
2022-08-11,477.1099853515625
2022-08-12,491.70001220703125
2022-08-15,493.2200012207031
2022-08-16,492.2799987792969
2022-08-17,490.8500061035156
2022-08-18,491.7699890136719
2022-08-19,503.5400085449219
2022-08-22,507.0
2022-08-23,493.2300109863281
2022-08-24,493.3999938964844
2022-08-25,492.3399963378906
2022-08-26,483.4800109863281
2022-08-29,488.510009765625
2022-08-30,486.8500061035156
2022-08-31,485.1099853515625
2022-09-01,490.1700134277344
2022-09-02,481.989990234375
2022-09-06,477.0
2022-09-07,485.0199890136719
2022-09-08,489.3500061035156
2022-09-09,493.6000061035156
2022-09-12,493.6600036621094
2022-09-13,480.55999755859375
2022-09-14,470.1099853515625
2022-09-15,485.3299865722656
2022-09-16,480.2300109863281
2022-09-19,479.989990234375
2022-09-20,475.4700012207031
2022-09-21,465.739990234375
2022-09-22,462.8800048828125
2022-09-23,453.8500061035156
2022-09-26,448.1400146484375
2022-09-27,445.9800109863281
2022-09-28,453.1000061035156
2022-09-29,456.7900085449219
2022-09-30,454.239990234375
2022-10-03,470.05999755859375
2022-10-04,479.2300109863281
2022-10-05,478.79998779296875
2022-10-06,477.95001220703125
2022-10-07,467.05999755859375
2022-10-10,467.1499938964844
2022-10-11,470.7300109863281
2022-10-12,465.2300109863281
2022-10-13,474.1400146484375
2022-10-14,470.7699890136719
2022-10-17,477.0799865722656
2022-10-18,478.2699890136719
2022-10-19,487.80999755859375
2022-10-20,502.2200012207031
2022-10-21,511.0400085449219
2022-10-24,526.5
2022-10-25,523.9500122070312
2022-10-26,533.5700073242188
2022-10-27,531.6199951171875
2022-10-28,543.6500244140625
2022-10-31,546.77001953125
2022-11-01,544.530029296875
2022-11-02,538.1199951171875
2022-11-03,533.8599853515625
2022-11-04,526.6599731445312
2022-11-07,528.4600219726562
2022-11-08,530.3099975585938
2022-11-09,520.0
2022-11-10,521.8800048828125
2022-11-11,491.3599853515625
2022-11-14,490.79998779296875
2022-11-15,479.010009765625
2022-11-16,476.1400146484375
2022-11-17,477.010009765625
2022-11-18,495.32000732421875
2022-11-21,499.9100036621094
2022-11-22,505.05999755859375
2022-11-23,507.1600036621094
2022-11-25,513.8599853515625
2022-11-28,512.780029296875
2022-11-29,515.3599853515625
2022-11-30,532.9199829101562
2022-12-01,525.25
2022-12-02,523.5999755859375
2022-12-05,522.3400268554688
2022-12-06,528.4000244140625
2022-12-07,529.9000244140625
2022-12-08,529.1199951171875
2022-12-09,524.9199829101562
2022-12-12,534.1799926757812
2022-12-13,519.3200073242188
2022-12-14,520.1500244140625
2022-12-15,508.9800109863281
2022-12-16,502.04998779296875
2022-12-19,502.8900146484375
2022-12-20,504.6499938964844
2022-12-21,510.8399963378906
2022-12-22,510.05999755859375
2022-12-23,514.2899780273438
2022-12-27,514.2100219726562
2022-12-28,512.6799926757812
2022-12-29,512.8800048828125
2022-12-30,512.969970703125
2023-01-03,502.20001220703125
2023-01-04,485.44000244140625
2023-01-05,473.0
2023-01-06,475.4800109863281
2023-01-09,470.7099914550781
2023-01-10,470.67999267578125
2023-01-11,480.5400085449219
2023-01-12,477.0799865722656
2023-01-13,483.0
2023-01-17,480.9599914550781
2023-01-18,471.7099914550781
2023-01-19,480.2200012207031
2023-01-20,479.489990234375
2023-01-23,477.94000244140625
2023-01-24,478.5199890136719
2023-01-25,495.5899963378906
2023-01-26,502.19000244140625
2023-01-27,492.5299987792969
2023-01-30,489.0799865722656
2023-01-31,499.989990234375
2023-02-01,498.7699890136719
2023-02-02,480.4100036621094
2023-02-03,477.7099914550781
2023-02-06,478.6700134277344
2023-02-07,477.8699951171875
2023-02-08,483.5400085449219
2023-02-09,485.6000061035156
2023-02-10,490.7799987792969
2023-02-13,495.2099914550781
2023-02-14,491.4800109863281
2023-02-15,487.1300048828125
2023-02-16,486.989990234375
2023-02-17,495.0400085449219
2023-02-21,478.82000732421875
2023-02-22,483.82000732421875
2023-02-23,486.1199951171875
2023-02-24,478.0299987792969
2023-02-27,476.29998779296875
2023-02-28,469.6700134277344
2023-03-01,469.0299987792969
2023-03-02,468.7799987792969
2023-03-03,470.239990234375
2023-03-06,472.8399963378906
2023-03-07,466.7900085449219
2023-03-08,466.6700134277344
2023-03-09,459.9599914550781
2023-03-10,454.55999755859375
2023-03-13,458.95001220703125
2023-03-14,458.5799865722656
2023-03-15,456.4800109863281
2023-03-16,468.5
2023-03-17,463.1700134277344
2023-03-20,466.989990234375
2023-03-21,469.70001220703125
2023-03-22,465.3900146484375
2023-03-23,446.29998779296875
2023-03-24,456.69000244140625
2023-03-27,463.9700012207031
2023-03-28,458.5299987792969
2023-03-29,456.1700134277344
2023-03-30,458.9200134277344
2023-03-31,459.80999755859375
2023-04-03,476.489990234375
2023-04-04,475.42999267578125
2023-04-05,484.69000244140625
2023-04-06,483.5400085449219
2023-04-10,484.92999267578125
2023-04-11,489.67999267578125
2023-04-12,492.989990234375
2023-04-13,496.20001220703125
2023-04-14,484.4599914550781
2023-04-17,484.2699890136719
2023-04-18,483.0799865722656
2023-04-19,457.3299865722656
2023-04-20,454.92999267578125
2023-04-21,450.739990234375
2023-04-24,462.9200134277344
2023-04-25,460.8699951171875
2023-04-26,452.3800048828125
2023-04-27,465.3999938964844
2023-04-28,468.6499938964844
2023-05-01,472.2799987792969
2023-05-02,466.32000732421875
2023-05-03,458.17999267578125
2023-05-04,456.69000244140625
2023-05-05,464.4700012207031
2023-05-08,465.19000244140625
2023-05-09,460.4800109863281
2023-05-10,459.3500061035156
2023-05-11,456.7799987792969
2023-05-12,457.4599914550781
2023-05-15,452.54998779296875
2023-05-16,445.8800048828125
2023-05-17,459.739990234375
2023-05-18,455.010009765625
2023-05-19,457.8299865722656
2023-05-22,457.0400085449219
2023-05-23,457.510009765625
2023-05-24,456.5899963378906
2023-05-25,450.0799865722656
2023-05-26,445.8900146484375
2023-05-30,441.7300109863281
2023-05-31,447.82000732421875
2023-06-01,464.42999267578125
2023-06-02,471.0199890136719
2023-06-05,480.42999267578125
2023-06-06,464.6000061035156
2023-06-07,460.1300048828125
2023-06-08,466.260009765625
2023-06-09,470.1700134277344
2023-06-12,472.8800048828125
2023-06-13,468.6300048828125
2023-06-14,436.3299865722656
2023-06-15,451.7300109863281
2023-06-16,443.2099914550781
