Date,UNP
2015-07-01,96.16000366210938
2015-07-02,96.66000366210938
2015-07-06,96.23999786376953
2015-07-07,97.73999786376953
2015-07-08,95.8499984741211
2015-07-09,96.25
2015-07-10,97.81999969482422
2015-07-13,97.08000183105469
2015-07-14,96.79000091552734
2015-07-15,96.9800033569336
2015-07-16,96.04000091552734
2015-07-17,97.41999816894531
2015-07-20,98.30999755859375
2015-07-21,98.81999969482422
2015-07-22,97.68000030517578
2015-07-23,92.12000274658203
2015-07-24,92.61000061035156
2015-07-27,92.38999938964844
2015-07-28,96.62000274658203
2015-07-29,98.52999877929688
2015-07-30,97.69999694824219
2015-07-31,97.58999633789062
2015-08-03,96.47000122070312
2015-08-04,95.72000122070312
2015-08-05,95.06999969482422
2015-08-06,93.80000305175781
2015-08-07,92.5
2015-08-10,93.4800033569336
2015-08-11,92.30999755859375
2015-08-12,92.81999969482422
2015-08-13,92.69999694824219
2015-08-14,92.73999786376953
2015-08-17,92.73999786376953
2015-08-18,92.77999877929688
2015-08-19,92.16000366210938
2015-08-20,89.31999969482422
2015-08-21,86.44999694824219
2015-08-24,82.66000366210938
2015-08-25,80.55999755859375
2015-08-26,84.0999984741211
2015-08-27,86.27999877929688
2015-08-28,86.88999938964844
2015-08-31,85.73999786376953
2015-09-01,83.37999725341797
2015-09-02,85.11000061035156
2015-09-03,85.69999694824219
2015-09-04,84.77999877929688
2015-09-08,87.86000061035156
2015-09-09,86.94999694824219
2015-09-10,87.0999984741211
2015-09-11,86.12000274658203
2015-09-14,85.7300033569336
2015-09-15,87.9800033569336
2015-09-16,89.79000091552734
2015-09-17,89.72000122070312
2015-09-18,87.77999877929688
2015-09-21,88.25
2015-09-22,86.66999816894531
2015-09-23,85.68000030517578
2015-09-24,84.83000183105469
2015-09-25,86.58999633789062
2015-09-28,84.97000122070312
2015-09-29,86.55000305175781
2015-09-30,88.41000366210938
2015-10-01,90.4000015258789
2015-10-02,91.9000015258789
2015-10-05,93.70999908447266
2015-10-06,93.38999938964844
2015-10-07,95.11000061035156
2015-10-08,97.05000305175781
2015-10-09,97.04000091552734
2015-10-12,95.26000213623047
2015-10-13,93.80000305175781
2015-10-14,92.91000366210938
2015-10-15,94.26000213623047
2015-10-16,92.94000244140625
2015-10-19,92.70999908447266
2015-10-20,93.73999786376953
2015-10-21,93.41000366210938
2015-10-22,97.01000213623047
2015-10-23,96.91999816894531
2015-10-26,95.16999816894531
2015-10-27,90.23999786376953
2015-10-28,90.0999984741211
2015-10-29,90.5199966430664
2015-10-30,89.3499984741211
2015-11-02,89.0999984741211
2015-11-03,88.69999694824219
2015-11-04,88.19000244140625
2015-11-05,87.20999908447266
2015-11-06,85.9800033569336
2015-11-09,86.16999816894531
2015-11-10,84.83999633789062
2015-11-11,84.37000274658203
2015-11-12,83.94999694824219
2015-11-13,83.77999877929688
2015-11-16,84.3499984741211
2015-11-17,85.0999984741211
2015-11-18,87.11000061035156
2015-11-19,87.04000091552734
2015-11-20,86.73999786376953
2015-11-23,85.11000061035156
2015-11-24,84.80000305175781
2015-11-25,84.62999725341797
2015-11-27,84.5
2015-11-30,83.94999694824219
2015-12-01,84.4000015258789
2015-12-02,82.08000183105469
2015-12-03,79.19999694824219
2015-12-04,78.30999755859375
2015-12-07,77.29000091552734
2015-12-08,75.5999984741211
2015-12-09,77.54000091552734
2015-12-10,77.44999694824219
2015-12-11,77.27999877929688
2015-12-14,76.87999725341797
2015-12-15,76.41000366210938
2015-12-16,78.91000366210938
2015-12-17,77.33000183105469
2015-12-18,75.43000030517578
2015-12-21,75.48999786376953
2015-12-22,77.05999755859375
2015-12-23,78.7699966430664
2015-12-24,78.80000305175781
2015-12-28,78.33999633789062
2015-12-29,78.97000122070312
2015-12-30,78.51000213623047
2015-12-31,78.19999694824219
2016-01-04,78.97000122070312
2016-01-05,78.20999908447266
2016-01-06,74.83000183105469
2016-01-07,73.08000183105469
2016-01-08,73.86000061035156
2016-01-11,74.80999755859375
2016-01-12,76.2699966430664
2016-01-13,73.8499984741211
2016-01-14,75.41999816894531
2016-01-15,74.11000061035156
2016-01-19,74.0999984741211
2016-01-20,73.61000061035156
2016-01-21,71.0
2016-01-22,69.98999786376953
2016-01-25,68.79000091552734
2016-01-26,70.04000091552734
2016-01-27,69.05999755859375
2016-01-28,70.16000366210938
2016-01-29,72.0
2016-02-01,73.08999633789062
2016-02-02,71.70999908447266
2016-02-03,72.26000213623047
2016-02-04,75.5199966430664
2016-02-05,75.02999877929688
2016-02-08,76.02999877929688
2016-02-09,77.12000274658203
2016-02-10,76.94000244140625
2016-02-11,75.54000091552734
