Date,CNX
2015-07-01,17.441667556762695
2015-07-02,18.15833282470703
2015-07-06,17.833332061767578
2015-07-07,17.149999618530273
2015-07-08,16.691667556762695
2015-07-09,16.875
2015-07-10,16.366666793823242
2015-07-13,16.59166717529297
2015-07-14,16.691667556762695
2015-07-15,15.774999618530273
2015-07-16,15.166666984558105
2015-07-17,14.341667175292969
2015-07-20,13.883333206176758
2015-07-21,14.625
2015-07-22,14.491666793823242
2015-07-23,14.866666793823242
2015-07-24,14.699999809265137
2015-07-27,14.458333015441895
2015-07-28,14.791666984558105
2015-07-29,13.899999618530273
2015-07-30,14.041666984558105
2015-07-31,13.766667366027832
2015-08-03,12.716667175292969
2015-08-04,12.050000190734863
2015-08-05,11.583333015441895
2015-08-06,11.908332824707031
2015-08-07,10.958333015441895
2015-08-10,11.550000190734863
2015-08-11,11.208333015441895
2015-08-12,11.833333015441895
2015-08-13,10.791666984558105
2015-08-14,10.774999618530273
2015-08-17,10.850000381469727
2015-08-18,10.691666603088379
2015-08-19,10.475000381469727
2015-08-20,10.408332824707031
2015-08-21,10.508333206176758
2015-08-24,9.791666984558105
2015-08-25,10.199999809265137
2015-08-26,10.149999618530273
2015-08-27,11.550000190734863
2015-08-28,11.991666793823242
2015-08-31,12.691666603088379
2015-09-01,11.875
2015-09-02,11.808333396911621
2015-09-03,11.858332633972168
2015-09-04,11.166666984558105
2015-09-08,11.141667366027832
2015-09-09,11.125
2015-09-10,11.008333206176758
2015-09-11,10.441666603088379
2015-09-14,10.491666793823242
2015-09-15,10.866666793823242
2015-09-16,11.541666984558105
2015-09-17,11.274999618530273
2015-09-18,10.850000381469727
2015-09-21,10.708333015441895
2015-09-22,10.041666984558105
2015-09-23,9.175000190734863
2015-09-24,9.066666603088379
2015-09-25,8.699999809265137
2015-09-28,8.158332824707031
2015-09-29,7.841667175292969
2015-09-30,8.166666984558105
2015-10-01,7.616666793823242
2015-10-02,8.208333015441895
2015-10-05,8.949999809265137
2015-10-06,9.041666984558105
2015-10-07,9.425000190734863
2015-10-08,9.666666984558105
2015-10-09,9.758333206176758
2015-10-12,9.600000381469727
2015-10-13,9.475000381469727
2015-10-14,9.233332633972168
2015-10-15,9.641667366027832
2015-10-16,9.166666984558105
2015-10-19,8.758333206176758
2015-10-20,8.608332633972168
2015-10-21,8.041666984558105
2015-10-22,8.274999618530273
2015-10-23,7.9166669845581055
2015-10-26,7.383333206176758
2015-10-27,5.816667079925537
2015-10-28,5.891666889190674
2015-10-29,5.641666889190674
2015-10-30,5.550000190734863
2015-11-02,6.516666889190674
2015-11-03,6.8333330154418945
2015-11-04,6.766666889190674
2015-11-05,7.0416669845581055
2015-11-06,6.841667175292969
2015-11-09,6.858333110809326
2015-11-10,6.808332920074463
2015-11-11,6.308332920074463
2015-11-12,5.933332920074463
2015-11-13,6.1666669845581055
2015-11-16,6.633333206176758
2015-11-17,6.4166669845581055
2015-11-18,6.908332824707031
2015-11-19,6.525000095367432
2015-11-20,6.558332920074463
2015-11-23,6.116666793823242
2015-11-24,6.266666889190674
2015-11-25,6.6666669845581055
2015-11-27,6.233333110809326
2015-11-30,6.566667079925537
2015-12-01,7.2083330154418945
2015-12-02,7.224999904632568
2015-12-03,7.241666793823242
2015-12-04,6.433332920074463
2015-12-07,5.466667175292969
2015-12-08,5.4166669845581055
2015-12-09,5.75
2015-12-10,6.3333330154418945
2015-12-11,5.824999809265137
2015-12-14,5.608333110809326
2015-12-15,5.449999809265137
2015-12-16,5.558332920074463
2015-12-17,5.75
2015-12-18,6.150000095367432
2015-12-21,6.641666889190674
2015-12-22,6.724999904632568
2015-12-23,7.175000190734863
2015-12-24,7.2083330154418945
2015-12-28,6.558332920074463
2015-12-29,6.866666793823242
2015-12-30,6.483333110809326
