Date,STE
2019-07-01,149.88999938964844
2019-07-02,150.97000122070312
2019-07-03,153.0500030517578
2019-07-05,152.77999877929688
2019-07-08,152.07000732421875
2019-07-09,152.49000549316406
2019-07-10,149.6999969482422
2019-07-11,150.22000122070312
2019-07-12,147.97999572753906
2019-07-15,148.72999572753906
2019-07-16,148.36000061035156
2019-07-17,147.83999633789062
2019-07-18,147.8699951171875
2019-07-19,146.25
2019-07-22,147.22000122070312
2019-07-23,147.27000427246094
2019-07-24,148.36000061035156
2019-07-25,147.89999389648438
2019-07-26,149.44000244140625
2019-07-29,150.33999633789062
2019-07-30,149.52000427246094
2019-07-31,148.86000061035156
2019-08-01,149.08999633789062
2019-08-02,147.88999938964844
2019-08-05,144.61000061035156
2019-08-06,152.32000732421875
2019-08-07,152.92999267578125
2019-08-08,154.6199951171875
2019-08-09,153.94000244140625
2019-08-12,154.22000122070312
2019-08-13,155.39999389648438
2019-08-14,151.69000244140625
2019-08-15,151.97000122070312
2019-08-16,152.74000549316406
2019-08-19,153.2100067138672
2019-08-20,151.08999633789062
2019-08-21,151.16000366210938
2019-08-22,151.19000244140625
2019-08-23,148.4600067138672
2019-08-26,149.6199951171875
2019-08-27,153.02000427246094
2019-08-28,152.9600067138672
2019-08-29,155.13999938964844
2019-08-30,154.39999389648438
2019-09-03,152.2100067138672
2019-09-04,152.3699951171875
2019-09-05,153.5
2019-09-06,154.49000549316406
2019-09-09,145.27999877929688
2019-09-10,141.6199951171875
2019-09-11,144.50999450683594
2019-09-12,147.94000244140625
2019-09-13,144.1199951171875
2019-09-16,144.3300018310547
2019-09-17,145.5
2019-09-18,144.44000244140625
2019-09-19,145.7899932861328
2019-09-20,146.66000366210938
2019-09-23,146.3699951171875
2019-09-24,146.80999755859375
2019-09-25,146.7100067138672
2019-09-26,145.0800018310547
2019-09-27,141.77999877929688
2019-09-30,144.49000549316406
2019-10-01,140.6199951171875
2019-10-02,139.00999450683594
2019-10-03,141.2100067138672
2019-10-04,142.66000366210938
2019-10-07,141.91000366210938
2019-10-08,138.0399932861328
2019-10-09,139.44000244140625
2019-10-10,139.6999969482422
2019-10-11,140.67999267578125
2019-10-14,140.0800018310547
2019-10-15,143.10000610351562
2019-10-16,142.39999389648438
2019-10-17,143.14999389648438
2019-10-18,143.3699951171875
2019-10-21,140.5500030517578
2019-10-22,136.9199981689453
2019-10-23,137.85000610351562
2019-10-24,137.38999938964844
2019-10-25,138.00999450683594
2019-10-28,139.4600067138672
2019-10-29,141.4499969482422
2019-10-30,142.67999267578125
2019-10-31,141.57000732421875
2019-11-01,142.13999938964844
2019-11-04,140.52999877929688
2019-11-05,145.47999572753906
2019-11-06,145.49000549316406
2019-11-07,145.19000244140625
2019-11-08,145.83999633789062
2019-11-11,144.69000244140625
2019-11-12,145.60000610351562
2019-11-13,145.61000061035156
2019-11-14,146.74000549316406
2019-11-15,148.75
2019-11-18,149.3800048828125
2019-11-19,151.88999938964844
2019-11-20,151.8699951171875
2019-11-21,150.8300018310547
2019-11-22,151.88999938964844
2019-11-25,151.5
2019-11-26,151.74000549316406
2019-11-27,152.67999267578125
2019-11-29,151.13999938964844
2019-12-02,150.24000549316406
2019-12-03,152.0800018310547
2019-12-04,154.07000732421875
2019-12-05,152.9499969482422
2019-12-06,154.3000030517578
2019-12-09,152.5399932861328
2019-12-10,153.94000244140625
2019-12-11,153.67999267578125
2019-12-12,153.66000366210938
2019-12-13,151.92999267578125
2019-12-16,150.75
2019-12-17,151.52000427246094
2019-12-18,149.25999450683594
2019-12-19,148.38999938964844
2019-12-20,149.83999633789062
2019-12-23,151.47999572753906
2019-12-24,152.02999877929688
2019-12-26,151.35000610351562
2019-12-27,151.80999755859375
2019-12-30,151.94000244140625
2019-12-31,152.4199981689453
2020-01-02,151.6999969482422
2020-01-03,150.6300048828125
2020-01-06,151.6199951171875
2020-01-07,151.0399932861328
2020-01-08,150.9499969482422
2020-01-09,151.77999877929688
2020-01-10,151.00999450683594
2020-01-13,151.5399932861328
2020-01-14,152.41000366210938
2020-01-15,152.57000732421875
2020-01-16,154.1300048828125
2020-01-17,154.1300048828125
2020-01-21,153.80999755859375
2020-01-22,152.7899932861328
2020-01-23,151.80999755859375
2020-01-24,151.2899932861328
2020-01-27,150.11000061035156
2020-01-28,151.0500030517578
2020-01-29,151.52000427246094
2020-01-30,153.30999755859375
2020-01-31,150.69000244140625
2020-02-03,151.0
2020-02-04,152.2100067138672
2020-02-05,152.9199981689453
2020-02-06,154.25
2020-02-07,152.8699951171875
2020-02-10,153.8800048828125
2020-02-11,162.27000427246094
2020-02-12,167.8300018310547
2020-02-13,167.0
2020-02-14,168.50999450683594
2020-02-18,167.92999267578125
2020-02-19,168.25999450683594
2020-02-20,168.27999877929688
2020-02-21,167.9499969482422
2020-02-24,167.4600067138672
2020-02-25,164.8699951171875
2020-02-26,165.44000244140625
2020-02-27,163.6199951171875
2020-02-28,158.6199951171875
2020-03-02,163.39999389648438
2020-03-03,161.02999877929688
2020-03-04,164.4499969482422
2020-03-05,158.13999938964844
2020-03-06,157.02999877929688
2020-03-09,145.5
2020-03-10,151.08999633789062
2020-03-11,145.25
2020-03-12,131.05999755859375
2020-03-13,136.2899932861328
2020-03-16,120.5
2020-03-17,130.6300048828125
2020-03-18,122.77999877929688
2020-03-19,121.22000122070312
2020-03-20,115.69999694824219
2020-03-23,107.76000213623047
2020-03-24,118.11000061035156
2020-03-25,117.81999969482422
2020-03-26,129.61000061035156
2020-03-27,129.74000549316406
2020-03-30,139.99000549316406
2020-03-31,139.97000122070312
2020-04-01,137.6999969482422
2020-04-02,139.5500030517578
2020-04-03,138.72000122070312
2020-04-06,148.64999389648438
2020-04-07,148.75999450683594
2020-04-08,149.25
2020-04-09,152.69000244140625
2020-04-13,149.50999450683594
2020-04-14,157.16000366210938
2020-04-15,154.75
2020-04-16,150.3300018310547
2020-04-17,154.97000122070312
2020-04-20,157.4499969482422
2020-04-21,147.77999877929688
2020-04-22,150.8800048828125
2020-04-23,149.4499969482422
2020-04-24,147.82000732421875
2020-04-27,149.6699981689453
2020-04-28,146.2100067138672
2020-04-29,146.86000061035156
2020-04-30,142.5
2020-05-01,141.39999389648438
2020-05-04,139.5399932861328
2020-05-05,141.66000366210938
2020-05-06,140.99000549316406
2020-05-07,143.86000061035156
2020-05-08,148.25
2020-05-11,152.77999877929688
2020-05-12,149.13999938964844
2020-05-13,147.05999755859375
2020-05-14,150.88999938964844
2020-05-15,151.32000732421875
2020-05-18,159.5399932861328
2020-05-19,157.64999389648438
2020-05-20,158.02999877929688
2020-05-21,156.3000030517578
2020-05-22,157.47999572753906
2020-05-26,158.67999267578125
2020-05-27,159.97999572753906
2020-05-28,162.80999755859375
2020-05-29,165.88999938964844
2020-06-01,165.64999389648438
2020-06-02,164.44000244140625
2020-06-03,163.1699981689453
2020-06-04,160.6300048828125
2020-06-05,163.91000366210938
2020-06-08,165.42999267578125
2020-06-09,161.55999755859375
2020-06-10,159.63999938964844
2020-06-11,149.3300018310547
2020-06-12,151.82000732421875
2020-06-15,153.85000610351562
2020-06-16,154.89999389648438
2020-06-17,154.94000244140625
2020-06-18,153.36000061035156
2020-06-19,152.24000549316406
2020-06-22,153.1699981689453
2020-06-23,154.80999755859375
2020-06-24,149.0399932861328
2020-06-25,149.14999389648438
2020-06-26,148.3300018310547
2020-06-29,149.67999267578125
