Date,LULU
2023-12-22,510.0
2023-12-26,506.32000732421875
2023-12-27,508.80999755859375
2023-12-28,509.2200012207031
2023-12-29,511.2900085449219
2024-01-02,505.3800048828125
2024-01-03,498.0199890136719
2024-01-04,496.0
2024-01-05,491.1000061035156
2024-01-08,491.4800109863281
2024-01-09,485.7099914550781
2024-01-10,484.1000061035156
2024-01-11,485.4800109863281
2024-01-12,479.94000244140625
2024-01-16,470.7300109863281
2024-01-17,468.3999938964844
2024-01-18,477.45001220703125
2024-01-19,484.0199890136719
2024-01-22,481.8900146484375
2024-01-23,477.0
2024-01-24,474.8399963378906
2024-01-25,474.29998779296875
2024-01-26,478.0299987792969
2024-01-29,481.989990234375
2024-01-30,481.3999938964844
2024-01-31,453.82000732421875
2024-02-01,461.94000244140625
2024-02-02,462.3999938964844
2024-02-05,456.7300109863281
2024-02-06,456.5400085449219
2024-02-07,457.75
2024-02-08,472.9800109863281
2024-02-09,470.239990234375
2024-02-12,466.0799865722656
2024-02-13,456.2300109863281
2024-02-14,460.7099914550781
2024-02-15,458.9800109863281
2024-02-16,449.6000061035156
2024-02-20,444.6000061035156
2024-02-21,443.4599914550781
2024-02-22,455.260009765625
2024-02-23,457.8900146484375
2024-02-26,468.25
2024-02-27,467.8399963378906
2024-02-28,464.1400146484375
2024-02-29,467.0899963378906
2024-03-01,458.5
2024-03-04,450.7900085449219
2024-03-05,446.05999755859375
2024-03-06,448.5400085449219
2024-03-07,457.2799987792969
2024-03-08,460.3900146484375
2024-03-11,457.760009765625
2024-03-12,465.2799987792969
2024-03-13,465.54998779296875
2024-03-14,470.010009765625
2024-03-15,464.94000244140625
2024-03-18,459.57000732421875
2024-03-19,467.2699890136719
2024-03-20,469.04998779296875
2024-03-21,478.8399963378906
2024-03-22,403.19000244140625
2024-03-25,388.8999938964844
2024-03-26,386.1400146484375
2024-03-27,389.4599914550781
2024-03-28,390.6499938964844
2024-04-01,385.20001220703125
2024-04-02,378.05999755859375
2024-04-03,374.010009765625
2024-04-04,357.55999755859375
2024-04-05,356.8699951171875
2024-04-08,360.4599914550781
2024-04-09,358.79998779296875
2024-04-10,350.25
2024-04-11,349.9200134277344
2024-04-12,336.1300048828125
2024-04-15,334.760009765625
2024-04-16,338.9800109863281
2024-04-17,344.8599853515625
2024-04-18,347.510009765625
2024-04-19,352.4700012207031
2024-04-22,361.7900085449219
2024-04-23,364.67999267578125
2024-04-24,364.5899963378906
2024-04-25,360.0
2024-04-26,364.70001220703125
2024-04-29,363.9599914550781
2024-04-30,360.6000061035156
2024-05-01,354.3999938964844
2024-05-02,350.79998779296875
2024-05-03,355.1499938964844
2024-05-06,350.239990234375
2024-05-07,349.8500061035156
2024-05-08,345.6099853515625
2024-05-09,352.95001220703125
2024-05-10,352.9599914550781
2024-05-13,347.1600036621094
2024-05-14,352.3500061035156
2024-05-15,346.8500061035156
2024-05-16,338.2799987792969
2024-05-17,334.95001220703125
2024-05-20,327.07000732421875
2024-05-21,322.9800109863281
2024-05-22,299.6300048828125
2024-05-23,299.739990234375
2024-05-24,303.010009765625
2024-05-28,295.25
2024-05-29,298.5400085449219
2024-05-30,302.8999938964844
2024-05-31,311.989990234375
2024-06-03,306.6199951171875
2024-06-04,306.7799987792969
2024-06-05,308.2699890136719
2024-06-06,323.0299987792969
2024-06-07,317.8599853515625
2024-06-10,318.260009765625
2024-06-11,318.0400085449219
2024-06-12,309.80999755859375
2024-06-13,307.489990234375
2024-06-14,306.010009765625
2024-06-17,312.9100036621094
2024-06-18,313.2300109863281
2024-06-20,310.7699890136719
2024-06-21,311.82000732421875
2024-06-24,312.2799987792969
2024-06-25,309.07000732421875
2024-06-26,304.80999755859375
2024-06-27,308.29998779296875
2024-06-28,298.70001220703125
2024-07-01,302.3599853515625
2024-07-02,301.6700134277344
2024-07-03,300.32000732421875
2024-07-05,298.1400146484375
2024-07-08,294.0299987792969
2024-07-09,289.8699951171875
2024-07-10,288.0799865722656
2024-07-11,289.20001220703125
2024-07-12,291.05999755859375
2024-07-15,283.7200012207031
2024-07-16,291.760009765625
2024-07-17,292.67999267578125
2024-07-18,285.1300048828125
2024-07-19,280.239990234375
2024-07-22,285.0
2024-07-23,281.3699951171875
2024-07-24,272.05999755859375
2024-07-25,247.32000732421875
2024-07-26,253.5
2024-07-29,259.0299987792969
2024-07-30,256.0
2024-07-31,258.6600036621094
2024-08-01,249.0500030517578
2024-08-02,236.0
2024-08-05,233.39999389648438
2024-08-06,236.89999389648438
2024-08-07,233.44000244140625
2024-08-08,241.75
2024-08-09,238.72000122070312
2024-08-12,239.6999969482422
2024-08-13,241.9499969482422
2024-08-14,240.49000549316406
2024-08-15,256.54998779296875
2024-08-16,258.1000061035156
2024-08-19,259.1199951171875
2024-08-20,260.6000061035156
2024-08-21,265.6300048828125
2024-08-22,263.45001220703125
2024-08-23,268.54998779296875
2024-08-26,271.6600036621094
2024-08-27,271.17999267578125
2024-08-28,258.8299865722656
2024-08-29,259.010009765625
2024-08-30,259.4700012207031
2024-09-03,258.0799865722656
2024-09-04,255.50999450683594
2024-09-05,253.6999969482422
2024-09-06,253.83999633789062
2024-09-09,248.58999633789062
2024-09-10,247.17999267578125
2024-09-11,255.1999969482422
2024-09-12,260.1400146484375
2024-09-13,266.760009765625
2024-09-16,265.29998779296875
2024-09-17,268.4100036621094
2024-09-18,270.20001220703125
2024-09-19,270.760009765625
2024-09-20,262.6099853515625
2024-09-23,259.79998779296875
2024-09-24,263.54998779296875
2024-09-25,259.739990234375
2024-09-26,268.82000732421875
2024-09-27,280.010009765625
2024-09-30,271.3500061035156
2024-10-01,266.45001220703125
2024-10-02,260.5299987792969
2024-10-03,262.55999755859375
2024-10-04,270.3800048828125
2024-10-07,272.4800109863281
2024-10-08,276.5899963378906
2024-10-09,274.1199951171875
2024-10-10,273.5799865722656
2024-10-11,278.25
2024-10-14,286.760009765625
2024-10-15,287.4800109863281
2024-10-16,294.2099914550781
2024-10-17,283.7099914550781
2024-10-18,291.6300048828125
2024-10-21,297.739990234375
2024-10-22,298.8800048828125
2024-10-23,293.1400146484375
2024-10-24,298.989990234375
2024-10-25,304.1499938964844
2024-10-28,307.5400085449219
2024-10-29,304.82000732421875
2024-10-30,303.8500061035156
2024-10-31,297.8999938964844
2024-11-01,321.1700134277344
2024-11-04,318.1300048828125
2024-11-05,319.2300109863281
2024-11-06,313.1400146484375
2024-11-07,315.29998779296875
2024-11-08,308.5299987792969
2024-11-11,318.4599914550781
2024-11-12,320.8999938964844
2024-11-13,328.29998779296875
2024-11-14,330.260009765625
2024-11-15,320.010009765625
2024-11-18,309.5299987792969
2024-11-19,301.8500061035156
2024-11-20,308.30999755859375
2024-11-21,315.1400146484375
2024-11-22,317.1099853515625
2024-11-25,326.7200012207031
2024-11-26,318.8399963378906
2024-11-27,319.5199890136719
2024-11-29,320.6600036621094
2024-12-02,334.3999938964844
2024-12-03,340.6600036621094
2024-12-04,342.2699890136719
2024-12-05,344.80999755859375
2024-12-06,399.6000061035156
2024-12-09,404.7900085449219
2024-12-10,397.1000061035156
2024-12-11,399.75
2024-12-12,389.3299865722656
2024-12-13,391.6300048828125
2024-12-16,389.739990234375
2024-12-17,390.5899963378906
2024-12-18,372.07000732421875
2024-12-19,373.5400085449219
2024-12-20,379.4200134277344
2024-12-23,383.489990234375
2024-12-24,385.69000244140625
2024-12-26,385.82000732421875
2024-12-27,386.6700134277344
2024-12-30,384.04998779296875
2024-12-31,382.4100036621094
2025-01-02,372.30999755859375
2025-01-03,378.17999267578125
2025-01-06,395.30999755859375
2025-01-07,393.4599914550781
2025-01-08,392.9200134277344
2025-01-10,395.4700012207031
2025-01-13,398.8599853515625
2025-01-14,388.739990234375
2025-01-15,376.6600036621094
2025-01-16,370.989990234375
2025-01-17,373.70001220703125
2025-01-21,372.80999755859375
2025-01-22,382.82000732421875
2025-01-23,387.8500061035156
2025-01-24,400.0299987792969
2025-01-27,402.8999938964844
2025-01-28,409.4200134277344
2025-01-29,411.1600036621094
2025-01-30,421.1600036621094
2025-01-31,414.20001220703125
2025-02-03,410.2900085449219
2025-02-04,415.8999938964844
2025-02-05,412.79998779296875
2025-02-06,411.8299865722656
2025-02-07,398.1000061035156
2025-02-10,399.7099914550781
2025-02-11,397.6300048828125
2025-02-12,395.1600036621094
2025-02-13,390.8500061035156
2025-02-14,366.67999267578125
2025-02-18,372.44000244140625
2025-02-19,367.2200012207031
2025-02-20,365.82000732421875
2025-02-21,358.9700012207031
2025-02-24,368.2200012207031
2025-02-25,366.7200012207031
2025-02-26,366.0299987792969
2025-02-27,362.1600036621094
2025-02-28,365.6099853515625
2025-03-03,347.80999755859375
2025-03-04,345.2900085449219
2025-03-05,349.5299987792969
2025-03-06,347.94000244140625
2025-03-07,344.3599853515625
2025-03-10,333.7699890136719
2025-03-11,319.4200134277344
2025-03-12,316.489990234375
2025-03-13,309.67999267578125
2025-03-14,311.0299987792969
2025-03-17,327.0899963378906
2025-03-18,323.07000732421875
2025-03-19,329.57000732421875
2025-03-20,324.45001220703125
2025-03-21,322.6199951171875
2025-03-24,334.9599914550781
2025-03-25,337.3500061035156
2025-03-26,337.7900085449219
2025-03-27,341.5299987792969
2025-03-28,293.05999755859375
2025-03-31,283.05999755859375
2025-04-01,279.6300048828125
2025-04-02,282.75
2025-04-03,255.64999389648438
2025-04-04,263.70001220703125
2025-04-07,265.0
2025-04-08,247.61000061035156
2025-04-09,273.8399963378906
2025-04-10,256.6199951171875
2025-04-11,261.0299987792969
2025-04-14,259.760009765625
2025-04-15,255.63999938964844
2025-04-16,249.3699951171875
2025-04-17,251.0800018310547
2025-04-21,253.91000366210938
2025-04-22,261.7099914550781
2025-04-23,265.8500061035156
2025-04-24,270.6400146484375
2025-04-25,267.8999938964844
2025-04-28,268.5199890136719
2025-04-29,271.2699890136719
2025-04-30,270.7699890136719
2025-05-01,268.6000061035156
2025-05-02,277.3599853515625
2025-05-05,278.54998779296875
2025-05-06,270.79998779296875
2025-05-07,275.69000244140625
2025-05-08,282.42999267578125
2025-05-09,279.7699890136719
2025-05-12,304.20001220703125
2025-05-13,310.6099853515625
2025-05-14,315.8399963378906
2025-05-15,318.9599914550781
2025-05-16,321.44000244140625
2025-05-19,323.70001220703125
2025-05-20,327.1700134277344
2025-05-21,317.55999755859375
2025-05-22,320.4599914550781
2025-05-23,310.760009765625
2025-05-27,321.20001220703125
2025-05-28,315.75
2025-05-29,317.0899963378906
2025-05-30,316.6700134277344
2025-06-02,322.95001220703125
2025-06-03,334.9100036621094
2025-06-04,335.19000244140625
2025-06-05,330.7799987792969
2025-06-06,265.2699890136719
2025-06-09,259.0400085449219
2025-06-10,258.5
2025-06-11,252.27999877929688
2025-06-12,247.02999877929688
2025-06-13,239.11000061035156
2025-06-16,241.2899932861328
2025-06-17,235.1999969482422
2025-06-18,228.64999389648438
2025-06-20,227.47000122070312
2025-06-23,225.55999755859375
2025-06-24,232.92999267578125
2025-06-25,231.52000427246094
2025-06-26,231.5800018310547
2025-06-27,235.02000427246094
2025-06-30,237.5800018310547
2025-07-01,245.1199951171875
2025-07-02,246.3000030517578
2025-07-03,247.67999267578125
2025-07-07,237.57000732421875
2025-07-08,238.5399932861328
2025-07-09,235.88999938964844
2025-07-10,238.52000427246094
2025-07-11,236.50999450683594
2025-07-14,228.88999938964844
2025-07-15,222.19000244140625
2025-07-16,226.11000061035156
2025-07-17,233.30999755859375
2025-07-18,229.77000427246094
2025-07-21,223.2100067138672
2025-07-22,223.92999267578125
2025-07-23,224.02999877929688
2025-07-24,218.69000244140625
2025-07-25,219.42999267578125
2025-07-28,216.58999633789062
2025-07-29,214.0399932861328
2025-07-30,206.47000122070312
2025-07-31,200.52999877929688
2025-08-01,193.3300018310547
2025-08-04,196.4499969482422
2025-08-05,195.07000732421875
2025-08-06,196.50999450683594
2025-08-07,191.13999938964844
2025-08-08,189.42999267578125
2025-08-11,186.44000244140625
2025-08-12,192.92999267578125
2025-08-13,200.49000549316406
2025-08-14,195.19000244140625
2025-08-15,198.4600067138672
2025-08-18,203.6199951171875
2025-08-19,197.66000366210938
2025-08-20,198.1199951171875
2025-08-21,198.17999267578125
2025-08-22,207.58999633789062
2025-08-25,202.44000244140625
2025-08-26,202.52999877929688
2025-08-27,205.57000732421875
2025-08-28,205.0800018310547
2025-08-29,202.1999969482422
2025-09-02,200.2100067138672
2025-09-03,198.52999877929688
2025-09-04,206.08999633789062
2025-09-05,167.8000030517578
2025-09-08,168.10000610351562
2025-09-09,165.69000244140625
2025-09-10,163.89999389648438
2025-09-11,165.77999877929688
2025-09-12,159.8699951171875
2025-09-15,159.97999572753906
2025-09-16,162.33999633789062
2025-09-17,163.47999572753906
2025-09-18,169.75999450683594
2025-09-19,169.6199951171875
2025-09-22,173.41000366210938
2025-09-23,173.3300018310547
2025-09-24,179.22000122070312
2025-09-25,172.00999450683594
2025-09-26,176.3000030517578
2025-09-29,179.11000061035156
2025-09-30,177.92999267578125
2025-10-01,177.57000732421875
2025-10-02,178.1999969482422
2025-10-03,175.58999633789062
2025-10-06,174.1199951171875
2025-10-07,173.1699981689453
2025-10-08,174.82000732421875
2025-10-09,173.47999572753906
2025-10-10,167.50999450683594
2025-10-13,169.85000610351562
2025-10-14,169.1300048828125
2025-10-15,167.10000610351562
2025-10-16,164.6199951171875
2025-10-17,167.41000366210938
2025-10-20,172.42999267578125
2025-10-21,181.38999938964844
2025-10-22,178.2899932861328
2025-10-23,179.05999755859375
2025-10-24,178.1699981689453
2025-10-27,181.38999938964844
2025-10-28,179.97999572753906
2025-10-29,170.3000030517578
2025-10-30,168.02000427246094
2025-10-31,170.5399932861328
2025-11-03,165.47000122070312
2025-11-04,160.66000366210938
2025-11-05,167.58999633789062
2025-11-06,163.5500030517578
2025-11-07,166.1300048828125
2025-11-10,170.35000610351562
2025-11-11,169.80999755859375
2025-11-12,170.89999389648438
2025-11-13,169.66000366210938
2025-11-14,170.67999267578125
2025-11-17,164.16000366210938
2025-11-18,163.97000122070312
2025-11-19,166.05999755859375
2025-11-20,164.69000244140625
2025-11-21,168.17999267578125
2025-11-24,169.6699981689453
2025-11-25,177.50999450683594
2025-11-26,181.94000244140625
2025-11-28,184.17999267578125
2025-12-01,182.41000366210938
2025-12-02,182.39999389648438
2025-12-03,182.3000030517578
2025-12-04,183.60000610351562
2025-12-05,190.00999450683594
2025-12-08,183.0399932861328
2025-12-09,182.27999877929688
2025-12-10,187.6199951171875
2025-12-11,187.00999450683594
2025-12-12,204.97000122070312
2025-12-15,206.2899932861328
2025-12-16,206.74000549316406
2025-12-17,207.8699951171875
2025-12-18,215.11000061035156
2025-12-19,209.4499969482422
2025-12-22,212.3699951171875
2025-12-23,212.67999267578125
2025-12-24,210.39999389648438
2025-12-26,208.97000122070312
2025-12-29,212.5399932861328
2025-12-30,210.6699981689453
