Date,INVH
2022-07-01,35.7400016784668
2022-07-05,36.09000015258789
2022-07-06,36.380001068115234
2022-07-07,36.59000015258789
2022-07-08,36.470001220703125
2022-07-11,36.5
2022-07-12,34.90999984741211
2022-07-13,35.310001373291016
2022-07-14,35.08000183105469
2022-07-15,35.81999969482422
2022-07-18,35.58000183105469
2022-07-19,35.66999816894531
2022-07-20,35.709999084472656
2022-07-21,36.220001220703125
2022-07-22,36.45000076293945
2022-07-25,36.459999084472656
2022-07-26,36.61000061035156
2022-07-27,36.970001220703125
2022-07-28,38.619998931884766
2022-07-29,39.029998779296875
2022-08-01,38.5099983215332
2022-08-02,37.97999954223633
2022-08-03,37.66999816894531
2022-08-04,37.91999816894531
2022-08-05,37.880001068115234
2022-08-08,37.91999816894531
2022-08-09,38.45000076293945
2022-08-10,38.939998626708984
2022-08-11,38.88999938964844
2022-08-12,39.59000015258789
2022-08-15,39.779998779296875
2022-08-16,39.810001373291016
2022-08-17,39.72999954223633
2022-08-18,38.79999923706055
2022-08-19,38.779998779296875
2022-08-22,38.2599983215332
2022-08-23,37.4900016784668
2022-08-24,37.68000030517578
2022-08-25,38.22999954223633
2022-08-26,37.279998779296875
2022-08-29,36.720001220703125
2022-08-30,36.02000045776367
2022-08-31,36.279998779296875
2022-09-01,36.54999923706055
2022-09-02,36.470001220703125
2022-09-06,38.18000030517578
2022-09-07,38.880001068115234
2022-09-08,38.869998931884766
2022-09-09,39.54999923706055
2022-09-12,40.11000061035156
2022-09-13,38.90999984741211
2022-09-14,38.209999084472656
2022-09-15,37.20000076293945
2022-09-16,36.86000061035156
2022-09-19,36.72999954223633
2022-09-20,35.70000076293945
2022-09-21,34.869998931884766
2022-09-22,35.0
2022-09-23,35.029998779296875
2022-09-26,34.33000183105469
2022-09-27,33.900001525878906
2022-09-28,34.4900016784668
2022-09-29,33.880001068115234
2022-09-30,33.77000045776367
2022-10-03,34.93000030517578
2022-10-04,35.040000915527344
2022-10-05,34.2599983215332
2022-10-06,33.70000076293945
2022-10-07,32.349998474121094
2022-10-10,32.13999938964844
2022-10-11,32.970001220703125
2022-10-12,32.20000076293945
2022-10-13,32.4900016784668
2022-10-14,31.600000381469727
2022-10-17,32.86000061035156
2022-10-18,33.290000915527344
2022-10-19,32.5
2022-10-20,32.540000915527344
2022-10-21,33.099998474121094
2022-10-24,32.880001068115234
2022-10-25,33.959999084472656
2022-10-26,33.650001525878906
2022-10-27,31.049999237060547
2022-10-28,32.0099983215332
2022-10-31,31.690000534057617
2022-11-01,31.649999618530273
2022-11-02,31.459999084472656
2022-11-03,31.360000610351562
2022-11-04,31.030000686645508
2022-11-07,29.709999084472656
2022-11-08,30.110000610351562
2022-11-09,29.809999465942383
2022-11-10,32.290000915527344
2022-11-11,31.979999542236328
2022-11-14,31.299999237060547
2022-11-15,31.670000076293945
2022-11-16,31.18000030517578
2022-11-17,30.780000686645508
2022-11-18,31.270000457763672
2022-11-21,31.25
2022-11-22,31.579999923706055
2022-11-23,31.600000381469727
2022-11-25,31.719999313354492
2022-11-28,30.989999771118164
2022-11-29,31.920000076293945
2022-11-30,32.630001068115234
2022-12-01,32.349998474121094
2022-12-02,32.36000061035156
2022-12-05,32.150001525878906
2022-12-06,31.65999984741211
2022-12-07,32.18000030517578
2022-12-08,32.11000061035156
2022-12-09,31.59000015258789
2022-12-12,31.149999618530273
2022-12-13,32.04999923706055
2022-12-14,32.0099983215332
2022-12-15,31.219999313354492
2022-12-16,30.3799991607666
2022-12-19,29.75
2022-12-20,29.530000686645508
2022-12-21,29.770000457763672
2022-12-22,29.6200008392334
2022-12-23,29.899999618530273
2022-12-27,29.729999542236328
2022-12-28,29.110000610351562
2022-12-29,30.030000686645508
2022-12-30,29.639999389648438
2023-01-03,29.260000228881836
2023-01-04,29.719999313354492
2023-01-05,28.59000015258789
2023-01-06,29.739999771118164
2023-01-09,29.799999237060547
2023-01-10,29.809999465942383
2023-01-11,31.149999618530273
2023-01-12,31.40999984741211
2023-01-13,31.209999084472656
2023-01-17,31.6299991607666
2023-01-18,30.959999084472656
2023-01-19,30.940000534057617
2023-01-20,31.530000686645508
2023-01-23,31.459999084472656
2023-01-24,31.90999984741211
2023-01-25,32.08000183105469
2023-01-26,32.119998931884766
2023-01-27,32.54999923706055
2023-01-30,31.799999237060547
2023-01-31,32.5
2023-02-01,32.68000030517578
2023-02-02,33.90999984741211
2023-02-03,33.41999816894531
2023-02-06,33.029998779296875
2023-02-07,33.099998474121094
2023-02-08,33.060001373291016
2023-02-09,32.630001068115234
2023-02-10,32.66999816894531
2023-02-13,33.06999969482422
2023-02-14,33.060001373291016
2023-02-15,32.90999984741211
2023-02-16,32.59000015258789
2023-02-17,32.630001068115234
2023-02-21,32.25
2023-02-22,32.099998474121094
2023-02-23,32.189998626708984
2023-02-24,31.549999237060547
2023-02-27,31.329999923706055
2023-02-28,31.260000228881836
2023-03-01,30.360000610351562
2023-03-02,30.579999923706055
2023-03-03,31.829999923706055
2023-03-06,31.8700008392334
2023-03-07,31.09000015258789
2023-03-08,31.6299991607666
2023-03-09,31.270000457763672
2023-03-10,30.260000228881836
2023-03-13,31.1299991607666
2023-03-14,31.260000228881836
2023-03-15,31.459999084472656
2023-03-16,31.100000381469727
2023-03-17,30.489999771118164
2023-03-20,30.610000610351562
2023-03-21,30.190000534057617
2023-03-22,28.790000915527344
2023-03-23,28.68000030517578
2023-03-24,29.440000534057617
2023-03-27,29.530000686645508
2023-03-28,29.459999084472656
2023-03-29,30.229999542236328
2023-03-30,30.700000762939453
2023-03-31,31.229999542236328
2023-04-03,31.190000534057617
2023-04-04,31.25
2023-04-05,31.209999084472656
2023-04-06,31.489999771118164
2023-04-10,31.639999389648438
2023-04-11,31.920000076293945
2023-04-12,31.959999084472656
2023-04-13,32.209999084472656
2023-04-14,32.20000076293945
2023-04-17,33.0
2023-04-18,33.11000061035156
2023-04-19,33.290000915527344
2023-04-20,33.189998626708984
2023-04-21,33.290000915527344
2023-04-24,32.849998474121094
2023-04-25,32.369998931884766
2023-04-26,32.13999938964844
2023-04-27,32.869998931884766
2023-04-28,33.369998931884766
2023-05-01,33.41999816894531
2023-05-02,33.650001525878906
2023-05-03,33.45000076293945
2023-05-04,33.380001068115234
2023-05-05,34.38999938964844
2023-05-08,34.380001068115234
2023-05-09,34.04999923706055
2023-05-10,34.47999954223633
