Date,AET
2015-07-01,128.89999389648438
2015-07-02,125.51000213623047
2015-07-06,117.43000030517578
2015-07-07,115.33000183105469
2015-07-08,112.66999816894531
2015-07-09,112.66999816894531
2015-07-10,114.5999984741211
2015-07-13,114.0199966430664
2015-07-14,115.75
2015-07-15,115.4800033569336
2015-07-16,112.91000366210938
2015-07-17,112.91999816894531
2015-07-20,111.5999984741211
2015-07-21,111.55000305175781
2015-07-22,113.87999725341797
2015-07-23,112.05000305175781
2015-07-24,110.0
2015-07-27,110.2300033569336
2015-07-28,112.30999755859375
2015-07-29,112.5999984741211
2015-07-30,114.1500015258789
2015-07-31,112.97000122070312
2015-08-03,113.79000091552734
2015-08-04,115.19000244140625
2015-08-05,118.06999969482422
2015-08-06,116.4000015258789
2015-08-07,116.38999938964844
2015-08-10,117.08999633789062
2015-08-11,118.3499984741211
2015-08-12,117.30000305175781
2015-08-13,118.25
2015-08-14,120.66000366210938
2015-08-17,123.04000091552734
2015-08-18,124.20999908447266
2015-08-19,122.18000030517578
2015-08-20,118.52999877929688
2015-08-21,115.51000213623047
2015-08-24,110.51000213623047
2015-08-25,110.5
2015-08-26,115.41999816894531
2015-08-27,117.77999877929688
2015-08-28,116.86000061035156
2015-08-31,114.5199966430664
2015-09-01,111.55000305175781
2015-09-02,113.55999755859375
2015-09-03,115.18000030517578
2015-09-04,113.47000122070312
2015-09-08,118.13999938964844
2015-09-09,117.2300033569336
2015-09-10,116.19000244140625
2015-09-11,117.88999938964844
2015-09-14,116.38999938964844
2015-09-15,117.56999969482422
2015-09-16,117.58000183105469
2015-09-17,117.76000213623047
2015-09-18,116.1500015258789
2015-09-21,118.81999969482422
2015-09-22,118.12000274658203
2015-09-23,118.81999969482422
2015-09-24,116.44000244140625
2015-09-25,112.0199966430664
2015-09-28,105.30000305175781
2015-09-29,106.30999755859375
2015-09-30,109.41000366210938
2015-10-01,109.94000244140625
2015-10-02,113.11000061035156
2015-10-05,113.04000091552734
2015-10-06,108.83000183105469
2015-10-07,109.55999755859375
2015-10-08,109.61000061035156
2015-10-09,109.18000030517578
2015-10-12,110.62999725341797
2015-10-13,113.2699966430664
2015-10-14,111.11000061035156
2015-10-15,112.16999816894531
2015-10-16,112.98999786376953
2015-10-19,114.19999694824219
2015-10-20,111.81999969482422
2015-10-21,108.27999877929688
2015-10-22,103.36000061035156
2015-10-23,105.88999938964844
2015-10-26,107.80000305175781
2015-10-27,110.66999816894531
2015-10-28,111.11000061035156
2015-10-29,114.86000061035156
2015-10-30,114.77999877929688
2015-11-02,115.33999633789062
2015-11-03,111.80999755859375
2015-11-04,108.66000366210938
2015-11-05,111.2699966430664
2015-11-06,107.55000305175781
2015-11-09,108.0
2015-11-10,108.73999786376953
2015-11-11,105.08999633789062
2015-11-12,103.11000061035156
2015-11-13,102.20999908447266
2015-11-16,105.01000213623047
2015-11-17,105.27999877929688
2015-11-18,106.86000061035156
2015-11-19,99.88999938964844
2015-11-20,104.43000030517578
2015-11-23,105.70999908447266
2015-11-24,106.08000183105469
2015-11-25,103.94999694824219
2015-11-27,104.05999755859375
2015-11-30,102.75
2015-12-01,107.5
2015-12-02,106.93000030517578
2015-12-03,101.72000122070312
2015-12-04,105.31999969482422
2015-12-07,103.62000274658203
2015-12-08,103.93000030517578
2015-12-09,103.87000274658203
2015-12-10,104.81999969482422
2015-12-11,104.91000366210938
2015-12-14,105.80000305175781
2015-12-15,107.0199966430664
2015-12-16,108.76000213623047
2015-12-17,108.86000061035156
2015-12-18,108.47000122070312
2015-12-21,109.72000122070312
2015-12-22,108.91000366210938
2015-12-23,110.07499694824219
2015-12-24,109.62999725341797
2015-12-28,108.94999694824219
2015-12-29,110.20999908447266
2015-12-30,108.93000030517578
2015-12-31,108.12000274658203
2016-01-04,109.26000213623047
2016-01-05,110.77999877929688
2016-01-06,110.22000122070312
2016-01-07,110.2699966430664
2016-01-08,107.06999969482422
2016-01-11,105.31999969482422
2016-01-12,109.1500015258789
2016-01-13,104.87999725341797
2016-01-14,108.25
2016-01-15,105.04000091552734
2016-01-19,104.83999633789062
2016-01-20,104.04000091552734
2016-01-21,105.26000213623047
2016-01-22,107.58000183105469
2016-01-25,105.43000030517578
2016-01-26,104.9800033569336
2016-01-27,101.69000244140625
2016-01-28,98.79000091552734
2016-01-29,101.83999633789062
2016-02-01,103.37000274658203
2016-02-02,101.87999725341797
2016-02-03,101.19000244140625
2016-02-04,102.11000061035156
2016-02-05,99.22000122070312
2016-02-08,94.30999755859375
2016-02-09,97.19999694824219
2016-02-10,99.73999786376953
2016-02-11,97.81999969482422
2016-02-12,99.30000305175781
2016-02-16,102.18000030517578
2016-02-17,105.45999908447266
2016-02-18,104.37999725341797
2016-02-19,103.44999694824219
2016-02-22,106.55999755859375
2016-02-23,107.33000183105469
2016-02-24,106.6500015258789
2016-02-25,109.4000015258789
2016-02-26,109.91999816894531
2016-02-29,108.62999725341797
2016-03-01,110.54000091552734
2016-03-02,110.1500015258789
2016-03-03,109.63999938964844
2016-03-04,108.05999755859375
2016-03-07,109.69999694824219
2016-03-08,106.98999786376953
2016-03-09,109.22000122070312
2016-03-10,110.87000274658203
2016-03-11,113.47000122070312
2016-03-14,114.16999816894531
2016-03-15,112.87000274658203
2016-03-16,113.36000061035156
2016-03-17,110.55000305175781
2016-03-18,112.61000061035156
2016-03-21,111.41000366210938
2016-03-22,112.5199966430664
2016-03-23,111.75
2016-03-24,112.41000366210938
2016-03-28,112.0999984741211
2016-03-29,113.29000091552734
2016-03-30,114.19000244140625
2016-03-31,112.3499984741211
2016-04-01,113.70999908447266
2016-04-04,114.52999877929688
2016-04-05,111.12000274658203
2016-04-06,112.11000061035156
2016-04-07,110.27999877929688
2016-04-08,108.87000274658203
2016-04-11,108.26000213623047
2016-04-12,109.29000091552734
2016-04-13,110.54000091552734
2016-04-14,109.69000244140625
2016-04-15,109.80999755859375
2016-04-18,110.47000122070312
2016-04-19,111.47000122070312
2016-04-20,113.20999908447266
2016-04-21,113.08999633789062
2016-04-22,114.81999969482422
2016-04-25,114.30000305175781
2016-04-26,115.7699966430664
2016-04-27,113.80000305175781
2016-04-28,114.62999725341797
2016-04-29,112.2699966430664
2016-05-02,113.8499984741211
2016-05-03,114.06999969482422
2016-05-04,113.05999755859375
2016-05-05,113.87000274658203
2016-05-06,112.81999969482422
2016-05-09,113.93000030517578
2016-05-10,114.45999908447266
2016-05-11,112.26000213623047
2016-05-12,108.5999984741211
2016-05-13,107.9000015258789
2016-05-16,110.5
2016-05-17,110.19999694824219
2016-05-18,110.5999984741211
2016-05-19,109.72000122070312
2016-05-20,110.63999938964844
2016-05-23,110.08999633789062
2016-05-24,111.62999725341797
2016-05-25,113.69000244140625
2016-05-26,113.06999969482422
2016-05-27,113.25
2016-05-31,113.2300033569336
2016-06-01,115.29000091552734
2016-06-02,120.02999877929688
2016-06-03,120.04000091552734
2016-06-06,122.29000091552734
2016-06-07,121.5999984741211
2016-06-08,122.72000122070312
2016-06-09,121.2699966430664
2016-06-10,120.5199966430664
2016-06-13,119.18000030517578
2016-06-14,119.55999755859375
2016-06-15,119.91999816894531
2016-06-16,121.63999938964844
2016-06-17,121.0999984741211
2016-06-20,122.33999633789062
2016-06-21,121.08999633789062
2016-06-22,120.16000366210938
2016-06-23,121.0
2016-06-24,117.66000366210938
2016-06-27,115.55999755859375
