Date,HCA
2015-07-01,90.87000274658203
2015-07-02,90.5
2015-07-06,92.0999984741211
2015-07-07,92.44999694824219
2015-07-08,91.04000091552734
2015-07-09,91.63999938964844
2015-07-10,92.97000122070312
2015-07-13,94.80999755859375
2015-07-14,94.72000122070312
2015-07-15,94.12000274658203
2015-07-16,93.73999786376953
2015-07-17,93.23999786376953
2015-07-20,93.16999816894531
2015-07-21,92.27999877929688
2015-07-22,93.2699966430664
2015-07-23,93.31999969482422
2015-07-24,92.83000183105469
2015-07-27,92.02999877929688
2015-07-28,92.29000091552734
2015-07-29,93.55999755859375
2015-07-30,92.95999908447266
2015-07-31,93.01000213623047
2015-08-03,92.87999725341797
2015-08-04,94.04000091552734
2015-08-05,92.26000213623047
2015-08-06,91.37999725341797
2015-08-07,91.45999908447266
2015-08-10,91.43000030517578
2015-08-11,90.45999908447266
2015-08-12,90.87999725341797
2015-08-13,90.8499984741211
2015-08-14,91.4000015258789
2015-08-17,91.31999969482422
2015-08-18,90.4800033569336
2015-08-19,89.81999969482422
2015-08-20,87.05000305175781
2015-08-21,86.25
2015-08-24,84.30999755859375
2015-08-25,83.11000061035156
2015-08-26,86.94999694824219
2015-08-27,88.83999633789062
2015-08-28,88.81999969482422
2015-08-31,86.62000274658203
2015-09-01,84.31999969482422
2015-09-02,85.47000122070312
2015-09-03,86.4000015258789
2015-09-04,85.41000366210938
2015-09-08,87.41999816894531
2015-09-09,85.97000122070312
2015-09-10,85.27999877929688
2015-09-11,84.69000244140625
2015-09-14,84.9800033569336
2015-09-15,85.83999633789062
2015-09-16,85.19999694824219
2015-09-17,86.0199966430664
2015-09-18,82.4800033569336
2015-09-21,82.23999786376953
2015-09-22,82.69999694824219
2015-09-23,84.16000366210938
2015-09-24,81.9000015258789
2015-09-25,79.44999694824219
2015-09-28,74.02999877929688
2015-09-29,74.08000183105469
2015-09-30,77.36000061035156
2015-10-01,77.08999633789062
2015-10-02,77.88999938964844
2015-10-05,78.8499984741211
2015-10-06,77.19999694824219
2015-10-07,77.55000305175781
2015-10-08,76.66000366210938
2015-10-09,77.91000366210938
2015-10-12,77.79000091552734
2015-10-13,75.86000061035156
2015-10-14,76.0199966430664
2015-10-15,72.20999908447266
2015-10-16,72.94999694824219
2015-10-19,73.51000213623047
2015-10-20,72.41999816894531
2015-10-21,71.19999694824219
2015-10-22,66.08000183105469
2015-10-23,68.9800033569336
2015-10-26,69.08000183105469
2015-10-27,68.80000305175781
2015-10-28,68.9800033569336
2015-10-29,67.69999694824219
2015-10-30,68.79000091552734
2015-11-02,69.75
2015-11-03,68.80000305175781
2015-11-04,68.66999816894531
2015-11-05,68.58999633789062
2015-11-06,69.97000122070312
2015-11-09,69.9800033569336
2015-11-10,70.08000183105469
2015-11-11,67.66000366210938
2015-11-12,65.11000061035156
2015-11-13,66.44999694824219
2015-11-16,67.19999694824219
2015-11-17,69.25
2015-11-18,70.20999908447266
2015-11-19,65.38999938964844
2015-11-20,67.41999816894531
2015-11-23,67.36000061035156
2015-11-24,68.98999786376953
2015-11-25,68.95999908447266
2015-11-27,69.44999694824219
2015-11-30,68.05999755859375
2015-12-01,71.16000366210938
2015-12-02,70.01000213623047
2015-12-03,67.37999725341797
2015-12-04,67.25
2015-12-07,66.41999816894531
2015-12-08,67.25
2015-12-09,67.37999725341797
2015-12-10,68.43000030517578
2015-12-11,66.30000305175781
2015-12-14,65.45999908447266
2015-12-15,65.66000366210938
2015-12-16,65.45999908447266
2015-12-17,64.73999786376953
2015-12-18,64.47000122070312
2015-12-21,67.61000061035156
2015-12-22,66.86000061035156
2015-12-23,69.54000091552734
2015-12-24,68.91999816894531
2015-12-28,68.04000091552734
2015-12-29,68.98999786376953
2015-12-30,68.44000244140625
2015-12-31,67.62999725341797
2016-01-04,66.29000091552734
2016-01-05,66.44000244140625
2016-01-06,65.9800033569336
2016-01-07,64.29000091552734
2016-01-08,64.2699966430664
2016-01-11,67.83000183105469
2016-01-12,66.6500015258789
2016-01-13,64.94999694824219
2016-01-14,65.12000274658203
2016-01-15,64.2699966430664
2016-01-19,63.470001220703125
2016-01-20,62.83000183105469
2016-01-21,64.02999877929688
2016-01-22,65.81999969482422
2016-01-25,65.58000183105469
